"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Glen Ricks";"We Sing Gregory";"Number one";2004;"NAIVE RECORDS";1712319486;1712319714;"https://www.deezer.com/track/535865832";;
"Gentleman & Mh";"Morgan heritage family and friends";"Man of my own";2002;"HERITAGE MUSIC GROUP";1712319703;1712319930;;;
"General Echo";"Junjo presents : Roots Radics : """"12 Inches of Pleasure"""" / General Echo : """"12 Inches of dub """"";"Me know everything about she pum pum";2019;"VP RECORDS";1712319917;1712320129;;;
"Cornell Campbell";"I man a stal-a-watt";"Undying love";1975;"VP RECORDS";1712320129;1712320313;;;
"Jacob Miller";"Miller Jacob/With the Inner Circle band ( with Augustus Pablo)";"Fire a go burn";1974;"PLANET VIBES";1712320308;1712320524;;;
"Jah Batta And Skatee";"Reggae 100 % dynamite nyc";"Style and fashion";2009;"SOUL JAZZ RECORDS";1712320514;1712320822;;;
"Bob Marley & The Wailers";"Catch a fire (deluxe edition)";"High tide or low tide (jamaican version)";1973;"UNIVERSAL MUSIC";1712320817;1712321101;"https://www.deezer.com/track/4677837";;
"Beenie Man";"Art and life";"Art and life";1999;"VIRGIN";1712321085;1712321344;"https://www.deezer.com/track/3393889";;
"2badcards";"Smoking reggae";"Weed specialist";2004;"EMI";1712321330;1712321612;;;
"Alizia";"Marseille reggae all stars";"Crooked Men";2002;"MAGNETIC LAB";1712321612;1712321883;;;
"DEVON RUSSELL";"Studio one soul / Vol. 2";"Make me believe in you";2006;"SOUL JAZZ RE";1712321873;1712321998;"https://www.deezer.com/track/3846988";;
"Pachyman";"Switched-on";"Switched-on";2023;"ATO RECORDS";1712321998;1712322213;"https://www.deezer.com/track/2338581685";"https://music.apple.com/fr/album/switched-on/1693921971?i=1693921987&uo=4";"https://open.spotify.com/track/4cREs51dQyaV23CO8pCguj"
"Vv Brown";"Am I British yet ?";"Am I british yet ?";2023;"YOY RECORDS / VIRGIN RECORDS";1712322210;1712322354;;;
"Sad Night Dynamite";"Icy violence";"Icy violence";2020;"ATLANTIC";1712322352;1712322666;"https://www.deezer.com/track/1235048682";"https://music.apple.com/fr/album/icy-violence/1513221126?i=1513221127&uo=4";"https://open.spotify.com/track/6HGu4aLOtRqWVWh7ibMi4P"
"Bb Seaton";"Greatest hits";"My love (can't hide the feeling)";1971;"SOUL BEATS RECORDS";1712322659;1712322820;;;
"Bob Marley & The Wailers";"The complete Bob Marley and the Wailers 1967 to 1972/ Vol. 2 More axe";"Love light (Original)";1968;"PENSE A MOI";1712322817;1712322994;;;
"The Gladiators";"Studio One singles";"Fling It Gimme";;"HEARTBEAT";1712322993;1712323169;;;"https://open.spotify.com/track/6qpx9v0sA5swFO4GmliUcB"
"Serge Gainsbourg";"Aux armes et caetera";"Aux armes et caetera";1979;"MERCURY";1712323168;1712323353;;"https://music.apple.com/fr/album/aux-armes-et-caetera/1442848945?i=1442849190&uo=4";"https://open.spotify.com/track/6Z1487JY6p3cVxs5JVXkMZ"
"Dub Shepherds";"Night & day";"Love & beat";2023;"BAT RECORDS";1712323346;1712323529;"https://www.deezer.com/track/1144042332";;
"Ala.Ni";"Rub-a-dub soul";"Strawberry fields forever";2023;"VP RECORDS";1712323529;1712323745;"https://www.deezer.com/track/2425354825";"https://music.apple.com/fr/album/strawberry-fields-forever/1704195713?i=1704196433&uo=4";"https://open.spotify.com/track/5e7O1ciiqP2MtGIbm3LtLb"
"Reggae Regular";"Down in the dub vaults";"Ghetto rock";1984;"VP RECORDS / GREENSLEEVES RECORDS";1712323743;1712323987;;"https://music.apple.com/fr/album/ghetto-rock/383369701?i=383369817&uo=4";"https://open.spotify.com/track/4YJH0AJbj7fOO21LIXXQOH"
"Brain Damage & Big Youth";"Beyond the blue";"Wareika hill";2021;"JARRING EFFECTS";1712323984;1712324301;;"https://music.apple.com/fr/album/wareika-hill/1556274308?i=1556274614&uo=4";
"Count Ossie & The Mystic Revelation Of Rastafari";"Tales of Mozambique";"Sam's intro";2016;"SOUL JAZZ RECORDS";1712324299;1712324515;;;
"Prince Far I";"Heavy manners / Anthology 1977-83";"Hold the fort";1981;"TROJ";1712324513;1712324732;;;"https://open.spotify.com/track/03v2QTI11iOj2pkcjXmqJe"
"Fela Kuti";"Anthology 1";"Monkey banana";1975;"WRASSE REC";1712324731;1712325418;"https://www.deezer.com/track/64321122";"https://music.apple.com/fr/album/monkey-banana/598103988?i=598104171&uo=4";"https://open.spotify.com/track/21XXOtllsVD2XbaMV4wSC2"
"The Pioneers";"Monkey Business (the definitive skinhead reggae collection)";"Long shot kick de bucket";1969;"TROJAN RECORDS";1712325415;1712325582;;"https://music.apple.com/fr/album/long-shot-kick-de-bucket/288625610?i=288625695&uo=4";
"The Stingers";"I'am the upsetter";"Preacher man";1972;"TROJAN";1712325583;1712325742;;;
"Hiroshi Sato";"Time";"Black coffee";1977;"ARDUN RECORDS";1712325741;1712325944;;"https://music.apple.com/fr/album/black-coffee/1533629908?i=1533630097&uo=4";"https://open.spotify.com/track/2i8DEhlkruDZGqfzSvJHvL"
"Samory I";"Strength";"History of violence (feat. Mortimer)";2023;"EASY STAR RECORDS";1712325942;1712326162;;;
"Savio";"Moletom";"Bonita de contar";2020;"POMAR CULTURAL";1712326160;1712326373;"https://www.deezer.com/track/2205711107";;"https://open.spotify.com/track/4esWwrBBBnSZuh6ZKKkDxV"
"The In Crowd";"His majesty is coming";"Back a yard";1978;"CREOLE RECORDS";1712326370;1712326696;;;
"Tommy McCook";"Version galore";"Drive her home (version)";1971;"TROJAN RECORDS";1712326695;1712326807;;;
"The Cimarons";"In time";"You can get it if you really want";1974;"TROJAN";1712326805;1712326971;;;
"Canapacoustik";"À la file indienne";"Om mani padme hum";2023;"CARAVANE ACOUSTIQUE";1712326968;1712327186;;"https://music.apple.com/fr/album/om-mani-padme-hum/1690557680?i=1690558113&uo=4";"https://open.spotify.com/track/6UndSmmcFBk2dJish2T1Rj"
"Bareto";"El amor no es para los débiles";"Vallecito";2021;"AGOGO RECORDS";1712327185;1712327425;"https://www.deezer.com/track/1446760722";;
"Oai Star";"Zulu Oscar Bravo Indub";"ACDC C C C";2024;"IT'S OK";1712327426;1712327650;;;
"Lord Echo";"Rarities 2010 - 2020 : Japanese tour singles";"Thinking of dub (feat. Lisa Tomlins)";2023;"JAKARTA RECORDS";1712327647;1712327881;;"https://music.apple.com/fr/album/thinking-of-dub-feat-lisa-tomlins/1675493825?i=1675494334&uo=4";
"Janice Walker";"Soul Jazz Records presents Style & Fashion";"You'll never need somebody";1981;"SOUL JAZZ RECORDS";1712327879;1712328091;"https://www.deezer.com/track/638326322";;
"Peter Tosh";"Arise black man";"Downpresser";2000;"TROJAN RECORDS";1712328090;1712328281;"https://www.deezer.com/track/1889236";;
"The Frightnrs";"Rough trade counter culture 2016";"I'd rather go blind";2016;"ROUGH TRADE";1712328280;1712328491;;;
"Yami Bolo And Sly & Robbie";"Freedom and liberation";"Curly locks";1999;"TAXI RECORDS";1712328489;1712328718;;;
"Pilah & Ivan Jah";"BAT Records : 5 Years of hard mix";"Heart psalm";2023;"BAT RECORDS";1712328716;1712328938;;;
"Titus";"Nefertari (FACE A)";"Mektoub my love";2023;"FOUR LANE ROAD RECORDS";1712328937;1712329075;;;"https://open.spotify.com/track/4fl2bxmWXE9mqQDVE7uLBY"
"Ernie Smith";"Original reggae hits of the 60's & 70's";"Bend down";1981;"K&K RECORDS";1712329074;1712329225;;;
"The Maytals";"Trojan christmas box set/Noel";"Happy Christmas (The Christmas song)";1972;;1712329225;1712329440;;;
"Burning Spear";"Calling rastafari";"Holy man (Extended Mix)";1999;"MUSIDISC";1712329439;1712329781;"https://www.deezer.com/track/24827721";"https://music.apple.com/fr/album/holy-man-extended-mix/333481727?i=333482545&uo=4";
"Inna De Yard";"Family affair";"Africa";2023;"CHAPTER TWO";1712329779;1712330051;;;"https://open.spotify.com/track/3rzQSdZ1kKJVKOajwkcQmZ"
"Vanzo";"Real Step";"Rudeboy story";2023;"BASSAJAM RECORDS";1712330048;1712330273;;;"https://open.spotify.com/track/04IfgglmxAfH58bfZET0Yq"
"Local Natives";"When am I gonna lose you";"When am I gonna lose you (nick waterhouse dub remix)";2019;"LOMA VISTA RECORDINGS";1712330271;1712330599;;;
"Izem";"In ze early morning";"A veces";2023;"ELIS RECORDS";1712330596;1712330849;;;"https://open.spotify.com/track/6fiIKO7BivyVNqcVsR1Yl3"
"L'Entourloop";"La clarté dans la confusion";"Madzilla (feat. Troy Berkley & Blabbermouf)";2022;"X-RAY PRODUCTION";1712330849;1712331059;;;
"Stand High Patrol";"The shift";"My research";2017;"STAND HIGH RECORDS";1712331060;1712331255;;"https://music.apple.com/fr/album/my-research/1229170695?i=1229170995&uo=4";"https://open.spotify.com/track/0OE4BlNBPUxNbMjdCnW0Hu"
"Sugar Minott";"Sugar Minott at Studio One";"Party Time";2005;"SOUL JAZZ RECORDS";1712331254;1712331411;;;
"Jessica Persee";"Rurbain";"Li sem";2019;"LA SOUTERRAINE";1712331410;1712331584;"https://www.deezer.com/track/741004112";"https://music.apple.com/fr/album/li-sem/1478285248?i=1478285250&uo=4";"https://open.spotify.com/track/7yItbKLOAXsIDDph1cwglH"
"Mnbigband";"Gainsbourg and jazz";"La Chanson De Prevert";2021;"YAPAD'COUAC";1712331584;1712331812;"https://www.deezer.com/track/1394769702";"https://music.apple.com/fr/album/la-chanson-de-pr%C3%A9vert/1574353096?i=1574353758&uo=4";"https://open.spotify.com/track/2u5DV6TDkSnB0sLdtPZXqS"
"Jah Jazz Orchestra";"Introducing Jah Jazz Orchestra";"St Louis skank";2020;"BRIXTON RECORDS";1712331811;1712332111;;;
"Alpha Blondy";"Yitzhak Rabin";"Lalogo";1998;"UNE MUSIQUE";1712332110;1712332386;;"https://music.apple.com/fr/album/lalogo-2010-remastered-edition/1704990105?i=1704991456&uo=4";
"UB40";"The very best of UB40 1980-2000";"Red red wine";1983;"VIRGIN RECORDS";1712332384;1712332565;"https://www.deezer.com/track/3129568";"https://music.apple.com/fr/album/red-red-wine/724633277?i=724633552&uo=4";"https://open.spotify.com/track/1tOE1dIyIjsfLJWiQ4ZRJW"
"Ayo";"Joyful";"Help is coming";2006;"POLYDOR";1712332564;1712332796;"https://www.deezer.com/track/1147962";;
"Rocksteady";"BOF / Rocksteady : The roots of reggae";"Freedom street";2009;"MOLL-SELEKTA";1712332798;1712333037;;;
"Rhoda Dakar";"Version girl";"Stop your sobbing";2023;"SUNDAY BEST RECORDINGS";1712333036;1712333204;"https://www.deezer.com/track/2034882617";"https://music.apple.com/fr/album/stop-your-sobbing/1656285954?i=1656285963&uo=4";"https://open.spotify.com/track/1OSNWzpFQSKCUNF97G7ZEZ"
"Johhny Osbourne";"Come back darling meets warrior";"Wish I could express in words";2005;"TECHNIQUES";1712333201;1712333413;"https://www.deezer.com/track/709125962";"https://music.apple.com/fr/album/wish-i-could-express-in-words/1472078683?i=1472079271&uo=4";"https://open.spotify.com/track/6OItyrxrIkfb0eVzSuugeG"
"Michael Prophet";"Down in the dub vaults";"Just talking";2023;"VP RECORDS / GREENSLEEVES RECORDS";1712333413;1712333593;;"https://music.apple.com/fr/album/just-talking/1700559861?i=1700560094&uo=4";"https://open.spotify.com/track/4sVsDZ6yHY2cqWBnmvKbqR"
"Nai-Jah";"Rub-a-dub soul";"Taxman";2023;"VP RECORDS";1712333592;1712333797;;"https://music.apple.com/fr/album/taxman/1704195713?i=1704196246&uo=4";"https://open.spotify.com/track/2dGBIf999mrqs5HHEi5yGN"
"The Heptones";"Yesterday";"Ob la di ob la da";1969;"TROJAN RECORDS";1712333796;1712333997;;;
"Pat Kelly";"Better get ready";"Last chance";2016;"KINGSTON SOUNDS";1712333995;1712334227;;;
"Higgs & Wilson";"If I Had a Pair of Wings : Jamaican Doo Wop, Vol. 2";"How can I be sure";2019;"DEATH IS NOT THE END";1712334225;1712334374;"https://www.deezer.com/track/913044632";;
"Liam Bailey";"Zero grace";"Sekkle down";2024;"BIG CROWN RECORDS";1712334373;1712334567;"https://www.deezer.com/track/2525488941";"https://music.apple.com/fr/album/sekkle-down/1714807132?i=1714807279&uo=4";"https://open.spotify.com/track/3W4Y8a7uZTFAIMAqn5gMbX"
"Manudigital";"Digital man (ft. Daddy Freddy) (Digital UK session)";"Digital man (ft. Daddy Freddy) (Digital UK session)";2024;"X-RAY PRODUCTION";1712334567;1712334881;;;
"Soom T";"Good";"Our day";2022;"X-RAY PRODUCTION";1712334881;1712335105;"https://www.deezer.com/track/1596538392";"https://music.apple.com/fr/album/our-day/1601187113?i=1601187119&uo=4";"https://open.spotify.com/track/2jLwvRoogB8LEZJL04oGoi"
"Sister Carol";"Black Cinderella";"Black Cinderella";1984;"HEARTBEAT";1712335103;1712335278;"https://www.deezer.com/track/477457732";;
"Jah Shaka";"Imperial Dub - Commandments of Dub Chapter 8";"Messenger Dub";1988;"JAH SHAKA MUSIC";1712335276;1712335480;"https://www.deezer.com/track/64559694";"https://music.apple.com/fr/album/messenger-dub/601650505?i=601651231&uo=4";"https://open.spotify.com/track/4RAQexFkajNWmcGWpVq99c"
"L.A.B";"L.A.B VI";"Ocean demon";2024;"LOOP RECORDINGS";1712335478;1712335733;;"https://music.apple.com/fr/album/ocean-demon/1724057295?i=1724057579&uo=4";
"Noa Milee";"Real Step";"Only one";2023;"BASSAJAM RECORDS";1712335728;1712335941;;;"https://open.spotify.com/track/7AySRKmC01VC2QM1XGF2TA"
"Mo Kalamity";"Warriors of light";"Vision";2013;"L'ASSOC'PIQUANTE";1712335939;1712336124;;;
"Joy Crookes";"Perception";"No hands";2019;"SPEAKERBOX RECORDINGS";1712336123;1712336254;"https://www.deezer.com/track/680959132";;"https://open.spotify.com/track/0gZcAOhjbDoLGzCQ0VW2J6"
"Keith Hudson";"Playing it cool and playing it right";"I can't do without you";;"BASIC REPLAY";1712336253;1712336369;"https://www.deezer.com/track/486290302";;"https://open.spotify.com/track/6Po7rCRQcLdz7qEPzTCrTD"
"Bob Marley & The Wailers";"Selassie is the chapel";"Chances are (original)";1997;"PENSE A MOI";1712336369;1712336567;;;
"Roy Cousins & The Royals";"Real authentic reggae vol. 1";"Ghetto man";;"BBE";1712336565;1712336751;;"https://music.apple.com/fr/album/ghetto-man/1284161324?i=1284162424&uo=4";
"Tommy Mac Cook";"Treasure isle/Duke Reid's legacy/The true story of ska, rocksteady, dub and reggae";"Heat Wave";;"JAHSLAMS";1712336750;1712336945;;;
"Boule Noire";"Reggae";"Black tracks (c'est ton tour)";1982;"ZION YANT RECORDS";1712336943;1712337231;"https://www.deezer.com/track/73323603";"https://music.apple.com/fr/album/black-tracks-cest-ton-tour/303367520?i=303367525&uo=4";
"Captain Cumbia";"Cumbia irie contest";"El cuarto de tula";2015;"MENILMONTANT PRODUCTIONS";1712337220;1712337485;;;
"Stanley Beckford";"Plays mento";"Broom weed";2002;"BARCLAY";1712337482;1712337685;;;
"John Holt";"Essential artist collection";"Ungrateful lady";1977;"TROJAN RECORDS";1712337683;1712337842;"https://www.deezer.com/track/2230859587";"https://music.apple.com/fr/album/ungrateful-lady/1675927825?i=1675927939&uo=4";"https://open.spotify.com/track/0SnDOzpG6agwKTviojJccH"
"Simply Red";"Love and the russian winter";"More than a dream";1999;"EASTWEST";1712337840;1712338067;"https://www.deezer.com/track/2476446";;"https://open.spotify.com/track/6Sy9U5ZR7ULihbXiUrUk7I"
"Israel Vibration";"Jericho";"Violence in the street";2000;"M10";1712338064;1712338308;;;
"Gregory Isaacs";"Substance free";"Rude bwoy bawi";;"VIZIONS SOUNDS RECORDS";1712338308;1712338557;;;
"The Gladiators";"Once upon a time in Jamaica";"Determination";2002;"MEDIACOM";1712338557;1712338750;;"https://music.apple.com/fr/album/determination/264323950?i=264325247&uo=4";
"Naya Rockers & Ivan Neville";"Higher education";"Higher education";2024;"AUTOPRODUCTION";1712338747;1712338957;;"https://music.apple.com/fr/album/higher-education/1729868040?i=1729868042&uo=4";
"Prince Fatty";"Disco Deception";"Fever";2020;"EVERGREEN RECORDINGS";1712338955;1712339167;"https://www.deezer.com/track/1698846417";;"https://open.spotify.com/track/4DbtRF5zaRqDYVqNTKU5oJ"
"Nina Soul";"Studio one women / Vol. 2";"Sleeping trees";1985;"SOUL JAZZ RECORDS";1712339166;1712339429;"https://www.deezer.com/track/1729168157";;
"Ken Boothe";"Crying over you - Anthology 1963 to 1978 (disc 1)";"I don't want to see you cry";;"TROJAN";1712339427;1712339676;"https://www.deezer.com/track/412869732";"https://music.apple.com/fr/album/i-dont-want-to-see-you-cry/1291337321?i=1291337810&uo=4";"https://open.spotify.com/track/2eXcLYOe81ICaDy6jyUNEe"
"Johnny Clarke";"Dubwise and otherwise 2";"Love up your brothers and sisters (extended mix)";1977;"BLOOD AND FIRE";1712339673;1712339943;;;
"Carolyn Catlyn";"The lovers rock story (the best of the early years)";"Peaceful woman";1977;"KICKIN MUSIC";1712339941;1712340170;;;
"Izumi Kobayashi";"Tokyo riddim 1976-1985";"Lazy love";1981;"TIME CAPSULE";1712340170;1712340431;;"https://music.apple.com/fr/album/lazy-love-2021-remaster/1594125136?i=1594125231&uo=4";
"Blundetto X Pupajim X Biga*ranx";"Groenland";"Groenland";2023;"LES RYTHMES RUBAN";1712340427;1712340637;;;
"Morgan Heritage";"More teachings";"Know your past (feat. cat coore of third world)";2001;"WORLD VILLAGE";1712340636;1712340912;;;
"Joan Baez";"Honest Lullaby";"No Woman No Cry";1979;"PORTRAIT";1712340909;1712341145;"https://www.deezer.com/track/101374758";;
"Brenda Ray";"Walatta";"Lend a helping hand";2006;"TAMOKI-WAMBEST-DOVE";1712341138;1712341364;"https://www.deezer.com/track/1496911762";;"https://open.spotify.com/track/1oKdp1L7B3uTXMb1xSJdr4"
"Sammy Dread";"Reggae Anthology : The Channel One Story Chapter Two";"M16";2009;"VP RECORDS";1712341363;1712341589;;;"https://open.spotify.com/track/3ToKjgujvEvVjzABck3heR"
"Junior Murvin";"Inna de yard";"Police & thieves";2007;"INNA DE YARD";1712341588;1712341858;;;
"Wingless Angels";"Wingless angels / Vol. I & II";"No dark there";;"MINDLESS RECORDS";1712341859;1712342116;"https://www.deezer.com/track/65501703";"https://music.apple.com/fr/album/no-dark-there/382128684?i=382128709&uo=4";"https://open.spotify.com/track/1vT2UDoiwpbZvrUKpdkPDm"
"Leroy Smart";"Midnight to six man... First time from Jamaica";"Pride and ambition";2018;"KINGSTON SOUNDS";1712342112;1712342350;;;
"The Revolutionaries";"Drum sound / More gems from Channel One dub room :1974 to 1980";"Plantation heights version";1976;"PRESSURE SOUNDS";1712342348;1712342524;;;
"The Pioneers";"The best of the Pioneers";"Reggae fever";1974;"SANCTUARY RECORDS";1712342523;1712342696;"https://www.deezer.com/track/131286000";;
"Wilson Delroy";"Rare Grooves Reggae by Nova";"Don't leave me";2005;"NOVAREC";1712342694;1712342843;;;
"Bb Seaton";"Greatest hits";"All the best";2013;"SOUL BEATS RECORDS";1712342843;1712343068;;;"https://open.spotify.com/track/6XGAHjlauQsyDJu5opLKcb"
"Tom Caruana";"Adaptatrap";"Bumble bee";2020;"TEA SEA RECORDS";1712343065;1712343212;;;
"Jack Johnson";"On and on";"Rodeo clowns";2003;"MOONSHINE RE";1712343205;1712343361;"https://www.deezer.com/track/1159160";"https://music.apple.com/fr/album/rodeo-clowns/1440853796?i=1440854074&uo=4";"https://open.spotify.com/track/422qOiUJZCd7SaEyoPAEnQ"
"Gutsul Calipso";"Borsh division - Future sound of Ukraine";"Dyadya pizza";2016;"TRIKONT";1712343356;1712343596;;"https://music.apple.com/fr/album/dyadya-pizza/1093807961?i=1093808065&uo=4";"https://open.spotify.com/track/3C7r0gdXW3TRmfhdFegyBu"
"Tiken Jah Fakoly";"Le monde est chaud";"Le monde est chaud (Feat. Soprano)";2019;"BARCLAY";1712343598;1712343801;;"https://music.apple.com/fr/album/le-monde-est-chaud-feat-soprano/1459660390?i=1459660403&uo=4";
"Thievery Corporation";"The Temple of I & I";"Strike the Root (feat. Notch)";2017;;1712343796;1712343999;;"https://music.apple.com/fr/album/strike-the-root-feat-notch/1633565508?i=1633565513&uo=4";
"The Wailing Wailers";"The wailing wailers";"What's new pussycat";1965;"STUDIO ONE";1712343989;1712344167;;;
"The Tennors";"Trojan Suedehead box set";"Weather Report";1973;"TROJAN RECORDS";1712344163;1712344305;"https://www.deezer.com/track/131316446";;
"The Specials";"Vote for me";"Vote for me (radio edit)";2019;"UNIVERSAL MUSIC";1712344304;1712344526;;;
"The Souljazz Orchestra";"Chaos theories";"General strike";2019;"STRUT RECORDS";1712344521;1712344784;;"https://music.apple.com/fr/album/general-strike/1471622089?i=1471622380&uo=4";"https://open.spotify.com/track/3f6nGDrymTUQ7voR6rIJel"
"The Sons Of Selasse";"A place called Africa / Vol. 1";"I man a African";2002;"TROJAN RECORDS";1712344783;1712344927;;;
"The Skints";"Swimming lessons";"Love is the devil (feat. Jesse Royal)";2019;"MR BONGO";1712344925;1712345161;;"https://music.apple.com/fr/album/love-is-the-devil-feat-jesse-royal/1453936560?i=1453936768&uo=4";
"The Skatalites";"Foundation ska";"World's fair";1997;"HEARTBEAT";1712345156;1712345306;;;
"The Ragga Twins";"Wrongtom meets";"Woah ! (Shop Soiled dub)";2019;"TRU THOUGHTS";1712345300;1712345522;;;
"Lee Perry & The Upsetters";"BOF : Club Dread Soundtrack";"Jungle lion";1974;"TROJAN RECORDS";1712345512;1712345701;;;
"The Unbelievable Two";"Power plant";"Feier in babylon (ital sunshine)";2019;"LEGERE RECORDINGS";1712345696;1712345926;;;
"The Police";"Outlandos d'amour";"Masoko tanga";1978;"A&M";1712345919;1712346257;"https://www.deezer.com/track/665714432";"https://music.apple.com/fr/album/masoko-tanga-remastered/1440797181?i=1440798000&uo=4";"https://open.spotify.com/track/4i4zjkLYGOwHXbNTnsesGe"
"The Mighty Three'S";"Africa shall stretch forth her hands";"Sinking in the mist";2003;"MAKASOUND";1712346240;1712346472;;;
"The Pionneers";"Roll muddy river";"Roll muddy river";1977;"TROJAN RECORDS";1712346466;1712346620;;;
"The Maytals";"The story of Trojan records : 25 big ones - UK hits / CD1";"Monkey man";1969;"TROJAN RECORDS";1712346609;1712346834;;"https://music.apple.com/fr/album/monkey-man/1208502027?i=1208502203&uo=4";"https://open.spotify.com/track/4g4BE9VeeQwPOvQ5sJTpj2"
