"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Alpha Wess";"Le choc des cultures";"Koundimodu";2008;"MAKASOUND";1711910099;1711910433;;;
"Dennis Brown";"The One You Left Behind";"Stop the fussing & fighting";1977;"LIZARD SHAKEDOWN";1711910428;1711910684;;;
"Derrick Pitter";"Zambezi";"Abyssinia";2018;"TAMOKI-WAMBESI-DOVE";1711910677;1711910842;;;
"Judy Mowatt & The Gayletts";"Trojan records - Bob Marley & friends box set";"Son of a preacher man";;"TROJAN";1711910839;1711910991;;;
"Sergent Garcia";"Mascaras";"Toi Tu Es Là Bas";2006;"OPENDISC";1711910985;1711911233;;;
"Sierra Leone S Refugee All Stars";"Living like a refugee";"Compliments for the peace";2006;"ANTI";1711911232;1711911477;;;
"Shaggy";"Wah gwaan ?!";"Money up (feat. Noah Powa)";2019;"POLYDOR";1711911474;1711911673;"https://www.deezer.com/track/661678222";"https://music.apple.com/fr/album/money-up-feat-noah-powa/1457263152?i=1457263157&uo=4";"https://open.spotify.com/track/60ew2iH4JdslhqY9OWyQ0P"
"Shabba Ranks";"Reggae Mandela";"Mandela free";2019;"VP RECORDS";1711911670;1711911874;"https://www.deezer.com/track/61601507";;"https://open.spotify.com/track/39k5O5z2tRcGB4mrbCAEOT"
"Sebastian Sturm & Exile Airline";"A grand day out";"Vision";2013;"SOULBEATS RECORDS";1711911863;1711912030;;"https://music.apple.com/fr/album/vision/1553888344?i=1553888528&uo=4";
"Sebastian Sturm";"Get up & get going";"Get going";2011;"SOULBEATS";1711912022;1711912273;"https://www.deezer.com/track/1245952922";"https://music.apple.com/fr/album/get-going/678406560?i=678406970&uo=4";"https://open.spotify.com/track/2QCuruslnP7fSplWaKbGfI"
"Roland Alphonso";"Studio One ska";"President Kennedy";;"SOUL JAZZ RECORDS";1711912270;1711912440;"https://www.deezer.com/track/117244038";"https://music.apple.com/fr/album/president-kennedy/284280381?i=284280530&uo=4";
"Pulsa Sion";"Stronger";"Tu traines";2017;"AUTOPRODUCTION";1711912435;1711912630;;;
"Protoje";"Royalty free";"Can't feel no way";2016;;1711912629;1711912787;;;
"Princess Erika";"Tant qu'il y aura";"Nouvelle génération";1998;"EPIC";1711912778;1711913007;"https://www.deezer.com/track/1364489622";;
"Prince Jazzbo";"Bunny Lee : Dreads enter the gates with praise";"The wormer";2019;"SOUL JAZZ RECORDS";1711913005;1711913189;;;"https://open.spotify.com/track/3L6NnSRu5wHn2jMAIBUrcI"
"Prince Fatty Meets The Mutant Hifi";"Return of Gringo (cd promo)";"Way back to town";2012;"MR BONGO";1711913188;1711913360;;;
"Prince Buster";"Tutti-Frutti";"Enjoy yourself";1968;"MELODISC";1711913358;1711913540;;"https://music.apple.com/fr/album/enjoy-yourself/1097583951?i=1097584885&uo=4";"https://open.spotify.com/track/2gXudOFrHDzj7D2JqbcFWm"
"Peter Tosh";"Legalize it";"Why must i cry";1976;"SONY";1711913537;1711913726;;"https://music.apple.com/fr/album/why-must-i-cry/192806191?i=192806330&uo=4";"https://open.spotify.com/track/6veLVjaedpQvpyin0MG8O4"
"Pauline Catlin";"I'm in love with a dreadlocks : Brown Sugar and the birth of lovers rock 1977-80";"Runaway love";1978;"SOUL JAZZ RECORDS";1711913714;1711913922;;;
"Phylea Carley";"Red, gold, green & blue";"Baby please don't go";2019;"TROJAN AMERICA";1711913913;1711914200;"https://www.deezer.com/track/709308362";"https://music.apple.com/fr/album/baby-please-dont-go/1464771196?i=1464771198&uo=4";"https://open.spotify.com/track/2KVxVFBhmSHgR5NpXfYc5E"
"Patrice";"Ancient spirit";"Wonder (shinin' on)";2000;"ZOMBA";1711914199;1711914435;;"https://music.apple.com/fr/album/wonder-shinin-on/417419903?i=417419920&uo=4";
"Pablo Moses";"The revolutionary years 1975 - 1983";"Revolutionary step";1980;"GROUNDED MUSIC";1711914434;1711914709;;"https://music.apple.com/fr/album/revolutionary-step-2010-remastered-version/1573480942?i=1573480952&uo=4";
"Imanytree";"Stand tall";"Ring it";2016;"ARBEAT";1711914703;1711914798;;;
"Originals Orchestra";"ABC Rocksteady";"Top line";2016;"DUB STORE RECORDS";1711914792;1711914952;;;
"Olivia Flowers";"Incandescence";"The Light";2019;"SPACE PARTY";1711914945;1711915198;;"https://music.apple.com/fr/album/the-light/1466655717?i=1466655745&uo=4";"https://open.spotify.com/track/61rQ1w9jtaTQqV5sEgthjQ"
"Easy Star All Stars";"Easy star's thrillah";"Close to midnight";2012;"EASY STAR RECORDS";1711915199;1711915603;;;
"Elephant System";"Elephant System";"Original freedom fighter";2001;"ISLAND";1711915593;1711915868;;;
"Fedayi Pacha";"Odc";"Lotus eaters (feat. Priyanka Bhosle)";2018;"CASAMANCE RECORD";1711915865;1711916182;;;
"Fat Freddy S Drop";"Dr. Boondigga & the big BW";"Shiverman";2009;"THE DROP";1711916157;1711916785;;;
"Fc Apatride Utd";"Them";"Jah is dead";2007;"MAKAFRESH";1711916782;1711917213;"https://www.deezer.com/track/662131722";"https://music.apple.com/fr/album/jah-is-dead/1459181796?i=1459181804&uo=4";
"Feldub";"Step along (EP)";"Rootical living";2018;"BANZAI LAB";1711917210;1711917410;"https://www.deezer.com/track/1029259122";"https://music.apple.com/fr/album/rootical-living/1524444842?i=1524445209&uo=4";"https://open.spotify.com/track/3kLhKcNbPBSaaRjM2u71ZV"
"Flamengo";"Vibes a Paris";"Meg";2000;"WAGRAM";1711917404;1711917620;;;
"Thievery Corporation";"Treasures from the Temple";"Road block (Feat. Racquel Jones) (TC remix)";2018;"ESL MUSIC";1711917608;1711917851;;;
