"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Janko Nilovic";"Un homme dans l'Univers";"Le grand espoir";"2019";"BROC RECORDZ";1755953975;1755954146;"https://www.deezer.com/track/2372817295";"https://open.spotify.com/track/1f53JQTIF78A6XTDO31oGV";"https://music.apple.com/fr/album/le-grand-espoir/1698138935?i=1698138945&uo=4";
"Helen Reddy";"I am woman";"I am woman";"1972";"PATHE MARCONI";1755954143;1755954350;"https://www.deezer.com/track/3483419";"https://open.spotify.com/track/3l2hbXdvmaH3tUd3qWLKgm";"https://music.apple.com/fr/album/i-am-woman/715618624?i=715619969&uo=4";
"Jody Miller";"Country soul sisters / Vol. 2";"Natural woman";"1974";"SOUL JAZZ RECORDS";1755954336;1755954535;"https://www.deezer.com/track/3104798581";"https://open.spotify.com/track/5LsE98Lo1KJYFgzVVd0iFt";"https://music.apple.com/fr/album/natural-woman/1733567185?i=1733567516&uo=4";
"Laurence Vanay";"Ghost notes from the stone vessel";"Voyage les yeux fermés";"2022";"MUSIC BOX PUBLISHING";1755954534;1755954752;"https://www.deezer.com/track/1794471377";"https://open.spotify.com/track/45WLTUqqvbPxUfCKAWkZLy";;
"Ichiko Aoba";"Luminescent creatures";"Prisomnia";"2025";"HERMINE";1755954752;1755954962;;;"https://music.apple.com/fr/album/prisomnia/1774480921?i=1774482140&uo=4";
"Phoenix";"United";"If I ever feel better";"2000";"SOURCE";1755954960;1755955223;"https://www.deezer.com/track/3135336";"https://open.spotify.com/track/3AA8xNhDC0MpqwkGX3EP5V";;
"Obongjayar";"Some nights I dream of doors";"Wrong for it (feat. Nubya Garcia)";"2022";"SEPTEMBER RECORDINGS";1755955218;1755955420;;;;
"Amarula Cafe Club";"Vol. II";"Od'é";"2020";"ZUMA MUSIC";1755955418;1755955584;"https://www.deezer.com/track/2130806477";"https://open.spotify.com/track/1ScE6K1EyNArkFvXBVx9D5";;
"Louis Matute";"Small variations from the previous day";"Alma no mar (feat. Gabi Hartmann)";"2024";"NEUKLANG / BAUER STUDIOS GMBH";1755955521;1755955526;;;;
"Setenta";"Apollo Solar Drive";"Danzon de planetas";"2025";"LATIN BIG NOTE";1755955584;1755955843;"https://www.deezer.com/track/2991495291";"https://open.spotify.com/track/0mmUhnMquaQ0V8dFx6dGMP";;
"Louis Matute";"Small variations from the previous day";"Alma no mar (feat. Gabi Hartmann)";"2024";"NEUKLANG / BAUER STUDIOS GMBH";1755955842;1755956072;;;;
"Ella Fitzgerald";"Things Ain't What They Used To Be";"Mas que nada";"1971";"COLLECTABLES";1755956071;1755956297;"https://www.deezer.com/track/801896";;"https://music.apple.com/fr/album/mas-que-nada/59422758?i=59422701&uo=4";
"Ted Heath";"Big band blues";"Royal garden blues";"1959";"VOCALION";1755956296;1755956479;"https://www.deezer.com/track/68293585";;;
"James Brown";"Soul on top";"I need your key (To turn me on)";"1970";"VERVE";1755956478;1755956700;"https://www.deezer.com/track/3060539";"https://open.spotify.com/track/1EjYFiuhIhvGLffoLDV60K";"https://music.apple.com/fr/album/i-need-your-key-to-turn-me-on/1443620023?i=1443620233&uo=4";
"Ibrahim Maalouf";"Au pays d'Alice...";"Au pays d'Alice : Jamais quand il faut";"2014";"MISTER";1755956699;1755956986;;;;
"Vox Clamantis";"Cyrillus Kreek : The suspended harp of Babel";"Psaume 121 : Päeval ei pea päikene (The sun shall not smite thee) - pour choeur mixte a cappella";"2020";"ECM NEW SERIES";1755956984;1755957158;;;;
"Bobby Krlic";"BOF / Midsommar";"The house that Harga built";"2019";"MILAN";1755957151;1755957363;"https://www.deezer.com/track/925293182";"https://open.spotify.com/track/5wIR5lSNZ5Zl2ZD3sc3Xa7";;
"Sheree Brown";"Straight ahead";"It's a pleasure";"1981";"CAPITOL";1755957361;1755957604;"https://www.deezer.com/track/2217011407";"https://open.spotify.com/track/3CvqWETxpRTP2L1nqPMdLq";;
"Johnny Nash";"This is reggae music : The golden era 1960 - 1975";"Guava jelly";"1972";"TROJ";1755957601;1755957794;"https://www.deezer.com/track/549532";"https://open.spotify.com/track/3HgiIftu32fA0WMZOtmiyq";"https://music.apple.com/fr/album/guava-jelly/464051815?i=464051826&uo=4";
"Gecko Turner";"Somebody from badajoz";"End of the world";"2023";"LOVEMONK RECORDS";1755957792;1755958054;"https://www.deezer.com/track/3217786041";"https://open.spotify.com/track/6ngp0LOYH01AoijpGHKAzC";"https://music.apple.com/fr/album/end-of-the-world/1793658585?i=1793658896&uo=4";
"Gerard Palaprat";"Original seventies";"Pour la fin du monde (1971)";"1971";"";1755958037;1755958239;;;;
"Los Silvertones";"Panama ! 3/Calypso panameno,guajira jazz & cumbia tipica on the Isthmus 1960 - 1975";"Up tight";"2009";"SOUND WAY";1755958231;1755958427;"https://www.deezer.com/track/971061872";;;
"Judy Holliday";"Bells Are Ringing (Original Cast Recording)";"Mu-cha-cha";"1956";"SONY CLASSICAL";1755958427;1755958640;;"https://open.spotify.com/track/2mx3buDNIQWd1C7dIkRRwe";;
"Santana";"Santana : Abraxas";"Black magic woman / Gypsy queen";"1970";"CBS";1755958639;1755958961;"https://www.deezer.com/track/77879660";"https://open.spotify.com/track/7cDxjUnMitNKQC5c8RQUko";;
"Deer Pond";"2025 LA Fire Relief Comp";"Under the lemon tree";"2025";"AUTOPRODUCTION";1755958959;1755959175;;;;
"Digawolf";"Yellowstone";"Yellowstone";"2019";"DIGAWOLF";1755959173;1755959446;"https://www.deezer.com/track/624914092";"https://open.spotify.com/track/7EqdkgVkDAKP2KzkxZzGiu";;
"Piers Faccini & Ballake Sissoko";"Our calling";"Borne on the wind";"2025";"NO FORMAT";1755959445;1755959696;;;;
"Rachid Brahim Djelloul";"Bacchanale";"A vava inouva - pour voix, violoncelle et harpe";"2023";"Harmonia Mundi";1755959695;1755959993;;;;
"Nat King Cole";"Unforgettable";"Mona Lisa";"1957";"CAPITOL";1755959988;1755960181;"https://www.deezer.com/track/3240267";;;
"Ady Suleiman";"Memories";"If I die";"2018";"PEMBA";1755960179;1755960472;"https://www.deezer.com/track/467410532";"https://open.spotify.com/track/5WNGsbC9unywIuqnYhZaxM";"https://music.apple.com/fr/album/if-i-die/1353633942?i=1353634041&uo=4";
"Alicia De Larrocha";"Alicia de Larrocha : Complete Decca Recordings / CD 1";"Tonadas, vol. 2 : 21. Seguidilla murciana - pour piano";"2018";"DECCA";1755960470;1755960548;;;;
"Nina Simone";"The Montreux Years";"I wish I knew how it would feel to be free (1976)";"1976";"BMG";1755960547;1755960914;;;;
"Cole Williams";"A better woman";"A better woman";"2023";"GOLDEN RULES";1755960901;1755961084;"https://www.deezer.com/track/2277682617";"https://open.spotify.com/track/21enNAqk8FITYsGw0Gm8ZA";"https://music.apple.com/fr/album/a-better-woman/1766315413?i=1766315414&uo=4";
"Limousine";"Siam roads";"Coeur d'eau";"2014";"EKLER O SHOCK";1755961084;1755961088;"https://www.deezer.com/track/75861084";"https://open.spotify.com/track/5MvLXIWufdFRbXjd7GKWU9";"https://music.apple.com/fr/album/coeur-deau/836500099?i=836500166&uo=4";
"SARAH VAUGHAN";"At Mister Kelly's";"Lucky in love";"";"EmArcy";1755961086;1755961216;"https://www.deezer.com/track/38109241";"https://open.spotify.com/track/3l19ymQDFAR9LHATlKd92f";"https://music.apple.com/fr/album/lucky-in-love/786600021?i=786600083&uo=4";
"Limousine";"Siam roads";"Coeur d'eau";"2014";"EKLER O SHOCK";1755961214;1755961488;"https://www.deezer.com/track/75861084";"https://open.spotify.com/track/5MvLXIWufdFRbXjd7GKWU9";"https://music.apple.com/fr/album/coeur-deau/836500099?i=836500166&uo=4";
"Neil Young";"Harvest";"Alabama";"1972";"WEA";1755961485;1755961727;;"https://open.spotify.com/track/38GExEjUnTTJr9J2SHJROj";;
"Alain Souchon";"Ame fifties";"Ronsard Alabama";"2019";"WARNER";1755961721;1755961828;"https://www.deezer.com/track/775787422";"https://open.spotify.com/track/3lmewSkDP7pVqKH9hfvqH8";"https://music.apple.com/fr/album/ronsard-alabama/1477341942?i=1477341949&uo=4";
"Lakecia Benjamin";"Pursuance : The Coltranes";"Alabama";"2020";"ROPEADOPE RECORDS";1755961823;1755961993;"https://www.deezer.com/track/1981849277";"https://open.spotify.com/track/3gfyuLWZmeujFkkbYiNcnQ";"https://music.apple.com/fr/album/alabama/1651227540?i=1651227549&uo=4";
"Alabama 3";"Boftv / The sopranos";"Woke up this morning (Chosen one mix)";"1999";"COLUMBIA";1755961990;1755962234;"https://www.deezer.com/track/2629600512";;;
"Royksopp";"Melody A.M.";"A higher place";"2001";"LABELS";1755962233;1755962504;"https://www.deezer.com/track/109713892";"https://open.spotify.com/track/5cizzFuC0UwD2S5doRGnEi";;
"Mac Demarco";"One Wayne G";"20200323";"2023";"MAC DEMARCO, LLC";1755962497;1755962664;"https://www.deezer.com/track/2238193937";"https://open.spotify.com/track/7oktevRsa0ubeo8RaEpdxf";"https://music.apple.com/fr/album/20200323/1681871263?i=1681876408&uo=4";
"Alabaster DePlume";"A blade because a blade is whole";"Thank you";"2025";"INTERNATIONAL ANTHEM";1755962664;1755962837;;;;
"Bobby Womack";"Lookin' For A Love Again";"You're welcome, stop on by";"1973";"CHARLY RECORDS";1755962835;1755963055;"https://www.deezer.com/track/3355918";;;
"The Foreign Exchange";"Connected";"Happiness feat. big pooh";"2004";"BARELY BREAKING MUSIC";1755963050;1755963332;;;;
"The Brand News Heavies";"Deelicious";"Sometimes (remix instrumental)";"2007";"";1755963328;1755963570;;;;
"Nerd";"Fly or die";"She wants to move";"2004";"VIRGIN";1755963569;1755963782;;;;
"Elza Soares";"O máximo em samba";"Me deixa em paz";"1967";"UNIVERSAL MUSIC LTDA";1755963776;1755963953;"https://www.deezer.com/track/540493462";"https://open.spotify.com/track/6mmBaP8QFrskIt6huu5ty6";"https://music.apple.com/fr/album/me-deixa-em-paz/1421601399?i=1421601891&uo=4";
"Maria Callas";"The Maria Callas collection";"Manon : Adieu notre petite table (Acte II) Air de Manon";"1965";"STYLUS";1755963952;1755964147;;;;
"Sissi Rada";"Demeter in Aexone";"Pax kogx";"2024";"KRYPTOX";1755964147;1755964394;"https://www.deezer.com/track/2906516301";"https://open.spotify.com/track/50PKUxthhwGeB6srCcrSvJ";"https://music.apple.com/fr/album/pax-kogx/1758971171?i=1758971309&uo=4";
"Yndi";"Memoria";"Reverie";"2024";"NASCIMENTO - GRAND MUSIQUE MANAGEMENT";1755964392;1755964556;"https://www.deezer.com/track/3063586851";"https://open.spotify.com/track/4qoHtlHMkjJZhrUzML6exe";"https://music.apple.com/fr/album/r%C3%AAverie/1775422944?i=1775424764&uo=4";
"Gil Scott Heron";"Winter in America";"Your daddy loves you";"1974";"RUMAL GIA";1755964556;1755964734;;;;
"Thomas De Pourquery & Supersonic";"Back To The Moon";"Yes yes yes yes";"2021";"Lying Lions";1755964731;1755964924;;;;
"Shawn Lee";"Hits the hits";"Rehab";"2007";"UBIQUITY";1755964920;1755965196;;;;
"Jacques Dutronc";"Intégrale -  en public inedit 1971";"Les cactus";"1971";"VOGUE";1755965192;1755965323;"https://www.deezer.com/track/540428";;;
"The Cactus Blossoms";"Every time i think about you";"Statues";"2024";"RECORDS RECORDS";1755965313;1755965488;"https://www.deezer.com/track/2814925992";"https://open.spotify.com/track/4ZbRVs2G7O54xiwVzf2r6W";"https://music.apple.com/fr/album/statues/1747830883?i=1747831462&uo=4";
"Laurie Anderson";"Life on a string";"Statue of Liberty";"2001";"WARNER";1755965485;1755965749;"https://www.deezer.com/track/740263";"https://open.spotify.com/track/1VB81F6yzcEXWuMxzO59ZK";"https://music.apple.com/fr/album/statue-of-liberty/215653037?i=215653153&uo=4";
"Shani Diluka";"Pulse";"Shenandoah - arrangement pour piano";"2023";"Warner Classics";1755965739;1755966018;;;;
"Omara Portuondo";"Portuondo Omara/Buena vista social club";"Veinte años";"2000";"WORLDCIRCUIT";1755966015;1755966297;"https://www.deezer.com/track/704052722";"https://open.spotify.com/track/1Cm8CVyPdbfrnskSezlIba";"https://music.apple.com/fr/album/veinte-anos/358018889?i=358020892&uo=4";
"Hope Tala";"Hope handwriten";"Lose my mind";"2025";"PMR RECORDS";1755966293;1755966493;"https://www.deezer.com/track/3036576631";"https://open.spotify.com/track/5iIUf8iasU1sOjrNr07cDv";"https://music.apple.com/fr/album/lose-my-mind/1772947556?i=1772947571&uo=4";
"Jamma-Dee";"Perceptions";"Saturday";"2023";"NBN RECORDS";1755966491;1755966663;"https://www.deezer.com/track/2395552695";"https://open.spotify.com/track/1OVfBd7l7MwKG3kpxEjtg6";"https://music.apple.com/fr/album/saturday/1701179733?i=1701180121&uo=4";
"Camp Lo";"Uptown saturday night";"Luchini aka this is it";"1997";"ARISTA";1755966662;1755966900;"https://www.deezer.com/track/14888039";"https://open.spotify.com/track/20DcrlNK0NcRknbX4wcEO4";"https://music.apple.com/fr/album/luchini-aka-this-is-it/495178565?i=495179544&uo=4";
"Feist";"Let it die";"Inside And Out";"2004";"POLYDOR";1755966892;1755967149;"https://www.deezer.com/track/2431294";"https://open.spotify.com/track/33Fk7O2TtGrrP04U6aRJJ8";;
"Quincy Jones";"Smackwater Jack";"Ironside (Theme from Ironside)";"1971";"A&M";1755967148;1755967382;;;;
"Biche";"B.i.c.h.e.";"Ça va ?";"2025";"CA VA SOUND";1755967379;1755967529;"https://www.deezer.com/track/3207156941";"https://open.spotify.com/track/3lGovr2WwKxLpDbDT4rv4E";;
"Frank Ocean";"Channel orange";"Super rich kids";"2012";"ISLAND";1755967526;1755967823;"https://www.deezer.com/track/97328572";"https://open.spotify.com/track/0725YWm6Z0TpZ6wrNk64Eb";;
"Daniel Ogren";"Fastingen92";"Annalena";"2023";"MR BONGO";1755967820;1755967952;"https://www.deezer.com/track/3126561791";;;
"Manzanita";"Saturno 2000 : la rebajada de los sonideros 1962-1983";"Paga la cuenta sinverguenza";"2022";"ANALOG AFRICA";1755967947;1755968241;"https://www.deezer.com/track/1612637532";"https://open.spotify.com/track/6MhwjDOqhIlTOPnbpFeqb9";;
"Nora Dean";"Studio one women / Vol. 2";"Heartaches";"1968";"SOUL JAZZ RECORDS";1755968234;1755968412;"https://www.deezer.com/track/1729168057";;;
"The Mighty Bop";"";"Life";"2000";"";1755972316;1755972638;"https://www.deezer.com/track/2688922492";"https://open.spotify.com/track/7sTEy0WXG5X0OYqtNiYOW8";"https://music.apple.com/fr/album/life/1115291576?i=1115294462&uo=4";
"O.C.";"Jewelz";"Far from yours (feat. Yvette Michele)";"1997";"MERCURY RECORDS";1755972635;1755972933;;;"https://music.apple.com/fr/album/far-from-yours-feat-yvette-michele/1444120368?i=1444121076&uo=4";
"Girlpool";"What chaos is imaginary";"Lucky Joke";"2019";"ANTI";1755972928;1755973083;"https://www.deezer.com/track/617530782";"https://open.spotify.com/track/2Xqd0uOTWlvLuOx9v3AMcX";"https://music.apple.com/fr/album/lucky-joke/1485073846?i=1485073855&uo=4";
"Eleven76";"Occhio occhio";"This kind of love";"2022";"FARFALLA RECORDS";1755973079;1755973196;;;;
"James Ray";"The great american soulbook : Pioneers of soul (Chapter 1, Any way you wanta !)";"I’ve got my mind set on you, pts. 1 & 2";"1963";"JASMINE RECORDS";1755973193;1755973397;;;;
"Metronomy";"Love letters";"Love letters";"2014";"BECAUSE";1755973393;1755973705;"https://www.deezer.com/track/75311311";"https://open.spotify.com/track/6bW7mUdEV4jWxmdxcj8X3k";;
"PAN RON";"";"Don't speak";"2010";"";1755973694;1755973915;;"https://open.spotify.com/track/5j6pYbF50Lh26cbhcwrwXs";;
"Orchestre De La Paillote";"Nova le grand mix vol 3";"Kadia Blues";"2008";"NOVA RECORDS";1755973914;1755974198;"https://www.deezer.com/track/3330913051";;;
"Bobby Troup";"Singin' gentlemen";"Hungry man";"2013";"CRISTAL RECORDS";1755974198;1755974336;"https://www.deezer.com/track/102841678";;"https://music.apple.com/fr/album/hungry-man/777731429?i=777731499&uo=4";
"Delphine";"Hallucinogène";"Hallucinogene";"2025";"AUTOPRODUCTION";1755974334;1755974557;"https://www.deezer.com/track/3034815641";"https://open.spotify.com/track/1pzptY3aki081S4MU0LjVD";;
"Truth Hurts";"Truthfully Speaking";"Addictive";"2002";"AFTERMATH";1755974551;1755974778;"https://www.deezer.com/track/1168377";"https://open.spotify.com/track/36jSIOSE72neBbKntCthqw";;
"Angelo Badalamenti";"B.O.F. / Mulholland drive";"Jitterbug";"2001";"BLUE NOTE";1755974777;1755974863;;;;
"Sonny Boy Williamson";"Sonny Boy Williamson / The best of";"Bring It On Home";"1963";"CHESS";1755974861;1755975015;"https://www.deezer.com/track/142016219";;;
"JOE DASSIN";"Cette année là ! 1966";"GUANTANAMERA";"";"Remark";1755975011;1755975182;"https://www.deezer.com/track/561701";"https://open.spotify.com/track/26vzlxUNv40jZ2JW5AzpaV";"https://music.apple.com/fr/album/guantan%C3%A2mera/260903048?i=260904150&uo=4";
"Dido";"BBC radio 2 : sounds of the 80s";"Smalltown boy";"2014";"RHINO";1755975181;1755975389;;;;
"Blundetto";"Cousin Zaka / Vol. 1";"Attends toi";"2019";"LUCIEN ENTERTAINMENT";1755975390;1755975612;;;;
"Kurt Elling";"Superblue";"Can't make it with your brain";"2021";"EDITION RECORDS";1755975609;1755975954;"https://www.deezer.com/track/3252863371";"https://open.spotify.com/track/5RaqGjXr7he3VmFWYdgCl6";;
"G Love & Special Sauce";"Lemonade";"Ain't that right";"2006";"BRUSHFIRE RECORDS";1755975946;1755976177;;;;
"Channel Tres";"Channel Tres";"Topdown";"2018";"GODMODE";1755976172;1755976398;"https://www.deezer.com/track/1394115932";"https://open.spotify.com/track/17MK2u7iHFpNb3tPuJnUdw";;
"SFJ";"Drifting";"Chasing";"2025";"HIP DOZER";1755976388;1755976493;"https://www.deezer.com/track/2864116272";"https://open.spotify.com/track/1sK9uNduPnhQGo2od2i8sG";;
"Chavela Vargas";"Chavela Vargas";"La llorona";"1993";"RCA";1755976493;1755976820;"https://www.deezer.com/track/13342242";;"https://music.apple.com/fr/album/la-llorona/556475551?i=556475553&uo=4";
"Color Green";"Fool's parade";"Ball and key";"2024";"NEW WEST";1755976818;1755977037;"https://www.deezer.com/track/2723785742";"https://open.spotify.com/track/6rodsrcCg5rqABZiE2RgFk";"https://music.apple.com/fr/album/ball-and-key/1736826939?i=1736827577&uo=4";
"Staples Jr Singers";"Searching";"You got to believe";"2024";"LUAKA BOP";1755977031;1755977219;;;;
"Soul Sugar";"Excursions in dub";"Out in the rain (feat. Booker T & Slikk Tim) (Another version)";"2021";"GEE RECORDINGS";1755977216;1755977415;;;;
"Voyou";"Henri Salvador est un Voyou";"Pauvre Jesus Christ";"2025";"ENTREPRISE";1755977414;1755977630;"https://www.deezer.com/track/3199626851";"https://open.spotify.com/track/6yBaeb94mmmVOqIsHdVV6q";;
"Michelle";"Mess U made";"Mess U made";"2021";"CANVASBACK - ATL";1755977627;1755977795;"https://www.deezer.com/track/1523593182";"https://open.spotify.com/track/7xW3rU5rzv4ghw0h8APxuH";;
