"Artist";"Album";"Song";"Label";"start";"end";"Year";"itunes";"deezer";"spotify"
"Denny Brooks";"Denny Brooks";"I wish i knew how it would feel to be free";"WARNER BROS";1709373871;1709374085;1969;;;
"Otroshakers";"Fusion global sounds (1970-1983) selected by Charles Maurice";"Siempre tu";"FAVORITE RECORDINGS";1709374080;1709374279;1981;"https://music.apple.com/fr/album/siempre-t%C3%BA/1309655811?i=1309655822&uo=4";;
"Dargz";"Happiness";"The duke (feat. Moses Boyd & Simon Dufour)";"PAPERCUP RECORDS";1709374278;1709374430;2023;;;
"Louis Armstrong";"The great summit: the master takes";"Duke's place";"EMI";1709374387;1709374687;1961;;;
"Cargo Mas Feat. Mike 'Maz' Mahez";"Lefto presents jazz cats (vol. 2)";"Samsara";"SDBAN";1709374687;1709374953;2022;;;
"Savarit";"French riviera";"Et les ombres disparaissent (feat. Kacimi)";"LE POP CLUB RECORDS";1709374948;1709375137;2023;;;
"Thee Heart Tones";"Sabor a mi";"Forever & ever";"BIG CROWN RECORDS";1709375135;1709375317;2024;"https://music.apple.com/fr/album/forever-ever/1722272755?i=1722272760&uo=4";;"https://open.spotify.com/track/4bYvg4O9cD5lZ0lRUJBRDG"
"Cousin Kula";"Vitamin D";"Good feelin'";"RHYTHM SECTION ITNL.";1709375315;1709375476;2024;"https://music.apple.com/fr/album/good-feelin/1718066214?i=1718066227&uo=4";"https://www.deezer.com/track/2555455432";"https://open.spotify.com/track/24G1e3jWWM5arUr315JUKo"
"Sholto";"The changing tides of dreams";"Lucid state";"ROOT RECORDS";1709375476;1709375656;2023;"https://music.apple.com/fr/album/lucid-state/1698299342?i=1698299591&uo=4";;"https://open.spotify.com/track/5hpG1QpvypyIksaWFesnmu"
"Apostles";"Banko woman";"Friend today enemy tomorrow";"PMG";1709375650;1709375895;1977;;;
"Simon & Garfunkel";"The definitive Simon and Garfunkel";"Mrs. Robinson";"CBS";1709375893;1709376120;1968;"https://music.apple.com/fr/album/mrs-robinson/203303421?i=203304387&uo=4";"https://www.deezer.com/track/16148946";
"Thee Sinseers";"Can't Do That To Her";"Can't do that to her";"COLEMINE RECORDS";1709376118;1709376332;2024;;"https://www.deezer.com/track/2581056362";"https://open.spotify.com/track/3Db3A5WyedTzxRJFHJjVl1"
"Jason Mac Guiness & Matthew Little";"Passages";"Rider";"COMMON GOOD RECORDS";1709376330;1709376540;2020;;;
