"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Ennio Morricone";"Musiques de films composées par Ennio Morricone: Il prefetto di ferro | Il mostro";"Il prefetto di ferro";"1977";"BEAT";1754662676;1754662823;"https://www.deezer.com/track/3005717461";;;
"The Liminanas";"Down Underground - LP's 2009 / 2014";"La fille de la ligne 15";"2013";"BECAUSE";1754662818;1754663022;"https://www.deezer.com/track/2515535701";;;
"Automatic";"The power of the heart / A tribute to Lou Reed";"New sensations";"2024";"LIGHT IN THE ATTIC RECORDS";1754663021;1754663299;"https://www.deezer.com/track/2674601432";"https://open.spotify.com/track/0sBLJCntacdUuUuUatDko0";;
"Siska";"Holdin’ the vibe";"Holdin' the vibe";"2025";"VLB RECORDINGS";1754663294;1754663446;"https://www.deezer.com/track/3264321111";"https://open.spotify.com/track/3YX5r1xnhoGsuk0b3AIW3a";"https://music.apple.com/fr/album/holdin-the-vibe/1800045954?i=1800045956&uo=4";
"Ana Carla Maza";"La flor";"Te espere";"2020";"PERSONA EDITORIAL";1754663444;1754663610;"https://www.deezer.com/track/1002676622";"https://open.spotify.com/track/0CE2qM4X0XOdVhG0Mk7TIZ";"https://music.apple.com/fr/album/te-esper%C3%A9/1520246518?i=1520247566&uo=4";
"Jean Guihen Queyras";"Complices";"Elfentanz op 39 - pour violoncelle et piano";"2020";"Harmonia Mundi";1754663608;1754663784;;;;
"Arthur Alexander";"Beatles beginnings five : The star club (1962-1963)";"Soldier of love";"1962";"HISTORY OF RNB RECORDS";1754663780;1754663917;"https://www.deezer.com/track/127493589";;;
"Buddy Holly";"The buddy holly collection";"Love's made a fool of you";"1964";"CORAL";1754663916;1754664034;"https://www.deezer.com/track/3624729";;;
"Kendra Morris";"I am what I'm waiting for";"What are you waiting for";"2023";"KARMA CHIEF / COLEMINE";1754664033;1754664222;"https://www.deezer.com/track/2342752925";"https://open.spotify.com/track/3H3a9oHNOerEY9qEBX1Of1";"https://music.apple.com/fr/album/what-are-you-waiting-for/1694334418?i=1694334624&uo=4";
"Elvis Costello";"My aim is true (deluxe edition)";"Waiting for the end of the world";"1977";"UME - ELVIS COSTELLO";1754664219;1754664419;"https://www.deezer.com/track/925457";"https://open.spotify.com/track/3nSgRpyy7gujpUSIsdECvO";"https://music.apple.com/fr/album/waiting-for-the-end-of-the-world/1440840988?i=1440841162&uo=4";
"Nomade Orquestra";"Terceiro mundo";"O extraordinário presente";"2024";"NUBLU RECORDS";1754664414;1754664740;"https://www.deezer.com/track/2941146761";"https://open.spotify.com/track/0buJGp6t6OgQzOyg63kZnU";"https://music.apple.com/fr/album/o-extraordin%C3%A1rio-presente/1762091038?i=1762091209&uo=4";
"World Brain";"Minute papillon";"Minute papillon";"2024";"MANSIONS AND MILLIONS";1754664739;1754664965;"https://www.deezer.com/track/2764687591";"https://open.spotify.com/track/6h9DpgttzIscg0VXEnyUUx";"https://music.apple.com/fr/album/minute-papillon/1743228116?i=1743228524&uo=4";
"Junius Meyvant";"Promo EP";"Color decay";"2015";"RECORD";1754664963;1754665227;"https://www.deezer.com/track/571460202";"https://open.spotify.com/track/79PiOkO8W5vccZHWJzvW0A";;
"Miles Davis";"Kind of blue";"So what";"1959";"COLUMBIA";1754665208;1754665769;"https://www.deezer.com/track/63902257";"https://open.spotify.com/track/5lr1X8UThfq75xK5DCiQiK";;
"Common";"Be";"Be (intro)";"2005";"GEFFEN RECORDS";1754665768;1754665912;"https://www.deezer.com/track/2176508";"https://open.spotify.com/track/11aFVmFy8903RwDx4ohQiq";"https://music.apple.com/fr/album/be-intro/1443788675?i=1443788926&uo=4";
"Hope Tala";"Hope handwriten";"Magic or medicine";"2025";"PMR RECORDS";1754665911;1754666093;"https://www.deezer.com/track/3036576561";"https://open.spotify.com/track/6mchTs8JPKKPk7rpY0FHQb";"https://music.apple.com/fr/album/magic-or-medicine/1772947556?i=1772947563&uo=4";
"Rahill";"Flowers at your feet";"Futbol";"2023";"BIG DADA";1754666092;1754666302;"https://www.deezer.com/track/2161620767";"https://open.spotify.com/track/2NyVorZULoYzdqlxp6Hr2m";;
"Nino Nardini";"The midnight mellow : The folk-funk psychedelic experience";"Tropicola";"1972";"";1754666301;1754666461;;;;
"FFF";"Free for fever";"Wreye sem";"1993";"EPIC";1754666459;1754666546;;;;
"Dr Buzzard S Original Savannah Band";"Going places / The august darnell years 1976 -1983";"Sunshower";"1976";"STRUT";1754666545;1754666787;;;;
"Stevie Wonder";"Songs in the key of life";"Another star";"1976";"MOTOWN";1754666786;1754667275;"https://www.deezer.com/track/676011732";"https://open.spotify.com/track/5owFj7EOftzR9x5zciL0Bm";;
"Chilam Balam";"Ritmos proféticos, vol. I";"Yaxuma";"2024";"PARTYFINE";1754667265;1754667550;"https://www.deezer.com/track/3061371991";"https://open.spotify.com/track/74H3rij8kIVvIhr4T1atxr";;
"Rozi Plain";"Prize";"Spot thirteen";"2023";"MEMPHIS INDUSTRIES";1754667548;1754667819;"https://www.deezer.com/track/1847865127";"https://open.spotify.com/track/4E0m6vgY02Y0rhZ82siuOJ";;
"Francois & The Atlas Mountains";"Age fleuve";"Fleuve des âges";"2025";"INFINE";1754667817;1754668045;"https://www.deezer.com/track/3086380851";"https://open.spotify.com/track/3VEsIB9S4HvLfvtA6fbOfn";;
"Joe Hisaishi";"Le voyage de Chihiro";"Cet été là...";"2002";"";1754668043;1754668229;;;;
"Cornelius Brothers & Sister Rose";"Can you dig it : The 70's soul experience";"Too late to turn back now";"1972";"RHINOCEROS";1754668229;1754668428;"https://www.deezer.com/track/3358383";;;
"Billy Paul";"The very best of Billy Paul  /  Bill Withers";"Your song";"1972";"COLUMBIA";1754668425;1754668815;"https://www.deezer.com/track/82321688";"https://open.spotify.com/track/5TUs6T93fNFvgQov6MlYkP";"https://music.apple.com/fr/album/your-song/192669930?i=192670013&uo=4";
"Sisyphe";"Sisyphe";"Toulon (feat. Nicolas Folmer)";"2025";"JAZZ FAMILY";1754668814;1754669277;;;"https://music.apple.com/fr/album/toulon-feat-nicolas-folmer/1797096695?i=1797097137&uo=4";
"Frank Rabeyrolles";"In conversations";"Some day";"2025";"ARAKI RECORDS";1754669275;1754669415;"https://www.deezer.com/track/3175052341";"https://open.spotify.com/track/3BjBDmxaxVH4If8OSlJXBQ";"https://music.apple.com/fr/album/some-day/1789315255?i=1789315264&uo=4";
"Claire days";"Le plus beau spectacle";"Le plus beau spectacle";"2023";"AUTOPRODUCTION";1754669414;1754669635;"https://www.deezer.com/track/2510689401";"https://open.spotify.com/track/0QGQBDan9WSHTWmfj0uwXx";"https://music.apple.com/fr/album/le-plus-beau-spectacle/1713147072?i=1713147073&uo=4";
"Francis Poulenc";"Erik Satie : Socrate et autres oeuvres";"Gymnopedie n°1 - pour piano";"";"CHERRY RED RECORDS";1754669635;1754669788;;;;
"Doechii";"Alligator bites never heal";"Hide n seek";"2024";"TOP DAWG ENTERTAINMENT";1754669787;1754669936;"https://www.deezer.com/track/2959869871";"https://open.spotify.com/track/1WTLLBKovtSh3HBsEgNkmv";"https://music.apple.com/fr/album/hide-n-seek/1763934442?i=1763934454&uo=4";
"Durand Jones & The Indications";"Flowers";"Been so long";"2025";"SECRETLY GROUP";1754669935;1754670130;"https://www.deezer.com/track/3243621081";"https://open.spotify.com/track/7oufeov2Bg9nyx8bLAQ8uA";;
"Roy Ayers Ubiquity";"Mystic voyage";"Mystic voyage";"1975";"POLYDOR";1754670128;1754670347;;"https://open.spotify.com/track/3HDruqpn5X2qvzJdHnqgpq";"https://music.apple.com/fr/album/mystic-voyage/1444048965?i=1444048975&uo=4";
"Les Chakachas";"Jungle fever";"Jungle fever";"1972";"POLYDOR";1754670345;1754670607;;;;
"Manuel Laisne";"Caverne";"Conseil";"2024";"TFT LABEL";1754670606;1754670801;"https://www.deezer.com/track/2747225951";"https://open.spotify.com/track/4FtusFsZcQR2CthRNbEYLu";;
"Maribou State";"Hallucinating love";"Otherside (feat. holly walker)";"2025";"NINJA TUNE";1754670795;1754671027;;;;
"Session Victim";"Low key, low pressure";"Mycelium dub";"2023";"NIGHT TIME STORIES";1754671027;1754671327;"https://www.deezer.com/track/2950578761";"https://open.spotify.com/track/5KvTyQYjrpoOyJ1fkHR1f0";;
"Jevetta Steele";"Bof / Bagdad cafe";"Calling you";"1988";"ISLAND";1754671326;1754671645;;;;
"Bjork";"Post";"Possibly maybe";"1995";"BARCLAY";1754671643;1754671930;"https://www.deezer.com/track/2629694232";"https://open.spotify.com/track/104n46NrvCQ2qXoBWY35ch";"https://music.apple.com/fr/album/possibly-maybe/96840692?i=96840229&uo=4";
"Shihama Hatsumi";"Light mellow rainbow";"Bye bye";"1976";"COLUMBIA";1754671929;1754672109;;;;
"Peter Matson";"White noise (feat. Kendra Morris)";"White noise (feat. Kendra Morris)";"2025";"BASTARD JAZZ RECORDINGS";1754672108;1754672367;;;;
"Wolfgang Amadeus Mozart (Compositeur)";"Rejoyce";"Le nozze di Figaro K 492 : Voi che sapete (Acte II) Air de Chérubin";"2013";"ERATO";1754686389;1754686556;;;;
"Marie Laforet";"Asphodeles";"Mes bouquets d""""asphodèles";"1969";"POLYDOR";1754686554;1754686699;;;;
"John Kenneth Nelson";"Soul sega sa";"Mo piqué zégouille";"1970";"BONGO JOE";1754686697;1754686879;"https://www.deezer.com/track/532077971";;;
"The Shoe Laces";"Picó : Sound System Culture From The Colombian Caribbean";"Isitha Somuntu";"1981";"Strut";1754686875;1754687102;"https://www.deezer.com/track/2557826292";"https://open.spotify.com/track/1LdBaoJKUXCnlxLwDbtuTG";"https://music.apple.com/fr/album/isitha-somuntu/1718262150?i=1718262159&uo=4";
"Bobby Oroza";"This love (instrumentals)";"Falling in love (instrumental)";"2019";"BIG CROWN RECORDS";1754687106;1754687328;"https://www.deezer.com/track/755157252";"https://open.spotify.com/track/4jI52qnlomyNfsxML6O2xR";;
"Tanika Charles";"Don't like you anymore";"Don't like you anymore";"2025";"RECORD KICKS";1754687326;1754687510;"https://www.deezer.com/track/3175917991";"https://open.spotify.com/track/1f4G6HWtWvkxBsgkJJ0uGl";;
"Barney Keen";"Harbinger";"Why solo";"2025";"TOUCHING BASS";1754687509;1754687746;"https://www.deezer.com/track/3284181661";"https://open.spotify.com/track/3lmXxfirkFtPcutZDjtZ94";"https://music.apple.com/fr/album/why-solo/1800520514?i=1800520515&uo=4";
"Drift";"At the party";"One by one (feat. Mel D)";"2025";"ANIMAL 63";1754687743;1754687974;;;;
"Knxwledge";"1988";"Learn";"2020";"STONES THROW";1754687975;1754688077;"https://www.deezer.com/track/866886262";"https://open.spotify.com/track/2QHoxzwUMndrvcwxcTASmY";"https://music.apple.com/fr/album/learn/1829542362?i=1829542375&uo=4";
"The Pharcyde";"Labcabincalifornia";"Runnin'";"1995";"GO-BEAT";1754688076;1754688373;"https://www.deezer.com/track/83971991";"https://open.spotify.com/track/0XgpiStoxq1IJncYlPrvZ5";;
"Helena Noguerra";"Projet bikini";"Tombée des nues";"1998";"WEA INTERNAT";1754688370;1754688613;"https://www.deezer.com/track/2712352771";;;
"Diana Krall";"The very best of Diana Krall";"Let's fall in love";"1996";"VERVE";1754688613;1754688871;"https://www.deezer.com/track/981988";;;
"Nicola Piovani (Compositeur, Chef d'orchestre)";"Bof / La vie est belle";"La vita e bella";"";"VIRGIN";1754688865;1754689030;;;;
"Lucio Battisti";"Lucio Battisti";"Mi ritorni in mente";"1970";"RICORDI";1754689029;1754689248;"https://www.deezer.com/track/764314572";"https://open.spotify.com/track/23dNr2eFETtv7Ys2FUF1Y0";;
"The Turtles";"The Turtles collection / 20 golden hits";"Elenore";"1967";"SPECTRUM";1754689247;1754689393;"https://www.deezer.com/track/1467044";;;
"Brian D'Addario";"Till the morning";"Flash in the pan";"2025";"HEADSTACK RECORDS";1754689398;1754689534;"https://www.deezer.com/track/3172210901";"https://open.spotify.com/track/3KUIeK4FvN2VthXUYe2ze7";;
"Spyro Gyra";"Morning dance";"It doesn't matter";"1994";"MCA RECORDS";1754689534;1754689797;"https://www.deezer.com/track/1586982092";;;
"Ice-Cold-Love";"Rust side story / Vol.24";"Sheer magic";"1972";"NUMERO GROUP";1754689795;1754690003;;;;
"Bo/La Voce Della Luna";"BOF / La voce della luna";"Odalisca contadina";"1980";"Philips";1754690033;1754690199;;;;
"Paolo Conte";"Reveries";"Madeleine";"1981";"CDM";1754690197;1754690466;"https://www.deezer.com/track/1687086777";"https://open.spotify.com/track/0Gm8otiswsKlqAVsNUw4ZT";"https://music.apple.com/fr/album/madeleine/1614485797?i=1614485820&uo=4";
