"Artist";"Album";"Song";"start";"end";"itunes";"spotify";"Year";"Label";"deezer";"youtube"
"BILL EVANS";"THE COMPLETE BILL EVANS ON VERVE";"Night and day";1705485522;1705485649;"https://music.apple.com/fr/album/night-and-day/851821312?i=851821401&uo=4";"https://open.spotify.com/track/6pxtYyPZ0bRGknKlughfXL";;;;
"Bill Ryder-Jones";"Lechyd da";"Nos da";1705485648;1705485743;"https://music.apple.com/fr/album/nos-da/1702898717?i=1702898735&uo=4";"https://open.spotify.com/track/4PxUdXd3aX8jW6DtK02dov";2024;"DOMINO";;
"Bolis Pupul";"Letter to yu";"Completely half";1705485742;1705485998;;"https://open.spotify.com/track/2DaLtBGbyi8CSUXcKUxPTs";2023;"DEEWEE";"https://www.deezer.com/track/2497950731";
"The Smiths";"How soon is now ?";"How soon is now ?";1705485996;1705486258;;;1984;"UNIVERSAL MUSIC";;
"Saint Etienne";"Good humour";"Woodcabin";1705486206;1705486451;;;1998;"CREATION RECORDS";;
"Enrico Solazzo";"Perfect journey";"El negro chino";1705486448;1705486731;;"https://open.spotify.com/track/16eJPTHtjgehhWsSsIrenQ";2022;"VIA VENETO JAZZ";"https://www.deezer.com/track/2031357217";
"Ash Walker";"Echo chamber";"Broke my phone again (original mix)";1705486728;1705486907;;;2016;"DEEP HEADS";;
"Mantronix";"This Should Move Ya";"Got to have your love";1705486904;1705487282;;"https://open.spotify.com/track/7MZzwdBfX8Dq0xFLFfxtdJ";1990;"CAPITOL";"https://www.deezer.com/track/3090467";
"Jamiroquai";"High times singles (1992-2006)";"Space cowboy";1705487272;1705487487;;;2006;"SONYBMG";"https://www.deezer.com/track/64607951";
"DOMi & JD Beck";"Not tight";"Duke";1705487485;1705487628;"https://music.apple.com/fr/album/duke/1629568944?i=1629569588&uo=4";"https://open.spotify.com/track/15OktntOilop8mlbxpu3FU";2022;"APESHIT / BLUE NOTE RECORDS";"https://www.deezer.com/track/1790818737";
"Wendy & Bonnie";"Genesis";"The winter is cold";1705487623;1705487776;"https://music.apple.com/fr/album/the-winter-is-cold/1294938895?i=1294939227&uo=4";"https://open.spotify.com/track/365KOYcOUKT7ZqSaNUkU6r";1969;"SUNDAZED";;
"Bree Tranter";"Another night on earth";"More sex and love";1705487775;1705488058;;"https://open.spotify.com/track/4yf2QEoiv6AQEktywTfhHU";2016;"AUTOPRODUCTION";;
"Piero Piccioni";"La musica di Piero Piccioni (vol.1)";"Easy lovers";1705487974;1705488197;;"https://open.spotify.com/track/4u307txePIagFC4K67AdBA";1998;"BACCI BROS RECORDS";;
"Telana";"Aerbourne";"Aicarumba";1705488195;1705488354;;"https://open.spotify.com/track/5Bv2jfkrIsXmWybnCO4YP4";2016;"SWEET DREAMS";;
"Arat Kilo";"Visions of Selam";"Chaos Embedded";1705488351;1705488528;;"https://open.spotify.com/track/4Qd72iVdVJKa8aYBEXR2Ro";2018;"ACCORDS CROISES";"https://www.deezer.com/track/451790152";
"Ukulele Club De Paris";"Manuia !";"Chigadaging";1705488526;1705488695;;"https://open.spotify.com/track/5mJKU7MvqoHaSbMaqS4pVD";2002;;"https://www.deezer.com/track/137065582";
"Nancy Holloway";"La collection sixties des ep's français / 1962-1966";"L'océan et la plage";1705488693;1705488831;;;1963;"UNIVERSAL";;
"The Platters";"Cette année la 1956";"Only you";1705488829;1705488984;"https://music.apple.com/fr/album/only-you/942528841?i=942530087&uo=4";;1956;"MERCURY";"https://www.deezer.com/track/13370673";
"Alaaska";"Music for pool";"Music for pool";1705488983;1705489208;;;2023;"YUM YUM RECORDS";;
"Tame Impala";"The slow rush";"Borderline";1705489192;1705489428;"https://music.apple.com/fr/album/borderline-blood-orange-remix/1588852475?i=1588852798&uo=4";"https://open.spotify.com/track/5hM5arv9KDbCHS0k9uqwjr";2020;"MODULAR";"https://www.deezer.com/track/872345282";
"Makers";"Personal Space / Electronic Soul 1974-1984";"Don't challenge me";1705489428;1705489610;"https://music.apple.com/fr/album/dont-challenge-me/1678320333?i=1678320724&uo=4";"https://open.spotify.com/track/7keyJb7V22AHhKEXFEbwkC";1972;"CHOCOLATE INDUSTRIES";;
"Willie Williams";"100% dynamite! /Ska, soul,rocksteady & funk in Jamaica";"Armageddon time";1705489607;1705489755;;;1979;"SOUL JAZZ RE";;
"Worries And Other Plants";"Pieces";"Times";1705489749;1705489954;"https://music.apple.com/fr/album/times/1604188700?i=1604188703&uo=4";"https://open.spotify.com/track/3kNEqC4ABluW7gOfBBpFqM";2022;"IMD-WORRIES AND OTHER PLANTS";"https://www.deezer.com/track/1743272467";
"Thomas Naim";"Sounds of Jimi";"Little Wing";1705489952;1705490093;"https://music.apple.com/fr/album/little-wing/1535519089?i=1535519577&uo=4";"https://open.spotify.com/track/3PhelN7g8TwMYW3zeUeXHa";2020;"ROOTLESS BLUES";;
"Lhasa";"Lhasa";"Rising";1705490094;1705490323;;;2009;"AUDIOGRAM";"https://www.deezer.com/track/605647652";
"Kruder & Dorfmeister";"1995";"Love hope change";1705490316;1705490597;;"https://open.spotify.com/track/4xHul0lZ8qC7nNDgBjsJSM";2020;"G-STONE";;
"Rachel Sweet";"Coming home";"It's so different here";1705490596;1705490765;"https://music.apple.com/fr/album/its-so-different-here/1365068341?i=1365069927&uo=4";"https://open.spotify.com/track/3sn7rUTrSl6kbxYyBGopWr";1978;"STEREO DELUXE";;
"Elias Rahbani";"Mosaic of the orient";"Always in my heart";1705490762;1705490912;;;1972;"VDL";"https://www.deezer.com/track/880398872";
"Altin Gun";"Ask";"Dere geliyor";1705490911;1705491136;"https://music.apple.com/fr/album/dere-geliyor/1659465525?i=1659466299&uo=4";"https://open.spotify.com/track/62GP6A9IOaNPiDBCezLn1z";2023;"GLITTERBEAT RECORDS";;
"Pink Floyd";"The Wall  / Vol 11";"Comfortably numb";1705491134;1705491517;;"https://open.spotify.com/track/5HNCy40Ni5BZJFw1TKzRsC";1979;"EMI";;
"Hermanos Gutierrez";"El bueno y el malo";"Los chicos tristes";1705491510;1705491742;"https://music.apple.com/fr/album/los-chicos-tristes/1632317760?i=1632317771&uo=4";"https://open.spotify.com/track/1ty2x08emLE57NrhHIw1gS";2022;"EASY EYE SOUND / CONCORD";;
"Lomboy";"Loverboy";"Loverboy";1705491735;1705491971;;"https://open.spotify.com/track/39enrLndCiKBPdgAJcFLLi";2017;"CRACKI RECORDS";;
"Soapkills";"The Best of Soapkills";"Wadih";1705491964;1705492176;;;2015;"CRAMMED DISC";"https://www.deezer.com/track/99166208";
"Parbleu";"Danse cette zik";"Venùs s'endort et moi avec elle";1705492173;1705492414;"https://music.apple.com/fr/album/ven%C3%B9s-sendort-et-moi-avec-elle/1541039989?i=1541040401&uo=4";"https://open.spotify.com/track/78jDrRb6idLrS0vhvF3zRm";2020;"PERIODICA";;
"The Jackson Five";"Diana Ross presents the Jackson 5";"Standing in the shadows of love";1705492411;1705492651;;;1969;"MOTOWN";;
"Evinha";"Beach diggin'";"Esperar pra ver";1705492646;1705492773;;;1971;"HEAVENLY SWEETNESS";;
"Eiko Ishibashi";"BOF / Drive my car";"Drive my car : Drive my car";1705492769;1705493074;;;2021;"NEWHERE MUSIC";;
"Romano Bianchi";"Le don et la disgrâce";"HS to HS";1705493069;1705493222;;;2023;"STONE PIXELS RECORDS";;
"Los Amigos Invisibles";"The new sound of the Venezuelan gozadera";"Sexy";1705493220;1705493424;;;2016;"LUAKA BOP";;
"Ghetto Priest";"Late Night Tales presents Version Excursion selected by Don Letts";"Hercules (North Street West 'Late night tales' dub)";1705493424;1705493663;;;2021;"NIGHT TIME STORIES";;
"El Michels Affair";"The soul fire box set";"Spread your soul";1705493665;1705493846;;;2008;"TRUTH & SOUL";;
"Nusantara Beat";"Djanger / Borondong garing";"Borondong garing";1705493843;1705494195;"https://music.apple.com/fr/album/borondong-garing-edit/1682511905?i=1682512693&uo=4";"https://open.spotify.com/track/6WvKFtMoChczKgA6xJE0nG";2023;"LES DISQUES BONGO JOE";"https://www.deezer.com/track/2239607767";
"The Doors";"The doors";"Love street";1705494188;1705494354;"https://music.apple.com/fr/album/love-street/640047463?i=640047765&uo=4";"https://open.spotify.com/track/5Q2Im8o4RthlAMkvUMYwGj";1968;"ELEKTRA";;
"Jenny Lewis";"Joy'All";"Joy'All";1705494351;1705494574;"https://music.apple.com/fr/album/joyall/1677439558?i=1677439561&uo=4";"https://open.spotify.com/track/5bzMnlKnmaitjCAaJed3Oj";2023;"BLUE NOTE RECORDS";"https://www.deezer.com/track/2193568557";
"The Jimmy Giuffre 3";"Music for people, birds, butterflies & mosquitoes";"Night dance";1705494568;1705494819;;;2023;"CANDID";;
"Ella Fitzgerald";"Ella & Louis again";"Love is here to stay";1705494818;1705495055;;"https://open.spotify.com/track/63qs0QjDLhV22OMdAxGaMQ";1957;"VERVE";"https://www.deezer.com/track/602428392";
"Louise Vertigo";"Spin my hits";"Sea sex & fleurs";1705495055;1705495369;;;2000;"YELLLOW PRODUCTIONS";;
"Tara Strange";"Shouts 2022";"Staffy";1705495368;1705495548;;"https://open.spotify.com/track/71XFBtYAya7iX0qQhIaD2k";2022;"RHYTHM SECTION";;
"Jack Arel";"Je fus cet enfant là";"Something happen (instrumental)";1705495548;1705495738;;;1970;"BARCLAY";;
"Crosby Stills & Nash";"Crosby, Stills & Nash";"You don't have to cry";1705495731;1705495893;;;1969;"ATLANTIC";;
"Israel Kamakawiwo Ole";"Facing future";"Ka huila wai";1705495891;1705496090;;;1993;"BIGBOYRECORD";;
"Aziza Brahim";"Mawja";"Thajliba";1705496083;1705496286;;"https://open.spotify.com/track/5A5GeLoE9Td77MI0t2sMvB";2024;"GLITTERBEAT RECORDS";"https://www.deezer.com/track/2547834942";
"Richard Hartley";"Bof / Alice in wonderland/Hartley";"Mr. Rabbit's house";1705496285;1705496429;;;1998;"VARESE SARABANDE";;
"Salami Rose Joe Louis";"Akousmatikous";"Always on my mind";1705496428;1705496581;;"https://open.spotify.com/track/435j2dCnTFiEd9CqCMCQNs";2023;"BRAINFEEDER";;
"Jorge Darden";"Praise poems";"Alone again";1705496580;1705496823;;"https://open.spotify.com/track/3xnvvZTk6iQ5KUD1aV8Qn0";2015;"TRAMP RECORDS";"https://www.deezer.com/track/93954660";
"Cocosuma";"We were a trio";"Bam tululu";1705496823;1705497030;;"https://open.spotify.com/track/5CGmG1lq6vDL9PBuqOS7HN";2005;"CHRONO";;
"Stelvio Cipriani";"BOF / La polizia chiede aiuto / La polizia sta a guardare / La polizia ha le mani legate (Selected themes from the original soundtracks)";"La polizia ha le mani Legate : Papaya";1705497027;1705497178;;;1975;"CHRIS SOUNDTRACK CORNER";;
"Quantic";"Best of Palenque Records";"Westbound train (feat Louis Towers)";1705497180;1705497353;;;2017;"PALENQUE RECORDS";;
"Irene Kral";"Gilles Peterson - digs America 2";"Going To California";1705497350;1705497560;;;1965;"LUV N HAIGHT";;
"Keyon Harrold";"Foreverland";"Pictures";1705497557;1705497847;"https://music.apple.com/fr/album/pictures/1725535275?i=1725535479&uo=4";"https://open.spotify.com/track/2vEA5XG58SNE93Jgsx6Bg9";2024;"CONCORD JAZZ";;
"O.G. Jigg";"Searchlight moonbeam";"Jesus is my jam";1705497845;1705498090;"https://music.apple.com/fr/album/jesus-is-my-jam/1713898222?i=1713899238&uo=4";"https://open.spotify.com/track/1Lm16fYifZWgXY3VzuaXnJ";2023;"EFFICIENT SPACE";;
"Elvis Presley";"The collection / Vol.2";"It's now or never";1705498087;1705498282;"https://music.apple.com/fr/album/its-now-or-never/217633715?i=217634574&uo=4";;1960;"RCA";"https://www.deezer.com/track/1055390";
"Kamal Keila";"Muslims and Christians";"Agricultural revolution";1705498280;1705498586;"https://music.apple.com/fr/album/agricultural-revolution/1687084743?i=1687085144&uo=4";"https://open.spotify.com/track/2zKv5S3cllj2aGXZbX4N9V";2018;"HABIBI FUNK";;
"Becca Mancari";"Left Hand";"I had a dream";1705498585;1705498772;"https://music.apple.com/fr/album/i-had-a-dream/1687675116?i=1687675562&uo=4";"https://open.spotify.com/track/2sYbqSQPy8mMh9YDcc1Zsa";2023;"CAPTURED TRACKS";;
"The Ventures";"The compact ventures / Succes";"Comin' home";1705498768;1705498908;;;1987;"SNAPPER";;
"Annie Girardot";"Vivre pour vivre";"I.B.M.";1705498900;1705499064;"https://music.apple.com/fr/album/i-b-m/1553943838?i=1553944253&uo=4";"https://open.spotify.com/track/2wJFOq7oDYHcsplai4vObg";1967;"POLYDOR";;
"Loredana Berte";"Aor global sounds (1977-1982)";"In alto mare";1705499060;1705499297;"https://music.apple.com/fr/album/in-alto-mare/288146677?i=288146776&uo=4";"https://open.spotify.com/track/0kADV8W4Ns7WImvVIklbDC";1980;"FAVORITE RECORDINGS";"https://www.deezer.com/track/689401";
"Eugene Blacknell";"We can't take life for granted";"For the sake of love";1705499286;1705499511;;"https://open.spotify.com/track/7bhxtJD6O0goh7gNdaT12E";2007;"LUV N' HAIGHT RECORDINGS";;
"Jean Claude Vannier";"Le cinéma de Serge Gainsbourg";"La Horse";1705499506;1705499699;;;1970;"UNIVERSAL";;
"Savarit";"French riviera";"French riviera (feat. Kacimi)";1705499689;1705499829;;;2023;"LE POP CLUB RECORDS";;
"Vulfpeck";"Fugue State  (EP)";"Newsbeat";1705500058;1705500268;"https://music.apple.com/fr/album/newsbeat/916004599?i=916004644&uo=4";"https://open.spotify.com/track/6s4gJguTF0BqU9HxHwSmMU";2014;"VULF RECORDS";"https://www.deezer.com/track/84917663";
"Kcidy";"Quelque chose de bien";"Toutes les chansons du monde";1705500266;1705500433;;;2024;"VIETNAM";;
"Pasiflorez";"Passion flower";"Morrison hotel";1705500427;1705500632;;;2023;"NICE GUYS";;
"Joesef";"Play me something nice";"Don't give in";1705500625;1705500831;"https://music.apple.com/fr/album/dont-give-in/1480027619?i=1480027640&uo=4";"https://open.spotify.com/track/2sBlNhuX1jZYCjSZvq3fQd";2019;"BOLD CUT / AWAL RECORDING";;
"Cezaire & Numero 13";"House of groove";"Night cruiser";1705500828;1705501013;;;2023;"ROCHE MUSIQUE";;
"Epic";"Hoo' bangin' evil town (feat. ChinoThaP & 43BunnyLowkz)";"Hoo' bangin' evil town";1705501012;1705501227;;;2022;"1646510 RECORDS DK";;
"Biggie Smalls";"Hip hop and jazz mixed up / Vol.2 (cd promo)";"Una mas";1705501228;1705501473;;;2011;"MUSICAST";;
"The Buckinghams";"Mercy mercy mercy";"Mercy mercy mercy";1705501471;1705501640;;;1967;"GREAT AMERICAN MUSIC COMPANY";;
"The Teskey Brothers";"Run home slow";"Sun come ease me in";1705501637;1705501803;"https://music.apple.com/fr/album/sun-come-ease-me-in/1460827946?i=1460828214&uo=4";"https://open.spotify.com/track/2NmXILVmHTxxBGXy2W1VgM";2019;"IVY LEAGUE RECORDS / UNIVERSAL MUSIC";;
"Jeffrey Biegel";"Antonio Vivaldi : Les quatre saisons et autres concertos arrangés pour piano";"Concerto en Ut Maj P 134 RV 425 - pour mandoline cordes et basse continue / réduction pour piano : 3. Allegro";1705501800;1705501929;;;2009;"NAXOS";;
"Alune Wade And Harold Lopez Nussa";"Havana Paris Dakar";"Yarahya";1705501925;1705502211;;;2015;"WORLD VILLAGE";;
"Andrea Motis";"Do outro lado do azul";"Samba de um minuto";1705502209;1705502431;;"https://open.spotify.com/track/3YgBt2BkQ2LAbL6P9omz3V";2019;"VERVE";"https://www.deezer.com/track/619515152";
"Zoazoo";"Chansons métropolitaines";"Le Métropolitain";1705502424;1705502623;;;2006;"KIRON MUSIK";;
"Sylvain Luc";"Standards";"Le poinçonneur des lilas";1705502616;1705502789;;;2005;"DREYFUSS JAZ";"https://www.deezer.com/track/141164943";
"Mocky";"Music save me";"Exception to the rule";1705502788;1705502976;;"https://open.spotify.com/track/0xhkcALmXEGLXzJrfkU15P";2018;"HEAVY SHEET PRODUCTIONS";;
"The White Stripes";"Elephant";"You've got her in your pocket";1705502973;1705503319;"https://music.apple.com/fr/album/youve-got-her-in-your-pocket/1533513536?i=1533513544&uo=4";"https://open.spotify.com/track/51YTlhnWG8YT8YuPIxu4WB";2003;"XL RECORDING";;
"The Beatles";"The Beatles";"Not guilty (Esher demo)";1705503187;1705503372;;;1968;"UNIVERSAL";;
"Pedro Mizutani";"Aperana";"Amadurecer";1705503369;1705503577;;"https://open.spotify.com/track/3eF6O7QMduhx8at9iqxQTC";2023;"NICE GUYS";"https://www.deezer.com/track/2147478577";
"Janko Nilovic";"Underdog records collection / Vol.1";"Prelude pour une rose noire";1705503573;1705503772;;;2014;"UNDERDOG RECORDS";;
"Isabelle Aubret";"Il ne faut pas briser un rêve....";"Vous qui passez sans me voir";1705503771;1705503928;;;1960;"PHILIPS";;
"Lisa Ekdahl";"Sings salvadore poe";"The color of you";1705503924;1705504139;;;2000;"RCA/BMG";"https://www.deezer.com/track/995860";
"Bob Azzam";"Latino ! latino !";"Sabor a mi";1705504136;1705504296;;;1961;"MUSIDISC";;
"Bacao Rhythm And Steel Band";"The serpent's mouth";"Great to be here";1705504295;1705504478;;;2018;"BIG CROWN RECORDS";;
"Ballin Jack";"Mojo club / Dancefloor jazz/Vol.4";"Try to relax";1705504476;1705504776;;;1973;"VERVE";;
"Bb Seaton";"Greatest hits";"You've got to be natural";1705504771;1705504933;;"https://open.spotify.com/track/2umK1Fg0oa7KvfIcg6m4zQ";2013;"SOUL BEATS RECORDS";"https://www.deezer.com/track/484902382";
"Lisa Leblanc";"Entre toi pi moi pi la corde de bois";"Entre toi pi moi pi la corde de bois";1705504931;1705505177;;"https://open.spotify.com/track/5ayCS5XTxApyBUhUSzmsfs";2021;"BONSOUND";;
"Magic Source";"Voyage spectral";"Saturn moon dive";1705505176;1705505417;;"https://open.spotify.com/track/4BOZ6jF85HREkphijTHAtU";2023;"FAVORITE RECORDINGS";;
"Morcheeba";"Fragments of freedom";"Rome wasn't built in a day";1705505412;1705505624;;"https://open.spotify.com/track/6lsumzVFKP9SnfKcuGwqVp";2000;"CHINA RECORD";;
"Any Other";"Stillness, stop : You have a right to remember";"Need of affirmation";1705505618;1705505915;"https://music.apple.com/fr/album/need-of-affirmation/1726225030?i=1726225321&uo=4";"https://open.spotify.com/track/2M8bOIHhGFlTklxrVgwPnO";2024;"42 RECORDS";;
"Malena Cadiz";"Where is my mind";"Where is my mind (Pixies cover - instrumental version)";1705505912;1705506113;;;2021;"AUTO PRODUCTION";;
"Barbara";"La chanteuse de minuit";"Les voyages";1705506106;1705506272;;;1957;"PHILIPS";"https://www.deezer.com/track/3391563";
"Stanley Cowell";"Chalry's soul junction";"Travelin' man";1705506264;1705506574;;;1974;"CHARLY";"https://www.deezer.com/track/84370947";
"Pentangle";"The time  has come 1967 - 1973";"Travelling song";1705506479;1705506657;"https://music.apple.com/fr/album/travelling-song/1439702808?i=1439702824&uo=4";"https://open.spotify.com/track/0OL1FL3vmLLwgrsYIAhVDu";1968;"CASTLE MUSIC";"https://www.deezer.com/track/131309254";
"Andrew Bird";"Outside problems";"Mancey";1705506653;1705506689;;"https://open.spotify.com/track/0ruUy4l849hh85BBvn34Y8";2023;"LOMA VISTA RECORDINGS";;
"Bill Withers";"+ Justments / Vol.4";"Can we pretend";1705506682;1705506911;"https://music.apple.com/fr/album/can-we-pretend/322981824?i=322981908&uo=4";"https://open.spotify.com/track/0S5ZoKKZD3bllkvhEoPimZ";1974;"SONY";;
"Academy Of Saint-Martin-In-The-Fields";"L'art de Christiane Eda-Pierre / Airs d'opéras comiques";"La fausse magie : Comme un éclair (Air de Lucette)";1705506904;1705507234;;;1979;"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";;
"Christian Loffler";"Parallels : Shellac Reworks by Christian Loffler";"Nadir ( Les pêcheurs de perles Air de Nadir)";1705507233;1705507344;;;2020;"DEUTSCHE GRAMMOPHON";;
"Rone";"Les Olympiades";"Paris 13th";1705507343;1705507487;"https://music.apple.com/fr/album/paris-13th/1590350485?i=1590350694&uo=4";"https://open.spotify.com/track/75LHuyZbw4vqe5LbhqiTK5";2021;"INFINE";;
"Dinah Washington";"It's magic/Greatest hits";"What a difference a day makes";1705507483;1705507631;"https://music.apple.com/fr/album/what-a-difference-a-day-makes/387139933?i=387140079&uo=4";;1959;"POLYGRAM";"https://www.deezer.com/track/2723835272";
"Francoise Hardy";"Messages personnels";"Au fil des nuits et des journees";1705507630;1705507768;"https://music.apple.com/fr/album/au-fil-des-nuits-et-des-journ%C3%A9es/1718091214?i=1718091553&uo=4";"https://open.spotify.com/track/1ZHcOQuBrkKtV3vSNoxnfN";1970;"EMI";;
"Belle And Sebastian";"Dear catastrophe waitress";"Dear catastrophe waitress";1705507751;1705507892;"https://music.apple.com/fr/album/dear-catastrophe-waitress/260060693?i=260060935&uo=4";"https://open.spotify.com/track/696eVkmwZaGayo4T4z0NB7";2003;"ROUGH TRADE";;
"Ana Frango Eletrico";"Me chama de gato que eu sou sua";"Nuvem vermelha";1705507887;1705508070;"https://music.apple.com/fr/album/nuvem-vermelha/1700639465?i=1700639831&uo=4";"https://open.spotify.com/track/6ljB8vR4HXY9Og5uGaI4KB";2023;"MR BONGO";"https://www.deezer.com/track/2381680605";
"Kiledjian";"The otium mixtape";"Post Trama";1705508067;1705508197;"https://music.apple.com/fr/album/post-trama/1714815918?i=1714817329&uo=4";"https://open.spotify.com/track/7FfFoPW8mPuUviYgLSOqpr";2024;"UNDERDOG RECORDS";"https://www.deezer.com/track/2522495291";
"Flying Lotus";"Flamagra";"The climb (feat. Thundercat)";1705508196;1705508392;"https://music.apple.com/fr/album/the-climb-feat-thundercat/1458871217?i=1458871394&uo=4";;2019;"WARP RECORDS";;
"Sade";"Stronger than pride";"Paradise";1705508391;1705508625;"https://music.apple.com/fr/album/paradise/211676462?i=211676495&uo=4";"https://open.spotify.com/track/2KpjKWyj0TI0FmGgENEKr6";1988;"EPIC";;
"Massive Attack";"Blue lines";"Lately";1705508618;1705508882;"https://music.apple.com/fr/album/lately/715864097?i=715864407&uo=4";;1991;"CIRCA RECORDS";;
"Daniel Ogren";"Fastingen92";"Annalena";1705508873;1705509188;;;2023;"MR BONGO";"https://www.deezer.com/track/921816322";
"Jimi Tenor";"Order of Nothingness";"Quantum connection";1705509185;1705509453;"https://music.apple.com/fr/album/quantum-connection/1363432480?i=1363432482&uo=4";"https://open.spotify.com/track/6BlnNKY4OOUDtOhChQHRYW";2018;"Philophon";;
"Mathieu Boogaerts";"Super";"Ondule";1705509452;1705509686;;;1995;"REMARK";"https://www.deezer.com/track/1085714";
"Dub Shepherds";"Night & day";"Love & beat";1705509684;1705509868;;;2023;"BAT RECORDS";"https://www.deezer.com/track/1144042332";
"Vampire Weekend";"Sunflower";"Sunflower";1705509867;1705510004;;;2019;"SONY";;
"Chassol";"Ludi";"I love vertigo";1705510001;1705510147;"https://music.apple.com/fr/album/i-love-vertigo/1496394052?i=1496394955&uo=4";"https://open.spotify.com/track/47kpVEKInbOhPzXjJa6MAc";2020;"TRICATEL";;
"Roberta Flack";"Killing me softly";"Killing me softly with his song";1705510134;1705510419;;"https://open.spotify.com/track/3gsCAGsWr6pUm1Vy7CPPob";1973;"ATLANTIC";;
"Moondog (Compositeur)";"Pulse";"Shenandoah - arrangement pour piano";1705510418;1705510699;;;2023;"WARNER CLASSICS";;
"Tigran Hamasyan";"A fable";"Memory that become a dream";1705510692;1705510848;;;2011;"Verve";;
"Mac Miller";"Faces";"Diablo";1705510844;1705511042;"https://music.apple.com/fr/album/diablo/915954591?i=915954617&uo=4";;2014;"WARNER RECORDS / MCCORMICK FAMILY TRUST";;
"The Jazzual Suspects";"Curvlinear";"Blue vaka";1705511039;1705511230;"https://music.apple.com/fr/album/blue-vaka/1675601120?i=1675601126&uo=4";"https://open.spotify.com/track/29kN7xXd5XgGsK7vqTy9Nk";2023;"OM RECORDS";;
"Sebastien Tellier";"L'aventura";"Sous les rayons du soleil";1705511228;1705511441;"https://music.apple.com/fr/album/sous-les-rayons-du-soleil/875404052?i=875404191&uo=4";"https://open.spotify.com/track/7mGHkd4ddr0B9rpHIRCQng";2014;"RECORD MAKERS";;
"Roy Ayers";"Everybody loves the sunshine";"Everybody loves the sunshine";1705511434;1705511677;"https://music.apple.com/fr/album/everybody-loves-the-sunshine/1443098299?i=1443099363&uo=4";;1976;"POLYDOR";"https://www.deezer.com/track/549279042";
"Air";"Premiers symptomes";"Le soleil est près de moi";1705511670;1705511956;"https://music.apple.com/fr/album/le-soleil-est-pr%C3%A8s-de-moi/966652812?i=966652817&uo=4";;1997;"SOURCE";"https://www.deezer.com/track/95141014";
"Skinshape";"Arrogance is the Death of Men";"Behind the sun";1705511949;1705512159;"https://music.apple.com/fr/album/behind-the-sun/1538472913?i=1538472924&uo=4";"https://open.spotify.com/track/2NBBgCiQpmIhfBr2Tieedt";2020;"LEWIS RECORDINGS";;
"Katy Kirby";"Blue raspberry";"Blue raspberry";1705512159;1705512435;"https://music.apple.com/fr/album/blue-raspberry/1709513158?i=1709513326&uo=4";"https://open.spotify.com/track/3TWanthaz4xHrwZndyyucW";2024;"ANTI RECORDS";;
"Radiohead";"The bends";"Fake plastic trees";1705512433;1705512723;"https://music.apple.com/fr/album/fake-plastic-trees/1097862703?i=1097862845&uo=4";"https://open.spotify.com/track/73CKjW3vsUXRpy3NnX4H7F";1995;"PARLOPHONE";;
"Fritz Storfinger";"Moondog : Musique instrumentale";"Chaconne pour orgue en Ut Maj";1705512719;1705512907;;;1978;"MHS";;
"Melingo";"Corazón y hueso";"El dia que te fuiste";1705512902;1705513108;;"https://open.spotify.com/track/6dwwoVBFAQdI93lPv5QS1h";2011;"WORLD VILLAG";;
"Sigur Ros";"Með suð í eyrum við spilum endalaust";"Vio spilum endalaust";1705513105;1705513299;;;2008;"DHL EMI";;
"Olivia Dean";"Messy";"Dive";1705513296;1705513495;"https://music.apple.com/fr/album/dive/1676252821?i=1676252825&uo=4";"https://open.spotify.com/track/36vmaZyO0iAE6FZ7287fg2";2023;"VIRGIN RECORDS / UNIVERSAL";;
"Chocho Cannelle";"Libre à l'intérieur";"Granules";1705513493;1705513873;;;2022;"Autoproduction";;
"Joan As Police Woman";"The deep field";"The magic";1705513593;1705513841;;"https://open.spotify.com/track/5O1qMJdJWEC2gjRAwWgtDa";2011;"PLAY IT AGAI";;
"The Marvelettes";"Forever more : the complete Motown albums / Vol.2";"My baby must be a magician";1705513841;1705513993;"https://music.apple.com/fr/album/my-baby-must-be-a-magician-stereo-version/1444186639?i=1444187678&uo=4";"https://open.spotify.com/track/1CmylxKewaz3wVVgYcPzmb";1968;"MOTOWN";;
"Carla Boni";"Mo'plen Bacharach";"Magic moments";1705513992;1705514117;;;1958;"LA DOUCE";;
"Chas Jankel";"Chasanova";"Magic of music";1705514117;1705514402;;;2020;;;
"Ana Carla Maza";"Caribe";"Las primaveras";1705514492;1705514719;"https://music.apple.com/fr/album/las-primaveras/1704818425?i=1704818437&uo=4";"https://open.spotify.com/track/0qFT3M7jAWMgvuSLMr6P1W";2023;"Persona Editorial";;
"Bebo Valdes";"Juntos para siempre";"Son de la Loma";1705514718;1705515058;;;2008;"CALLE54 SONY";;
"Carlos Maza Trio";"En familia";"A contratiempo";1705514924;1705515230;"https://music.apple.com/fr/album/a-contratiempo/1038005229?i=1038005246&uo=4";;;"ZEBRALUTION - LAUTARO";;
"Vincent Courtois";"L'imprévu";"Couldn't imagine";1705515208;1705515337;;;2010;;;
"Orchestre De Chambre De Paris";"Emotions";"Gymnopédie n°1 - arrangement pour piano violoncelle et orchestre";1705515336;1705515505;;;2020;"ERATO";;
"Bumcello";"Al";"Time bum";1705515506;1705515702;"https://music.apple.com/fr/album/time-bum/1446914999?i=1446915212&uo=4";"https://open.spotify.com/track/0EhChThiWwhPu00QZgXT4Q";2012;"TOT OU TARD";;
