"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Laraw";"Beaux yeux";"Beaux yeux";"2025";"BRAVO";1747911972;1747912112;"https://www.deezer.com/track/3206960141";"https://open.spotify.com/track/10JgZbQ9rStUkJcUB0SY5R";"https://music.apple.com/fr/album/beaux-yeux/1799418989?i=1799418991&uo=4";
"Aloe Blacc";"I need a dollar";"I need a dollar";"2010";"STONES THROW RECORDS";1747912111;1747912353;"https://www.deezer.com/track/445997982";"https://open.spotify.com/track/3oUphdZVPyrsprZ8FgbmQS";;
"The Flying Hats";"The return of the Flying Hats";"Night bus";"2025";"ATA";1747912351;1747912558;"https://www.deezer.com/track/3294377861";"https://open.spotify.com/track/60NagK6AdK9U3Lz1ubhaTU";;
"Wolfgang Valbrun";"Flawed by design";"Shadows";"2024";"JALAPENO RECORDS";1747912557;1747912730;"https://www.deezer.com/track/2680019912";"https://open.spotify.com/track/7rC94JbaAOlG4QOFpQblwW";;
"Braxton Cook";"Who are you when no one is watching?";"The same";"2023";"NETTWERK MUSIC GROUP";1747912729;1747912955;"https://www.deezer.com/track/2127437217";"https://open.spotify.com/track/6LlNt8ntIPSLhFs8cOPV55";"https://music.apple.com/fr/album/the-same/1781018372?i=1781018374&uo=4";
"Anna Erhard";"Botanical garden";"Teeth on the king";"2024";"RADICALIS MUSIC";1747912947;1747913127;"https://www.deezer.com/track/2780012291";"https://open.spotify.com/track/42ErHPNdjBeQ5KNTJJvjaj";"https://music.apple.com/fr/album/teeth-on-the-king/1744416249?i=1744416406&uo=4";
"Craig Fortnam";"Bespoke guitar pieces";"For Adam & Hannah";"2024";"BELIEVERS ROAST";1747913126;1747913184;"https://www.deezer.com/track/2615418012";"https://open.spotify.com/track/7coJQNLcpmqI5xZ9iBfXlm";"https://music.apple.com/fr/album/for-adam-hannah/1725127678?i=1725127693&uo=4";
"Craig David";"Born To Do It";"7 days";"2000";"EDEL";1747913183;1747913417;"https://www.deezer.com/track/143169102";"https://open.spotify.com/track/0gPQTLaqHDgdupKEok7J2x";;
"Duckwrth";"All American F*ckboy";"Grey scale";"2025";"AUTOPRODUCTION";1747913414;1747913592;"https://www.deezer.com/track/3223226881";"https://open.spotify.com/track/3AZ9Pl8axyTVtYSy1c7Grs";;
"Hether";"Covered in hether";"Here there and everywhere";"2023";"EAR SLIME C - O R&R DIGITAL";1747913589;1747913766;"https://www.deezer.com/track/2171785697";"https://open.spotify.com/track/6ZwLijZjApAORk8Jmv1O60";;
"Minhwi Lee";"Hometown to come";"Blue flower";"2023";"";1747913765;1747913938;"https://www.deezer.com/track/2523340471";"https://open.spotify.com/track/1ZBJCuCU3W2riqv7bgyXUu";"https://music.apple.com/fr/album/blue-flower/1714566528?i=1714566531&uo=4";
"Adrian Quesada";"Ojos secos (feat. Cuco)";"Ojos secos (feat. Cuco)";"2025";"ATO";1747913938;1747914167;;;;
"Thierry Larose";"Sprint";"Frisbee & Marmelade";"2023";"BRAVO MUSIQUE";1747914166;1747914368;"https://www.deezer.com/track/2117809777";"https://open.spotify.com/track/5TnZyC8Nf9JHCG1xhTijol";;
"Sophia Kennedy";"Squeeze Me";"Rodeo";"2025";"CITY SLANG";1747914367;1747914592;"https://www.deezer.com/track/3177123781";"https://open.spotify.com/track/5Bgk9ITyjRD0N5eduuH2iN";;
"Moka Only";"Amalama";"Daily (instrumental)";"2024";"HHV RECORDS";1747914590;1747914720;;;;
"Lous And The Yakuza";"No big deal";"Sad boy's anthem";"2025";"COLUMBIA";1747914719;1747914933;"https://www.deezer.com/track/3299581761";"https://open.spotify.com/track/0qiq9UBwaNcJKkP8wCa0gr";"https://music.apple.com/fr/album/sad-boys-anthem/1805196180?i=1805196187&uo=4";
"Aldous Harding";"Designer";"Fixture picture";"2019";"4AD";1747914932;1747915176;"https://www.deezer.com/track/667051292";"https://open.spotify.com/track/1MZPteit5RISR1rqp6YnnW";;
"The Dead South";"You are my sunshine";"You are my sunshine";"2021";"SIX SHOOTER RECORDS";1747915173;1747915372;"https://www.deezer.com/track/1485935342";;"https://music.apple.com/fr/album/you-are-my-sunshine/1584437249?i=1584437479&uo=4";
"Marisa Anderson";"Lost futures";"Haunted by water";"2021";"THRILL JOCKEY RECORDS";1747915370;1747915892;"https://www.deezer.com/track/1218547512";"https://open.spotify.com/track/2lMXlwbjcaxIzdQmFa042o";;
"Astrid Sonne";"Great doubt";"Say you love me";"2024";"ESCHO";1747915889;1747916133;"https://www.deezer.com/track/2470882121";"https://open.spotify.com/track/5EJhFLDKn91L1944XEnl99";;
"Alexis HK";"Bobo playground";"Rêve de nul";"2022";"LA FAMILIA";1747916133;1747916384;"https://www.deezer.com/track/1849839247";"https://open.spotify.com/track/1hlTbnNPsLSuTVLhiEZL2j";;
"Julia Mestre";"Maravilhosamente bem";"Pra lua";"2025";"MR BONGO";1747916381;1747916643;"https://www.deezer.com/track/3293348561";"https://open.spotify.com/track/5WL18UXg6jfiAd4Qhfh105";;
"Sven Wunder";"Late again";"Take a break";"2023";"PIANO PIANO";1747916643;1747916818;"https://www.deezer.com/track/2435667685";"https://open.spotify.com/track/0a3OncBmvyH15J54mxPgpz";;
"Common Saints";"Cinema 3000";"Dreams";"2024";"STARSONICS";1747916816;1747917047;"https://www.deezer.com/track/3508215501";"https://open.spotify.com/track/2c9zK8LgdEiN2j1MRBQuX9";;
"Aretha Franklin";"20 greatest hits";"Rock steady";"1971";"ATLANTIC";1747917044;1747917234;"https://www.deezer.com/track/904683";;"https://music.apple.com/fr/album/rock-steady/934216863?i=934216885&uo=4";
"Boulevards";"Electric Cowboy : Born in Carolina Mud";"Problems";"2022";"NEW WEST RECORDS";1747917234;1747917485;"https://www.deezer.com/track/1490339832";"https://open.spotify.com/track/4FNYmmwAZRfWA4UK6W55LF";;
"Butcher Brown";"Letters from the Atlantic";"Ibiza";"2025";"CONCORD JAZZ";1747917484;1747917739;"https://www.deezer.com/track/3288209941";"https://open.spotify.com/track/7s0wCxjksOoFTcfp7Ikk3t";;
"Polo & Pan";"Nenuphar";"Nenuphar";"2024";"HAMBURGER RECORDS";1747917733;1747917985;"https://www.deezer.com/track/3040724211";"https://open.spotify.com/track/4x9yoEqReJGOW7q7O15930";;
"Pokey Lafarge";"Rhumba country";"Run run run";"2024";"NEW WEST RECORDS";1747917982;1747918195;"https://www.deezer.com/track/2645598622";"https://open.spotify.com/track/36FRxA9QDraACevfCnFmY0";;
"Liraz";"Enerjy";"Zaman";"2024";"BATOV RECORDS";1747918193;1747918395;;;;
"Noori & His Dorpa Band";"Beja power ! Electric soul & brass from Sudan’s red sea";"Al Amal";"2022";"OSTINATO RECORDS";1747918392;1747918792;"https://www.deezer.com/track/1717895777";"https://open.spotify.com/track/67s59hLoRsaGcavAbjjmzy";;
"Honey Cone";"Soulful sugar";"Aquarius";"1970";"CASTLE MUSIC";1747918549;1747918725;"https://www.deezer.com/track/1254211842";"https://open.spotify.com/track/3W1cr2M2Cyk0bjUEcFpFau";;
"Kip Nelson";"Be on my side";"Be on my side";"2018";"NICE GUYS";1747918723;1747918883;"https://www.deezer.com/track/774203262";;;
"David Bowie";"Station to station";"Golden years";"1975";"EMI";1747918883;1747919119;"https://www.deezer.com/track/988555492";;;
"Roger Roger";"Illustration musicale / Magic of roger roger";"Place Clichy";"1967";"KOKA MEDIA";1747919116;1747919308;"https://www.deezer.com/track/2958790801";;;
"Caterina Valente";"Bouquet de chansons";"Les filles de Paris";"1962";"MERRY MOOD M";1747919308;1747919488;;;;
"Ludivine Issambourg";"Outlaws remix";"No more (Mr Gib remix)";"2020";"ART'SYNDICATE";1747919487;1747919663;"https://www.deezer.com/track/1044161962";;;
"Dae Han";"For our friends : A disaster relief compilation";"Antiquity";"2025";"ALOHA GOT SOUL";1747919661;1747919830;;;;
"Erykah Badu";"Mama's gun";"Bag lady";"2000";"MOTOWN";1747919828;1747920176;"https://www.deezer.com/track/2122750";"https://open.spotify.com/track/7BgUcOjSOlKJXASLgJ6bx1";;
"Saya Gray";"Saya";"Thus is why (I don't spring 4 love)";"2025";"DIRTY HITS";1747920174;1747920382;;;;
"Pranee Thanasri";"Thai funk";"Chown thur ten rum";"1980";"LIGHT IN THE ATTIC RECORDS";1747920380;1747920588;;;;
"Wayne Fontana And The Mindbenders";"BOF / Good morning, Vietnam";"Game of love";"1965";"AM RECORDS";1747920586;1747920711;;;;
"Moondog";"The german years 1977-1999";"Santa Fe";"1999";"ROOF MUSIC";1747920709;1747920857;;;;
"Emiliana Torrini";"Miss flower";"Miss flower";"2024";"FIRST WORD RECORDS";1747920848;1747921089;"https://www.deezer.com/track/2753202381";"https://open.spotify.com/track/4GSFbkN9QwQwwUIV6izEt6";;
"Alsarah & The Nubatones";"Seasons of the road";"Bye bye";"2025";"SOUNDWORKS";1747921089;1747921327;"https://www.deezer.com/track/3170174841";"https://open.spotify.com/track/0BmWa742ROUNxi4KUSx2Mh";;
"Rachid Taha";"Voila, voila...";"Voilà, voilà...";"1993";"";1747921326;1747921546;;;;
"Tommy Hools";"Trip-hop";"Barcelone";"1999";"WAGRAM MUSIC (DISTRIBUTEUR)";1747921544;1747921731;"https://www.deezer.com/track/800942";;;
"Beck";"Beck's record club";"Sunday morning";"2009";"RECORD CLUB";1747921729;1747921919;;;;
"Rebecca Vasmant";"Who we are, becoming";"Sun song (feat. Emilie Boyd)";"2025";"WOMEN IN JAZZ";1747921917;1747922327;;;;
"David Axelrod";"Song of innocence";"The smile";"1968";"CAPITOL";1747922326;1747922532;"https://www.deezer.com/track/3431670";"https://open.spotify.com/track/5T5MLNxEg0h6lGWRetSZPV";;
"Lou Rawls";"Nova 1970";"You've made me so very happy";"1970";"BLUE NOTE";1747922525;1747922790;;;;
"De La Soul";"Buhloone Mind State";"I am i be";"1993";"TOMMY BOY";1747922788;1747923091;"https://www.deezer.com/track/2104707057";"https://open.spotify.com/track/4JtyhaCvPL7fSXuUoQ1Xsj";;
"Jpye";"Samba with you";"Don't stop (instrumental)";"2021";"CLAREMONT 56";1747923091;1747923335;"https://www.deezer.com/track/1364970482";;;
"Flavien Berger";"Leviathan";"Gravité";"2015";"PAN EUROPEAN RECORDING";1747923333;1747923529;"https://www.deezer.com/track/1280571582";"https://open.spotify.com/track/0FxbFtp4n9eKgW1JD7zGpt";;
"Brian Eno";"My life in the bush of ghosts";"Help me somebody";"1979";"NONESUCH";1747923527;1747923780;;;;
"Luigi Tenco";"Tenco";"E ci diranno";"1966";"RCA";1747923778;1747923919;"https://www.deezer.com/track/1020252";"https://open.spotify.com/track/5d5Q7DOy1zAh0yAJSA3JxK";;
"Luigi Alberto Bianchi";"Nicolo Paganini : oeuvres pour violon et guitare (vol.1)";"Sonate en la min op.64 nº1 : rondoncino, allegro";"";"DYNAMIC";1747923918;1747924119;;;;
"Cabane";"Brûle";"All we could do (feat .Kate Stables & Sam Genders)";"2024";"CABANE RECORDS";1747924117;1747924375;;;;
"Maria Somerville";"Luster";"Stonefly";"2025";"4AD";1747924375;1747924590;"https://www.deezer.com/track/3308480511";"https://open.spotify.com/track/6uv3mwUvxsS2q8T7yhQuDs";;
"Squarepusher";"BOF / Lost in translation";"Tommib";"2003";"EMPEROR NORTON RECORDS";1747924581;1747924658;"https://www.deezer.com/track/29376801";;;
"Thundercat";"The beyond  / Where the giants roam";"Them changes (Feat. Flying Lotus & Kamasi Washington)";"2015";"BRAINFEEDER";1747924657;1747924825;;;;
"Brothers Johnson";"BOF / Pulp fiction";"Strawberry letter #23";"1977";"UNIVERSAL";1747924822;1747925120;;;;
"Paul McCartney";"McCartney II";"Wonderful christmastime";"1979";"HEAR MUSIC";1747925118;1747925343;"https://www.deezer.com/track/407190352";;;
"Damien Lefevre";"BOF TV / Edouard mon pote de droite";"Cargo manoeuvre";"2021";"AUTOPROD";1747925341;1747925441;"https://www.deezer.com/track/1390518212";"https://open.spotify.com/track/7liA3Xjxt51HZ1NAOHVZgP";"https://music.apple.com/fr/album/cargo-manoeuvre/1570246995?i=1570247899&uo=4";
"UTO";"Souvent parfois";"Souvent parfois";"2022";"PAIN SURPRISES";1747925432;1747925642;"https://www.deezer.com/track/1698360837";"https://open.spotify.com/track/5bf1QQEQk9oJxfQS8HyvE1";;
"Pink Floyd";"Dark side of the moon";"Money";"1972";"EMI";1747925640;1747926024;"https://www.deezer.com/track/116914026";;;
"Maze";"Capitol rare";"Twilight";"1985";"BLUE NOTE";1747926019;1747926422;"https://www.deezer.com/track/3340246";;;
"War";"Anthology 1970-1994";"Galaxy";"1977";"UNITED ARTISTES RECORDS";1747926419;1747926731;"https://www.deezer.com/track/356448081";"https://open.spotify.com/track/1SbA3jg6wqrUcmvSk4Fw7x";"https://music.apple.com/fr/album/galaxy/1231974340?i=1231974676&uo=4";
"Giorgio Poi";"Schegge";"Nelle tue piscine";"2025";"BOMBA DISCHI";1747926730;1747926934;"https://www.deezer.com/track/3346755851";"https://open.spotify.com/track/5SZuT8HthpSDGX9K2HJ93u";"https://music.apple.com/fr/album/nelle-tue-piscine/1803115806?i=1803115810&uo=4";
"The Chemical Brothers";"We are the night";"Das Spiegel";"2007";"VIRGIN";1747926933;1747927283;"https://www.deezer.com/track/721266642";"https://open.spotify.com/track/1ADU56d6WQXaGAJKawm0Kr";"https://music.apple.com/fr/album/das-spiegel/1474660272?i=1474660529&uo=4";
"JJH Potter";"Ghosts unveiled";"Someone else's book";"2025";"BROKEN OBSTACLES RECORDS";1747927278;1747927469;"https://www.deezer.com/track/2976805961";;;
"Huckleberry Finn Jr";"En route pour la gloire";"A la source";"2021";"LA MAISON DANS L'ARBRE";1747927466;1747927632;;;;
"Freda Payne";"After the lights go down low";"Lonely woman";"1964";"IMPULSE! (ACQUISITION)";1747927626;1747927869;"https://www.deezer.com/track/71401878";"https://open.spotify.com/track/4rAHImyf9qfotSPdOZUWaT";"https://music.apple.com/fr/album/lonely-woman/1443655610?i=1443655799&uo=4";
"The Cinematic Orchestra";"Every day";"All that you give";"2002";"NINJA TUNE";1747927868;1747928233;"https://www.deezer.com/track/725668712";"https://open.spotify.com/track/6vifb1Bh7078BRcVixLRyQ";;
"Electric Light Orchestra";"Face the music";"Evil woman";"1975";"POLYDOR";1747928223;1747928499;"https://www.deezer.com/track/13816420";"https://open.spotify.com/track/777NOXupZkFdg8zlPMoVqc";;
"Sault";"10";"R.L.";"2025";"FOREVER LIVING ORIGINALS";1747928490;1747928798;"https://www.deezer.com/track/3324301311";"https://open.spotify.com/track/1UVJBB4QLQ6Wpuvtzp54YW";"https://music.apple.com/fr/album/r-l/1808467284?i=1808467491&uo=4";
"Henry Mancini";"Henry Mancini :The cop show themes";"Police woman (Serie TV)";"1976";"RCA";1747928797;1747928988;;;;
"Haim Saban";"BOF TV / Les génériques de dessins animés 1978 à 1998";"Inspecteur gadget";"";"ARCADE";1747928987;1747929143;;;;
"Soom T";"The louder the better";"Bad road";"2023";"RENEGADE MASTERS / X RAY PRODUCTIONS";1747929142;1747929321;"https://www.deezer.com/track/2323766925";"https://open.spotify.com/track/5USC4YjUcMRFZL6TcSpdVO";;
"Laena Myers";"LUV (Songs of yesterday)";"Strong";"2024";"TAXI GAUCHE RECORDS";1747929314;1747929469;"https://www.deezer.com/track/2501851491";"https://open.spotify.com/track/1Yzzi08kQaHRWCpw1cptM3";"https://music.apple.com/fr/album/strong/1727659188?i=1727659195&uo=4";
"Salif Keita";"M'bemba";"Dery";"2005";"UNIVERSAL";1747929463;1747929767;"https://www.deezer.com/track/2442547";"https://open.spotify.com/track/5Myi7wMoZqQMLIU2vH1nyB";"https://music.apple.com/fr/album/dery/1443998902?i=1443998912&uo=4";
"Amine Laje";"Datsha";"Little Bird Wants To Fly";"2025";"ROTARY PHONO LAB";1747929760;1747929993;"https://www.deezer.com/track/3196335131";"https://open.spotify.com/track/0p3KUQHhHmTWx1q6qT0Fo4";;
"Nosaj Thing";"Continua";"Look both ways (feat. Pink Siifu)";"2022";"LUCKYME";1747929985;1747930162;;;"https://music.apple.com/fr/album/look-both-ways-feat-pink-siifu/1637868031?i=1637868040&uo=4";
"Revue Blanche";"Misia";"6 Poèmes de Paul Eluard : 2. Mon amour - arrangement pour soprano flûte traversière alto et harpe";"2022";"ANTARCTICA";1747930160;1747930298;;;;
"Dinah Washington";"The best of Dinah Washington - Mad about the boy";"Mad about the boy";"1961";"MERCURY";1747930298;1747930464;"https://www.deezer.com/track/588273602";;;
"Santo & Johnny";"BOF / The irishman";"The irishman : Sleep walk";"2019";"MASTERWORKS";1747930463;1747930609;;;;
"Lana Del Rey";"Did you know that there's a tunnel under Ocean Blvd";"Peppers (feat. Tommy Genesis)";"2023";"POLYDOR RECORDS";1747930609;1747930855;;"https://open.spotify.com/track/2Rlso2ZNV0PaWwUYeeBYxx";;
"Childish Gambino";"Awaken my love";"Have some love";"2016";"GLASSNOTE";1747930855;1747931075;"https://www.deezer.com/track/3025966411";"https://open.spotify.com/track/4l5ioHe897vm5VZa242bvK";;
"Lael Neale";"Altogether stranger";"Wild waters";"2025";"SUB POP RECORDS";1747931072;1747931247;"https://www.deezer.com/track/3198802101";"https://open.spotify.com/track/4mCOeMoL2TtipRS7wQnQE8";"https://music.apple.com/fr/album/wild-waters/1792082246?i=1792082247&uo=4";
"Morris Mobley";"Méditations";"Goin' back";"2024";"FAT BEATS RECORDS";1747931241;1747931490;"https://www.deezer.com/track/2566240152";"https://open.spotify.com/track/6BLADRT78j2wPK3EbSwpZ3";;
"Patrice Rushen";"Now (Expanded Edition)";"Gotta Find It";"1984";"STRUT";1747931487;1747931754;"https://www.deezer.com/track/434614142";"https://open.spotify.com/track/6iYiQdYGDFtncKdmF7V9u3";;
"Ramon Pyrmee";"Mizik Maladi : Disques Debs International vol. 3";"An mwe";"1985";"DISQUES DEBS INTERNATIONAL / STRUT";1747931750;1747931962;"https://www.deezer.com/track/3173291571";;;
"Kwashibu Area Band";"Love Warrior's Anthem";"Tamale Sunsumwom";"2025";"SOUNDWAY RECORDS LTD";1747931960;1747932127;"https://www.deezer.com/track/3216541101";"https://open.spotify.com/track/6E1VVzJDRRXPkucVwB0RCQ";;
"Queen";"Jazz";"Don't stop me now";"1978";"UNIVERSAL MUSIC (LABEL & DISTRIBUTEUR)";1747932126;1747932335;;;"https://music.apple.com/fr/album/dont-stop-me-now/1440821736?i=1440822107&uo=4";
"Tierra Whack";"World wide Whack";"Snake eyes";"2024";"INTERSCOPE RECORDS";1747932331;1747932489;"https://www.deezer.com/track/2694224702";"https://open.spotify.com/track/0mwGp38d0uilKSuH4PiGXz";;
"Santpoort";"Maybe not tomorrow";"In a rockfall (feat. Little Green)";"2024";"FRIENDS OF FRIENDS";1747932490;1747932630;;;;
"Web Web";"Plexus plexus";"Cheiron";"2025";"COMPOST";1747932628;1747932802;"https://www.deezer.com/track/3273851681";"https://open.spotify.com/track/2tvCrLCVcTsachTbgCgUaJ";;
"Biche";"La nuit des Perséides";"L'essor";"2019";"BANQUISE RECORDS";1747932800;1747933033;"https://www.deezer.com/track/663572662";"https://open.spotify.com/track/3zHqYayNUAWF6KZP4ZqRXt";;
"Michael Franks";"The Art of tea";"Monkey see-monkey do";"1975";"REPRISE";1747933029;1747933240;"https://www.deezer.com/track/14954634";;;
"Meshell Ndegeocello";"The world has made me the man of my dreams";"The Sloganeer : Paradise";"2007";"UNIVERSAL";1747933062;1747933365;;;;
"Marcin Wasilewski Trio";"En attendant";"Riders on the storm";"2021";"ECM";1747933301;1747933626;"https://www.deezer.com/track/1483865182";"https://open.spotify.com/track/6YDi1zFfIPb5DxYPLKPF3s";"https://music.apple.com/fr/album/riders-on-the-storm/1576705280?i=1576705666&uo=4";
"THE BAD PLUS";"JAZZ EMOTIONS / FUSIONS";"SMELLS LIKE TEEN SPIRITS";"2008";"RCA VICTOR";1747933625;1747933981;;;"https://itunes.apple.com/fr/album/smells-like-teen-spirit-feat-steve-earle/268602651?i=268602791&uo=4";"https://www.youtube.com/watch?v=RZ6Xo1mYSJg"
"Amy Winehouse";"Frank / CD (Bonus - Live)";"Round midnight (B-side)";"2004";"ISLAND";1747933973;1747934200;;;;
"Ulysses Owens Jr.";"Heart Shaped Box";"Heart shaped box";"2024";"CELLAR LIVE";1747934196;1747934576;"https://www.deezer.com/track/3042209771";"https://open.spotify.com/track/7emqPZdpJ5UG0kCVrvMPbJ";"https://music.apple.com/fr/album/heart-shaped-box/1773465519?i=1773465522&uo=4";
"Janis Joplin";"I got dem ol' kozmic blues again mama";"Little girl blue";"1969";"COLUMBIA";1747934574;1747934801;"https://www.deezer.com/track/831065";"https://open.spotify.com/track/6tv6EVWMV7AIWi8PhZ0uvO";;
"Luca Aquino";"Over doors";"Blue Sunday";"2015";"BONSAI MUSIC";1747934801;1747935097;"https://www.deezer.com/track/95225114";"https://open.spotify.com/track/70hHGlOCpQHfVlnbj2TvGu";"https://music.apple.com/fr/album/blue-sunday/1087900036?i=1087900225&uo=4";
"Buddy Rich Big Band";"Buddy And Soul (Live 2000 remaster)";"Soul kitchen";"1969";"WORLD PACIFIC JAZZ";1747935095;1747935333;;;;
"Nils Landgren";"3 Generations";"Let's act together";"2022";"ACT";1747935326;1747935577;;;;
"Remi Panossian";"Do";"Paint it black";"2018";"JAZZ FAMILY";1747935574;1747935862;"https://www.deezer.com/track/451447562";"https://open.spotify.com/track/5jDz85zCpp0dK6wUdVluzC";;
"SARAH VAUGHAN";"Lover man";"Mean to me";"2001";"DREYFUS";1747935860;1747936018;"https://www.deezer.com/track/1036386";"https://open.spotify.com/track/58SoUcJDxhlhoHoctOJmVR";;
"Gil Evans";"Plays the music of Jimi Hendrix";"Gypsy eyes";"1974";"BMG";1747936018;1747936241;;;;
"Thomas Naim";"May this be love (Acoustic guitar takes on Jimi Hendrix)";"Manic depression";"2025";"ROOTLESS BLUES";1747936241;1747936408;"https://www.deezer.com/track/3140076731";"https://open.spotify.com/track/28E8oUnRhtpQQuon3qFinB";;
"Robert Johnson";"The blues San Antonio Dallas  1936 - 1937";"They're red hot";"1936";"FREMEAUX ET ASSOCIES";1747936407;1747936583;"https://www.deezer.com/track/50361761";"https://open.spotify.com/track/0CvhYteC6f7CGcIBkn4ng9";;
"Jesse Belvin";"Angel eyes";"It's all right with me";"2008";"DIAMOND DAY";1747936583;1747936711;"https://www.deezer.com/track/1883032487";"https://open.spotify.com/track/2h9Gk78YSesqrqS6Qj70vw";;
"Art Blakey & The Jazz Messengers";"Buttercorn lady";"Buttercorn lady";"1996";"MERCURY";1747936710;1747936915;;;;
"Johnny Cash";"American III : Solitary man";"Solitary man";"2000";"COLUMBIA";1747936911;1747937052;"https://www.deezer.com/track/65690340";"https://open.spotify.com/track/3UMXhDBYe7eIXUe2HLUn0v";"https://music.apple.com/fr/album/solitary-man/1440821714?i=1440821733&uo=4";
"Junip";"Cowboys in Scandinavia: The new folk sounds from Northern Europe";"The ghost of Tom Joad";"2005";"FARGO";1747937052;1747937297;"https://www.deezer.com/track/2582826042";;;
"Louis-Jean Cormier";"Les grandes arteres";"Le jour ou elle m'a dit je pars";"2015";"SIMONE RECORDS";1747937295;1747937516;"https://www.deezer.com/track/2027854047";"https://open.spotify.com/track/7KMCdt5ahLiPhpkwDuvH7M";"https://music.apple.com/fr/album/le-jour-o%C3%B9-elle-ma-dit-je-pars/1655682494?i=1655682759&uo=4";
"Lhasa";"La llorona";"De cara a la pared";"1997";"WARNER";1747937512;1747937760;;;;
"Andrew Bird";"I want to see pulaski at night";"Lit from Underneath";"2013";"WEGAWAM MUSIC CO.";1747937759;1747937952;"https://www.deezer.com/track/1898891667";"https://open.spotify.com/track/7CqHiDKiZmq3tuhGEQ4l1q";"https://music.apple.com/fr/album/lit-from-underneath/738404866?i=738404963&uo=4";
"Doechii";"Anxiety";"Anxiety";"2025";"TOP DAWG ENTERTAINMENT";1747937952;1747938197;"https://www.deezer.com/track/3262675101";"https://open.spotify.com/track/1musbempyJAw5gfSKZHXP9";;
"Hiatus Kaiyote";"Love heart cheat code";"Love heart cheat code";"2024";"BRAINFEEDER";1747938195;1747938467;"https://www.deezer.com/track/2725361441";"https://open.spotify.com/track/5tQHT9IkBEqa6I027gchZh";"https://music.apple.com/fr/album/love-heart-cheat-code/1733341271?i=1733341438&uo=4";
