"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Ambrose Akinmusire";"Owl Song";"Flux Fuelings";2023;"Nonesuch";1707052884;1707053179;;;;
"Bertrand Belin";"Persona";"Camarade";2019;"CINQ 7";1707053177;1707053360;"https://www.deezer.com/track/771658342";"https://open.spotify.com/track/4CCtE5hyA5M8AUXwjNlzRS";;
"The Space Lady";"The space lady's greatest hits";"Humdinger";2019;"AUTOPRODUCTION";1707053356;1707053516;"https://www.deezer.com/track/72973584";;;
"Tom Ze";"Estudando o Samba (1976) / Correio da estação do bras (1978)";"Doi";1976;"WM BRAZIL";1707053514;1707053715;"https://www.deezer.com/track/40078751";"https://open.spotify.com/track/5KO3Xy1MsRtdpLhUZ8NwQq";"https://music.apple.com/fr/album/d%C3%B3i/1272259315?i=1272259459&uo=4";
"Avi Avital";"Between worlds";"Quatuor à cordes n°12 en Fa Maj op 96 B 179 (Américain) : Vivace ma non troppo  - arrangement pour mandoline accordéon et quatuor à cordes";2014;"DEUTSCHE GRAMMOPHON";1707053713;1707054030;;;;
"Villagers";"Awayland";"Rhythm composer";2012;"DOMINO";1707054029;1707054333;;;;
"Rozi Plain";"Prize";"Complicated";2023;"MEMPHIS INDUSTRIES";1707054329;1707054609;;"https://open.spotify.com/track/1i1OQB7O6Sr7mb6qddXbIM";;
"Sylvain Daniel";"Palimpseste : Voyage imaginaire dans les ruines de Detroit";"School song";2018;"ONJ RECORDS";1707054604;1707054762;;"https://open.spotify.com/track/6rAeSXDl7Vhg3N9XLFGyYV";;
"Minnie Riperton";"Perfect angel / Adventures in paradise";"Inside my love";1975;"STATESIDE";1707054761;1707055045;"https://www.deezer.com/track/3204397";;"https://music.apple.com/fr/album/inside-my-love/1443843076?i=1443843226&uo=4";
"Christine And The Queens";"Paranoia, angels, true love";"Aimer, puis vivre";2023;"BECAUSE MUSIC";1707055041;1707055327;;"https://open.spotify.com/track/2UYSyOKvfNAtKJQg6jbCf9";;
"Joe Armon-Jones & Maxwell Owin";"Archetype";"Pedal bike";2023;"AQUARII";1707055323;1707055543;;;"https://music.apple.com/fr/album/pedal-bike/1673981721?i=1673981729&uo=4";
"Joni Mitchell";"Both sides now";"At last";2000;"REPRISE";1707055540;1707055805;"https://www.deezer.com/track/780588";;;
"Dina Ogon";"Oas";"Mellan slagen";2023;"PLAYGROUND MUSIC";1707055804;1707056055;"https://www.deezer.com/track/1950218887";"https://open.spotify.com/track/3F4qzBqhf0FxDKvsmXWovT";"https://music.apple.com/fr/album/mellan-slagen/1648994528?i=1648994958&uo=4";
"Benny Sings";"Music";"Music";2020;"STONES THROW";1707056051;1707056247;;"https://open.spotify.com/track/6jbaetYiJCkPksXHWe013i";;
"Little Barrie";"Free salute";"Stones throw instrumental";2005;"PIAS";1707056246;1707056412;"https://www.deezer.com/track/3973261";;;
"Jimi Hendrix";"Are you experienced ?";"Red house";1967;"POLYDOR";1707056411;1707056641;"https://www.deezer.com/track/4952898";"https://open.spotify.com/track/3XxBSvDZKH5YvZZjTpn6eR";;
"Tinariwen";"Amatssou";"Nak idnizdjam";2023;"WEDGE / WARP";1707056640;1707056965;;"https://open.spotify.com/track/5SSi6FrVRtVJIM13pvgTVj";;
"Urban Species";"Listen";"Listen (feat. MC Soolar)";1994;"POLY";1707056963;1707057349;;;;
"The Bar Kays";"Best of";"Humpin";1969;"STAX";1707057346;1707057509;;;;
"Billy Gardener";"Funk spectrum II / Vol 2";"I got some";1971;"BBE";1707057508;1707057679;;;;
"LA Priest";"Fase luna";"Silent";2023;"DOMINO RECORDS";1707057676;1707057952;"https://www.deezer.com/track/2143966297";"https://open.spotify.com/track/2S4ktHPpnD2dhC3d2MK1pJ";"https://music.apple.com/fr/album/silent/1670994012?i=1670994015&uo=4";
"Black Sabbath";"Paranoid (Deluxe Edition)";"Planet caravan";1970;"UNIVERSAL";1707057950;1707058211;;;"https://music.apple.com/fr/album/planet-caravan-2009-remaster/1440282323?i=1440282326&uo=4";
"Duo Perlamusica";"Fantaisie";"Milonga sin palabras : Lento Malinconico - pour guitare et piano";2017;"CLAVES";1707058209;1707058531;;;;
"Laurence-Anne";"Musivision";"Tempête";2021;"BONSOUND";1707058522;1707058800;;"https://open.spotify.com/track/0gS76b9Hyg9yFKnwda9xNP";"https://music.apple.com/fr/album/temp%C3%AAte/1552514151?i=1552514308&uo=4";
"Thundercat";"Drunk";"Them changes";2017;"BRAINFEEDER";1707058795;1707058981;;"https://open.spotify.com/track/7CH99b2i1TXS5P8UUyWtnM";;
"Claudja Barry";"Mellow mellow - Original smooth grooves & chilled beats";"Love for the sake of love";1976;;1707058975;1707059289;;;;
"Isaac Delusion";"Lost and found";"50 50";2024;"DELUSION RECORDS / ALLO FLORIDE UNDER EXCLUSIVE LICENSE TO 3EME BUREAU / WAGRAM MUSIC";1707059288;1707059486;"https://www.deezer.com/track/2537598511";"https://open.spotify.com/track/4Pca3D30BC6r7a8GwrZdb9";"https://music.apple.com/fr/album/50-50/1716058914?i=1716059432&uo=4";
"Hardkandy";"How do you do nothing?";"Ultraviolet";2002;"CASTKILLS";1707059483;1707059695;"https://www.deezer.com/track/134776386";"https://open.spotify.com/track/5iBBUTtYNXBwKI70nYXXRS";"https://music.apple.com/fr/album/ultraviolet/1168855990?i=1168856337&uo=4";
"Mj Cole";"Sincere";"Sincere (re-cue¿d)";2000;"TALKIN LOUD";1707059693;1707060032;;;;
"Artful Dodger";"It's all abut the stragglers";"Re-rewind";2000;"LONDON RECORDS";1707060028;1707060268;;;;
"Matthew Halsall";"An ever changing view";"Triangles in the sky";2023;"GONDWANA RECORDS";1707060266;1707060669;;"https://open.spotify.com/track/7IE7Fd8f4kFCvIf0MM2XV6";;
"Leon Thomas";"Spirits Known and Unknown";"The creator has a master plan (peace)";1969;"Flying Dutchman";1707060664;1707060927;;;;
"Bernard Lavilliers";"FIP sacré français !";"Les aventures extraordinaires d'un billet de banque";1975;"WAGRAM MUSIC";1707060926;1707061258;"https://www.deezer.com/track/141161327";"https://open.spotify.com/track/1X8upP6qF2G1UyELbjWht6";;
"Margo Guryan";"27 Demos";"Sun";1968;"THE OGLIO ENTERTAINMENT GROUP";1707061120;1707061269;"https://www.deezer.com/track/2246722527";"https://open.spotify.com/track/5HtMWQFq71FIyWlg1M12aP";"https://music.apple.com/fr/album/sun/1687752325?i=1687752335&uo=4";
"Pachyman";"The return of Pachyman";"Sunset sound";2021;"ATO RECORDS";1707061268;1707061489;;"https://open.spotify.com/track/7c1pACjA4ahceDSuGEJspA";"https://music.apple.com/fr/album/sunset-sound/1565171632?i=1565171781&uo=4";
"Pinnacle Sound";"Soul medecine";"Silence (feat. Marcus I)";2022;"BAT RECORDS";1707061487;1707061679;;;;
"Paper Tapes";"Cut the cord";"Cut the cord";2023;"GEOGRAPHIE";1707061677;1707061879;;"https://open.spotify.com/track/67G6U13SbWwmg7ppG76g5q";"https://music.apple.com/fr/album/cut-the-cord/1711782717?i=1711782719&uo=4";
"Letta Mbulu";"Beach diggin' Vol. 2";"Normalizo";1985;"HEAVENLY SWEETNESS";1707061878;1707062188;;;;
"Todd Terje";"It's album time";"Preben goes to Acapulco";2014;"OLSEN RECORDS";1707062184;1707062253;"https://www.deezer.com/track/1900010807";"https://open.spotify.com/track/70jWHwvymR4x1PUXXrUD1S";"https://music.apple.com/fr/album/preben-goes-to-acapulco/806267243?i=806267255&uo=4";
"Romano Bianchi";"Le don et la disgrâce";"Noyau dur";2023;"STONE PIXELS RECORDS";1707062252;1707062493;;"https://open.spotify.com/track/5QHpj2JU72JQXkDfZLRLww";"https://music.apple.com/fr/album/noyau-dur/1710166345?i=1710166360&uo=4";
"Mark Olson And Gary Louris";"Ready for the flood";"Bicycle";2008;"NEW WEST";1707062493;1707062724;;;;
"Jesse Sykes";"Like, love, lust & the open halls of the soul";"Station grey";2007;"FARGO";1707062721;1707063028;;;;
"Jimmy Smith";"The cat";"Basin street blues";1964;"VERVE";1707063018;1707063258;;;"https://music.apple.com/fr/album/basin-street-blues/1442447502?i=1442447737&uo=4";
"Claude Nougaro";"Jazz et java";"Sing sing song";1965;"MERCURY";1707063257;1707063431;;;;
"S.Mos";"S-Mos : Hip hop and jazz mixed up";"Work song";2010;"MUSICAST";1707063429;1707063657;;;;
"Lee Fields";"Waiting on the sidelines";"You Can Count On Me";2023;"DAPTONE RECORDS";1707063655;1707063900;;"https://open.spotify.com/track/63zB2o0u28X046oIFO2ou1";"https://music.apple.com/fr/album/you-can-count-on-me/1679655540?i=1679655542&uo=4";
"Milton Banana Trio";"Samba soul 70 !";"Fato consumado";1975;"PLYGRAM";1707063886;1707064068;;;;
"Joao Selva";"Passarinho";"Vai te curar";2023;"UNDERDOG RECORDS";1707064047;1707064298;;"https://open.spotify.com/track/3m8kefmfnvpNNCxDRWJHpw";"https://music.apple.com/fr/album/vai-te-curar/1654007256?i=1654007471&uo=4";
"Esperanza Spalding";"12 Little spells";"You have to dance";2019;"CONCORD RECORDS";1707064297;1707064496;;;;
"Sinclair";"Au mépris du danger";"À la ronde";1995;"SOURCE";1707064494;1707064733;"https://www.deezer.com/track/688674862";"https://open.spotify.com/track/0VaTa01QeOvVxOAOXcsQg4";"https://music.apple.com/fr/album/%C3%A0-la-ronde/1466217724?i=1466217731&uo=4";
"Beastie Boys";"Ill communication";"Sabrosa";1996;"GRAND ROYAL";1707064716;1707064879;;"https://open.spotify.com/track/3yOhl93toXcntCqDtAI7iL";"https://music.apple.com/fr/album/sabrosa/724748953?i=724749349&uo=4";
"Rahill";"Flowers at your feet";"I smile for E";2023;"BIG DADA";1707064874;1707065062;"https://www.deezer.com/track/2161620677";"https://open.spotify.com/track/5ui5Wk6zMALtwtYIHaB9a6";;
"Melanie De Biasio";"No deal";"The flow";2013;"PIAS BELGIUM";1707065060;1707065375;;;"https://music.apple.com/fr/album/the-flow/718286560?i=718286772&uo=4";
"Thoma";"Ikiru";"Suave";2021;"AUDIO NETWORK";1707065373;1707065721;;"https://open.spotify.com/track/4xGmVQIId2MyEQnfTlkKcA";"https://music.apple.com/fr/album/suave/1587688244?i=1587688249&uo=4";
"Jorja Smith";"Addicted";"Addicted";2021;"BECAUSE MUSIC";1707065597;1707065802;"https://www.deezer.com/track/1343064642";"https://open.spotify.com/track/778x5bolqJeICcrtSBNrko";;
"Loving";"Any light";"Gift";2024;"LAST GANG RECORDS / MNRK";1707065800;1707066014;;"https://open.spotify.com/track/5mnAzprKWeY7ukcGnB4ay2";;
"Yom";"Songs for the old man";"Road movie";2016;"FULL RHIZOME / BUDA MUSIQUE";1707066012;1707066356;"https://www.deezer.com/track/119705128";;"https://music.apple.com/fr/album/road-movie/1086684415?i=1086684423&uo=4";
"Voyou";"Le bal";"Le bal (feat. Vanessa Paradis)";2024;"COLUMBIA";1707066352;1707066657;;"https://open.spotify.com/track/1xbQtvSGHe7D65CMFT47ac";"https://music.apple.com/fr/album/le-bal-feat-vanessa-paradis/1722296773?i=1722297228&uo=4";
"Andrew Bird";"Inside problems";"Underlands";2022;"LOMA VISTA";1707066559;1707066931;"https://www.deezer.com/track/1768232787";"https://open.spotify.com/track/0ZpzceyqvyR80ybnz1Y0QE";"https://music.apple.com/fr/album/underlands/1616749519?i=1616749764&uo=4";
"Rokia Traore";"Bowmboï";"Manian";2003;"INDIGO";1707066927;1707067287;;;;
"Gabi Hartmann";"Gabi Hartmann";"Une errante sur la terre";2023;"MASTERWORKS / SONY MUSIC ENTERTAINMENT";1707067287;1707067524;;"https://open.spotify.com/track/7kqu9kb7cCvVxaCQyzdcCb";"https://music.apple.com/fr/album/une-errante-sur-la-terre/1658404996?i=1658405004&uo=4";
"Maxence Cyrin";"Novö piano live";"Where is my mind";2018;"ENCHANTE RECORDS";1707067522;1707067681;;;"https://music.apple.com/fr/album/where-is-my-mind-nov%C3%B6-piano-live/1385867899?i=1385868964&uo=4";
"A.A. Williams";"Songs from isolation";"Where is my mind ?";2020;"BELLA UNION";1707067679;1707067931;;;;
"Nick Cave & The Bad Seeds";"B-sides & rarities";"Vortex";2021;"THE OUTSIDE ORGANISATION";1707067927;1707068199;"https://www.deezer.com/track/1516828782";"https://open.spotify.com/track/1WCf8EAtvXkSLuDdI2tIDj";"https://music.apple.com/fr/album/vortex/1587925698?i=1587925705&uo=4";
"Gruff Rhys";"Sadness sets me free";"On the far side of the dollar";2024;"ROUGH TRADE RECORDS";1707068196;1707068491;;"https://open.spotify.com/track/4ungaPax9OLRkOPABCpqui";"https://music.apple.com/fr/album/on-the-far-side-of-the-dollar/1706554248?i=1706554270&uo=4";
"Leon Phal";"Stress killer";"Clarity";2023;"HEAVENLY SWEETNESS";1707068484;1707068670;"https://www.deezer.com/track/2342875315";"https://open.spotify.com/track/6mS1was1zrbSgvhX1gPGjs";"https://music.apple.com/fr/album/clarity/1694358761?i=1694359183&uo=4";
"The Shoes";"Crack my bones";"Baby";2010;"GREEN UNITED";1707068662;1707068871;;;;
"Camille Bazbaz";"Sur le bout de la langue";"Tutto va bene";2004;"SAINT GEORGE";1707068868;1707069092;;;;
"Adrian Younge";"Something about april II";"Sittin by the radio";2015;"LINEAR LABS";1707069091;1707069223;;;;
"DJ Psychiatre";"Rhythm is key";"Rhythm is key";2023;"PONT NEUF";1707069218;1707069319;"https://www.deezer.com/track/2072324597";"https://open.spotify.com/track/5v3HSMEYYJqwKWQjpFgaK1";"https://music.apple.com/fr/album/rhythm-is-key/1660105737?i=1660105943&uo=4";
"Lenny Kravitz";"5";"If you can't say no";1998;"VIRGIN";1707069293;1707069609;"https://www.deezer.com/track/3156965";"https://open.spotify.com/track/5J221XVh7Kxg2bC4IWQ19n";"https://music.apple.com/fr/album/if-you-cant-say-no/723419586?i=723419725&uo=4";
"Miles Davis";"Miles in Tokyo";"So what";1964;"CBS";1707069672;1707070156;"https://www.deezer.com/track/75897905";;"https://music.apple.com/fr/album/so-what/193666911?i=193671137&uo=4";
"Youn Sun Nah";"Elles";"I've seen that face before (Libertango)";2023;"Warner";1707070149;1707070444;;;;
"Sarah Vaughan";"Verve remixed 2";"Whatever Lola wants (gotan project remix)";2003;"VERVE";1707070442;1707070722;;;;
"Corto.Alto";"Bad with names";"Mechanisms";2023;"NEW SOIL";1707070720;1707071010;;"https://open.spotify.com/track/2jwjbZ82v9Wggv6zSI2Wqb";"https://music.apple.com/fr/album/mechanisms/1689408798?i=1689408810&uo=4";
"Milt Jackson";"Memphis Jackson";"Braddock breakdown";1970;"IMPULSE";1707071008;1707071227;;"https://open.spotify.com/track/0RnebveWzmeevwQMeMjMaM";;
"Quincy Jones";"Ndeda";"(I can't get no) satisfaction";;"MERCURY";1707071226;1707071436;;"https://open.spotify.com/track/3Irz5O7L8sZTu65WUZKUzI";"https://music.apple.com/fr/album/i-cant-get-no-satisfaction/1444105286?i=1444106051&uo=4";
"muva Of Earth";"Align with nature's intelligence";"Heaven hear me above";2023;"BROWNSWOOD RECORDINGS";1707071431;1707071774;;"https://open.spotify.com/track/5xwvNDT2F9OYorl0QNrLgK";"https://music.apple.com/fr/album/heaven-hear-me-above/1691909015?i=1691909476&uo=4";
"Alice Coltrane";"Astral meditations";"Blue Nile";1970;"IMPULSE";1707071772;1707072192;;;"https://music.apple.com/fr/album/blue-nile/1442245796?i=1442245804&uo=4";
"Ethnic Heritage Ensemble";"Be Known : Ancient / Future / Music";"Be Known";2019;"Spiritmuse";1707072187;1707072415;;"https://open.spotify.com/track/1d2bkUYFZnuSSQBCCuw3e0";"https://music.apple.com/fr/album/be-known/1456667663?i=1456668121&uo=4";
"Rosa Brunello";"Sounds like freedom";"Furgonauta";2022;"DOMANDA MUSIC";1707072413;1707072641;"https://www.deezer.com/track/2304065125";"https://open.spotify.com/track/6P8V6YGbrGsRHVLCCVEesy";;
"Eddie Palmieri";"Freak off/Latin breakbeats, basslines & boogaloo";"Condiciones Que Existen";1973;"HARMLESS";1707072639;1707072876;;"https://open.spotify.com/track/69od67vDbVCUzGssKPzMSw";"https://music.apple.com/fr/album/condiciones-que-existen/1653659245?i=1653659249&uo=4";
"Ocho";"Numero tres";"Hot Pants Road";1974;"CONCORD";1707072875;1707073155;"https://www.deezer.com/track/686096462";"https://open.spotify.com/track/3yBu8HQvHGiPmQSpXoJjJD";"https://music.apple.com/fr/album/hot-pants-road/1464285627?i=1464285933&uo=4";
"ELVIS PRESLEY";"Elv1s 30 #1 hits";"BURNING LOVE";1972;"RCA";1707073154;1707073329;"https://www.deezer.com/track/129231818";;"https://music.apple.com/fr/album/burning-love/217633715?i=217636919&uo=4";
"TENORIO Jr";;"TENORIO Jr / NEBULOSA";;;1707073383;1707073516;;;;
"Tenorio Jr (Compositeur)";"Embalo";"Embalo";;"SOM LIVRE";1707073515;1707073703;;"https://open.spotify.com/track/1nHYf6xdyrjWdHpOHGNoag";;
"JOBIM";;"JOBIM / SO DANCO SAMBA";;;1707073602;1707073925;;;;
"Os Cobras";"O LP";"Nana";1964;"RCA";1707073918;1707074134;;"https://open.spotify.com/track/081Bw4AsulKjaHgZ9tO4Sc";"https://music.apple.com/fr/album/nana/471595327?i=471595336&uo=4";
"Odette Lara";"Vinicius & Odette Lara";"Alem do amor";1963;"ELENCO";1707074133;1707074321;;;;
