"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Mandrill";"Pulp fusion - return to the tough side";"Fat city strut";"1973";"HARMLESS";1766146083;1766146275;;"https://www.deezer.com/track/2295914";"https://open.spotify.com/track/0jf4HB7pcMnbxNJWC9PuRB";
"Lord Cobra Y Los Hnos. Duncan";"Panama ! 2 / Latin sounds, cumbia tropical & calypso funk on the Isthmus 1967-77";"Love letters";"1978";"SOUND WAY";1766146274;1766146540;;;;
"Boris Vian";"11 titres chansons d'auteurs";"Je suis snob";"1955";"POLYGRAM";1766146539;1766146708;"https://music.apple.com/fr/album/je-suis-snob/374409327?i=374409333&uo=4";;;
"Slam Stewart";"Slamboree";"Yes Indeed";"1997";"BLACK & BLUE";1766146707;1766146849;;"https://www.deezer.com/track/305841";;
"Natalie Slade";"Molasses";"The curse";"2025";"BBE MUSIC";1766146848;1766147129;;"https://www.deezer.com/track/3179206131";"https://open.spotify.com/track/2nobVteA1DV5jXq6rIjOjO";
"Michelle";"Songs about you specifically";"Dropout";"2024";"ATLANTIC";1766147128;1766147292;"https://music.apple.com/fr/album/dropout/1751363957?i=1751364235&uo=4";"https://www.deezer.com/track/2960841371";"https://open.spotify.com/track/600TwtWzMtu8algRtMrzMU";
"Joy Crookes";"Juniper";"Mother";"2025";"INSANITY RECORDS";1766147291;1766147499;"https://music.apple.com/fr/album/mother/1815306100?i=1815306116&uo=4";"https://www.deezer.com/track/3592787212";"https://open.spotify.com/track/6I5qINkn2bebzYhcjEVPQ2";
"Sholto";"The sirens";"Tied to the Mast";"2025";"DEEPMATTER RECORDS";1766147498;1766147800;"https://music.apple.com/fr/album/tied-to-the-mast/1827110115?i=1827110314&uo=4";"https://www.deezer.com/track/3463048591";"https://open.spotify.com/track/3ZzN6oNgloLOJMNYgs5kJx";
"Vampire Weekend";"Modern Vampires of the city";"Step";"2013";"XL RECORDINGS";1766147799;1766148050;;"https://www.deezer.com/track/1094913102";"https://open.spotify.com/track/607EA1HsuzrqqaPuxyNqpD";
"Marcos Valle";"The essential Marcos Valle";"Terra de ninguem";"1995";"MR BONGO";1766148049;1766148200;;"https://www.deezer.com/track/2097789667";;
"The Essential Fifth Dimension";"The essential fifth dimension";"Ashes to ashes";"2014";"ARISTA";1766148199;1766148406;;;;
"Hugh Masekela";"Stimela";"Grazing in the grass";"1968";"VERY SPECIAL";1766148404;1766148557;"https://music.apple.com/fr/album/grazing-in-the-grass/1443895998?i=1443896179&uo=4";"https://www.deezer.com/track/3052196";"https://open.spotify.com/track/2P6Buc8kWRgShx7aHIadqu";
"Olivia Dean";"The art of loving";"So easy (to fall in love)";"2025";"";1766148556;1766148722;;"https://www.deezer.com/track/3562948071";"https://open.spotify.com/track/6sGIMrtIzQjdzNndVxe397";
"Nelia Masengu";"A deux doigts";"Une main qui m'emmène";"2025";"FORCEFIELD RECORDS";1766148721;1766148905;"https://music.apple.com/fr/album/une-main-qui-memm%C3%A8ne/1818751173?i=1818751434&uo=4";"https://www.deezer.com/track/3400399541";"https://open.spotify.com/track/7AII8mENRSL8EVmpkoPSQK";
"Frank Zappa";"Apostrophe'/Overnite sensation";"Uncle remus";"1974";"RYKO";1766148904;1766149068;;;"https://open.spotify.com/track/7Az7seT3WvpEOVWzjPnjXs";
"Initials MB";"Bang Bang !";"Sophia sous lsd";"2023";"INITIALS MB";1766149065;1766149271;"https://music.apple.com/fr/album/sophia-sous-lsd/1712889286?i=1712891019&uo=4";"https://www.deezer.com/track/2507619321";"https://open.spotify.com/track/4TBcY6acKJVtNnB1R62d4w";
"Celia Wa";"Adan on dot Soley";"Adan on dot Soley";"2020";"JARRING EFFECTS";1766149269;1766149514;;"https://www.deezer.com/track/599684752";;
"Archie Whitewater";"Archie Whitewater";"Seacoast";"1970";"GEFFEN";1766149513;1766149740;"https://music.apple.com/fr/album/seacoast/1500471699?i=1500472143&uo=4";"https://www.deezer.com/track/891214692";"https://open.spotify.com/track/40MbLI71g0FkExovnBJmnW";
"Douniah";"A lot, not too much";"Runnin'";"2023";"MELTING POT MUSIC";1766149738;1766149952;;"https://www.deezer.com/track/2453831845";"https://open.spotify.com/track/6lSJj7olH4q15rvHOiJZhy";
"John Beltran";"Serendipia : Remix";"Suenos soleados (Melodiesinfonie remix)";"2024";"OATH";1766149951;1766150195;;"https://www.deezer.com/track/3560428261";;
"Dope Lemon";"Honey bones";"The way you do";"2016";"BMG";1766150195;1766150382;;"https://www.deezer.com/track/709282662";"https://open.spotify.com/track/19SxcpoMv8ZiVpQI2jt1Nc";
"Marc Moulin";"I am you";"Every day is d-day";"2007";"BLUE NOTE";1766150381;1766150659;"https://music.apple.com/fr/album/every-day-is-d-day/712156954?i=712157022&uo=4";"https://www.deezer.com/track/3111244";"https://open.spotify.com/track/3egQwK2NCNLZirL0UJ7WNG";
"Thievery Corporation";"The richest man in Babylon";"Un Simple Histoire (A Simple Story)";"2002";"BARCLAY";1766150658;1766150881;;;;
"Ananda Shankar";"Snow flower";"Snow flower";"1970";"REPRISE";1766150877;1766151043;"https://music.apple.com/fr/album/snow-flower/1177413175?i=1177418793&uo=4";"https://www.deezer.com/track/719741";"https://open.spotify.com/track/2UECRXej9KxIyfDdAKhdFj";
"Kenny Rogers & The First Edition";"The big Lebowski";"Just dropped in (to see what condition my condition was in)";"1967";"MERCURY";1766151042;1766151240;;;;
"Natalie Bergman";"My home is not in this world";"Stop, please don't go";"2025";"AUTOPRODUCTION";1766151240;1766151456;"https://music.apple.com/fr/album/stop-please-dont-go/1805220304?i=1805220878&uo=4";"https://www.deezer.com/track/3299649941";"https://open.spotify.com/track/3Zr6QKIn5lMtMXIemJOMAJ";
"Meryem Aboulouafa";"Family";"Resistance";"2025";"Zerhoun";1766151453;1766151566;;"https://www.deezer.com/track/3661536942";"https://open.spotify.com/track/4wR1GL7WcxGTm7DsBIy5Zv";
"Teebs";"Anicca";"Slumber";"2019";"BRAINFEEDER";1766151565;1766151778;"https://music.apple.com/fr/album/slumber/1479480771?i=1479480814&uo=4";"https://www.deezer.com/track/757937882";"https://open.spotify.com/track/7h6qHrnEYdxzogWDDzJRfn";
"Bjork";"Vespertine";"Sun in my mouth";"2001";"BARCLAY";1766151776;1766151934;;"https://www.deezer.com/track/2629696742";"https://open.spotify.com/track/4mhuw0kAHPdZeidq1UIAQP";
"Nicola Di Bari";"Lo mejor de Nicola Di Bari en Castellano";"Como violetas";"1973";"RCA";1766151932;1766152120;;"https://www.deezer.com/track/13270133";;
"The Poets Of Rhythm";"Practice what you preach";"What you doin'";"2006";"SOULCIETY";1766152119;1766152327;;"https://www.deezer.com/track/779480892";;
"Orions Belte";"Mint";"Moving back again";"2018";"JANSEN RECORDS";1766152326;1766152459;;"https://www.deezer.com/track/490744682";"https://open.spotify.com/track/1BDVX74LcHjJiy79LP67RS";
"The Smiths";"The queen is dead";"I know it's over";"1986";"ROUGH TRADE RECORDS";1766152459;1766152805;"https://music.apple.com/fr/album/i-know-its-over/1580931395?i=1580931890&uo=4";;;
"Jamma-Dee";"Perceptions";"U.r. (featt. Craig T. cooper)";"2023";"NBN RECORDS";1766152805;1766152951;;;;
"Grandmaster Flash, The Furious Five & Grandmaster";"Adventures on the wheels of steel / Volume 2";"Step off";"1984";"SANCTUARY RECORDS";1766152947;1766153390;;;;
"Chaka Khan";"Funk this";"Sign O The Times";"2007";"BURGUNDI RE";1766153386;1766153701;;;;
"Alberta";"Conversations";"Juste tous les deux";"2024";"ALMOST-MUSIQUE";1766153696;1766153852;"https://music.apple.com/fr/album/juste-tous-les-deux/1726406309?i=1726406315&uo=4";"https://www.deezer.com/track/2628299312";"https://open.spotify.com/track/7zEghWUtAO91yjsotEXYiE";
"Samsam Soom";"Sieste";"Sieste";"2025";"AUTOPRODUCTION";1766153851;1766154041;"https://music.apple.com/fr/album/sieste/1789913928?i=1789914259&uo=4";"https://www.deezer.com/track/3176140631";"https://open.spotify.com/track/6HHWZRRYc8MeBmtzFVvwWE";
"Men I Trust";"Oncle jazz";"Something in water";"2019";"AUTOPRODUCTION";1766154035;1766154233;"https://music.apple.com/fr/album/something-in-water/1473993015?i=1473993307&uo=4";"https://www.deezer.com/track/717644292";"https://open.spotify.com/track/7rC4fpqWw83rw6SFSxN1Qo";
"The Smashing Pumpkins";"Siamese Dream";"Luna";"1993";"VIRGIN";1766154230;1766154428;;;;
"Nick Drake";"Five leaves left";"The thoughts of Mary Jane";"1970";"ISLAND";1766154425;1766154622;;"https://www.deezer.com/track/2283000";;
"Jean Pierre Rampal";"Vivaldi / Double concerto / Stern / Rampal";"Concerto en ut min RV 509 p 436 pour flute violon cordes et clavecin : Andante molto";"";"SONY";1766154619;1766154777;;;;
"Helen Merrill";"John Lewis & Helen Merrill";"Close your eyes";"1976";"KENWOOD";1766154774;1766154990;;;;
"Black Uhuru";"Black sounds of freedom";"I love king selassie";"1981";"GREENSLEEVES RECORDS";1766154984;1766155257;"https://music.apple.com/fr/album/i-love-king-selassie/1565906255?i=1565906799&uo=4";"https://www.deezer.com/track/370680051";"https://open.spotify.com/track/5Uncsfm9uPWEoNbExRk4tx";
"Barry White";"Samples outta L.A. / Soul";"I'm Gonna Love You Just A Little More Babe";"1973";"PLAYOFF RECORDS";1766155255;1766155491;;"https://www.deezer.com/track/537988712";;
"Visioneers";"Def radio";"The look of love";"2024";"OMNIVERSE";1766155488;1766155699;;"https://www.deezer.com/track/2995326581";"https://open.spotify.com/track/4HrsqpNVvp6g5mexmmnZd4";
"Forever Pavot";"Melchior Vol.1";"Postcard";"2025";"BORN BAD RECORDS";1766155697;1766155899;;"https://www.deezer.com/track/3538888501";"https://open.spotify.com/track/3hy9mmOsqfHPsbX5Ot7aiL";
"Kcidy";"Les gens heureux";"Les rigolos";"2021";"VIETNAM /BECAUSE MUSIC";1766155895;1766156068;"https://music.apple.com/fr/album/les-rigolos/1607167388?i=1607167412&uo=4";"https://www.deezer.com/track/1635111912";"https://open.spotify.com/track/0zPY0BYCp6FwQV6zpJI2DS";
"The Beach Boys";"Smiley smile / Wild honey";"Aren't you glad";"1967";"NONESUCH";1766156065;1766156199;"https://music.apple.com/fr/album/arent-you-glad/1443213067?i=1443213344&uo=4";"https://www.deezer.com/track/92303712";;
"Theo Champion";"The jetty";"The jetty";"2023";"AUTOPRODUCTION";1766156198;1766156340;"https://music.apple.com/fr/album/the-jetty/1770208995?i=1770209931&uo=4";"https://www.deezer.com/track/2689594432";"https://open.spotify.com/track/7bGGjVqtnoaZOX446jeNzb";
"Piero Umiliani";"BOF / Ce monde si merveilleux et si dégueulasse";"Ce monde si merveilleux et si dégueulasse : Western Melody";"1971";"EASY TEMPO";1766156339;1766156451;;;;
"Kris Kristofferson";"The silver tongued devil and I";"Loving her was easier";"1971";"SMSP";1766156449;1766156673;;"https://www.deezer.com/track/1069409732";;
"Jesse Harris";"If you believed in me";"Like a leaf";"2025";"PIAS";1766156666;1766156876;;"https://www.deezer.com/track/3439657771";"https://open.spotify.com/track/58CLCVsu19S3ik282Hxp5D";
"Charlotte Margiono";"Alma Mahler : Les lieder";"Gesange : Ekstase / Pour voix et piano / Arrangement pour soprano et orchestre / Integrale";"1999";"GLOBE (TALIS";1766156873;1766157032;;;;
"Nat King Cole";"The world of nat King Cole";"Autumn leaves (french version)";"1955";"CAPITOL";1766157025;1766157179;;;;
"Zoot Sims";"Recado Bossa Nova";"Poquito cantando";"1966";"FRESH SOUNDS";1766157176;1766157327;;"https://www.deezer.com/track/89506717";;
"Joao Selva";"Passarinho";"Sete ventos";"2023";"UNDERDOG RECORDS";1766157325;1766157584;"https://music.apple.com/fr/album/sete-ventos/1654007256?i=1654007603&uo=4";"https://www.deezer.com/track/2007760237";"https://open.spotify.com/track/19nPVoiyBrZ0nLIzOtna5q";
"Jamiroquai";"The return of the space cowboy";"Light Years";"1994";"SONY";1766157583;1766157918;"https://music.apple.com/fr/album/light-years/600897136?i=600897216&uo=4";"https://www.deezer.com/track/64607944";"https://open.spotify.com/track/3PAlwKmnaR41eB1pYLVbCT";
"Miss C-Line";"Mellow hearts";"Unique";"2025";"C-RECORDS";1766157917;1766158136;"https://music.apple.com/fr/album/unique/1840603822?i=1840604205&uo=4";"https://www.deezer.com/track/3561296931";"https://open.spotify.com/track/2mdnQv2so09LLPAxCe1B7P";
"Parental & Figub Brazlevic";"Correspondance";"Les sneakers du roi";"2023";"KREKPEK RECORDS";1766158133;1766158242;"https://music.apple.com/fr/album/les-sneakers-du-roi/1674410854?i=1674410856&uo=4";;;
"Blundetto";"Cousin Zaka Vol.3";"Caché";"2025";"LES RYTHMES RUBAN";1766158238;1766158455;;;;
"I Monster";"Neveroddoreven";"Heaven";"2003";"DHARMAI";1766158449;1766158678;;"https://www.deezer.com/track/1857222677";;
"Slowdown";"Latina beach bar";"Dreamaway";"2002";"LOUNGE RECORDS";1766158676;1766158882;;"https://www.deezer.com/track/12082318";;
"Erik Truffaz";"Let me go (feat. Sophie hunger)";"Let Me Go ! (Feat. Sophie Hunger)";"2010";"EMI";1766158879;1766159066;;;"https://open.spotify.com/track/5jg8wl5D9JPNau8RtQK46l";
"Tommy Guerrero";"Lifeboats & Follies";"Cut the reins";"2010";"GALAXIA";1766159061;1766159288;;"https://www.deezer.com/track/8151740";;
"Cheb Hasni";"Best of";"N'sa l'histoire";"";"FASSIPHONE";1766159285;1766159518;;"https://www.deezer.com/track/957545322";"https://open.spotify.com/track/09Swy5gLGZh5WZgOUcUtrF";
"Junior Reid";"Boom shack a lack";"Cross over the bridge";"1985";"GREENSLEEVES RECORDS";1766159517;1766159717;;;;
"The Police";"Police / Best of";"Wrapped around your finger";"1983";"A&M";1766159716;1766160028;"https://music.apple.com/fr/album/wrapped-around-your-finger/1440804541?i=1440805338&uo=4";"https://www.deezer.com/track/7045690";;
"NCY Milky Band";"Innocent party club";"Innocent party club opening theme";"2025";"BMM RECORDS";1766160028;1766160108;"https://music.apple.com/fr/album/innocent-party-club-opening-theme/1839466579?i=1839466588&uo=4";"https://www.deezer.com/track/3553677791";"https://open.spotify.com/track/3qcnCQjOeI4kHmxakoxjVB";
"Mocky";"Just a little lovin’ (Peanut Butter Wolf remix) (feat. The Koreatown Oddity)";"Just a little lovin’ (Peanut Butter Wolf remix) (feat. The Koreatown Oddity)";"2025";"STONES THROW RECORDS";1766160106;1766160268;;"https://www.deezer.com/track/3223684611";"https://open.spotify.com/track/5mKRW53KaXAeG3wiRXqgyX";
"Kelly Finnigan";"A joyful sound";"Just one kiss";"2020";"COLEMINE RECORDS / SECRETLY CANADIAN DISTRIBUTION)";1766160264;1766160446;;"https://www.deezer.com/track/1093404342";"https://open.spotify.com/track/3dxBjRALlRxwKi2F3A3c0p";
"Caterina Valente";"The one and only";"Un p'tit béguin";"1961";"BEAR FAMILY RECORDS";1766160442;1766160585;;"https://www.deezer.com/track/99623498";;
"Louis Armstrong";"C'est si bon";"Dream a little dream of me";"1950";"";1766160582;1766160765;;"https://www.deezer.com/track/10218969";;
"Wes Montgomery";"California dreaming";"California dreaming";"1966";"VERVE";1766160764;1766160924;;"https://www.deezer.com/track/2228220";"https://open.spotify.com/track/5J0zM0tFPiwn7IdhoW0Gt0";
"Grayson Hamm";"You & I / Whiskey River";"Whiskey river";"2025";"NICE GUYS";1766160917;1766161178;"https://music.apple.com/fr/album/whiskey-river/1846394785?i=1846394795&uo=4";"https://www.deezer.com/track/3604118022";"https://open.spotify.com/track/2ccCZk3DGQ6nm8sNH2ck4F";
"Sonny Smith";"Rod for your love";"Adventures";"2018";"EASY EYE SOUND / NONESUCH RECORDS";1766161157;1766161351;"https://music.apple.com/fr/album/adventures/1305914394?i=1305914406&uo=4";"https://www.deezer.com/track/463271492";"https://open.spotify.com/track/31nZjn26el15tjJ64dYsbW";
"Dom La Nena";"Tempo";"Milonga";"2021";"SIX DEGREES RECORDS";1766161346;1766161498;;"https://www.deezer.com/track/1142084572";"https://open.spotify.com/track/3zhp2eiLhoJ28eyE6z0imt";
"Orchestre De Chambre Anglais";"Heigh-ho Mozart";"Les trois petits cochons : Who's afraid of the big bad wolf - pour orchestre à cordes en pizzicati à la manière de Johann Strauss fils";"1995";"DELOS";1766161496;1766161654;;;;
"Original Broadway Cast";"Com Mus / Peter Pan";"I won't grow up";"1954";"RCA";1766161648;1766161834;;;;
"Catastrophe";"Bruce Lee";"Bruce Lee";"2019";"TRICATEL";1766161833;1766162043;;"https://www.deezer.com/track/679201832";"https://open.spotify.com/track/5IsBii5SzxlSvbmfXb9spE";
"Nightmares On Wax";"Echo45 Soundsystem";"Ain’t so… (feat. LSK)";"2025";"WARP RECORDS";1766162036;1766162290;;;;
"Milan93";"35k";"Samba breakfast";"2025";"EGOPLANET";1766162286;1766162474;;;;
"Sergio Mendes";"The very best";"Mas que nada";"1966";"AM";1766162473;1766162630;;"https://www.deezer.com/track/906864";;
"Elton John";"Elton John - greatest hits 1970-2002";"Honky cat";"1972";"MERCURY";1766162627;1766162939;"https://music.apple.com/fr/album/honky-cat/1440910513?i=1440910661&uo=4";"https://www.deezer.com/track/1144859";"https://open.spotify.com/track/1plcM0XlbKdjND7Ufokuzb";
"Eels";"Daisies of the galaxy";"Tiger in my tank";"2000";"DREAMWORKS";1766162935;1766163119;;"https://www.deezer.com/track/2075697067";"https://open.spotify.com/track/6OhtLTBmJ3GThLKTGj5i7J";
"Exploding Pig";"Jazz futura";"Bob Marley had a shooting range";"2024";"PLANET ARTS";1766163118;1766163266;;"https://www.deezer.com/track/1230423172";;
"Walter Astral";"Le feu";"Le feu";"2021";"ABBESS RECORDS";1766163264;1766163453;;"https://www.deezer.com/track/1560170922";"https://open.spotify.com/track/0pcZlAlQgjLyfzgldyXH0H";
"The Crazy World of Arthur Brown";"Fire - The Story Of Arthur Brown";"Fire";"1968";"SANCTUARY";1766163452;1766163624;;"https://www.deezer.com/track/1560273";;
"The Heavy";"Sons";"Burn bright";"2019";"BMG";1766163621;1766163806;;"https://www.deezer.com/track/3788333312";"https://open.spotify.com/track/6OQdslw4GE9JOhs4PPymPl";
"Nadya Albertsson";"Half silk half blade";"Swaying";"2025";"RECORDS RECORDS";1766163804;1766164040;"https://music.apple.com/fr/album/swaying/1829680620?i=1829680629&uo=4";"https://www.deezer.com/track/3482425251";"https://open.spotify.com/track/52xMES81ycF2Mw5FTWKANI";
"The Bryan Ferry Orchestra";"The jazz age";"Love is a drug";"2013";"PIAS";1766164039;1766164230;;;;
"Roxy Music";"Stranded";"Amazona";"1973";"ISLAND RECORDS";1766164228;1766164479;"https://music.apple.com/fr/album/amazona/724305300?i=724305624&uo=4";"https://www.deezer.com/track/3134817";"https://open.spotify.com/track/0Mh9llz9PofHTgI8crBryF";
"Bob And Earl";"Harlem shuffle : Sixties soul classics";"Harlem shuffle";"1964";"CHARLY";1766164474;1766164640;;;;
"House Of Pain";"Fine Malt Lyrics";"Jump around";"1992";"FNAC ALPHA";1766164637;1766164855;;"https://www.deezer.com/track/1584589772";"https://open.spotify.com/track/6JymsaWDHk2Yj4e0yNBIFH";
"Lipphead";"In the nude";"Wait till you see my outro";"2022";"YOUNG HEAVY SOULS";1766164849;1766165004;;;;
"Gildaa";"Utopiste";"Utopiste";"2025";"PIAS RECORDINGS FRANCE";1766165000;1766165253;;"https://www.deezer.com/track/3647744472";"https://open.spotify.com/track/03r4KsMMOVY9hqdO3a15pV";
"Ara Kekedjian";"Bourj hammoud groove";"Djeyrani bess";"1970";"HABIBI FUNK";1766165252;1766165564;;"https://www.deezer.com/track/3505396861";;
