"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"itunes";"deezer";"youtube"
"Woodfield Rd Allstars";"Big Shot / Soul shakedown";"Big shot";"2024";"ORIGINAL GRAVITY";1730722505;1730722684;"https://open.spotify.com/track/6PIoguHv59ABKMLJxVnDPQ";"https://music.apple.com/fr/album/big-shot/1764871004?i=1764871005&uo=4";;
"The Spencer Davis Group";"The best of";"Gimme some lovin'";"1967";"ISLAND";1730722682;1730722855;;;"https://www.deezer.com/track/2191646647";
"Violaine";"Femmes de Paris /  Les annees 60";"J'ai des problèmes décidement";"1966";"EMI";1730722853;1730722985;;;"https://www.deezer.com/track/71529355";
"Seasick Steve";"Can U cook";"Shady tree";"2018";"BMG (DISTR)";1730722984;1730723294;"https://open.spotify.com/track/1v3hD6xOXvgqxJ1D1SgSAe";"https://music.apple.com/fr/album/shady-tree/1412023259?i=1412024592&uo=4";;
"Tune In";"Atlas";"Sahara Bayou";"2020";"AUTOPRODUCTION";1730723289;1730723513;;;;
"Nesrine";"Nesrine";"Vitamin C";"2020";"ACT";1730723509;1730723733;"https://open.spotify.com/track/5z0ZvQxqg0negGgqnksdVK";;"https://www.deezer.com/track/1076180952";
"Tristan De Liege";"Searching";"New symmetry (feat. Bryony Jarman Pinto)";"2024";"JOSHUA TREE";1730723732;1730724015;;;;
"Quincy Jones";"Go west man";"Dancin' pants";"1957";"UNIVERSAL";1730724010;1730724235;"https://open.spotify.com/track/2nmLi7xkdeAZDCD8rcjlQx";;"https://www.deezer.com/track/3075762151";
"Andrew Marriner";"John Tavener : The repentant thief";"The repentant thief : First dance";"2008";"RCA";1730724235;1730724421;;;;
"Lisa Leblanc";"Aujourd'hui, ma vie c'est d'la marde (Live)";"Aujourd'hui, ma vie c'est d'la marde (Live)";"2024";"BONSOUND";1730724419;1730724683;;;;
"The Black Eyed Peas";"Monkey business";"Pump it";"2005";"A&M RECORDS";1730724680;1730724893;;;;
"Mandrill";"The best of Mandrill";"Mango meat";"1973";"POLYDOR";1730724887;1730725165;"https://open.spotify.com/track/7Fy5yxwDFi71dQId1TEMjV";;;
"Bacao Rhythm & Steel Band";"BRSB";"Love for the sake of dub";"2024";"BIG CROWN RECORDS";1730725157;1730725329;"https://open.spotify.com/track/0OilOXHMtzPRjp40UbwsfN";;;
"Kate Bollinger";"Songs from a thousand frames of mind";"I see it now";"2024";"GHOSTLY INTERNATIONAL";1730725325;1730725530;"https://open.spotify.com/track/7hZjNFPZsglEWpy87XxMXE";"https://music.apple.com/fr/album/i-see-it-now/1744619223?i=1744619503&uo=4";;
"Josh Rouse";"The embers of time";"New young";"2015";"YEP ROC RECORDS";1730725526;1730725733;"https://open.spotify.com/track/5UYBkaQ81AwCvfnoSUSSj8";;;
"Mira Lu Kovacs";"Please, save yourself";"Shut the fuck up and let go";"2024";"PLAY DEAD RECORDS";1730725731;1730725910;"https://open.spotify.com/track/3zP2Ls77Ephev9fuUJa5b3";;"https://www.deezer.com/track/2937493741";
"Ennio Moricone";"Musique de films, Colonne sonore, Original soundtracks 1964-2015 : Vol. II / CD 04 & 05 : Cinéma français I (1969-79) & Cinéma français II (1978-2015)";"Le ruffian : Amici come pochi";"1983";"DECCA RECORDS";1730725909;1730726067;;;;
"Chagrin D'Amour";"Chacun fait c'qui lui plait";"Fais le waou waou";"1981";"PHILIPS";1730726066;1730726331;;;"https://www.deezer.com/track/565628632";
"Trolle & Siebenhaar";"Couple therapy";"Sweet dogs";"2008";"ARTPEOPLE";1730726321;1730726546;;;;
"Tricky";"Knowle West boy";"Puppy toy";"2008";"DOMINO RECORDING COMPANY";1730726544;1730726754;"https://open.spotify.com/track/26tT0AwcJIeT29MfZmMgA9";;;
"Cookin On 3 Burners";"Soul Messin";"Dog wash";"2009";"FREESTYLE RECORDS";1730726754;1730726978;;;;
"Pinnacle Sound";"Still dread";"By the train (feat. Nina Murple)";"2024";"BAT RECORDS";1730726977;1730727165;;;;
"Jorge Ben";"Ben Jorge/Personalidade";"Por causa de Você, menina / Chove chuva / Mas que nada";"1973";"PHILIPS";1730727164;1730727414;;;;
"Caetano Veloso";"Joia";"Tudo tudo tudo";"1975";"PHILIPS";1730727408;1730727527;;;;
"Ensemble De L'Orchestre De Chambre Anglais";"Edouard Grieg : Suite Holberg Mélodies et danses";"Danse norvégienne en La Maj op 35 n°2 - pour flûte à bec et orchestre";"1993";"RCA";1730727526;1730727677;;;;
"Julie Andrews";"Bof / Mary poppins";"Jolly holiday";"1964";"WALT DISNEY RECORDS";1730727677;1730728012;;;;
"George Benson";"Give me the night";"Give me the night";"1980";"WARNER BROS";1730728012;1730728310;"https://open.spotify.com/track/5gaUkg5JNk8c4mr2jnpX8H";;"https://www.deezer.com/track/5094396";
"Louis Fontaine";"Antipasto";"Mousse au chocolat";"2024";"BROC RECORDZ";1730728307;1730728486;"https://open.spotify.com/track/0VyhHegbqw3UFzllKla3MM";;;
"The Dead Trees";"Whatwave";"Rayna";"2011";"AFFAIRS OF THE HEART";1730728479;1730728641;;;"https://www.deezer.com/track/42717861";
"Hoosky";"Just a little beat / Vol 1";"Flying market";"2012";"NOWADAYS RECORDS";1730728638;1730728825;"https://open.spotify.com/track/3DClpqCRz64v6PYMCUNwok";;;
"Vladimir Cosma";"French rare groove : Rare funky songs from france";"Sam et Sally (boftv) : Exkalibur";"1978";"WAGRAM MUSIC";1730728824;1730728986;;;;
"James Brown";"Crooklyn / Vol. 2";"Soul power";"1971";"POLYDOR";1730728981;1730729246;;;"https://www.deezer.com/track/549290292";
"Saandia";"What if";"Do you understand me now";"2024";"THINK ZIK";1730729237;1730729440;"https://open.spotify.com/track/1n7jPXpi7vTP8SGsk68rf7";;"https://www.deezer.com/track/2836092632";
"Rejjie Snow";"Peace 2 da world";"Grandma's hands";"2024";"HONEYMOON";1730729437;1730729611;;;"https://www.deezer.com/track/2966951521";
"Rjd2";"Magnificent city intrumentals";"All for u";"2006";"DECON";1730729608;1730729816;"https://open.spotify.com/track/7zx1ETNkblbF8I6hLb3RIr";;"https://www.deezer.com/track/1885480";
"Air";"Talkie walkie";"Cherry blossom girl";"2004";"SOURCE";1730729814;1730730033;"https://open.spotify.com/track/4m8ttWM8IKXyhpv89E867J";;;
"Beth Gibbons";"Floating on a moment (radio edit)";"Floating on a moment (radio edit)";"2024";"DOMINO RECORDS";1730730029;1730730291;;;;
"Michael Nau & The Mighty Thread";"Michael Nau & the Mighty Thread";"Far the far";"2018";"FULL TIME HOBBY";1730730284;1730730506;;;;
"Woo";"When the past arrives";"Glip glop";"2014";"DRAG CITY";1730730502;1730730665;;;"https://www.deezer.com/track/627689912";
"John R. Miller";"Depreciated";"Faustina";"2021";"ROUNDER RECORDS";1730730663;1730730891;"https://open.spotify.com/track/0Zn8GvGsInCzi7cyTkFRgv";;;
"Leadbelly";"Leadbelly's Last Sessions / Vol.1";"He never said a mumbling word";"2019";"REBORN RECORDINGS";1730730887;1730731034;;;"https://www.deezer.com/track/15190131";
"Serge Gainsbourg";"Silver serie - 60 minutes de musique";"Vieille canaille";"1979";"PHILIPS";1730731032;1730731213;"https://open.spotify.com/track/5J1JVlFB9heJH0oNNQcnoV";;"https://www.deezer.com/track/119875206";
"The Upsetters";"Blackboard jungle dub";"Sin semilla kaya";"2010";"GET ON";1730731205;1730731393;;;;
"Phoenix";"Alpha Zulu";"My elixir";"2022";"GLASSNOTE";1730731389;1730731596;"https://open.spotify.com/track/0pd2VPSs38dIGQAcPrVydc";;"https://www.deezer.com/track/1855489497";
"Fai Baba";"Veränderet";"Am Tüfel es ohr ab";"2022";"A TREE IN A FIELD RECORDS";1730731593;1730731880;"https://open.spotify.com/track/6OcUESIXrQCPLsuzupcbGG";;"https://www.deezer.com/track/1599534302";
"Quincy Jones";"You've got It bad girl";"Superstition";"1973";"VERVE";1730731876;1730732145;"https://open.spotify.com/track/0aa9zobqzoHEJW26KwV2aZ";;"https://www.deezer.com/track/3051183";
"Ensemble Initium";"Jacques Ibert : Oeuvres pour vents";"Le jardinier de Samos : Air de danse - pour ensemble instrumental";"2014";"TIMPANI";1730732143;1730732257;;;;
"Santa Esmeralda";"Hits of ..... 77 + 78";"Don't let me be misunderstood";"1977";"POLYDOR";1730732253;1730732457;;;"https://www.deezer.com/track/3083376";
"Tommy Richman";"Coyote";"Give It All";"2024";"PULSE RECORDS";1730732457;1730732644;"https://open.spotify.com/track/3fo58w72yGRM095MiH8S7x";"https://music.apple.com/fr/album/give-it-all/1765621300?i=1765621307&uo=4";;
"Baba Ali";"All these wires";"All these wires";"2020";"30TH CENTURY RECORDS";1730732641;1730732826;"https://open.spotify.com/track/0H5uWxVPPVRW7B1M6hNraJ";"https://music.apple.com/fr/album/all-these-wires/1719833656?i=1719833993&uo=4";;
"Mermonte";"Mouvement";"Atma";"2018";"ROOM RECORDS";1730732826;1730733020;;"https://music.apple.com/fr/album/atma/1437178267?i=1437178390&uo=4";;
"Stereophonics";"You gotta go there to come back";"Maybe Tomorrow";"2003";"V2";1730733014;1730733286;"https://open.spotify.com/track/6SXy02aTZU3ysoGUixYCz0";;"https://www.deezer.com/track/2420463";
"Dekker";"I think you know";"I think you know";"2020";"DEKKER RECORDS";1730733283;1730733488;"https://open.spotify.com/track/1oJNm4bh7yZ5n3PQI56qQV";"https://music.apple.com/fr/album/i-think-you-know/1529837604?i=1529837607&uo=4";;
"Sebastien Tellier";"Ma calypso";"Ma calypso (edit)";"2014";"RECORD MAKERS";1730733488;1730733708;;;;
"Quantic Y Su Conjunto Los Miticos Del Ritmo";"Hotline bling";"Hotline bling";"2018";"TRU THOUGHTS";1730733706;1730733907;;;;
"Boulevards";"Electric Cowboy : Born in Carolina Mud";"Hooked";"2022";"NEW WEST RECORDS";1730733907;1730734113;"https://open.spotify.com/track/7qISdsG2n8MdXMdpNB4S39";"https://music.apple.com/fr/album/hooked/1582917378?i=1582917391&uo=4";;
"Mayer Hawthorne";"A strange arrangement";"Green eyed love";"2009";"STONES THROW";1730734112;1730734340;"https://open.spotify.com/track/0GCiTTfsDqJib1PFAXXY9i";"https://music.apple.com/fr/album/green-eyed-love/325250582?i=325250980&uo=4";;
"Sarah Vaughan";"Vaughan and violins / Jazz in Paris";"Misty";"1958";"Gitanes Jazz Productions";1730734339;1730734517;"https://open.spotify.com/track/1f0Wfl3eLCLKv72SdkpviC";"https://music.apple.com/fr/album/misty/1440671248?i=1440671996&uo=4";"https://www.deezer.com/track/14529569";
"Little Barrie";"Free salute";"Stones throw instrumental";"2005";"PIAS";1730734516;1730734682;;;;
"Robbie Williams";"Greatest hits";"Millennium";"2004";"CHRYSALIS";1730734679;1730734900;;;;
"Malik Djoudi";"Vivant";"Pas vraiment";"2024";"CINQ 7";1730734895;1730735090;"https://open.spotify.com/track/1Nl4KaC3oa5HTqvzLOdkQh";"https://music.apple.com/fr/album/pas-vraiment/1744390301?i=1744390823&uo=4";"https://www.deezer.com/track/2779552951";
"Kate Bollinger";"Like someone I know : A celebration of Margo Guryan";"What can I give you";"2024";"SUB POP RECORDS";1730735090;1730735231;"https://open.spotify.com/track/5hY99ez4KP44g1wPbI347d";;"https://www.deezer.com/track/2996064121";
"Eddie Roberts";"Roughneck";"Lose yourself";"2004";"ONE NOTE REC";1730735230;1730735534;"https://open.spotify.com/track/3J1lyVP8f1raWB7cNrCn3t";;;
"Ric Wilson";"Banba";"Love away";"2018";"NNOVATIVE LEISURE";1730735485;1730735634;"https://open.spotify.com/track/4sECLDaYB1hO4lCy3YHV4j";;;
"Aaliyah";"I care 4 u";"Are you that somebody";"2002";"BLACKGROUND ENTERTAINMENT";1730735634;1730735899;;;;
"Toro Y Moi";"Mahal";"Mississippi";"2022";"DEAD OCEANS";1730735897;1730736013;"https://open.spotify.com/track/3V8IpS0YbeHRe8z9QBvjCj";"https://music.apple.com/fr/album/mississippi/1601858871?i=1601859080&uo=4";;
"The Herbaliser";"FIP Trip-hop";"A mother (for your mind)";"1996";"WAGRAM MUSIC (DISTRIBUTEUR)";1730736012;1730736415;"https://open.spotify.com/track/4soMz9KrgTyAaKohlPsg8y";;;
"Bebel Gilberto";"Tanto tempo";"Bananeira";"2000";"WARNER";1730736408;1730736611;"https://open.spotify.com/track/7xWpXdI8A6QOlZy48CjeB6";"https://music.apple.com/fr/album/bananeira/1443332554?i=1443333051&uo=4";;
"The Delfonics";"The sound of philadelphia / Vol. 2";"Ready or not, here I come";"1969";"SOUL JAZZ RECORD";1730736609;1730736730;;;;
"Ramsey Lewis";"Wade in the water";"Day tripper";"1966";"CADET";1730736729;1730736915;"https://open.spotify.com/track/6vcFm8JoP3Jc14pP1CxuBF";"https://music.apple.com/fr/album/day-tripper/1437948163?i=1437948240&uo=4";;
"Eric Donaldson";"Trojan presents original reggae/40 original tighten up hits";"Cherry oh baby";"1972";"SANCTUARY";1730736913;1730737093;;;;
"Vampire Weekend";"Only God was above us";"Pravda";"2024";"COLUMBIA";1730737093;1730737344;"https://open.spotify.com/track/1vfG5VaQQzr7x7gCbVyQFF";"https://music.apple.com/fr/album/pravda/1728945682?i=1728945696&uo=4";;
"Koki Nakano";"Ululo";"Prodigal weep";"2024";"NO FORMAT";1730737343;1730737547;"https://open.spotify.com/track/4BtIWVlr7xueBrGxVy2s2R";;"https://www.deezer.com/track/2947546771";
"Leonie Pernet";"Réparer le monde";"Réparer le monde";"2024";"CRYBABY / INFINE";1730737545;1730737723;"https://open.spotify.com/track/3DXhci2tPTbrCU2v9EQH5P";"https://music.apple.com/fr/album/r%C3%A9parer-le-monde/1770007095?i=1770007669&uo=4";;
"Joni Mitchell";"Travelogue";"Otis and Marlena";"2002";"NONESUCH";1730737720;1730737952;"https://open.spotify.com/track/0E9c6bYjlLZbDQNTWNXHvt";"https://music.apple.com/fr/album/otis-and-marlena-orchestral-version/1161040563?i=1161040569&uo=4";;
"Orchestre Symphonique De La Radio De Francfort";"Gustav Mahler : Symphonie n°1";"Symphonie n°1 en Ré Maj (Titan) : Kräftig bewegt doch nicht zu schnell (3)";"1985";"DENON";1730737952;1730738147;;;;
"Alice Zawadzki";"Za górami";"Arvoles lloran por lluvias";"2024";"ECM";1730738147;1730738410;"https://open.spotify.com/track/0NP4kvluRKJegK2RgEpxp6";;;
"Chet Baker";"Baby breeze";"The touch of your lips";"1965";"BABBY SCOTT";1730738396;1730738555;"https://open.spotify.com/track/5LLWrf6UdvgH9o1PGkNeYP";"https://music.apple.com/fr/album/the-touch-of-your-lips/1445094250?i=1445094630&uo=4";;
"Katherine Tinker";"BOF / Phantom thread";"Phantom thread : For the hungry boy";"2017";"NONESUCH";1730738554;1730738773;;;;
"Quincy Jones";"Gula Matari";"Hummin'";"";"A&M RECORDS";1730738772;1730739262;"https://open.spotify.com/track/2bVPhwUaV7Vzek7v7pBUkl";;;
"Or Kantor";"Sarda sarda";"Gibraltar rock";"2024";"ANOVA MUSIC";1730739255;1730739402;"https://open.spotify.com/track/13qxMycEn0JgOF4kcOQhrI";"https://music.apple.com/fr/album/gibraltar-rock/1743461196?i=1743461572&uo=4";;
"Alain Bashung";"Chatterton";"Ma Petite Entreprise";"1994";"BARCLAY";1730739397;1730739645;"https://open.spotify.com/track/0kN8yHeZ0en1vE7rQcTURP";"https://music.apple.com/fr/album/ma-petite-entreprise/1442929914?i=1442930281&uo=4";;
"Gil Scott Heron & Makaya Mac Craven";"We' re new again (a reimagining by Makaya Mac Craven)";"New york is killing me";"2020";"XL RECORDINGS LTD";1730739643;1730739962;;;;
"Csaba Palotai";"The deserter";"Bienvenido stranger";"2016";"BUDAPEST MUSIC CENTER RECORDS";1730739954;1730740173;"https://open.spotify.com/track/02eNc6DmtneS88GwAE9LDE";"https://music.apple.com/fr/album/bienvenido-stranger/1704861323?i=1704861328&uo=4";;
"Georges Brassens (Compositeur)";"BOF / Emilia Pérez (extraits)";"Emilia Pérez : Las Damas que Pasan";"2024";"MILAN RECORDS";1730740167;1730740409;"https://open.spotify.com/track/6MasrMlXAdQ9rFXOfeROd1";;;
"Swingle Singers";"A cappella Amadeus";"Don Giovanni : Deh vieni alla finestra (Acte I) Air de Don Giovanni";"1991";"VIRGIN";1730740408;1730740528;;;;
"The Platters";"BD Music presents The Platters";"Why Should I";"1955";"NOCTURNE";1730740527;1730740707;;;;
"Monty Alexander";"Stir it up/The music of Bob Marley";"Jammin'";"1999";"TELARC";1730740705;1730741080;"https://open.spotify.com/track/1hklt25aLqABE1s7vTX0vM";"https://music.apple.com/fr/album/jammin/1653876247?i=1653876254&uo=4";;
"Yosui Inoue";"Tokyo riddim vol. 2 1979-1986";"Anata wo rikai";"1983";"TIME CAPSULE";1730741078;1730741339;;;;
"Claude Vinh San";"Soul sega sa";"Maloya";"1978";"BONGO JOE";1730741337;1730741570;;;"https://www.deezer.com/track/2829844";
"Janko Nilovic";"Cosmos giants";"Through the fingers";"2024";"BROC RECORDZ";1730741569;1730741846;"https://open.spotify.com/track/2ISksbCmIQCfHXMFZkFFJv";;"https://www.deezer.com/track/2742568301";
"QUINCY JONES";"LES MEILLEURS GENERIQUES DE L HISTOIRE DE LA TELE";"L HOMME DE FER";"1996";"VERSAILLE";1730741845;1730741890;;;;"https://www.youtube.com/watch?v=gWpw8ywyS-o"
"Eric B. & Rakim";"Don't sweat the technique";"Don't sweat the technique";"1992";"MCA";1730741888;1730742143;"https://open.spotify.com/track/48ZUwXrEOhaXLCxvmRYhZv";"https://music.apple.com/fr/album/dont-sweat-the-technique/420790858?i=420790915&uo=4";;
"River Tiber";"Hypnotized";"Hypnotized";"2020";"AUTOPRODUCTION";1730742142;1730742390;"https://open.spotify.com/track/26yBLIT9pT9sVmGV1G5ok6";"https://music.apple.com/fr/album/hypnotized/1545338010?i=1545338015&uo=4";;
"Nala Sinephro";"Endlessness";"Continuum 3";"2024";"WARP RECORDS";1730742378;1730742624;"https://open.spotify.com/track/0AXfx8KBcjY3TlrHmApvNr";;"https://www.deezer.com/track/2854215432";
"Bjork";"Post";"Hyper-ballad";"1995";"POLYGRAM";1730742471;1730742790;;;;
"NTM";"Paris sous les bombes";"La fièvre";"1995";"EPIC";1730742795;1730743038;;;;
"Adrian Younge";"Something about april II";"La ballade";"2016";"LINEAR LABS";1730743037;1730743206;"https://open.spotify.com/track/2fTd0TXiOr7GklBvhGRDOV";;;
"Quincy Jones";"The Quintessence";"The Quintessence";"1997";"Impulse !";1730743390;1730743649;;;;
"Ray Charles";"Pure genius : The complete Atlantic recordings / CD 6";"Deed I do";"1959";"ATLANTIC";1730743648;1730743792;"https://open.spotify.com/track/31l3ePVWG2fXl3fw5rwWiT";"https://music.apple.com/fr/album/deed-i-do/492320963?i=492321698&uo=4";;
"Clark Terry";"The happy horns of Clark Terry / It's what's happenin";"Return to swahili";"2011";"IMPULSE";1730743810;1730743994;;;;
"Dinah Washington";"The swingin' miss """"D""""";"I'll close my eyes";"1957";"VERVE";1730743992;1730744228;"https://open.spotify.com/track/74BMrd3RmsZBhvcg4Mf14V";;;
"Helen Merrill";"Helen Merrill : Don't explain";"Don't explain";"1954";"EMARCY";1730744250;1730744559;;;;
"Quincy Jones Orchestra";"Big band bossa nova";"Samba de uma nota so (one note samba)";"1963";"MERCURY";1730744559;1730744678;;;;
"Quincy Jones & His Orchestra";"Quincy play for pussycats";"Blues for trumpet & Koto";"";"MERCURY";1730744677;1730744905;;;;
"Eddie Barclay & Son Orchestre";"Et voilà";"Et voila";"1994";"DECCA";1730744924;1730745104;;;;
"Sarah Vaughan";"Vaughan and violins / Jazz in Paris";"Misty";"1958";"Gitanes Jazz Productions";1730745103;1730745282;"https://open.spotify.com/track/1f0Wfl3eLCLKv72SdkpviC";"https://music.apple.com/fr/album/misty/1440671248?i=1440671996&uo=4";"https://www.deezer.com/track/14529569";
"Quincy Jones";"This is How I Feel About Jazz";"Evening in Paris";"1957";"ABC PARAMOUNT";1730745280;1730745526;"https://open.spotify.com/track/27zaw4Yv7lEsApxAvx596A";"https://music.apple.com/fr/album/evening-in-paris/1443161480?i=1443161498&uo=4";;
"Nana Mouskouri";"Nana Mouskouri in New York";"Love me or leave me";"1962";"MERCURY";1730745522;1730745679;;;;
"Quincy Jones";"The Quincy Jones ABC/Mercury big band jazz sessions/Disc I The ABC Impulse sessions - Disc II The birth of a band & bonus tracks";"For Lena and Lennie";"2007";"Mosaïc";1730745678;1730745934;;;;
"Les Double Six";"Les Double Six / Best of";"For Lena and Lennie (en flânant dans Paris)";"1960";"BMG";1730745934;1730746179;;"https://music.apple.com/fr/album/for-lena-and-lennie-en-fl%C3%A2nant-dans-paris/552740131?i=552740212&uo=4";;
"Quincy Jones";"Smackwater Jack";"Ironside";"1971";"A&M";1730746178;1730746408;;"https://music.apple.com/fr/album/ironside/1443149588?i=1443149877&uo=4";;
