"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Bernard Alane";"La magie de Disney";"Heigh-ho!";"1937";"WALT DISNEY RECORDS";1753801461;1753801625;;;
"Paul McCartney";"Kisses on the bottom";"My very good friend the milkman";"2012";"HEAR MUSIC";1753801625;1753801807;"https://www.deezer.com/track/549343762";"https://music.apple.com/fr/album/my-very-good-friend-the-milkman/1440953479?i=1440953833&uo=4";"https://open.spotify.com/track/7JXuFvu4UDaJ4GmTM35INq"
"Laneous";"Sunny side up";"Nice to see you";"2019";"BROWNSWOOD RECORDINGS";1753801804;1753802023;"https://www.deezer.com/track/1302511292";"https://music.apple.com/fr/album/nice-to-see-you/1561275429?i=1561275667&uo=4";"https://open.spotify.com/track/6SwTZT3UUu3rfXHSrH5SIH"
"Prince";"1999";"Let's pretend we're married";"1982";"WARNER BROS";1753802021;1753802463;"https://www.deezer.com/track/690115";;"https://open.spotify.com/track/31ink8UgWSYUXz0hPasoif"
"Sampha";"Spirit 2.0 (radio edit)";"Spirit 2.0 (radio edit)";"2023";"YOUNG";1753802462;1753802682;;;
"Laura Cahen";"De l'autre cote";"Les astres";"2025";"PIAS";1753802681;1753802920;"https://www.deezer.com/track/3036012701";;"https://open.spotify.com/track/2Ch8It3kKCUujGk9zQYOux"
"Branko Mataja";"Over fields and mountains";"Duboko je more";"2022";"NUMERO GROUP";1753802918;1753803171;"https://www.deezer.com/track/1583180202";"https://music.apple.com/fr/album/duboko-je-more/1599380175?i=1599380918&uo=4";"https://open.spotify.com/track/6Wmt4uqlKCh7fyG5nY4Cq7"
"Harry Belafonte & Nana Mouskouri";"An evening with Harry Belafonte & Nana Mouskouri";"Irène (Erene)";"1966";"RCA";1753803170;1753803325;;;
"Bill Withers";"Just as I am";"Everybody's talkin'";"1971";"COLUMBIA";1753803323;1753803526;"https://www.deezer.com/track/2312057";;"https://open.spotify.com/track/1xNs13B9mPPXxBpzDO8zy9"
"Nxworries";"Why lawd";"From here (feat. Snoop Dogg & October London)";"2024";"STONES THROW";1753803516;1753803758;;;
"Rejoicer";"Voodoo at home";"Not for Mammon (feat. Amir Bresler)";"2021";"RAW TAPES";1753803752;1753803901;;;
"Emma-Jean Thackray";"Weirdo";"Where'd you go";"2025";"BROWNSWOOD MUSIC LIMITED";1753803899;1753804181;"https://www.deezer.com/track/3303801381";;"https://open.spotify.com/track/1nzpmE48RzCH4MGHeTFW7f"
"Toots And The Maytals";"54-46 was my number (Anthology 1964-2000)";"Time tough";"1974";"TROJAN";1753804179;1753804441;;;
"J. Spaceman";"Mister lonely";"Paris beach";"2008";"DRAG CITY";1753804435;1753804588;;"https://music.apple.com/fr/album/paris-beach/277334041?i=277334313&uo=4";
"Moses Sumney";"grae : part 1";"Colouour";"2020";"JAGJAGUWAR";1753804584;1753804770;"https://www.deezer.com/track/871627042";"https://music.apple.com/fr/album/colouour/1485411511?i=1485412181&uo=4";"https://open.spotify.com/track/5pWCBzDSlwoZHozY9XPnr3"
"Alici";"Souvenir";"Souvenir";"2024";"GRDN DISTRICT";1753804767;1753804913;"https://www.deezer.com/track/3219607371";;"https://open.spotify.com/track/5DTBwCxzqUtypqdXdPYNLk"
"Cocteau Twins";"Treasure";"Pandora";"1984";"4AD";1753804912;1753805231;;;
"Jan Garbarek";"Rites";"One ying for every yang";"1998";"ECM";1753805231;1753805622;"https://www.deezer.com/track/1163075";;"https://open.spotify.com/track/6rReidQSASNIaMKeZurwaT"
"Leonard Cohen";"I'm your man";"Take this waltz";"1988";"CBS";1753805619;1753805976;"https://www.deezer.com/track/871538042";;"https://open.spotify.com/track/1BFe6mXNubadzbAQrdXTGY"
"Juliette Greco";"Jolie môme 1959-1963";"La valse";"1959";"PHILIPS";1753805971;1753806154;"https://www.deezer.com/track/2265493677";;
"Antonio Carlos Jobim";"Urubu";"Valse";"1976";"";1753806154;1753806347;"https://www.deezer.com/track/6345496";;"https://open.spotify.com/track/7uIC4DUHt8jOTEiimfDXYf"
"Nyron Higor";"Nyron Higor";"Maravilhamento (feat. Nathalia Grilo)";"2025";"FAR OUT RECORDINGS";1753806346;1753806612;;;
"Juana Molina";"Son";"Río seco";"2006";"DOMINO";1753806604;1753806816;"https://www.deezer.com/track/76447444";;"https://open.spotify.com/track/20fMa79s3v1DEtDj0dDDP2"
"Robohands";"Shapes";"Ikigai";"2021";"KINGUNDERGROUND";1753806811;1753806947;"https://www.deezer.com/track/3264397441";;"https://open.spotify.com/track/3PBSeU0GJ8n3tm0CxEN3UR"
"ERIKA DE CASIER (Compositeur)";"Lifetime";"You Can't Always Get What You Want";"2025";"INDEPENDANT JEEP MUSIC";1753806944;1753807144;"https://www.deezer.com/track/3335311901";"https://music.apple.com/fr/album/you-cant-always-get-what-you-want/1810025525?i=1810025531&uo=4";"https://open.spotify.com/track/0loAUwPeBd9LvYtnaKpoGG"
"Quarteto Em Cy";"Gilles Peterson in Brazil";"Tudo que voce podia ser";"1972";"ETHER REC.";1753807132;1753807297;"https://www.deezer.com/track/642705482";;"https://open.spotify.com/track/4iVpZVKaPUnMhEagBOIIuI"
"Gal Costa";"Tropicalia /Ou panis et circensis";"Baby";"1968";"PHONOGRM";1753807294;1753807508;"https://www.deezer.com/track/4669697";;
"Henry Mancini";"The music from Peter Gunn";"Session at Pete's pad";"1958";"AMERICAN JAZ";1753807505;1753807746;"https://www.deezer.com/track/102800972";;
"Jill Scott";"Who is jill Scott?";"Love rain";"2000";"EPIC";1753807675;1753807927;"https://www.deezer.com/track/15235625";"https://music.apple.com/fr/album/love-rain/32332494?i=32332448&uo=4";
"James Bynum";"World spirituality classics 2 : The time for peace is now";"We are in need";"1976";"LUAKA BOP";1753807923;1753808165;"https://www.deezer.com/track/705933522";;
"Snowpoet";"Heartstrings";"For you";"2025";"BELIEVE";1753808128;1753808408;"https://www.deezer.com/track/3254741341";;"https://open.spotify.com/track/7h2oh1Td4NhBwuGorDgMkF"
"JOHN LEE HOOKER";"Hooker";"TUPELO";"1995";"VIRGIN";1753812158;1753812392;"https://www.deezer.com/track/4475218";;
"Waylon Jennings";"Greatest hits Waylon Jennings";"Lonesome, on'ry and mean";"1979";"RCA";1753812391;1753812607;"https://www.deezer.com/track/7674922";;"https://open.spotify.com/track/3HT7esGrdLxjQwCzvhoCax"
"Ry Cooder";"Ry Cooder";"Do re mi";"1970";"REPRISE RECORDS";1753812601;1753812781;"https://www.deezer.com/track/6630957";;"https://open.spotify.com/track/4l7riyMsj4wDFtaHzuyTgA"
"U-Roy";"Version galore";"Do re mi";"2010";"TROJAN RECORDS";1753812776;1753812932;;;
"Les Baxter";"Que Mango !";"Tropicando";"1970";"ALSHIRE";1753812929;1753813086;"https://www.deezer.com/track/586665622";;"https://open.spotify.com/track/63TCv4M85eKqUWT6Etu3UN"
"Richard De Bordeaux & Daniel Beretta";"Papa";"Papa (psychose)";"1968";"BARCLAY";1753813085;1753813216;;;
"Vanille";"Fleur";"Fleur";"2020";"BONBONBON";1753813210;1753813413;"https://www.deezer.com/track/1408786132";"https://music.apple.com/fr/album/fleur/1572922516?i=1572922528&uo=4";"https://open.spotify.com/track/6UZdztv0fJq5zyjezNUwud"
"Habibi";"Habibi";"Far from right";"2013";"BURGER RECORDS";1753813409;1753813567;"https://www.deezer.com/track/1032167592";;
"The Cure";"Greatest hits";"In-Between days";"1985";"POLYDOR";1753813562;1753813738;;;
"Hannah Williams And The Affirmations";"Late nights & Heartbreak";"Calling me back";"2016";"RECORDS KICKS";1753813733;1753813911;;;
"The Funk Revolution";"Don't go away";"Lucky seven";"2023";"TRAMP";1753813910;1753814083;"https://www.deezer.com/track/2392381225";;"https://open.spotify.com/track/1au43J0FTeHWNDiUxL0ZRR"
"Fela Kuti";"Anthology 1";"Gentleman";"1973";"UNIVERSAL";1753814083;1753814745;"https://www.deezer.com/track/3125242981";;"https://open.spotify.com/track/7LAWgqlzE9bvjWQ6vql5Q2"
"Idris Muhammad";"Things gonna get better";"I'm a believer";"1971";"ACE RECORDS";1753814742;1753814895;"https://www.deezer.com/track/1834411117";;
"Chancha Via Circuito";"Rio arriba";"Amelia";"2010";"ZZK RECORDS";1753814892;1753815224;"https://www.deezer.com/track/3260725161";;"https://open.spotify.com/track/4qgrnQe4g8hMVt2gVJfrrA"
"The Zawose Queens";"Maisha";"Fahari yetu";"2024";"REAL WORLD";1753815212;1753815544;"https://www.deezer.com/track/2692040312";"https://music.apple.com/fr/album/fahari-yetu/1734683891?i=1734684620&uo=4";"https://open.spotify.com/track/3zkSHTELZKPKvYVZDv3mdx"
