"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify";"youtube"
"Metronomy";"Small world";"Hold me tonight (feat. Porridge Radio)";"2022";"BECAUSE MUSIC";1757925925;1757926130;"https://www.deezer.com/track/1509228442";"https://music.apple.com/fr/album/hold-me-tonight-feat-porridge-radio/1588272790?i=1588273102&uo=4";"https://open.spotify.com/track/6eKt37hsddMUisZhtklhu3";
"Klo Pelgag";"Abracadabra";"Les puits de lumière";"2024";"SECRET CITY RECORDS";1757926128;1757926335;"https://www.deezer.com/track/2788042932";"https://music.apple.com/fr/album/les-puits-de-lumi%C3%A8re/1745182711?i=1745183086&uo=4";"https://open.spotify.com/track/1C407brRQklFtsGyMuOb1V";
"Dougie Stu";"Familiar Future";"Joyride";"2020";"HEAVENLY SWEETNESS";1757926332;1757926628;;;;
"Rachael & Vilray";"Rachael & Vilray";"I can't go to sleep";"2019";"NONESUCH";1757926470;1757926625;"https://www.deezer.com/track/767123622";"https://music.apple.com/fr/album/i-cant-go-to-sleep/1473409152?i=1473409356&uo=4";"https://open.spotify.com/track/2NzGfkltSfWVAef49s93YB";
"Javier Alvarez";"La musique de Paris derniere /Vol.5";"These boots are made for walking";"2001";"NAIVE";1757926623;1757926830;"https://www.deezer.com/track/85051506";"https://music.apple.com/fr/album/these-boots-are-made-for-walking/107679548?i=107678756&uo=4";"https://open.spotify.com/track/7t6c23XjxBLKHb9v6CNtEX";
"Eagles Of Death Metal";"Peace love death metal";"Miss Alissa";"2004";"ANT ACID AUDIO";1757926830;1757926986;"https://www.deezer.com/track/101715623";;"https://open.spotify.com/track/1YIxmHt4EKS0gMs3L0mxQV";
"Juniore";"Trois, deux, un";"A quoi bon";"2024";"LE PHONOGRAPHE";1757926983;1757927201;;;;
"Kepa";"Hotline service";"Rerun tonic";"2025";"HEAVENLY SWEETNESS";1757927064;1757927269;"https://www.deezer.com/track/3388424601";"https://music.apple.com/fr/album/rerun-tonic/1817153453?i=1817153473&uo=4";"https://open.spotify.com/track/5HE9UZQLAbOE7eCQDmdCrs";
"Los Bitchos";"Talkie Talkie";"1k!";"2024";"CITY SLANG";1757927199;1757927371;"https://www.deezer.com/track/2800620472";"https://music.apple.com/fr/album/1k/1746308731?i=1746309537&uo=4";"https://open.spotify.com/track/1sokgBPeHvRByxw5FZqVp4";
"Los Hijos Del Sol";"The roots of chicha / Psychedelic cumbia from Peru";"Cariñito";"1979";"BARBES RECORDS";1757927370;1757927612;"https://www.deezer.com/track/373509881";;;
"Thomas East";"True soul / Vol 1";"Sister funk (original full version)";"";"NOW AGAIN";1757927611;1757927928;;;;
"Little Simz";"Simbi";"Miss understood";"2021";"AGE 101 MUSIC";1757927927;1757928132;"https://www.deezer.com/track/1951200077";"https://music.apple.com/fr/album/miss-understood/1561184260?i=1561184928&uo=4";"https://open.spotify.com/track/5BC9yzXBitRZBXIHtnUfkx";
"Rachel Kitchlew";"Flirty ghost";"Opium lounge";"2025";"HIP DOZER";1757928132;1757928502;"https://www.deezer.com/track/3250387551";;"https://open.spotify.com/track/1O10FliMAeNmdaNwfWpjsY";
"Sophye Soliveau";"Initiation";"Initiation II (Wonder why) (radio edit)";"2024";"AUTOPRODUCTION";1757928501;1757928706;;;;
"Ben Harper";"Fight for your mind";"Oppression";"1995";"VIRGIN";1757928703;1757928881;"https://www.deezer.com/track/3133364";;"https://open.spotify.com/track/1mm3eLVsumsYpdRMq5vvay";
"Thabang Tabane";"Matjale";"Bengheko";"2018";"MUSHROOM HOUR HALF HOUR";1757928879;1757929080;;;;
"Francois And The Atlas Mountains";"E volo love";"Les plus beaux";"2011";"DOMINO";1757929080;1757929340;;;;
"Herman Dune";"Notes from vinegar hill";"Long monday";"2020";"YAYA TOVA";1757929337;1757929540;"https://www.deezer.com/track/1069996992";"https://music.apple.com/fr/album/long-monday/1530433889?i=1530434643&uo=4";"https://open.spotify.com/track/17UgSPEAdcJvj6axN6fpJ7";
"Brad Mehldau";"Ride into the sun";"Colorbars (feat. Chris Thile)";"2025";"NONESUCH";1757929539;1757929859;"https://www.deezer.com/track/3406360421";;"https://open.spotify.com/track/6Z3c0LMAcORrjuwh7j7oGR";
"Duke Ellington";"Duke Ellington & John Coltrane";"In A Sentimental Mood";"1962";"IMPULSE";1757929858;1757930112;"https://www.deezer.com/track/911085";;;
"Brigitte Fontaine";"Brigitte Fontaine est";"Il se passe des choses";"1968";"SARAVAH";1757930109;1757930323;"https://www.deezer.com/track/2674356002";"https://music.apple.com/fr/album/il-se-passe-des-choses/1732576202?i=1732576838&uo=4";;
"Crosby Stills & Nash";"Crosby, Stills & Nash";"You don't have to cry";"1969";"ATLANTIC";1757930321;1757930483;;;;
"Big Thief";"Two hands";"Forgotten eyes";"2019";"4AD";1757930481;1757930693;"https://www.deezer.com/track/766306372";"https://music.apple.com/fr/album/forgotten-eyes/1473012904?i=1473012911&uo=4";"https://open.spotify.com/track/3uVlbYb1nUwwcYziaJk9LD";
"Mac Demarco";"Guitar";"Punishment";"2025";"MAC'S RECORD LABEL";1757930683;1757930797;"https://www.deezer.com/track/3509328241";"https://music.apple.com/fr/album/punishment/1816172823?i=1816172968&uo=4";"https://open.spotify.com/track/3FZ31x8WWKZ2TcMsGaSBYe";
"Mocke";"Sandwich mostla Jojo tape";"Uno";"2013";"ALMOST MUSIC";1757930796;1757930948;;;;
"Nyron Higor";"Nyron Higor";"Maravilhamento (feat. Nathalia Grilo)";"2025";"FAR OUT RECORDINGS";1757930946;1757931213;;;;
"Leonie Pernet";"Poèmes Pulvérisés";"L'horizon ose";"2025";"INFINE";1757931210;1757931431;"https://www.deezer.com/track/3294434001";"https://music.apple.com/fr/album/lhorizon-ose/1804343469?i=1804343831&uo=4";"https://open.spotify.com/track/5HB8TKvmUdtb8xRcMVjXgy";
"Maria Somerville";"Luster";"Stonefly";"2025";"4AD";1757931433;1757931648;"https://www.deezer.com/track/3308480511";;"https://open.spotify.com/track/6uv3mwUvxsS2q8T7yhQuDs";
"Dave Guy";"Ruby";"Pinky ring";"2024";"BIG CROWN RECORDS";1757931647;1757931842;"https://www.deezer.com/track/2817416272";;"https://open.spotify.com/track/3KAbqy6wndM4PZ0JSZULVz";
"Emma-Jean Thackray";"Weirdo";"Stay";"2025";"BROWNSWOOD MUSIC LIMITED";1757931841;1757932104;"https://www.deezer.com/track/3303801241";;"https://open.spotify.com/track/4mECW4USNZaBDiKzAojt5n";
"Lenny Kravitz";"Mama said";"Fields of joy";"1991";"VIRGIN";1757932102;1757932338;"https://www.deezer.com/track/3151238";;"https://open.spotify.com/track/0XcR8kUxhai3H7wqB0R2eE";
