"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Marcus King";"Mood swings";"Soul it screams";"2024";"ISLAND DEF JAM";1747565471;1747565680;"https://www.deezer.com/track/2728065481";"https://open.spotify.com/track/7IQy2DermNpst7GLwFFYl7";"https://music.apple.com/fr/album/soul-it-screams/1728128331?i=1728128341&uo=4";
"Claire days";"I remember something";"Ear contact";"2025";"CONTREJOURS";1747565678;1747565848;"https://www.deezer.com/track/3230883351";"https://open.spotify.com/track/58Iiw2sYkdnJUuxWfa7rLu";"https://music.apple.com/fr/album/ear-contact/1794311091?i=1794311100&uo=4";
"Pentangle";"The time  has come 1967 - 1973";"Travelling song";"1968";"CASTLE MUSIC";1747565845;1747566022;"https://www.deezer.com/track/131304496";"https://open.spotify.com/track/05r9NbS4FcGmnqQGqAQIuk";;
"Yves Duteil";"Chemin d'écriture / CD1 : L'ecritoire & J'attends";"Remets ta montre à l'heure";"1972";"BAYARD MUSIQUE";1747566022;1747566161;;"https://open.spotify.com/track/1SWc1kpFcZQ7albkSMSnRq";"https://music.apple.com/fr/album/remets-ta-montre-a-lheure/1823631222?i=1823631227&uo=4";
"Carrie Lucas";"Dance with you - The best of";"Tic toc";"1978";"CASTLE COMMUNICATIONS";1747566152;1747566409;"https://www.deezer.com/track/131216630";;;
"Seu Jorge";"Baile à la Baiana";"Sábado à noite";"2025";"AUTOPRODUCTION";1747566407;1747566661;"https://www.deezer.com/track/3281252481";"https://open.spotify.com/track/4naCEptRqizADSHEP4J16A";;
"Blundetto & Juliette Magnevasoa";"La playa";"La playa (Instrumental)";"2024";"Les Rythmes Ruban";1747566660;1747566849;;;"https://music.apple.com/fr/album/la-playa-instrumental/1764548458?i=1764548471&uo=4";
"Eagles";"Hotel California";"Hotel California";"1976";"ASYLUM";1747566848;1747567237;"https://www.deezer.com/track/11858169";;"https://music.apple.com/fr/album/hotel-california/635770200?i=635770202&uo=4";
"2pac";"Greatest hits";"California love (original version)";"1995";"";1747567231;1747567513;"https://www.deezer.com/track/87960517";;;
"Keith Hudson";"Playing it cool and playing it right";"California";"1981";"BASIC REPLAY";1747567511;1747567687;"https://www.deezer.com/track/2754711011";"https://open.spotify.com/track/5CqQB0NNsKjVO7yps8jm7r";;
"The Flying Hats";"The return of the Flying Hats";"Tough swagger";"2025";"ATA";1747567688;1747567976;"https://www.deezer.com/track/3294377931";"https://open.spotify.com/track/1E6zpJ0qyqByWX9lh6wy6n";;
"The Andrews Sisters";"Rétro latino / Vol. 2";"In the mood";"1954";"MARIANNE MELODIE";1747567973;1747568145;"https://www.deezer.com/track/511961";;;
"Michael Stephenson";"Michael Stephenson Meets Alexander Claffy with His Trio";"Sweet Lorraine";"2021";"CELLAR LIVE";1747568145;1747568293;"https://www.deezer.com/track/1247707152";"https://open.spotify.com/track/7tLG5deWVFIiaN3ZVkx1Ce";;
"Azilis";"Fleur bleue";"Paisible";"2024";"CLAC! RECORDS";1747568291;1747568608;"https://www.deezer.com/track/2755038661";"https://open.spotify.com/track/2yUy62vZx09XfOW32NQSsu";;
"Margherita Torretta";"Domenico Scarlatti : 20 Sonatas";"Sonate pour piano en Ré Maj K 118 L 122";"2020";"ACADEMY";1747568606;1747568898;;;;
"The Doors";"Morrison hotel";"You make me real";"1970";"ELEKTRA";1747568897;1747569067;"https://www.deezer.com/track/670809";"https://open.spotify.com/track/1MR950KaknDDJ2PyU5NQDa";;
"Brian D'Addario";"Till the morning";"Till the morning";"2025";"HEADSTACK RECORDS";1747569066;1747569286;"https://www.deezer.com/track/3172210851";"https://open.spotify.com/track/60mIPTa4ChaCjXxiBQIuL7";;
"Ike & Tina Turner";"Golden empire";"Chicken";"1967";"CASTLE COMMUNICATIONS";1747569283;1747569482;"https://www.deezer.com/track/121615202";;;
"Rabih Abou Khalil";"Hungry people";"Shrilling chicken";"2012";"WORLD VILLAGE";1747569478;1747569727;;;;
"Vera Sola";"Peacemaker";"Is that you?";"2024";"CITY SLANG";1747569725;1747570008;"https://www.deezer.com/track/2576172312";"https://open.spotify.com/track/57RNnNVT3gaJmpC20TxcFj";"https://music.apple.com/fr/album/is-that-you/1720180509?i=1720181702&uo=4";
"Lana Del Rey";"Season of the witch";"Season of the witch";"2019";"POLYDOR";1747570006;1747570250;"https://www.deezer.com/track/725631382";"https://open.spotify.com/track/5DSi7heBC8eTIFROBvttnp";;
"Celeste";"Hippo";"Chasse aux sorcières";"2015";"62TV";1747570245;1747570414;;;;
"Quincy Jones";"Bof / Dollars";"Snow creatures";"1971";"WARNER MUSIC";1747570411;1747570604;"https://www.deezer.com/track/98372348";;;
"Lake Street Dive";"Fun machine (EP)";"I want you back";"2012";"SIGNATURE SOUNDS";1747570599;1747570855;"https://www.deezer.com/track/76392619";"https://open.spotify.com/track/6xsJn5g4oc2GYax11iFwCS";;
"Pomplamoose";"Best of 2018";"Can't stop feeling billie jean's face";"2018";"";1747570854;1747571013;"https://www.deezer.com/track/641671742";"https://open.spotify.com/track/06hoAAt59DqAJQMFA4vdGK";"https://music.apple.com/fr/album/cant-stop-feeling-billie-jeans-face/1438786461?i=1438786465&uo=4";
"Julia Mestre";"Maravilhosamente bem";"Sou fera";"2025";"MR BONGO";1747571013;1747571259;"https://www.deezer.com/track/3293348541";"https://open.spotify.com/track/3slzmULxqCvVyg1vGO8Zla";;
"The Durutti Column";"Hommage à Marguerite Duras";"The sea wall";"1987";"INTERPHON";1747571253;1747571460;;;;
"Francoise Hardy";"Gin tonic";"Ame s'trame drame";"1980";"EMI";1747571458;1747571607;"https://www.deezer.com/track/3463840";"https://open.spotify.com/track/37OdHnmbdiERXYQfEChXW3";;
"Piers Faccini & Vincent Segal";"Songs of time lost";"Dicitencello vuje";"2014";"NO FORMAT";1747571605;1747571831;;;"https://music.apple.com/fr/album/dicitencello-vuje/888269010?i=888269084&uo=4";
"Pulcinella";"Antonio Vivaldi : Integrale des sonates pour violoncelle";"Sonate n°5 en mi min RV 40 : 3. Largo";"2006";"AMBROISIE";1747571829;1747572046;;;;
"Honey Cone";"Soulful tapestry";"V.i.p.";"1971";"SOLID";1747572044;1747572270;"https://www.deezer.com/track/1253804982";"https://open.spotify.com/track/159lrycDLUx2FZ891qFgib";"https://music.apple.com/fr/album/v-i-p/359575337?i=359575596&uo=4";
"Carlton Jumel Smith & The Soul Seeders";"Pleasure";"A better day";"2023";"LOVEMEDO RECORDS";1747572268;1747572487;"https://www.deezer.com/track/1819056727";"https://open.spotify.com/track/5y8CC8hOG4d4rfVJEZ67fH";;
"John Lennon (Compositeur)";"Help !";"Ticket to ride";"1965";"Columbia";1747572485;1747572663;;;;
"George Harrison";"All things must Pass";"Isn't it a pity (version one)";"1970";"EMI";1747572660;1747573079;;;;
"Herman Dune";"Odysseús";"Buffoon of love (feat. Mayon)";"2025";"YAYA TOVA";1747573043;1747573224;;;"https://music.apple.com/fr/album/buffoon-of-love-feat-mayon/1799039316?i=1799039655&uo=4";
"Arvo Pärt (Compositeur)";"Arvo Pärt : Silentium";"Vater unser - arrangement pour trombone et ensemble à cordes";"2025";"Mississippi Records";1747573221;1747573429;;;;
"Sigur Ros";"Hvarf / Heim";"Von";"2007";"EMI";1747573420;1747573968;"https://www.deezer.com/track/607727182";"https://open.spotify.com/track/0m31WPCcDRslP6QMGBi9oj";;
"Brigitte Fontaine";"Brigitte Fontaine est";"Il se passe des choses";"1968";"SARAVAH";1747573966;1747574180;"https://www.deezer.com/track/2674356002";;"https://music.apple.com/fr/album/il-se-passe-des-choses/1732576202?i=1732576838&uo=4";
"Toots Thielemans";"Salut l'artiste  / Courage fuyons";"Salut l'artiste";"1973";"POMME MUSIC";1747574179;1747574359;;;;
"Giorgio Poi";"Schegge";"Tutta la terra finisce in mare";"2025";"BOMBA DISCHI";1747574359;1747574560;"https://www.deezer.com/track/3722939522";"https://open.spotify.com/track/5uDkmw3zDTvAnsvi8SgR7T";"https://music.apple.com/fr/album/tutta-la-terra-finisce-in-mare/1803115806?i=1803115819&uo=4";
"Daft Punk";"Random access memories";"Doin' it right (feat. Panda Bear)";"2013";"SONY";1747574559;1747574810;;"https://open.spotify.com/track/36c4JohayB9qd64eidQMBi";;
"Akira Ishikawa";"Back to rhythm";"I shot the sheriff";"1975";"MR BONGO";1747574808;1747575064;"https://www.deezer.com/track/2541499761";;"https://music.apple.com/fr/album/i-shot-the-sheriff/1557393105?i=1557393113&uo=4";
"Ben Harper";"Fight for your mind";"Gold to me";"1995";"VIRGIN";1747575060;1747575356;"https://www.deezer.com/track/3133368";"https://open.spotify.com/track/3SZIg7MCc00PcWpLJhCASr";"https://music.apple.com/fr/album/gold-to-me/715793784?i=715794494&uo=4";
"Odetta";"Odetta sings";"Give a damn";"1970";"POLYDOR";1747575349;1747575538;;;;
"Brandee Younger";"Gadabout season";"Gadabout season";"2025";"IMPULSE";1747575535;1747575818;"https://www.deezer.com/track/3401801841";"https://open.spotify.com/track/5Z4YeqJLy2Ik0NYr0xlfh7";;
"Cocorosie";"Noah's ark";"Brazilian sun";"2005";"?";1747575815;1747576091;"https://www.deezer.com/track/126047077";"https://open.spotify.com/track/6bODRDtukSZ3SSkvotANGD";;
"Monte Marisa";"O Que Você Quer Saber de Verdade";"Ainda bem";"2011";"PHONOMOTOR";1747576087;1747576302;;;;
"Jonathan Richman & The Modern Lovers";"Rock 'n' roll with the Modern Lovers";"Egyptian reggae";"1977";"REV-OLA";1747576300;1747576455;"https://www.deezer.com/track/131293924";;;
"Lena Horne & Gabor Szabo";"Lena Horne & Gabor Szabo";"Something";"1970";"CHERRY RED RECORDS";1747576453;1747576641;"https://www.deezer.com/track/52639381";;;
"Bastien Keb";"Songs for Lost Travellers";"Gutters";"2025";"NATIVE REBEL RECORDINGS";1747576639;1747576792;;"https://open.spotify.com/track/7p52UNQ611HdWB7yRih1yk";;
"Chilly Gonzales";"French kiss";"Il pleut sur Notre-Dame (feat. Bonnie Banane)";"2023";"PIAS";1747576792;1747577044;"https://www.deezer.com/track/2291145675";"https://open.spotify.com/track/3XpJapoFOdK58AYflm3eu0";;
"Orchestre Symphonique De La Ville De Birmingham";"Simon Rattle dirige Percy Grainger";"La vallée des cloches - arrangement pour orchestre";"1997";"EMI";1747577040;1747577366;;;;
"Melody Gardot";"The absence (CD promo)";"Lisboa";"2012";"UNIVERSAL";1747577354;1747577677;"https://www.deezer.com/track/23935621";"https://open.spotify.com/track/4S4CXbwtjkejkRG33CDkhF";;
"Quickly, Quickly";"I heard that noise";"I punched through the wall";"2025";"GHOSTLY INTERNATIONAL";1747577672;1747577859;"https://www.deezer.com/track/3126914511";"https://open.spotify.com/track/49lYeNtjK2w2gErCYz2ljk";;
"Air";"Premiers symptomes";"Casanova 70";"1999";"SOURCE";1747577857;1747578205;"https://www.deezer.com/track/95141008";"https://open.spotify.com/track/204iJy1scYTbl7cTwOG54O";;
"Maria Somerville";"Luster";"Up";"2025";"4AD";1747578203;1747578438;"https://www.deezer.com/track/3308480551";"https://open.spotify.com/track/3SO4SIL9IhoSzVLsuE5FHW";;
"Emahoy Tsege Mariam Gebru";"Jerusalem";"Quand la mer furieuse";"2023";"MISSISSIPPI RECORDS";1747578432;1747578627;"https://www.deezer.com/track/1959321537";"https://open.spotify.com/track/18ykuwAU25noV8QClzYRFv";;
"Buena Vista Social Club";"Buena Vista social club";"Buena vista social club";"1997";"NIGHT&DA";1747578625;1747578915;"https://www.deezer.com/track/704071602";"https://open.spotify.com/track/6hNk3VFfcGFUqJYUus7H5V";;
"Aitza Teran";"BOF / Emilia Perez (extraits)";"Emilia Perez : Para";"2024";"MILAN RECORDS";1747578914;1747579080;;;;
"Robert Wyatt";"Comicopera";"Hasta siempre comandante";"2007";"DOMINO";1747579079;1747579351;"https://www.deezer.com/track/4315479";"https://open.spotify.com/track/0tH73cQ8wWggprTskasQqy";;
"Joni Mitchell";"I came to the city / Out of the city and down to the seaside";"Song to a seagull";"1968";"REPRISE";1747579342;1747579569;"https://www.deezer.com/track/3957795";"https://open.spotify.com/track/5rlmvIumn9vExkEzHxRALV";;
"Marisa Anderson";"Cloud corner";"Slow ascent";"2018";"THRILL JOCKEY";1747579567;1747579751;"https://www.deezer.com/track/491720662";"https://open.spotify.com/track/4duPIB0XibmvZhZSwA83y4";;
"Willie Wright";"Telling the truth";"Right on for the darkness";"1974";"NUMEROGROUP";1747579750;1747579943;"https://www.deezer.com/track/71567426";;;
"Manuel Laisne";"((Route))";"Nucléaire";"2025";"LA SOUTERRAINE";1747579941;1747580146;"https://www.deezer.com/track/3267865341";"https://open.spotify.com/track/5ClDyiPJO1zAbTuh1sxjR2";;
"George Clinton";"Computer games";"Atomic dog";"1982";"CAPITOL";1747580141;1747580422;"https://www.deezer.com/track/3469988";"https://open.spotify.com/track/4cgodXjv4TfrooNQxvlO4O";;
"Calexico";"El Mirador";"Turquoise";"2022";"CITY SLANG";1747580415;1747580587;"https://www.deezer.com/track/2583069832";"https://open.spotify.com/track/7hS5Nm9MrTtBWbvu8YO5md";"https://music.apple.com/fr/album/turquoise/1721060193?i=1721061370&uo=4";
"The Reed Conservation Society";"La société de préservation du roseau";"Aux rochers rouges";"2024";"VIOLETTE RECORDS";1747580585;1747580778;"https://www.deezer.com/track/2641380512";"https://open.spotify.com/track/5SLt1HytIgljHIgnGttAFF";;
"Animal Triste";"Night of the loving dead";"Diamonds dream";"2021";"M2L MUSIC";1747580776;1747580978;;;;
"Rebecca Vasmant";"Who we are, becoming";"Blessed (feat. Nadya Albertsson)";"2025";"WOMEN IN JAZZ";1747580975;1747581249;;;"https://music.apple.com/fr/album/blessed-feat-nadya-albertsson/1784720574?i=1784720578&uo=4";
"Dune X Crayon";"Hundred fifty roses";"Polterguest";"2020";"ROCHE MUSIQUE";1747581247;1747581389;;;;
"Don Covay";"What it is ! Funky soul and rare grooves";"Sookie sookie";"1966";"RHINO";1747581387;1747581548;;;;
"Jacob Banks";"Yonder : book I";"Silver tongue";"2024";"NOBODY RECORDS";1747581548;1747581675;"https://www.deezer.com/track/3472547261";"https://open.spotify.com/track/4H9p6vy930al2phntMu19N";"https://music.apple.com/fr/album/silver-tongue/1776617525?i=1776617527&uo=4";
"Paul McCartney";"One hand clapping – The backyard (one hand clapping sessions)";"Twenty flight rock";"2024";"PAUL MCCARTNEY CATALOG";1747581675;1747581803;;;;
"Catherine Liolios";"Récital :Catherine Liolios interprète des pièces pour guitare d'Albeniz";"Suite compostelana : Preludico - pour guitare acoustique";"1999";"MANDALA";1747581801;1747581976;;;;
"Laraw";"Beaux yeux";"Beaux yeux";"2025";"BRAVO";1747581974;1747582114;"https://www.deezer.com/track/3206960141";"https://open.spotify.com/track/10JgZbQ9rStUkJcUB0SY5R";"https://music.apple.com/fr/album/beaux-yeux/1799418989?i=1799418991&uo=4";
"Metronomy";"Contact high (feat. Miki & Faux Real)";"Contact high (feat. Miki & Faux Real)";"2024";"NINJA TUNE";1747582113;1747582294;;;;
"Scubba";"Bossa napraia";"Paradise city (Vibes edition)";"2007";"SUONI DI JATO";1747582293;1747582488;"https://www.deezer.com/track/1345549";;;
"Peanuts Gang";"Snoopy's Beatles classiks on toys";"Here comes the sun";"1995";"DIRECT SOURCE SPECIAL PRODUCTS INC.";1747582488;1747582706;;;;
"Joel Culpepper";"Poetic justice";"Poetic justice";"2021";"BELIEVE MUSIC";1747582706;1747582938;"https://www.deezer.com/track/1103499132";"https://open.spotify.com/track/2auhm5ElxJzxoKb9sCdN3r";;
"The Shacks";"Haze";"Birds";"2018";"BIG CROWN";1747582936;1747583074;"https://www.deezer.com/track/710632302";"https://open.spotify.com/track/6ZmqodRpxcz5pOJO453iyG";;
"Pat Kalla";"De l'air dans les mots";"Papa";"2024";"IRFAN, LE LABEL";1747583072;1747583322;"https://www.deezer.com/track/2980831181";"https://open.spotify.com/track/6rbJDBUxDyEjjGawoMJO4K";"https://music.apple.com/fr/album/papa/1767364498?i=1767364908&uo=4";
"Originals Orchestra";"ABC Rocksteady";"Wild and free";"2016";"DUB STORE RECORDS";1747583303;1747583467;;;;
"Lemuria";"Lemuria";"All I've Got to Give";"1978";"WORLDBLEND MUSIC";1747583464;1747583755;;"https://open.spotify.com/track/2spXajk1vEDEYkOudZgwU9";;
"John Martyn";"One world";"Certain surprise";"1978";"ISLAND";1747583743;1747583974;"https://www.deezer.com/track/2760149";;;
"Neil Young";"Greatest hits";"Down by the river";"1969";"REPRISE RECORDS";1747583970;1747584219;"https://www.deezer.com/track/732195";;;
"Etta Baker";"Blues guitar women";"One dime blues";"2005";"RUF RECORDS";1747584213;1747584305;"https://www.deezer.com/track/4327043";;"https://music.apple.com/fr/album/one-dime-blues/712168542?i=712169787&uo=4";
"Ekiti Sound";"Drum money";"Raindrops";"2023";"CRAMMED DISCS / EKITI SOUND";1747584301;1747584511;"https://www.deezer.com/track/2304523725";"https://open.spotify.com/track/0JfjonOpOx6KEr4NCm2Ic2";;
"J. Bernardt";"Running days";"The direction";"2017";"PLAY IT AGAIN SAM";1747584508;1747584750;"https://www.deezer.com/track/372833551";"https://open.spotify.com/track/2WDa0TIdBmf558Oi0lz9by";;
"Lael Neale";"Altogether stranger";"There from here";"2025";"SUB POP RECORDS";1747584749;1747584918;"https://www.deezer.com/track/3198802181";"https://open.spotify.com/track/0tHdHOzRDUJY5a4IqYkItq";;
"Akira Kosemura";"88 Keys";"Asymptote";"2021";"1631 RECORDINGS";1747584916;1747585071;"https://www.deezer.com/track/2805500852";"https://open.spotify.com/track/4xcJ8gMgwZb9xnlc1Y0GoY";;
"Ariane Moffatt";"Jouer";"Tina";"2025";"SIMONE RECORDS";1747585069;1747585308;"https://www.deezer.com/track/3234554631";"https://open.spotify.com/track/2gdufUhnPEoWd1LPcuK3aL";"https://music.apple.com/fr/album/tina/1796438605?i=1796438842&uo=4";
"Ojard";"Chorale - Reworks";"Albatros (Adrien Soleiman remix)";"2025";"MICHELLE MUSIC";1747585301;1747585498;;;;
"Doris Duke";"Dave Godin's Deep soul treasures Volume 4";"I don't care anymore";"1970";"KENT SOUL";1747585497;1747585686;"https://www.deezer.com/track/7810159";;;
"Trunks";"We dust";"What is fantasy";"2023";"IL MONSTRO";1747585682;1747585897;"https://www.deezer.com/track/2378452165";"https://open.spotify.com/track/1KwniPy11KinOglAZ6tdGq";;
"Jeff Mailfert";"Save my soul";"Save My Soul";"2025";"FOLK & FRIENDS";1747585890;1747586194;"https://www.deezer.com/track/3248222681";"https://open.spotify.com/track/57gEjoj3DcgzfQhfWGaAM8";"https://music.apple.com/fr/album/save-my-soul/1798311945?i=1798312329&uo=4";
"Angus And Julia Stone";"Down The Way";"Big jet plane";"2010";"Discograph";1747586192;1747586430;;;;
"Awa Ly";"Essence & elements";"Summer rain (relieves pressure)";"2025";"NAIVE";1747586428;1747586612;"https://www.deezer.com/track/3304424661";"https://open.spotify.com/track/4SDueVRe8pOUIHTLiH0fna";;
"Sven Wunder";"Natura morta";"Umber";"2021";"PIANO PIANO RECORDS";1747586610;1747586785;"https://www.deezer.com/track/2149427427";"https://open.spotify.com/track/73LqWW989wczusIg3cvrog";;
"Stevie Wonder";"The secret life of plants";"Power flower";"1979";"MOTOWN";1747586804;1747587135;"https://www.deezer.com/track/676012692";"https://open.spotify.com/track/7lUg8pGTS5p97bB5eB5nPc";;
"Joesef";"Think that I don't need your love";"Think that I don't need your love";"2020";"BOLD CUT / AWAL RECORDING";1747587134;1747587355;"https://www.deezer.com/track/1875133057";"https://open.spotify.com/track/1vFOdLRFuiz5K2pZ7UggOJ";;
"Max Romeo";"Horror zone";"Scammer jammers";"2016";"NU ROOTS RECORDS";1747587351;1747587599;"https://www.deezer.com/track/127763441";"https://open.spotify.com/track/0MIvjS6w6m3TDfxl2On1iQ";;
"Nnenna Freelon";"Beneath the skin";"Dark and lovely";"2025";"ORIGIN RECORDS";1747587701;1747587938;"https://www.deezer.com/track/3187287551";"https://open.spotify.com/track/7bKnhhx9spNVHovrH6XZOv";;
"EYAL VILNER";"";"EYAL VILNER / CHICKEN AN' DUMPLINGS";"";"";1747587937;1747588131;;;;
"Jack Teagarden";"Think Well Of Me";"Old Folks";"1962";"VERVE REISSUES";1747588130;1747588297;"https://www.deezer.com/track/1504881142";"https://open.spotify.com/track/4Z3m0y8assp0hryHcoeruo";"https://music.apple.com/fr/album/old-folks/1669272815?i=1669272823&uo=4";
"Leila Olivesi";"Astral";"Portrait";"2022";"ATTENTION FRAGILE";1747588296;1747588592;;;;
"TERRI LYNE CARRINGTON";"";"TERRI LYNE CARRINGTON / DRIVA' MAN";"";"";1747588591;1747589084;;;;
"Max Roach";"Members don't git weary";"Abstrutions";"1968";"RHINO ATLANTIC";1747589084;1747589302;"https://www.deezer.com/track/3084017";"https://open.spotify.com/track/17YA3dYjQJiLfqic07i3cf";"https://music.apple.com/fr/album/abstrutions/310537691?i=310537735&uo=4";
"Eddy Louiss";"Louissiana";"Tout piti";"1995";"INITIAL";1747589300;1747589570;;;;
"Emmanuel Bex";"Eddy m'a dit";"Les mots de Bernard Lubat 1";"2025";"PeeWee !";1747589314;1747589325;"https://www.deezer.com/track/3201893201";"https://open.spotify.com/track/3uEpHgnbQ2W5VOdkm10KnX";;
"Pierre Louiss";"Pierre Louiss / Creole Swing But Sweet";"Tu peux compter sur moi";"1965";"FREMEAUX & ASSOCIES";1747589569;1747589743;"https://www.deezer.com/track/202614";;;
"Emmanuel Bex";"Eddy m'a dit";"La biguine";"2025";"PeeWee !";1747589740;1747589939;"https://www.deezer.com/track/3201893151";"https://open.spotify.com/track/0WVmC8pfevdqK6wL70YnfP";"https://music.apple.com/fr/album/la-biguine/1796353655?i=1796353993&uo=4";
"Jimmy Mac Griff";"The worm";"Keep Loose";"1968";"BLUE NOTE";1747589939;1747590291;;;;
"Adrian Younge";"Adrian Younge presents : Something about April III";"Poxa meu amor (feat. Ceu)";"2025";"LINEAR LABS";1747590289;1747590462;;;;
"Oscar Brown, Jr.";"Finding A New Friend";"Manha de carnaval";"1965";"VERVE REISSUES";1747590459;1747590687;;;;
"Yotam Silberstein";"Standards / Vol. 2";"The girl next door";"2025";"JOJO";1747590686;1747590955;"https://www.deezer.com/track/3215338051";"https://open.spotify.com/track/3ZXX5svGl3yOcm9tZmzd3N";;
"Oscar Peterson";"Busting out with the all star big band ! (HD remastered)";"West Coast blues";"1962";"REBORN RECORDINGS";1747590954;1747591194;"https://www.deezer.com/track/1017455572";;;
"BEN E KING";"Top de la pub";"STAND BY ME";"1961";"BMG";1747591193;1747591370;"https://www.deezer.com/track/568487692";;;
"LOUIS GARREL / LOUIS LEPRINCE RINGUET";"";"LOUIS GARREL / LOUIS LEPRINCE RINGUET / AS TU DEJA AIME ?";"";"";1747591425;1747591584;;;;
"Nick Drake";"Bryter Layter";"Bryter layter";"1970";"";1747591583;1747591781;"https://www.deezer.com/track/2435239245";;;
"ERWAN KEPOA FALE";"";"ERWAN KEPOA FALE / CONCHIGLIE";"";"";1747591647;1747591728;;;;
"Bo/Lola";"Le cinéma de Michel Legrand";"Lola: Roland rêve";"1961";"POLYGRAM";1747591728;1747591861;;;;
"Bo/Lola";"Le cinéma de Michel Legrand";"Lola: Chanson de Lola";"1960";"POLYGRAM";1747591820;1747591952;;;;
"ALAIN BARRIERE";"";"ALAIN BARRIERE / ELLE ETAIT SI JOLIE";"";"";1747591950;1747592175;;;;
"ANTON BRUCKNER";"";"ANTON BRUCKNER / SYMPHONIE N°8";"2009";"";1747592175;1747592430;;;;
"HELMUT BERGER";"";"HELMUT BERGER / LES DAMNES";"";"";1747592243;1747592419;;;;
"Bo/Les Bien Aimes";"BOF / Les bien-aimes";"Ici Londres";"2011";"WHY NOT PRODUCTIONS";1747592418;1747592605;;;;
"The Durutti Column";"The best of the Durutti Column";"Sketch for summer";"1980";"WARNER";1747592602;1747592777;"https://www.deezer.com/track/432145262";;"https://music.apple.com/fr/album/sketch-for-summer/1318514484?i=1318514485&uo=4";
"The Sugarcubes";"";"Birthday";"1988";"";1747592705;1747592871;"https://www.deezer.com/track/2629557212";"https://open.spotify.com/track/0WSTUuw7gP80yTcEkL7oXc";;
"NIRVANA";"";"NIRVANA / FLOYD THE BARBER";"";"";1747592868;1747593032;;;;
"JULIAN LAGE GROUP";"Gladwell";"Freight train";"2011";"UNIVERSAL MUSIC";1747593031;1747593158;"https://www.deezer.com/track/10347488";"https://open.spotify.com/track/11RM8fqybqLJ99hhHhxulM";;
"ANNE SYLVESTRE";"";"ANNE SYLVESTRE / LES GENS QUI DOUTENT";"";"";1747593088;1747593345;;;;
"Alexandre Tharaud";"Jean Sébastien Bach : Concertos italiens";"Concerto en ré min BWV 974 : Allegro - pour piano";"2005";"Harmonia Mundi";1747593681;1747593830;;;;
