"Artist";"Album";"Song";"Year";"Label";"start";"end";"itunes";"deezer";"spotify";"youtube"
"Stonewall Jackson";"The essential Stonewall Jackson";"That's all this old world needs";"1971";"COLUMBIA NASHVILLE LEGACY";1724016334;1724016464;;;;
"Morning Star";"My place in the dust";"Peace beyond all ages";"2001";"MICROBE";1724016470;1724016663;;"https://www.deezer.com/track/222690";"https://open.spotify.com/track/1CB26aSr4aTaHT1jUWXEUN";
"Thelonious Monk";"Genius of modern music volume 1";"In walked Bud";"1947";"BLUE NOTE";1724016661;1724016834;;"https://www.deezer.com/track/2612882912";;
"Stacey Kent";"In love again";"My heart stood still";"2002";"CANDID";1724016833;1724017005;;;;
"Julie Fuchs";"Yes !";"L'opéra de quat' sous (Die Dreigroschenoper) : La complainte de Mackie-le-surineur (Acte I)";"2015";"DEUTSCHE GRAMMOPHON";1724017010;1724017157;;;;
"The Marvelettes";"Forever more : the complete Motown albums / Vol.2";"Message to Michael";"1967";"MOTOWN";1724017156;1724017341;"https://music.apple.com/fr/album/message-to-michael/1444114287?i=1444114295&uo=4";;"https://open.spotify.com/track/7xGeM7ITK2lu8Q96DUFBa2";
"Cousin Kula";"Vitamin D";"Softest touch";"2024";"RHYTHM SECTION ITNL.";1724017339;1724017587;;;"https://open.spotify.com/track/0HeLndCKmRUIqoWNmMwDVA";
"Tommy Guerrero";"Perpetual";"Throwing stones at the moon";"2015";"GRAND PALAIS";1724017586;1724017820;;"https://www.deezer.com/track/107656792";"https://open.spotify.com/track/2FxvAC9pmyhqvyUoEWM98S";
"Y La Bamba";"Ojos del sol";"Libre";"2016";"TENDER LOVING EMPIRE";1724017819;1724018028;"https://music.apple.com/fr/album/libre/1126835803?i=1126836334&uo=4";;"https://open.spotify.com/track/58a6o4geiW4tYisbvelEdp";
"Cal Tjader";"Jazz dance classics volume three";"Ran kan kan";"1971";"LUV N HAIGHT";1724018027;1724018206;;;;
"Grupo Canalon";"Sofrito : International soundclash (promo)";"La zorra y el perol";"2012";"STRUT";1724018206;1724018491;;;;
"The Chordettes";"The best of the Chordettes";"Zorro";"1955";"RHINO RECORDS";1724018509;1724018622;;;;
"Henri Salvador";"Zorro est arrivé";"Zorro est arrivé (Along came Jones)";"1964";"RIGOLO";1724018619;1724018785;;;;
"Benjamin Booker";"Witness";"Overtime";"2017";"ATO RECORDS";1724018782;1724019024;"https://music.apple.com/fr/album/overtime/1211268654?i=1211269256&uo=4";;"https://open.spotify.com/track/5GsAmYj48qPhfPnOwqYYwS";
"Booker T & The Mg'S";"Sound the alarm";"All over the place (Feat. Luke James)";"2013";"STAX";1724019019;1724019224;;;;
"Alex Beaupain";"BOF / Les rois de la piste";"Les rois de la piste : Casino";"2024";"SCREENING ROOM";1724019230;1724019359;;;;
"Lalo Schifrin";"Hi-fi party!";"Danube incident";"1968";"MOTOR";1724019356;1724019468;;"https://www.deezer.com/track/129309962";;
"J. Bernardt";"Taxi / Matter of time";"Taxi";"2024";"PLAY IT AGAIN SAM";1724019467;1724019669;;"https://www.deezer.com/track/2660911182";"https://open.spotify.com/track/3nhWd97E1zDTErm6AJCqJn";
"Bjork";"Vespertine";"Cocoon";"2001";"BARCLAY";1724019669;1724019936;;;"https://open.spotify.com/track/7sZHiFxzN3v7uTeC3BvxHX";
"Camelia Jordana";"Facile fragile";"SOS Méditerranée";"2020";"PLAY TWO";1724019941;1724020028;;;;
"Blanka";"Flares";"Alone";"2020";"NOWADAY RECORDS";1724020028;1724020175;;"https://www.deezer.com/track/1045511672";"https://open.spotify.com/track/0GTi8RfiQSpz4K0dSA8AWm";
"Amy Winehouse";"Frank / CD (Bonus - Live)";"Moody's mood for love";"2008";"ISLAND";1724020174;1724020382;;;;
"Lee Perry";"King Perry";"The person I am";"2024";"FALSE IDOLS";1724020385;1724020620;;;;
"UB40";"Signing off";"I think it's going to rain again";"1980";"VIRGIN";1724020618;1724020840;;;;
"The Coasters";"I smell a rat - Early black rock'n roll 1949-1959";"Three cool cats";"1959";"HAZELWOOD RE";1724020836;1724020981;;;;
"Fever Exploration";"Veronica";"Veronica";"1968";"MERCURY";1724020980;1724021169;;;;
"Veronique Sanson";"Le maudit";"On m'attend là-bas";"1974";"WEA";1724021166;1724021418;"https://music.apple.com/fr/album/on-mattend-l%C3%A0-bas/39281409?i=39281440&uo=4";;;
"Gary Clark Jr";"Blak and blu";"Next door neighbor blues";"2012";"WARNER";1724021417;1724021593;;;;
"Bacao Rhythm & Steel Band";"BRSB";"Hazy memories";"2024";"BIG CROWN RECORDS";1724021592;1724021811;;"https://www.deezer.com/track/2540888931";"https://open.spotify.com/track/1nIXmSFxhwt00yHw2x6LJ9";
"Hugh Masekela";"The boy's doin' it";"A song for Brazil";"1976";"VERVE";1724021810;1724022053;;;;
"Robert Wyatt";"Comicopera";"A beautiful war";"2007";"DOMINO";1724022071;1724022223;"https://music.apple.com/fr/album/a-beautiful-war/263673621?i=263674959&uo=4";;"https://open.spotify.com/track/1vqNVdit0ifcYS42Rj8iYo";
"Roland Pontinen";"Oeuvres pour piano de Bach à Satie / Piano Rhapsody";"Amarcord improvisation - pour piano";"2013";"BIS";1724022220;1724022366;;;;
"Francoiz Breut";"Ode aux vers";"Ode aux vers";"2024";"6T2";1724022365;1724022517;;"https://www.deezer.com/track/2700878622";"https://open.spotify.com/track/5RcCYwnaWSNkDDLfosDpmE";
"Charlotte Adigery & Bolis Pupul";"Thank you";"Thank you";"2021";"DEEWEE";1724022513;1724022864;;;;
"Thierry Durbet";"Le-tan alexis & jess / Space oddities";"Systéme 80";"1981";"PERMANENT VACATION";1724022868;1724023089;;;;
"Jackson 5";"Dancing machine";"Whatever you got, i want";"1974";"UNI - MOTOWN";1724023088;1724023258;;"https://www.deezer.com/track/79980318";;
"Ny anjarasoa";"Alefa Madagascar !";"Mahonena";"2019";"STRUT RECORDS";1724023252;1724023458;;"https://www.deezer.com/track/684499102";"https://open.spotify.com/track/4Mi5xHafWIw16qopYObbg5";
"Baxter Dury";"Prince of tears";"Almond milk";"2017";"HEAVENLY RECORDINGS";1724023454;1724023557;;"https://www.deezer.com/track/421044492";"https://open.spotify.com/track/2CJet5FUCJTYLlLXXPvanA";
"Pierre Henry";"Messe pour le temps present / Le voyage";"Teen tonic";"1967";"PHILIPS";1724023563;1724023730;;;;
"Francoise Hardy";"Françoise Hardy";"Oh oh cheri";"1962";"VOGUE";1724023730;1724023862;;"https://www.deezer.com/track/540005";"https://open.spotify.com/track/0SDEi2w2vSb1pTtkgoApk2";
"Tippie & The Clovers";"Compil./ Before they were hits/vol.2";"Bossa nova baby";"1962";"TRIPLE CROWN";1724023862;1724023983;;"https://www.deezer.com/track/654774812";;
"Roge";"Existe uma voz";"Pra vida";"2022";"DIAMOND WEST RECORDS";1724023984;1724024193;;"https://www.deezer.com/track/1831085367";"https://open.spotify.com/track/7nFGfk2Wzp5hcSuMrdNKql";
"Stephen Ulrich";"Music from this American life";"Rinse cycle";"2023";"BARBES RECORDS";1724024192;1724024353;;;"https://open.spotify.com/track/1k5zKbmWut7i2FKF2X50ck";
"Joy Crookes";"Skin";"Feet don't fail me now";"2021";"SONY MUSIC";1724024351;1724024550;;;"https://open.spotify.com/track/1GVkrFVc94CTjm9bdSmGjp";
"Brittany Davis";"Image issues";"Fallout";"2024";"LOOSEGROOVE RECORDS";1724024548;1724024833;;;"https://open.spotify.com/track/6sTMxuCtGpTV9lAImUV6Ed";
"The Heliocentrics";"Vibrations / World 04 / It's a psychedelic world";"A world of mask";"2011";"VIBRATIONS";1724024833;1724025102;;;;
"Jon Lucien";"Love everlasting";"Lady love";"1973";"BMG";1724025102;1724025399;;"https://www.deezer.com/track/13203051";"https://open.spotify.com/track/7ihfmODYQtDTeTI84QK7zF";
"Meshell Ndegeocello";"Cookie: The anthropological mixtape";"Hot night";"2002";"MAVERICK";1724025383;1724025658;;;"https://open.spotify.com/track/55nvHQH93EBo14THvjnTAD";
"Hans Zimmer";"BOF / Pour le pire et pour le meilleur";"Pour le pire et pour le meilleur : As good as it gets";"1998";"COLUMBIA";1724025664;1724025749;;;;
"Skeeter Davis";"Bof/Une vie volee";"The end of the world";"1963";"MILAN";1724025747;1724025904;;;;
"Bella White";"Among other things";"Among Other Things";"2023";"ROUNDER RECORDS";1724025904;1724026081;;"https://www.deezer.com/track/2238325597";"https://open.spotify.com/track/1wPvpaJxpkFN1iUWqaGa6u";
"Liam Bailey";"Zero grace";"Light up the darkness";"2024";"BIG CROWN RECORDS";1724026080;1724026316;;"https://www.deezer.com/track/2525489031";"https://open.spotify.com/track/1VNaYZ5djRUnDCenV5B4FK";
"Etta Baker";"Railroad Bill";"Browns boogie";"1999";"MUSIC & MAKER";1724026325;1724026475;;"https://www.deezer.com/track/1649756322";"https://open.spotify.com/track/75OChytSTkZbUir4KjiSH3";
"The Gaslamp Killer";"Legna";"She's coming";"2023";"CUSS RECORDS";1724026475;1724026668;;;"https://open.spotify.com/track/332nYYEc3lxSwK80DKZfIz";
"Natacha Atlas";"Myriad road";"Nafs el hikaya";"2015";"DECCA RECORDS";1724026667;1724026907;;"https://www.deezer.com/track/110152032";"https://open.spotify.com/track/2dniQBHBVO3J6HHYG3dGyY";
"Johnny Hartman";"Live at Sometime";"Sometimes I'm happy";"1978";"TRIO";1724026906;1724027039;;;;
"Camille Berthollet";"Series";"The Simpsons theme";"2021";"WARNER CLASSICS";1724027040;1724027122;;;;
"Voyou";"Enfin";"Enfin";"2023";"A+LSO";1724027121;1724027259;;;"https://open.spotify.com/track/6jmpD67QFElrlSaMSpe7LQ";
"Cautious Clay";"Karpeh";"Ohio";"2023";"BLUE NOTE";1724027258;1724027428;;"https://www.deezer.com/track/2289445345";"https://open.spotify.com/track/2yyM5THIv0BU4Jo1twbXaL";
"Vampire Weekend";"Vampire weekend";"Oxford comma";"2008";"XL RECORDS";1724027427;1724027624;;;"https://open.spotify.com/track/0ful4PHfTIxzXiZSZsXQ0H";
"The Sure Fire Soul Ensemble";"The sure fire soul ensemble";"Passing clouds";"2015";"COLEMINE RECORDS";1724027635;1724027864;;"https://www.deezer.com/track/608264072";"https://open.spotify.com/track/04uqDhzxkuwHmQ2QgPKge8";
"Julia, Julia";"Derealization";"I want you";"2022";"SUICIDE SQUEEZE";1724027862;1724028046;;"https://www.deezer.com/track/2455963645";"https://open.spotify.com/track/4TZjTFkZS9HUHrcEBHYqKE";
"Davy Graham";"Folk, blues & beyond...";"Don't think twice it's all right";"1965";"MOSAIC MUSIC DISTRIBUTION";1724028046;1724028212;;;;
"This Is The Kit";"Moonshine freeze";"All written out in numbers";"2017";"ROUGH TRADE RECORDS";1724028212;1724028498;;"https://www.deezer.com/track/375846721";"https://open.spotify.com/track/0CqkfMbERgRIp6jxbLz1fL";
"Dumka";"Folklores";"Choro Jane";"2024";"KLARTHE RECORDS JAZZ";1724028497;1724028698;;"https://www.deezer.com/track/2534094631";"https://open.spotify.com/track/0cEd9SUSiSY5ddCd0SqSb6";
"Céu";"Tropix";"Perfume do invisivel";"2016";"657036123526";1724028698;1724029004;;"https://www.deezer.com/track/119237918";"https://open.spotify.com/track/0jfoe5uRleBkZStqvp1iKK";
"Wouf Wouf";"Dehors";"Télétravail";"2023";"BONBONBON";1724029003;1724029163;;"https://www.deezer.com/track/2528079121";"https://open.spotify.com/track/0mQTO2NhLuWzOfchhO4N6l";
"Twit One";"Teenwolf";"Dommm";"2023";"MUTOMBO RECORDS";1724029188;1724029342;;"https://www.deezer.com/track/1974938777";"https://open.spotify.com/track/44ZQ1Guq83mEx7REOyTmsK";
"The Emotions";"Flowers (Bonus Track Version)";"Flowers";"1976";"LEGACY RECORDINGS";1724029342;1724029606;;"https://www.deezer.com/track/78390484";"https://open.spotify.com/track/7BngbNGLogotcTM0PSvnYB";
"Gystere";"A little story";"Peace";"2020";"SODASOUND";1724029604;1724029749;;;"https://open.spotify.com/track/3FNdlgHieERSltfWKkARhu";
"Metronomy";"Heartbreaker (version française)";"Heartbreaker (version française)";"2018";"BECAUSE MUSIC";1724029748;1724029994;;;;
"Bloom Bat";"Honeist weirdo";"Odd friends";"2024";"AUTOPRODUCTION";1724029996;1724030152;;"https://www.deezer.com/track/2608379672";"https://open.spotify.com/track/4MWJzo57x1QoGCJOjfVfYS";
"Jimmy Cliff";"Bof / The harder they come";"You can get it if you really want";"1972";"ISLAND";1724030150;1724030309;;;"https://open.spotify.com/track/1Pao4DTLMB4gJPTnqmLgSQ";
"Tanika Charles";"Papillon de nuit";"Paintbrush and a palette";"2022";"RECORD KICKS";1724030306;1724030508;;"https://www.deezer.com/track/1646257172";"https://open.spotify.com/track/5HHDwlyQP6BPmtsKjb6Fne";
"Gretchen Parlato & Lionel Loueke";"Lean in";"Muse";"2023";"EDITION RECORD";1724030507;1724030792;;;;
"Oan Kim & The Dirty Jazz";"Rebirth of innocence";"Crime jazz";"2024";"ARTWORK RECORDS / PIAS";1724030796;1724031031;;;;
"Ornette";"Crazy";"Phone call";"2012";"DISCO";1724031028;1724031210;;"https://www.deezer.com/track/63100138";"https://open.spotify.com/track/4XI2dA7HuQKgkff78n7Yc7";
"Lea Lu";"I call you";"Horses (feat. Daniela Sarda)";"2021";"LL RECORDS";1724031208;1724031397;;;;
"Leyla McCalla";"Vari-colored songs : A tribute to Langston Hughes";"Mesi bondye";"2013";"DIXIEFROG";1724031392;1724031535;;"https://www.deezer.com/track/70750023";"https://open.spotify.com/track/25r7HAF0LWGvnIUeQ3d1CU";
"Cyro Delvizio";"Francisco Mignone : 12 études pour guitare";"12 Etudes pour guitare : 6. Assai vivo";"2022";"DA VINCI CLASSICS";1724031534;1724031682;;;;
"Sainte Lucie";"Merci et remercie";"Une pizza";"2023";"LA SOUTERRAINE";1724031681;1724031716;;;"https://open.spotify.com/track/2g2Vx6uCC7j3Oy6pr4Fg4f";
"John Milk";"Don't blame the hammer";"Don't blame the hammer";"2021";"UNDERDOG RECORDS";1724031715;1724031933;;;"https://open.spotify.com/track/1QcP7EpCRtuHwcfaqAOPGy";
"Adam Green";"Sixes & sevens";"Tropical Island";"2008";"ROUGH TRADE RECORDS";1724031931;1724032072;;;"https://open.spotify.com/track/0EtbKkP7CxPxiipNU1TzhO";
"Cochemea Gastelum";"MostLa I";"You're so good to me";"2013";"ALMOST";1724032071;1724032314;;;;
"Lena Horne & Gabor Szabo";"Lena Horne & Gabor Szabo";"Something";"1970";"CHERRY RED RECORDS";1724032312;1724032501;;;;
"Men I Trust";"Girl";"Girl";"2022";"INDEPENDENT";1724032501;1724032704;;"https://www.deezer.com/track/1939787497";"https://open.spotify.com/track/1wQBI2DEYltF2XlKs07D7G";
"Itzhak Ventura";"Doosh doosh";"Doosh doosh";"2024";"RAW TAPES";1724032721;1724032933;;"https://www.deezer.com/track/2635697892";"https://open.spotify.com/track/6R8AwUkSPLY8SfFyTU8Q87";
"Oko Ebombo";"Ordinary people";"Ordinary people";"2023";"MOKILI";1724032931;1724033270;;;"https://open.spotify.com/track/4gXYXY7jh6GXqlvB3j8WzZ";
"Visage";"Les années new  wave";"Fade to grey";"1980";"POLYGRAM";1724033264;1724033501;;;"https://open.spotify.com/track/3yobQNuKVJ62WDU7h725Fu";
"Dennis Bovell";"Brain damage";"Bettah";"1981";"FONTANA";1724033497;1724033687;;"https://www.deezer.com/track/1791544107";"https://open.spotify.com/track/1waizUvdOqBUn6GSuomtkP";
"Okvsho";"A place between us";"""""Okusho""""";"2024";"CURRENT MOVES";1724033687;1724033901;;;;
"Ici Et Lui";"Punk prodige";"Filer à l'anglaise";"2017";"LES DISQUES D'EN FACE";1724033901;1724034062;;"https://www.deezer.com/track/349807861";;
"Geraint Watkins";"Moustique";"Keep On";"2014";"GOLD TOP";1724034061;1724034294;;"https://www.deezer.com/track/75304971";"https://open.spotify.com/track/3buC8A2HKGlwtWNuX72UCy";
"The Arcs";"Electrophonic chronic";"Keep on dreamin'";"2022";"EASY EYE SOUND";1724034294;1724034556;;;"https://open.spotify.com/track/7oeLY4eOWi6weLBqTWH0Rc";
"The Vampires Sound Incorporation";"Bof / Vampyros lesbos / Franco / Hubler";"Necronomania";"1971";"CRIPPLED DICK HOT WAX";1724034555;1724034683;;;;
"Led Zeppelin";"Long box";"Your time is gonna come";"1969";"ATLANTIC";1724034682;1724034931;;;;
"Thee Sinseers";"Sinseerly yours";"Hold on";"2024";"COLEMINE RECORDS";1724034928;1724035211;;"https://www.deezer.com/track/2581056322";"https://open.spotify.com/track/2SQvpMc2Eyl3LKfYYUIHkB";
"Noname";"Sundial";"Gospel ? (feat. $ilkmoney, Billy Woods & Stout)";"2023";"AWAL RECORDINGS AMERICA";1724035211;1724035427;;;;
"Martha Argerich";"Martha Argerich interprète des oeuvres pour piano 2 pianos et piano 4 à mains";"Réminiscences de Don Juan S 656 : Presto - arrangement pour 2 pianos de la pièce pour piano S 418";"2009";"EMI";1724035426;1724035637;;;;
"Charles Level";"Tchic tchic french bossa nova 1963 1974";"Un enfant café au lait";"1971";"BORN BAD";1724035623;1724035821;;;;
"Jorge Ben";"Ben Jorge/Personalidade";"Por causa de Você, menina / Chove chuva / Mas que nada";"1973";"PHILIPS";1724035821;1724036067;;;;
"The Sindecut";"Soldier (Tyke remix)";"Soldier (Tyke remix)";"2023";"TRU THOUGHTS";1724036065;1724036290;;"https://www.deezer.com/track/2483415341";;
"Mike Reed";"The separatist party";"Our own love language";"2023";"WE JAZZ";1724036296;1724036539;;;"https://open.spotify.com/track/0GHXJWLutppXscgeV1MrYT";
"Madeleine Peyroux";"Bare bones";"Instead";"2009";"ROUNDER RECORDS";1724036538;1724036845;;"https://www.deezer.com/track/2799878";"https://open.spotify.com/track/29QksJV1n13inzZ2F6iNSP";
"Can";"Soundtracks";"She brings the rain";"1970";"SPOO";1724036843;1724037089;"https://music.apple.com/fr/album/she-brings-the-rain/711445127?i=711445220&uo=4";;;
"5 Gentlemen";"5 Gentlemen Tendres Années 60";"Oublie-moi";"1966";"UNIVERSAL MUSIC DIVISION BARCLAY";1724037089;1724037268;;"https://www.deezer.com/track/6169851";;
"Sound Dimension";"Mojo rocksteady beat";"Ironside";"1970";"SOUL JAZZ RECORDS";1724037270;1724037433;;;;
"Jimi Tenor";"My mind";"My mind (Single edit)";"2024";"PHILOPHON";1724037432;1724037692;;;;
"Orchestra Baobab";"Tribute to Ndiouga Dieng";"Natalia";"2017";"WORLD CIRCUIT LTD.";1724037691;1724037887;;"https://www.deezer.com/track/704063932";"https://open.spotify.com/track/1Bp65TLvBK3RQ20czA8hIo";
"Mac Demarco";"This old dog";"A wolf who wears sheeps clothes";"2017";"CAPTURED TRACKS";1724037887;1724038045;;;"https://open.spotify.com/track/5Bc2A2xlkRhe3POKAFo1Rg";
"Merryn Jeann";"Dog beach";"Talking to angels";"2024";"RESCUE / RETURN RECORDS";1724038053;1724038287;;"https://www.deezer.com/track/2621444022";"https://open.spotify.com/track/5EGmBN3AfarmKx6IgzoQBH";
"John Barry";"The best of john barry - themeology";"The persuaders theme (Amicalement Votre)";"1972";"COLOMBIA";1724038286;1724038411;;;;
"Fairport Convention";"What we did on our holidays";"Tale in hard time";"1969";"ISLAND";1724038410;1724038614;;"https://www.deezer.com/track/886564";"https://open.spotify.com/track/6gFC3Hvwm4k1aBFdWfnpgZ";
"Juniore";"Marabout";"Cavalier solitaire";"2015";"LE PHONOGRAPHE";1724038612;1724038839;;"https://www.deezer.com/track/2781404962";"https://open.spotify.com/track/2bzjBsC7n9ygynKXmHwQK4";
"DJ Shadow";"Nobody speak (feat. Run The Jewels)";"Nobody speak (feat. Run The Jewels)";"2016";"BELIEVE RECORDINGS";1724038838;1724039032;;;;
"Karolina";"All rivers";"No mo me (feat. Nitai Hershkovits)";"2022";"TRU THOUGHTS";1724039032;1724039222;;;;
"Bryony Jarman-Pinto";"Feel those things / Riverside";"Feel those things (instrumental)";"2024";"TRU THOUGHTS";1724039221;1724039483;;;;
"Sister Rosetta Tharpe";"Complete Sister Rosetta Tharpe / Intégrale  vol.3 / 1947-1951";"Everybody's gonna have a wonderful time up there";"1947";"FREMEAUX ET";1724039480;1724039640;;;;
"Johnny Cash";"The man in black - the definitive collection";"I walk the line";"1956";"LEGACY";1724039639;1724039791;;;;
"Hayseed Dixie";"Golden shower of hits!!";"Walk this way";"2009";"COOK";1724039791;1724040046;;"https://www.deezer.com/track/134828240";;
"Vumbi Dekula";"Congo guitar";"Afro blues";"2023";"HIVE MIND RECORDS";1724040055;1724040266;;"https://www.deezer.com/track/2668830202";"https://open.spotify.com/track/36W12F4uxi8UL0vfdGp8dv";
"And Also The Trees";"Mother of pearl moon";"Valdrada";"2024";"AND ALSO THE TREES";1724040264;1724040434;;"https://www.deezer.com/track/2654035862";"https://open.spotify.com/track/7Fw1cmRWxeIyI2il0RIcXY";
"Watchglass";"Beautiful dust";"How will you know me ?";"2023";"DUCHESS STUDIOS";1724040433;1724040643;;;;
"Martian Subculture";"Bank prologue";"A hallway, but on Mars";"2022";"22TWENTY";1724040638;1724040941;;;;
"Pierre Louki";"Entre 15h 1/4 et 15h16";"Entre 15h 1/4 et 15h16";"1969";"CBS";1724040948;1724041056;;;;
"Thelonious Monk";"Solo Monk";"I'm confessin' (that I love you)";"1964";"";1724041053;1724041209;;"https://www.deezer.com/track/143359730";"https://open.spotify.com/track/6kLp24Op7cOu8iQkU46sBv";
"79.5";"Dear Sunny";"My dream";"2021";"BIG CROWN RECORDS";1724041207;1724041408;;"https://www.deezer.com/track/1002209622";;
"Joao Gilberto";"Amoroso/Brasil";"Tin Tin Por Tin Tin";"1977";"WB";1724041406;1724041622;;"https://www.deezer.com/track/7711335";"https://open.spotify.com/track/54nMyXP7zFHWc2nrThkZ6v";
"Michael Spyres";"A fool for love/ Michael Spyres interprète des airs d'opéras";"Werther : Pourquoi me reveiller (acte III) air de Werther";"2011";"DELOS";1724041628;1724041794;;;;
"Her Space Holiday";"The Young Machines Remixed";"Meet the pressure (blockhead remix)";"2004";"WICHITA RECORDINGS";1724041793;1724042014;;;"https://open.spotify.com/track/33dD0A3KT07VBkwNmKrH9b";
"Wendy & Bonnie";"Genesis";"I realized you";"1968";"SUNDAZED MUSIC";1724042011;1724042238;;"https://www.deezer.com/track/416345622";;
"Jim Morrison";"An american prayer";"Ghost song";"1978";"ELEKTRA";1724042234;1724042402;;;"https://open.spotify.com/track/5XTdMVT5i5qcfyTXWxhxVZ";
"Faye Webster";"Underdressed at the symphony";"Underdressed at the symphony";"2024";"SECRETLY CANADIAN";1724042403;1724042613;;"https://www.deezer.com/track/2545643611";"https://open.spotify.com/track/2WjEUnzuDhwlFpp9epgtrW";
"Orchestre Contemporain De Londres";"BOF / Phantom thread";"House of Woodcock";"2017";"NONESUCH";1724042609;1724042840;;;;
"Don Leisure & Amanda Whiting";"Beyond the midnight sun";"Walk with us";"2023";"FIRST WORD";1724042838;1724043056;;;;
"Claude Nougaro";"Grand angle sur Nougaro";"Le jazz et la java";"1962";"MERCURY";1724043050;1724043194;;"https://www.deezer.com/track/1101582";;
