"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Sade";"Diamond life";"Hang on to your love";"1984";"EPIC";1752501217;1752501577;"https://www.deezer.com/track/1030651912";;;
"Sergio Mendes";"Compilation / Fip Brazil";"Oba-la-la";"1961";"WAGRAM MUSIC";1752501570;1752501716;"https://www.deezer.com/track/120578402";"https://open.spotify.com/track/4pfRWHFnwESeIjsavYQf9J";;
"Charles Aznavour";"Jazz'navour";"Ce sacré piano";"1998";"EMI";1752501715;1752501941;"https://www.deezer.com/track/89313283";"https://open.spotify.com/track/7trAytwUvNm9CmkqxXTEAH";;
"Fraser Anderson";"Little glass box";"Never know";"2014";"MEMBRAN INTERNATIONAL";1752501938;1752502202;"https://www.deezer.com/track/92583878";;;
"Shintaro Sakamoto";"Let's Dance Raw";"Birth of the super cult";"2016";"OTHER MUSIC RECORDINGS";1752502197;1752502442;"https://www.deezer.com/track/3016049501";;;
"The Hawaiian Beachcombers";"Éternal Hawaï";"Oahu wahine";"1965";"MODE";1752502437;1752502579;"https://www.deezer.com/track/105624264";;;
"Cosmic Analog Ensemble";"Les grandes vacances (Bonus version)";"Le dictionnaire des sentiments";"2024";"JAKARTA";1752502572;1752502705;"https://www.deezer.com/track/3504584071";"https://open.spotify.com/track/3wZEITT1HsGyRfeMO1YBsL";;
"Sylvia";"Sweet stuff";"I can't help it";"1967";"WEWANTSOUNDS";1752502703;1752502910;;;;
"Rare Silk";"Storm";"Storm";"1985";"EMOTIONAL RESCUE";1752502907;1752503231;"https://www.deezer.com/track/65254883";"https://open.spotify.com/track/1cotJPbhAMOdrGqwi4BBEL";;
"Xpress Point";"Been remindin’ me";"Gregory";"2024";"ENERGY EXCHANGE RECORDS";1752503229;1752503445;"https://www.deezer.com/track/2999213421";"https://open.spotify.com/track/2fTxdkF3PEbRHqloKeb2x8";"https://music.apple.com/fr/album/gregory/1769036135?i=1769036609&uo=4";
"Sandii";"Eating pleasure";"Drip dry eyes";"1980";"ALFA MUSIC";1752503444;1752503817;"https://www.deezer.com/track/1047043362";;"https://music.apple.com/fr/album/drip-dry-eyes/1528290495?i=1528290498&uo=4";
"Minyo Crusaders";"Tour of Japan";"Haiya bushi";"2025";"180G";1752503812;1752504166;"https://www.deezer.com/track/2546088492";;;
"Omerta";"Collection particuliere";"Air instrumental";"2023";"ZAMZAMREC";1752504165;1752504275;"https://www.deezer.com/track/2159747847";"https://open.spotify.com/track/4aROjW77iJYNhxKHjQou84";;
"Guy Blackman";"Out of sight";"Always gonna love you more";"2025";"CHAPTER MUSIC";1752504273;1752504411;"https://www.deezer.com/track/3209723921";"https://open.spotify.com/track/7n7Jr4ICNaWtZ5bXmeE6FK";"https://music.apple.com/fr/album/always-gonna-love-you-more/1793570687?i=1793571297&uo=4";
"The Alan Parsons Project";"The definitive collection";"I wouldn't want to be like you";"1977";"ARISTA";1752504409;1752504610;"https://www.deezer.com/track/366372921";"https://open.spotify.com/track/4sCCZW0ezEPAexAidFsoVm";"https://music.apple.com/fr/album/i-wouldnt-want-to-be-like-you/216345401?i=216345965&uo=4";
"Pierre Louki";"Les années Saravah / 1967-2002";"Allô, viens je m'emmerde";"2003";"FREMAUX";1752504610;1752504823;;;;
"Hedvig Mollestad Trio";"Bees in the bonnet";"Lamament";"2025";"RUNE GRAMMOFON";1752504821;1752505050;"https://www.deezer.com/track/3298946881";"https://open.spotify.com/track/4ghvz2NyBySuE1U1duDLOU";"https://music.apple.com/fr/album/lamament/1805121438?i=1805121687&uo=4";
"Syd Barrett";"Opel";"Love song";"1970";"HARVEST";1752505043;1752505221;"https://www.deezer.com/track/3258404";"https://open.spotify.com/track/0ifJfhz6X2YMMFwNTK10pi";;
"Bud Powell";"Relaxin' at home 1961 - 1964/Vol. 4";"La marseillaise";"1961";"MYTHIC SOUND";1752505219;1752505255;;;;
"Django Reinhardt";"Echoes of France";"Echoes of France (Marseillaise)";"1946";"DREYFUS";1752505254;1752505419;;;;
"Taggy Matcher";"Disco reggae vol. 6";"The message";"2025";"STYX";1752505418;1752505654;"https://www.deezer.com/track/3397801801";"https://open.spotify.com/track/5nD9Cj35EgyLPuyk68r3Vo";;
"Beck";"The information";"Think I'M In Love";"2006";"INTERSCOPE";1752505653;1752505852;"https://www.deezer.com/track/104084702";"https://open.spotify.com/track/5r9WJVe1yhJx9ZUg30XEHQ";;
"Altin Gun";"Gece";"Kolbasti";"2019";"GLITTER BEAT";1752505849;1752506053;"https://www.deezer.com/track/646843082";"https://open.spotify.com/track/1aDOpwhk2WjctjaOmhmpOl";"https://music.apple.com/fr/album/kolbast%C4%B1/1455850886?i=1455851230&uo=4";
"The Mystic Moods";"What it is ! Funky soul and rare grooves";"Cosmic sea";"1973";"RHINO";1752506051;1752506204;;;;
"Veronique Sanson";"L'intégrale et voila ! / Vol.3 : De l'autre côté de mon rêve";"King Kong";"1972";"WARNER MUSIC FRANCE";1752506204;1752506381;;;;
"Mae Powell";"Making room for the light";"Tangerine";"2025";"KARMA CHIEF RECORDS";1752506379;1752506562;"https://www.deezer.com/track/3349993081";"https://open.spotify.com/track/6mgODc4qDM8RwlPUSST1P3";;
"Chris Garneau";"Music for tourists";"First place !!!";"2006";"ABSOLUTY KOSHER RECORDS";1752506560;1752506811;;;;
"Nicholas Daniel";"Madeleine Dring : Intégrale des œuvres pour hautbois";"Trio pour flûte traversière hautbois et piano : 1. Allegro con brio";"2025";"CHANDOS";1752506806;1752506985;;;;
"Donald O Connor";"That's entertainment : the ultimate anthology of MGM musicals";"Chantons sous la pluie (film) : Make 'em laugh";"1952";"RHINO RECORDS";1752506980;1752507176;;;;
"The Minions";"BOF / Minions";"Minions : Make 'em laugh";"2015";"BACK LOT MUSIC";1752507175;1752507218;;;;
"David Bowie";"London boy";"The laughing gnome";"1967";"";1752507217;1752507393;"https://www.deezer.com/track/528573361";;"https://music.apple.com/fr/album/the-laughing-gnome/1514702813?i=1514703466&uo=4";
"Kokoroko";"Tuff times never last";"Never lost";"2025";"BROWNSWOOD RECORDINGS";1752507391;1752507654;"https://www.deezer.com/track/3299231261";"https://open.spotify.com/track/4nvSde5BQIu8ZCUmzmcJEq";;
"Above The Clouds";"Arrow root / Tram delay";"Tram delay beat";"2025";"FIRST WORD RECORDS";1752507649;1752507749;"https://www.deezer.com/track/3374265951";"https://open.spotify.com/track/76yW4XNeBGEHhRm6H84Njm";;
"Daven Keller";"Reaction C";"Hors du commun";"2015";"DSDISK";1752507741;1752507918;;;;
"Augusto Martelli";"Genovese bossa";"scia cattaen, scia me i fa i taggiaen";"1976";"FOUR FLIES";1752507915;1752508188;"https://www.deezer.com/track/3030733751";;;
"Adriano Celentano";"L'animale";"Storia d'amore";"1976";"CLAN CELENTANO";1752508187;1752508479;"https://www.deezer.com/track/14511189";;;
"Ennio Morricone";"BOF / Il gudice E il suo boia";"Balletto... col morto";"1975";"BEAT RECORDS";1752508477;1752508538;;;;
"Melanie";"The best of";"What have they done to my song ma?";"1969";"BR MUSIC";1752508537;1752508779;;;;
"Groundation";"Candle burning";"Energy";"2025";"BACO RECORDS";1752508777;1752509021;"https://www.deezer.com/track/3282440181";"https://open.spotify.com/track/4hWanfWB7NVMLBNEhTzRpp";"https://music.apple.com/fr/album/energy/1802617539?i=1802617547&uo=4";
"Marxist Love Disco Ensemble";"MLDE";"Material";"2022";"MR BONGO";1752509020;1752509262;"https://www.deezer.com/track/1759300557";"https://open.spotify.com/track/0ClP3NmCW8WBitkdFqKJ0x";;
"Cantrips";"From a darebin cave";"Toils of passion";"2025";"DUNE CASTLE";1752509259;1752509428;"https://www.deezer.com/track/3208927121";"https://open.spotify.com/track/79c6xcbAYIJR9LdrbxQAFy";;
"Alt-J";"Left hand free";"Left hand free";"2014";"INFECTIOUS";1752509427;1752509599;;"https://open.spotify.com/track/5qJqzpNdEbt92roedFwoDR";;
"The Who";"The who hits 50";"I can see for miles";"1967";"POLYDOR";1752509597;1752509842;"https://www.deezer.com/track/2191303007";;;
"Lovin Spoonful";"Lovin' spoonful : The ep collection";"Voodoo in my basement";"1966";"SEE FOR MILES";1752509841;1752509987;;;;
"Terri Dean";"Bubbling under the american charts /1959-1963";"I'm confessin (That I love you)";"1959";"FUTURE NOISE";1752509985;1752510118;;;;
"Rob";"BOF TV / Les sauvages";"Les sauvages : Prime time";"2019";"HIPPOCAMPUS";1752510116;1752510211;;;;
"Areski";"Long courrier";"Tout ce que je sais de toi";"2025";"KURONEKO RECORDS";1752510211;1752510460;;;;
"Ziad Rahbani";"Bema enno";"Kiltilli";"1995";"VOIX DE L'ORIENT SERIES";1752510458;1752510703;;;;
"Rodina";"Good people";"Good people (feat. The Filthy Six & Joe Tatton Trio)";"2025";"RODINA MUSIC";1752510698;1752511036;;;;
"Mark Duval And His Music";"Brass and rhythmics";"Rag-jazz";"1973";"CHAPPELL";1752511030;1752511099;;;;
"The Jackson 5";"Third album & maybe tomorrow";"Ready or not (Here I come)";"1970";"MOTOWN";1752511098;1752511249;;"https://open.spotify.com/track/3t6xRbqpzoMBICHGnZ305s";;
"Delinquent Habits";"It Could Be Round Two";"Over & over";"2017";"AUTOPRODUCTION";1752511248;1752511458;;"https://open.spotify.com/track/6Sw2e7qezmLYN7VRhnjz4F";"https://music.apple.com/fr/album/over-over/1205113532?i=1205113666&uo=4";
"Automatic";"Is it now ?";"Is it now?";"2025";"STONES THROW RECORDS";1752511457;1752511643;"https://www.deezer.com/track/3403084581";"https://open.spotify.com/track/2aW8Uj9lqLfVpP6V31m9wk";;
"Roland Bocquet";"Le flipper amoureux";"Le flipper amoureux (instrumental)";"1981";"ARGILE";1752511639;1752511786;;;;
"Prosper";"Conditions";"Conditions";"2025";"D.KO RECORDS";1752511784;1752511957;"https://www.deezer.com/track/3484390501";"https://open.spotify.com/track/46dssJcxrPHfkCY9gm2gsd";;
"Allah-Las";"Calico review";"Terra ignota";"2016";"MEXICAN SUMMER";1752511956;1752512160;"https://www.deezer.com/track/3065742591";"https://open.spotify.com/track/6f9B30vdShjFP6aGlkCm2L";;
"The Banjo Lounge 4";"Get Ur tweed on";"Eye of the tiger";"2017";"JOHNNY ROCK RECORDS";1752512159;1752512398;"https://www.deezer.com/track/1698934437";"https://open.spotify.com/track/2AvMEAve0ou7Bo4ttvif5V";"https://music.apple.com/fr/album/eye-of-the-tiger/1617428359?i=1617428366&uo=4";
"Bob Dylan";"Self portrait";"Gotta travel on";"1970";"COLUMBIA";1752516000;1752516184;"https://www.deezer.com/track/71154303";"https://open.spotify.com/track/7oHyyRPF0xbySYYwiCWr90";"https://music.apple.com/fr/album/gotta-travel-on/717158883?i=717159071&uo=4";
"Waylon Jennings";"Greatest hits Waylon Jennings";"Only daddy that'll  walk the line";"1979";"RCA";1752516181;1752516322;;;;
"The James Hunter Six";"Nick of time";"Nick of time";"2020";"DAPTONE RECORDS / MODULOR";1752516320;1752516489;"https://www.deezer.com/track/812013142";"https://open.spotify.com/track/2HmFHBLb23995eT1JOYC3W";;
"Ken Boothe";"Crying over you - Anthology 1963 to 1978";"Out of love";"1972";"TROJAN";1752516485;1752516691;;;;
"Amg";"AMG Extended";"Lost waves";"2024";"I SEE COLORS";1752516630;1752516913;"https://www.deezer.com/track/3282439961";"https://open.spotify.com/track/0zu2X2azyhbroEVrGWBfJI";;
"Jenya Kukoverov";"According to the map";"Soleil du soir à Montsouris";"2025";"AUTOPRODUCTION";1752516690;1752516844;"https://www.deezer.com/track/3260485291";"https://open.spotify.com/track/1us4lX1yUpmanpWeO1UcHI";"https://music.apple.com/fr/album/soleil-du-soir-%C3%A0-montsouris/1799758568?i=1799758576&uo=4";
"Les Passagers";"Tu n'es pas seul";"Coca cola";"2025";"SUNSET HILL MUSIC";1752516855;1752517099;"https://www.deezer.com/track/2570869902";"https://open.spotify.com/track/1ds0xT2qfFEi3PiI0wo16d";;
"Billy Paul";"Your songs";"It's too late";"1974";"VERSAILLES";1752517098;1752517449;"https://www.deezer.com/track/723870912";;;
"Chu Kosaka";"Horo";"Bon voyage hitoba";"1975";"EPIC RECORDS";1752517447;1752517718;;;;
"Sweatson Klank";"Inner work";"Standing on the last beach";"2024";"FRIENDS OF FRIENDS";1752517714;1752517941;"https://www.deezer.com/track/2960265061";"https://open.spotify.com/track/7JvD0h3fTHTn8MNDEqMuRN";;
"Space Ghost";"Majestic fantasies";"Cheer me up";"2025";"PEACE WORLD RECORDS";1752517937;1752518167;;"https://open.spotify.com/track/38uQGGBY36uAOrRK0inGps";;
"Claudy Siar";"L'histoire d'une génération consciente...";"Nou ka vini";"1996";"COULEURS MUSIC PUBLISHING";1752518165;1752518388;"https://www.deezer.com/track/770308022";"https://open.spotify.com/track/0aezEiQTrj1xjur2R9ueqf";"https://music.apple.com/fr/album/nou-ka-vini/1482631676?i=1482631696&uo=4";
"Aaliyah";"Age ain't nothing but a number";"Down with the clique";"1994";"JIVE";1752518383;1752518585;"https://www.deezer.com/track/15606620";"https://open.spotify.com/track/7jcEP23vMjq4MyOkoWobpE";;
"Betty Wright";"Danger high voltage";"Tonight is the night";"1974";"ALSTON";1752518583;1752518827;"https://www.deezer.com/track/60241941";"https://open.spotify.com/track/6moqHmwvpLQYVRRj5gN9IE";"https://music.apple.com/fr/album/tonight-is-the-night/559921383?i=559921464&uo=4";
"The Offline";"Les dunes";"Les dunes";"2024";"HIP DOZER";1752518820;1752518998;"https://www.deezer.com/track/2841917342";"https://open.spotify.com/track/7aMnGcdZPi9LlkhHCQRPRb";;
"Mac Demarco";"Home";"Home";"2025";"MAC'S RECORD LABEL";1752518997;1752519126;"https://www.deezer.com/track/3418094661";"https://open.spotify.com/track/5jUTUtASaCSvod7opmnTlH";;
