"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Queen Willow";"Above the clouds";"Above the clouds";"2023";"AUTOPRODUCTION";1714368002;1714368315;"https://www.deezer.com/track/2526024471";"https://music.apple.com/fr/album/above-the-clouds/1714874143?i=1714874278&uo=4";"https://open.spotify.com/track/3Cw0r6uMy3ocxWDrONDEEC"
"Bruno Berle";"No reino dos afetos 2";"Sonho";"2024";"FAR OUT";1714368312;1714368402;;"https://music.apple.com/fr/album/sonho/1729141155?i=1729141526&uo=4";"https://open.spotify.com/track/7Cod8zynRIzrYYTD3U6lm6"
"Alumine Guerrero & Yeahman";"Hierba Mala";"Canción para la muerte";"2023";"WONDERWHEEL RECORDINGS";1714368399;1714368655;;"https://music.apple.com/fr/album/canci%C3%B3n-para-la-muerte/1688242814?i=1688243087&uo=4";
"Frederica Von Stade";"The sound of music";"The sound of music";"1988";"TELARC";1714368649;1714368859;;;
"Shawn Lee's Ping Pong Orchestra";"A very ping pong Christmas : Funky treats from Santa's bag";"My favorite things";"2004";"UBIQUITY";1714368859;1714369088;"https://www.deezer.com/track/986834102";;
"Tomuya";"Un Japonais a Paris";"Le poinçonneur (lost in metro)";"2007";"BELUGA";1714369087;1714369293;"https://www.deezer.com/track/66345446";;
"Twinkle";"Golden lights";"A lonely singing doll (Poupée de cire poupée de son)";"1965";"CHERRY RED RECORDS";1714369293;1714369431;;;
"Michelle David & The True-Tones";"Brothers and sisters";"Brothers and sisters";"2024";"RECORD KICKS";1714369430;1714369665;;"https://music.apple.com/fr/album/brothers-and-sisters/1726705727?i=1726705728&uo=4";"https://open.spotify.com/track/6YWjxol9LN0KbJHfgJ6aMe"
"Philanthrope";"Waking dreams 2";"Chromelude (feat. Wun Two & Chromonicci)";"2024";"BEAT JAZZ INTERNATIONAL";1714369662;1714369782;;"https://music.apple.com/fr/album/chromelude-feat-wun-two-chromonicci/1713532578?i=1713533153&uo=4";
"Kanye West";"The College Dropout";"Family business";"2004";"ROCAFELLA";1714369781;1714370060;"https://www.deezer.com/track/528869621";"https://music.apple.com/fr/album/family-business/1412872568?i=1412873615&uo=4";"https://open.spotify.com/track/5DBmXF7QO43Cuy9yqva116"
"Lee Perry & Friends";"A live injection anthology 1968 to 1979";"People funny boy";"2001";"TROJAN RECORDS";1714370061;1714370215;;;
"Charles Stepney";"Step on step";"On your face";"2022";"INTERNATIONAL ANTHEM RECORDING CO.";1714370212;1714370368;"https://www.deezer.com/track/1754658727";"https://music.apple.com/fr/album/on-your-face/1624680627?i=1624680909&uo=4";"https://open.spotify.com/track/34M25B0BthDKQyCwNDEgqW"
"Isaac Delusion";"Lost and found";"Que pour toi";"2024";"DELUSION RECORDS / ALLO FLORIDE UNDER EXCLUSIVE LICENSE TO 3EME BUREAU / WAGRAM MUSIC";1714370366;1714370595;"https://www.deezer.com/track/2537598561";"https://music.apple.com/fr/album/que-pour-toi/1716058914?i=1716060448&uo=4";"https://open.spotify.com/track/1R3swm76r5KnXOL4ceqYkT"
"The Steve Miller Band";"The very best of the steve miller band";"Abracadabra";"1982";"ARCADE";1714370591;1714370808;;;
"Young Marble Giants";"Colossal youth";"Clicktalk (instrumental)";"1980";"LES DISQUES";1714370806;1714370966;;;
"The Creole Choir Of Cuba";"Santiman";"Fey oh di nou";"2013";"REAL WORLD";1714370966;1714371171;;;
"Carmen McRae";"Birds of a feather";"Bye Bye Blackbird";"1958";"DECCA/IMPORT";1714371172;1714371376;;"https://music.apple.com/fr/album/bye-bye-blackbird/1444120570?i=1444120747&uo=4";"https://open.spotify.com/track/5ab0PJNFxIpiMceblf2dHO"
"The Sisters Love";"Give me your love";"Blackbird";"1970";"SOUL JAZZ RECORDS";1714371374;1714371515;;;
"Thee Sinseers";"Sinseerly yours";"what's his name";"2024";"COLEMINE RECORDS";1714371511;1714371694;"https://www.deezer.com/track/1273461852";;"https://open.spotify.com/track/4h6IvqHdUXslVN2L3zy2fw"
"Sinj Clarke";"The height of love";"Yves";"2023";"INERTIA MUSIC";1714371695;1714372010;;;"https://open.spotify.com/track/4WPkKMDMWFrkKpth3KwLb2"
"Britta Stallmeister";"Robert Schumann : Der Rose Pilgerfahrt et Requiem";"Der Rose Pilgerfahrt op 112 : Die Frühlingslüfte bringen (1ère partie) Trio soprano I II contralto - version pour solistes choeur et orchestre";"2013";"OEHMS CLASSICS";1714372009;1714372158;;;
"Harp";"Albion";"Throne of amber";"2023";"BELLA UNION / PIAS";1714372156;1714372403;;;"https://open.spotify.com/track/3iCC9LX9C9d5RblbyPJwdD"
"Michael Rother";"Michael Rother solo / CD 4 : Fernwarme";"Silberstreif";"1982";"GRONLAND";1714372401;1714372680;;"https://music.apple.com/fr/album/silberstreif/1449961895?i=1449961896&uo=4";
"Bastien Lallemant";"Les érotiques";"L'après midi";"2005";"TOT OU TARD";1714372672;1714372864;;;
"Simon & Garfunkel";"The definitive Simon and Garfunkel";"Cecilia";"1969";"CBS";1714372862;1714373031;;;
"The Shangri Las";"Greatest hits";"Give him a great big kiss";"1965";"TOPLINE RECO";1714373027;1714373151;;;
"The Stance Brothers";"Duktus";"Again";"2023";"WE JAZZ RECORDS";1714373150;1714373362;;"https://music.apple.com/fr/album/again/1705890367?i=1705890369&uo=4";"https://open.spotify.com/track/1feraLCk431dtOjUPglVVH"
"Black Pumas";"Chronicles of a diamond";"More than a love song";"2023";"PIAS";1714373338;1714373623;;"https://music.apple.com/fr/album/more-than-a-love-song/1700909907?i=1700909912&uo=4";"https://open.spotify.com/track/38D3zXvwHjwtGMUSO4mOmv"
"Clare And The Reasons";"The movie";"Love can be a crime";"2008";"FARGO";1714373622;1714373804;;;
"The Four Freshmen";"Best 20";"Autumn Leaves";"1960";"CAPITOL";1714373804;1714374035;;;
"Paulist Boy Choristers Of California";"Edward scissorhands/Edward aux mains d'argent";"Introduction (titles)";"1990";"MCA";1714374033;1714374190;;;
"Big Thief";"Dragon new warm mountain I believe in you";"Simulation swarm";"2022";"4AD";1714374187;1714374434;;;"https://open.spotify.com/track/2FwDApgXk91kXvqy2oB7dz"
"Robert Finley";"Black bayou";"Nobody wants to be lonely";"2023";"EASY EYE SOUND RECORDS";1714374430;1714374623;;"https://music.apple.com/fr/album/nobody-wants-to-be-lonely/1690467670?i=1690467921&uo=4";"https://open.spotify.com/track/31bACr7LDp10D0GJ5uElRv"
"Nina Simone";"Silk & soul";"Some say";"1967";"BMG MUSIC";1714374618;1714374744;;;"https://open.spotify.com/track/5iwyFiWDnWMMeTdbrCIofc"
"Soopasoul";"Tribute - The finest cover songs vol.1 / Selected by : Kid Loco";"It's just begun pt.1";"2016";"WAGRAM";1714374743;1714374993;"https://www.deezer.com/track/352165161";;"https://open.spotify.com/track/2WUxJAXYCNh94hFT0egqh6"
"Tuzeint";"Raixes (Roots)";"Todolollevo";"2023";"EXTRA SOUL PERCEPTION";1714374992;1714375199;;;
"Manu Chao";"Je ne t'aime plus / bongo bong";"Je ne t'aime plus / bongo bong";"1999";"VIRGIN";1714375197;1714375446;;;
"Goat Girl";"Sad cowboy";"Sad cowboy";"2020";"ROUGH TRADE";1714375444;1714375670;"https://www.deezer.com/track/1080089122";;"https://open.spotify.com/track/7xHZuLqrhGkU8ti9hKmRZG"
"Whatitdo Archive Band";"The black stone affair";"Ethiopian airlines";"2021";"RECORD KICKS";1714375669;1714375909;;;
"Tom Jones";"13 smash hits";"You keep me hanging on";"1967";"DECCA";1714375905;1714376071;;;
"Field Music";"Money is a memory";"Money is a memory";"2019";"MEMPHIS INDUSTRIES";1714376064;1714376268;;;
"Kings Of Convenience";"Peace or Love";"Fever";"2021";"EMI";1714376266;1714376499;"https://www.deezer.com/track/2100044237";;"https://open.spotify.com/track/2CioKOaM8dU2VvjYUCNRGx"
"Yasmin Williams";"Urban driftwood";"Dragonfly";"2021";"SPINSTER";1714376496;1714376776;"https://www.deezer.com/track/1768467197";;"https://open.spotify.com/track/1msjrJTpUykxsB0aql3zm6"
"Rebecca Martin";"Twain";"On a rooftop";"2013";"SUNNYSIDE COMMUNICATIONS";1714376772;1714376963;;;"https://open.spotify.com/track/4rEgATRDPHa5MNBo6Chv9p"
"Jacques Brel";"La valse à mille temps";"Ne me quitte pas";"1958";"BARCLAY";1714376957;1714377186;;;
"Max Romeo & The Upsetters";"War Ina Babylon";"I chase the devil";"1976";"ISLAND";1714377182;1714377388;;;
"Rufus";"Rags to Rufus";"Rags to Rufus (Instrumental)";"1974";"MCA RECORDS";1714377386;1714377628;;;
"Monika";"Secret in the dark";"We came into this world (to beat them)";"2015";"ARCHANGEL MUSIC";1714377623;1714377856;;;"https://open.spotify.com/track/5QE8eQR11mRIIcz0hNAp1f"
"Balthazar";"Sand";"Losers";"2021";"PIAS";1714377854;1714378057;"https://www.deezer.com/track/1108877032";"https://music.apple.com/fr/album/losers-purple-disco-machine-remix-edit/1557908556?i=1557908570&uo=4";"https://open.spotify.com/track/6otUjBoNrp27EubqsoYGQx"
"Katie Melua";"Wonderful life";"Wonderful life";"2015";"BMG RIGHT";1714378055;1714378298;;;"https://open.spotify.com/track/7N2rGqOwOL4RoGMQuUQnfK"
"Michaela Hrabankova";"Divertissements";"Le montagnard op 34 : Introduction - divertissement pastoral pour hautbois et guitare";"2017";"AD VITAM RECORDS";1714378293;1714378541;;;
"Papooz";"None of this matters now";"Baby girl";"2022";"HALF AWAKE";1714378542;1714378763;"https://www.deezer.com/track/1620812772";;"https://open.spotify.com/track/16CGAsSkPNeHdzc1gwDhrz"
"Dirty Sound Magnet";"Dreaming in dystopia";"Flowers, Angels and Chaos";"2023";"WILD THING RECORDS (ACQUISITION)";1714378757;1714379028;"https://www.deezer.com/track/2339933985";;"https://open.spotify.com/track/4ED0rfM7d2P3NlFTvGgkCX"
"Joy Denalana";"Willpower";"Fly by";"2023";"FOUR MUSIC / SONY MUSIC GERMANY";1714379026;1714379227;;;
"Kerbside Collection";"Round the corner";"Cookin' with 3 burners";"2022";"LEGERE RECORDINGS";1714379224;1714379498;;;"https://open.spotify.com/track/1VJl0a9mKJLuSTeMku8qJ5"
"Bob Marley";"Talkin' blues";"Kinky reggae";"1973";"ISLAND";1714379495;1714379803;;;
"The Excitements";"Breaking the rule";"Four loves";"2016";"PENNIMAN RECORDS";1714379803;1714379975;"https://www.deezer.com/track/123113194";;"https://open.spotify.com/track/1MnahtdUv4p7brqRGruRD7"
"Candice Ivory";"When the levee breaks: the music of Memphis Minnie";"World of trouble";"2023";"LITTLE VILLAGE";1714379971;1714380240;"https://www.deezer.com/track/2367448415";;"https://open.spotify.com/track/6aKEhqBx2Y7njJtHkbzxa1"
"Yin Yin";"Mount Matsu";"The year of the rabbit";"2024";"GLITTERBEAT";1714380238;1714380473;"https://www.deezer.com/track/2531107631";;"https://open.spotify.com/track/5fs0RkEEaRSpWp845ld6JO"
"Alba";"Les mots";"J'y vais pas";"2022";"SOUND AND VISION MUSIC";1714380469;1714380691;;;"https://open.spotify.com/track/3glmbQUauUucqYNfIbPies"
"Kobo Town";"Jumbie in the jukebox";"Kaiso newscast";"2013";"CUMBANCHA";1714380687;1714380861;;;"https://open.spotify.com/track/4iXOmmw74bdb9hegHjQfxK"
"Blundetto";"Bad bad things";"Ken park";"2010";"HEAVENLY SW";1714380860;1714381141;;;"https://open.spotify.com/track/5SuPK1GGisi3FJWnOlkHSQ"
"Mama Cass & The Big Three";"Essential Folk Masters";"Grandfather's clock";"1964";"CLASSIC MUSIC";1714381109;1714381221;;;
"Karate Boogaloo";"Hold your horses";"All aboard";"2024";"COLEMINE RECORDS";1714381221;1714381418;"https://www.deezer.com/track/2627764642";;"https://open.spotify.com/track/5sj9x300ZQAJiJEgvedheb"
"Yaya Bey";"Evidence / Crying through my teeth";"Crying through my teeth";"2023";"NINJA TUNE";1714381405;1714381546;;"https://music.apple.com/fr/album/crying-through-my-teeth/1725005180?i=1725005181&uo=4";"https://open.spotify.com/track/20iD8PakuwRgP2puGQYIUE"
"Klara Kristin";"Lullaby & drum machine";"Ce n'est que de l'eau";"2020";"KLARA KRISTIN MUSIC";1714381545;1714381750;;;"https://open.spotify.com/track/0WvfxByOuypvhQ8u88kL2G"
"Mort Shuman";"Amerika";"Black baudelaire";"1972";"PHILIPS";1714381747;1714381927;;;
"Laurent Bardainne & Tigre D’eau Douce";"Eden Beach Club";"Luxe, calme et volupté";"2024";"";1714381925;1714382173;;"https://music.apple.com/fr/album/luxe-calme-et-volupt%C3%A9/1729904279?i=1729905303&uo=4";
"Andrea Aaron";"Iris";"I won't argue no more";"2024";"AUTOPRODUCTION";1714382171;1714382461;"https://www.deezer.com/track/2662784942";;"https://open.spotify.com/track/6qapom7UD8sQ7EhBnIR0yn"
"The Kinks";"Preservation";"Sitting in the midday sun";"1973";"RHINO RECORDS";1714382460;1714382685;"https://www.deezer.com/track/1562681782";;"https://open.spotify.com/track/1jmDe1DpyIXVMRWrBjXXor"
"Klaus Johann Grobe";"Lo tu il loro";"Never going easy";"2024";"TROUBLE IN MIND";1714382683;1714383028;;;"https://open.spotify.com/track/5u3oabx4m0BRNPTWhnMg8K"
"Cosmic Analog Ensemble";"Les grandes vacances (Bonus version)";"Maritime jazz";"2024";"JAKARTA";1714383025;1714383323;"https://www.deezer.com/track/2500794741";;"https://open.spotify.com/track/77kk9N6YannSiU5f0xlnet"
"O.V Wright";"Shaolin Soul: Episode 1";"Let's straighten it out";"1978";"PARLOPHONE";1714383321;1714383548;;;
"Reinhard Hagen";"Concours international d'exécution musicale de Genève 1989 et sélection des premiers prix de 1939 à 1959";"Ravena op 24b n°9 - pour basse et piano";"1990";"SWISS RADIO";1714383545;1714383679;;;
"Akai Tori (the Red Birds)";"Nippon acid folk 1970-1980";"Hotaru";"2024";"TIME CAPSULE";1714383675;1714383888;;;
"Mieko Miyazaki/Guo Gan";"Nen nen sui sui";"La fille aux cheveux de lin";"2012";"DAQUI";1714383883;1714384062;;;
"Lewis OfMan";"Cristal medium blue";"Come & gone (feat. Alaska Reid)";"2024";"VIRGIN";1714384060;1714384277;;;
"Quarteto Em Cy";"Gilles Peterson in Brazil";"Tudo que voce podia ser";"1972";"ETHER MUSIC";1714384275;1714384440;"https://www.deezer.com/track/642705482";;"https://open.spotify.com/track/4iVpZVKaPUnMhEagBOIIuI"
"Ann Sorel";"Ann Sorel";"La poupée des favella";"1969";"DISC AZ";1714384437;1714384603;;;
"Pandapendu";"Satellites";"Smoothy";"2024";"UPTON PARK";1714384599;1714384802;;"https://music.apple.com/fr/album/smoothy/1732677099?i=1732677950&uo=4";"https://open.spotify.com/track/0apYkGBXfuVogCvl5atgnt"
"The Dovells";"For Your Hully Gully Party / You Can't Sit Down";"36 - 22 - 36";"1963";"ABKCO RECORD";1714384801;1714384958;;;"https://open.spotify.com/track/6TcrCbh1XRqnQewEEkXVvR"
"Johnnie Osbourne";"Best of Studio One";"Jah promise";"1980";"HEARBEAT";1714384954;1714385183;;;
"Elli Ingram";"Bad behaviour";"Loving you (is losing me)";"2023";"PINC RECORDS";1714385183;1714385405;;;"https://open.spotify.com/track/0RbHR8UsILik92BTp7DJWO"
"Amanda Whiting";"The liminality of her";".liminal";"2024";"FIRST WORD RECORDS";1714385404;1714385629;;;
"Tiflis Transit";"A thought is not a feeling";"Things that don't work in rl";"2024";"LISTENRECORDS";1714385628;1714385850;"https://www.deezer.com/track/2695052212";"https://music.apple.com/fr/album/things-that-dont-work-in-rl/1734999203?i=1734999225&uo=4";"https://open.spotify.com/track/1pgr9FN0Az2Udsgt2RLsZM"
"Nicoletta";"La musique";"Vis ta vie";"1967";"RIVIERA";1714385849;1714385998;;;
"Ray Charles";"Atlantic rock & roll series / CD 4";"I got a woman";"1957";"ATLANTIC RECORDING";1714385995;1714386166;;;
"Hoazin";"Voilà";"Sicon (radio edit)";"2023";"AUTOPRODUCTION";1714386164;1714386461;;;
"Hamid El Shaeri";"Habibi funk";"Reet";"";"HABIBI FUNK";1714386459;1714386722;;;
"Carey Bell";"Harpslinger";"What my mama told me";"1988";"JSP";1714386716;1714386897;"https://www.deezer.com/track/1321263";;
"Dream Team";"Eccentric soul";"There he is";"2021";"NB RECORDS";1714386896;1714387059;;"https://music.apple.com/fr/album/there-he-is/1595153213?i=1595153217&uo=4";"https://open.spotify.com/track/3WCJeuVeqoXyCelo3K3YQt"
"The Ventures";"Sunny (a collection of various interpretation of)";"Sunny";"1968";"ROOF MUSIC";1714387058;1714387179;;;
"Lil Yachty";"A cold sunday";"A cold sunday";"2024";"MOTOWN";1714387175;1714387281;;;"https://open.spotify.com/track/1Y1jtaZOJYgXBl7lKdLc9o"
"Diane Birch";"Flying on abraham";"Shade";"2024";"LEGERE RECORDINGS";1714387283;1714387532;;;"https://open.spotify.com/track/20CCDJ0RJzMYpc2zGuEB6F"
"Pascal Parisot";"Wonderful";"Tout va bien";"2003";"EPIC";1714387527;1714387759;;;
"Jane Weaver";"Love in constant spectacle";"Happiness in proximity";"2024";"FIRE RECORDS";1714387762;1714387986;;;"https://open.spotify.com/track/4N4OngJVUaTp8fcxGfSkBm"
"The Ironsides";"Changing light";"Shades of silver";"2023";"COLEMINE RECORDS";1714387983;1714388286;;;
"The Doors";"Best of the doors";"Waiting for the sun";"1970";"Elektra";1714388192;1714388428;;;"https://open.spotify.com/track/6KVM6U9Wcxgjh0jDjoRDgh"
"Ginny And The Gallions";"Intoxica / Strange and sleazy instrumental sounds  from the socal suburbs";"Third man theme";"1963";"DOWNEY";1714388428;1714388637;;;
"Hawaiian Pistoleros";"MaAuLa-o-rama / Vol.3";"On a coconut Island";"2020";"MAAULA RECORDS";1714388630;1714388852;;;
"Cat Power";"Jukebox";"Naked if I want to";"2008";"MATADOR";1714388848;1714389001;;;
"Randy Newman";"Sail away";"You can leave your hat on";"1972";"REPRISE";1714388997;1714389191;;;"https://open.spotify.com/track/7plq9LgpCQASO6rnkRyJYS"
"Paul Weller";"As is now";"Here's the good news";"2005";"V2";1714389189;1714389365;;;
"The Skatalites";"The Skatalites : Essential artist collection";"Good news";"1964";"BODY & SOUL (BLUES/JAZZ-IMPORT)";1714389363;1714389535;"https://www.deezer.com/track/142749560";;
"Shabaka";"Perceive its Beauty, Acknowledge its Grace";"Living (feat. Eska)";"2024";"Impulse !";1714389533;1714389751;;"https://music.apple.com/fr/album/living-feat-eska/1731422250?i=1731422541&uo=4";"https://open.spotify.com/track/5pSpOtArx0pNrkfTEleHvc"
"Vanille";"La clairière";"La rose";"2023";"BONBONBON";1714389753;1714389976;;;"https://open.spotify.com/track/0iaOQ2tq0hMwqgmR3UInMR"
"Kadhja Bonet";"For you (Many selves version)";"For you (Many selves version)";"2022";"NINJA TUNE";1714389973;1714390193;"https://www.deezer.com/track/1625691572";;
"Kool & The Gang";"Wild and peaceful";"Heaven at once";"1973";"";1714390191;1714390492;;;"https://open.spotify.com/track/5IbtkrCvjAtBZOU2r20A7c"
"Candido";"""""Featuring Al Cohn"""" & """"In indigo""""";"Cheek to cheek";"1956";"FRESH SOUND";1714390489;1714390751;;;"https://open.spotify.com/track/2z75NeCFHNouzPWLtLfOfm"
"Gilbert Becaud";"Gilbert Becaud : le coffret essentiel - 1964 / Vol.4";"Dimanche à Orly";"1964";"EMI";1714390749;1714390954;;;
"John Pizzarelli";"Kisses In The Rain";"From monday on";"2000";"TELARC";1714390954;1714391154;"https://www.deezer.com/track/1873382557";;"https://open.spotify.com/track/5HCeV2ZHQHasz9IZ41jw4q"
"Buddy Guy";"A man and the blues";"Jam on a monday morning";"1987";"VANGUARD";1714391153;1714391323;"https://www.deezer.com/track/6103889";;
"Irmao Victor";"Irmao Victor";"Cancao pra minha chaleira vermelha";"2018";"POP SUPERETTE RECORDS";1714391321;1714391475;;;
"Astrel K";"The foreign department";"By depol";"2024";"TOUGH LOVE RECORDS";1714391470;1714391689;"https://www.deezer.com/track/2586202172";;"https://open.spotify.com/track/7DMoWghBsWBZyoChYVf7Xz"
"Orchestre Philharmonique De Bruxelles";"Voice of hope";"Nabucco : Va pensiero sull'ali dorate (Acte III) Choeur des prisonniers - arrangement pour violoncelle et orchestre";"2020";"DGG (DEUTSCHE GRAMMOPHON)";1714391686;1714391868;;;
"Me And My Friends";"Look up";"Good life";"2018";"SLIP SHIFT RECORDS";1714391867;1714392123;;;"https://open.spotify.com/track/438pxUN5mLSpr9yiA2ykRY"
"Jose Feliciano";"The best of Jose Feliciano / 1965 a 1974";"Don't let the sun catch you crying";"1968";"RCA";1714392122;1714392293;;;
"Barton Hartshorn";"I died of boredom & came back as me";"Budapest hotel";"2018";"SPOZZLE & SUXEED";1714392292;1714392522;"https://www.deezer.com/track/456715682";;
"Jun Mayuzumi";"Nippon girls: Japanese pop, beat & bossa nova 1966-1970";"Black room";"1968";"BIGBEAT";1714392521;1714392757;;;
"Big Brother & The Holding Company";"Big Brother & the Holding Company";"Light is faster than sound";"1967";"COLUMBIA";1714392756;1714392906;"https://www.deezer.com/track/117134942";;"https://open.spotify.com/track/7yHKwqVaPTRjBfx4ijXHwS"
"Project Gemini";"Colours & light";"The last midnight";"2024";"MR BONGO";1714392904;1714393122;;;"https://open.spotify.com/track/0DWoCiaNvBolMgXDBb7lyX"
"Black Pumas";"Black Pumas";"Oct 33";"2019";"ATO RECORDS";1714393119;1714393407;;;"https://open.spotify.com/track/4YKSJHezbvr4e0026rz8Zo"
"Bobby Oroza";"This love";"This love";"2019";"BIG CROWN RECORDS";1714393405;1714393797;;;"https://open.spotify.com/track/43QbUYHz5yBgv76F4l68av"
"Jean Sablon";"Succes 1932 -1953";"Un amour comme le nôtre";"1935";"NOCTURNE";1714393794;1714393973;;;
"Svetlana Andreeva";"Synesthesia";"Through the window - pour piano";"2023";"EVIDENCE (LTR)";1714393972;1714394100;;;
"Antonio Carlos Jobim";"Vinicius De Moraes Songbook / Vol. 1";"Chega De Saudade";"";"LUMIAR DISCOS";1714394097;1714394337;;;"https://open.spotify.com/track/3vNwY4KaBRnJP4G6UBJPZH"
"Frank Sinatra";"It might as well be swing";"Fly me to the moon (In other words)";"1964";"REPRISE";1714394336;1714394484;;;"https://open.spotify.com/track/1iZgzgmsFsi0deffe0rleB"
"Moondog";"Moondog";"Symphonique #6 (good for goodie)";"1969";"CBS";1714394483;1714394647;;;
"The Beatles";"Yellow submarine";"All you need is love";"1966";"EMI";1714394650;1714394861;;;
"Carl Dawkins";"Rare grooves reggae";"Baby I love you";"1977";"NOVA RECORDS";1714394868;1714395031;;;
"Konkolo Orchestra";"Future pasts";"Le secret";"2024";"ROCAFORT RECORDS";1714395029;1714395380;;;"https://open.spotify.com/track/1pu7NzxRTeGygZnZMxOnQk"
"Fattburger";"Good news";"Good news";"1987";"INTIMA";1714395379;1714395732;;;
"Prince";"For you";"Soft and wet";"1978";"WARNER BROS";1714395451;1714395633;;"https://music.apple.com/fr/album/soft-and-wet/1170674642?i=1170674890&uo=4";"https://open.spotify.com/track/0GDM5mJEisxmmyYGuC6Cla"
"Lalalar";"Bi cinnete bakar";"Abla deme lazim olur";"2022";"BONGO JOE";1714395631;1714395820;;;"https://open.spotify.com/track/4UzO1Aif2GFvVXAlT5JGUD"
"Shay Hazan";"Reclusive rituals";"Remove the talk";"2021";"BATOV RECORDS";1714395819;1714395972;;;"https://open.spotify.com/track/0yCdTaqIReac8ZVXUzmxsu"
"Dominique A";"Auguri";"Les enfants du Pirée (Remix)";"2012";"EMI";1714395967;1714396135;;;
"Stella";"Up and Away";"The Truth Is";"2022";"SUB POP";1714396134;1714396349;;;"https://open.spotify.com/track/2XgKnKhbOOeA0WPFapu8ly"
"Bon Iver";"Bon iver";"Holocene";"2011";"4AD";1714396347;1714396678;"https://www.deezer.com/track/12292198";;"https://open.spotify.com/track/35KiiILklye1JRRctaLUb4"
"Lisa Moore";"Philip Glass : Mad rush";"Etude n°2";"2015";"ORANGE MOUNTAIN MUSIC";1714396675;1714396930;;;
"Donny Hathaway";"Donny Hathaway";"A song for you";"1971";"ATCO";1714396928;1714397252;;"https://music.apple.com/fr/album/a-song-for-you/217502933?i=217503074&uo=4";"https://open.spotify.com/track/5spAjqC772iC2KzDvEkmSr"
"Thomas De Pourquery";"Let the monster fall";"Carry on";"2024";"BELIEVE";1714397251;1714397566;;"https://music.apple.com/fr/album/carry-on/1725297329?i=1725298156&uo=4";"https://open.spotify.com/track/4fOjcy4u9HrErUjHjXXZec"
"Hany Mehanna";"Music for airplanes";"Al qina' al za'ef";"1975";"SOUMA RECORDS";1714397564;1714397819;"https://www.deezer.com/track/1567394412";;
"Led Zeppelin";"Led Zeppelin lll (édition de luxe)";"Gallows pole (rough mix)";"1970";"ATLANTIC";1714397817;1714398134;;;
"Geoff Muldaur";"Brazil (film)";"Brazil - geoff muldaur";"1985";"MILAN";1714398134;1714398340;;;
"Csaba Palotai";"Antiquity";"Karma junction";"2019";"BMC RECORDS";1714398339;1714398585;;;"https://open.spotify.com/track/4FytorCvSpeoiMnMlfoqkj"
"Lablue & Astronne";"Blue phases";"Liquide (feat. Saintard)";"2022";"ROCHE MUSIQUE";1714398578;1714398863;;;
"Duval Timothy";"Help";"Groundnut (feat. Twin Shadow)";"2020";"CARRYING COLOUR";1714398854;1714399052;;;
"Mac Demarco";"One Wayne G";"20230114";"2023";"MAC DEMARCO, LLC";1714399052;1714399191;"https://www.deezer.com/track/2238195327";;"https://open.spotify.com/track/28LWCoB19u7wVolbB1I5tu"
"Nas & Dj Premier";"Define My Name";"Define my name";"2024";"MASS APPEAL";1714399187;1714399377;;"https://music.apple.com/fr/album/define-my-name/1741582756?i=1741583351&uo=4";
"Sault";"5";"Masterpiece";"2019";"FOREVER LIVING ORIGINALS";1714399376;1714399721;;"https://music.apple.com/fr/album/masterpiece/1460826525?i=1460826901&uo=4";"https://open.spotify.com/track/07qj9w93jk1eA2TGAd6kxj"
"Jean Louis Murat";"Mustango";"Le fier amant de la Terre";"1999";"LABELS";1714399719;1714399951;;;
"Calexico";"The black light";"Fake fur";"1998";"LABELS";1714399948;1714400102;"https://www.deezer.com/track/2583122192";"https://music.apple.com/fr/album/fake-fur/1721042596?i=1721042857&uo=4";"https://open.spotify.com/track/6Ysd6D627ntBKWWybud8uK"
"Tom Waits";"Beautiful maladies";"Jockey full of bourbon";"1985";"ISLAND";1714400101;1714400265;"https://www.deezer.com/track/2960481";"https://music.apple.com/fr/album/jockey-full-of-bourbon-2023-remaster/1695046955?i=1695047637&uo=4";
"Raphael Gualazzi";"Jazz loves Disney";"I wanna be like you (Le livre de la jungle)";"2016";"VERVE";1714400258;1714400489;;;
"Reyna Tropical";"Malegría";"Aquí te cuido";"2024";"PSYCHIC HOTLINE";1714400487;1714400709;"https://www.deezer.com/track/2585375842";;"https://open.spotify.com/track/61rlxjkzGkO7Tkytr1h8Ui"
"Fat Jon";"Plaything : Cipher";"New galactica era";"2022";"SICHTEXOT";1714400700;1714400844;"https://www.deezer.com/track/1633838962";"https://music.apple.com/fr/album/new-galactica-era-mixed/1669101357?i=1669101373&uo=4";"https://open.spotify.com/track/6Cor3NgmDepswvsWA9WmGx"
"Metronomy";"Love letters";"Reservoir";"2014";"BECAUSE";1714400843;1714401034;"https://www.deezer.com/track/75311316";;"https://open.spotify.com/track/2zZW0SmKlZEoiDJwssNZqA"
"Resavoir";"Resavoir";"Escalator (feat. Sen Morimoto)";"2019";"INTERNATIONAL ANTHEM";1714401032;1714401277;;"https://music.apple.com/fr/album/escalator-feat-sen-morimoto/1463614952?i=1463615354&uo=4";"https://open.spotify.com/track/6wg5r8weozC3PMd4kZ3tIn"
"Blue Stars";"Blue stars of France";"Toute ma joie (that's my girl)";"1954";"FIVEFOUR";1714401275;1714401435;;;
