"Artist";"Album";"Song";"Year";"Label";"start";"end";"spotify";"deezer";"itunes"
"Cold Diamond & Mink";"From us to you... with love";"My love (instrumental)";2021;"TIMMION RECORDS";1710006150;1710006340;;;
"Thee Sinseers";"Can't Do That To Her";"Can't do that to her";2024;"COLEMINE RECORDS";1710006339;1710006553;"https://open.spotify.com/track/3Db3A5WyedTzxRJFHJjVl1";"https://www.deezer.com/track/2581056362";
"Jaume Escala";"Ritmo fantasía : balearic spanish synth-pop, boogie and house (1982-1992)";"Ciutat";1986;"SOUNDWAY RECORDS";1710006552;1710006833;;"https://www.deezer.com/track/1668025382";"https://music.apple.com/fr/album/ciutat/1611778941?i=1611779952&uo=4"
"Archie Whitewater";"Archie Whitewater";"Friends and neighbors";1970;"GEFFEN";1710006833;1710007056;"https://open.spotify.com/track/5u3GIqGxYHVduCxvzg8jJb";;"https://music.apple.com/fr/album/friends-and-neighbors/1500471699?i=1500471720&uo=4"
"Nectar Woode";"Nothing to lose";"Nothing to lose";2024;"COMMUNION RECORDS";1710007055;1710007201;"https://open.spotify.com/track/0imk3GHOleGNni3a8IsDKu";"https://www.deezer.com/track/2442081395";
"Rocky Cole";"Smooth & Rocky / The kid from Salt Lake City";"The late show";1960;"BEST VOICES TIME FORGOT";1710007287;1710007491;;;
"Gil Evans";"Into the hot";"Barry's tune";1961;"IMPULSE";1710007490;1710007710;;;"https://music.apple.com/fr/album/barrys-tune/1444071699?i=1444072164&uo=4"
"George Russell";"The complete Bluebird recordings";"Concerto for Billy the kid";1956;"BMG  ND";1710007707;1710007990;;;
"Vince Mendoza";"Olympians";"House of reflections (feat. Cécile MacLorin-Salvant)";2023;"MODERN RECORDINGS";1710007990;1710008332;;;
"Rufus Reid";"It's the nights I like";"Memories of you";2024;"SUNNYSIDE COMMUNICATIONS";1710008331;1710008504;"https://open.spotify.com/track/3eF609uc4kWsHlp3kJMMcX";"https://www.deezer.com/track/2614776682";
"Eubie Blake";"The eighty-six years of Eubie Blake (86ème anniversaire)";"Tricky fingers";1968;"CBS";1710008501;1710008664;;;
"Jon Batiste";"Jazz is now";"Entertainer";2013;"AUTOPRODUCTION";1710008660;1710008985;"https://open.spotify.com/track/7MkEc44VqQ618CeRWGDvZ9";;"https://music.apple.com/fr/album/entertainer/664699522?i=664699829&uo=4"
"Gregory Privat";"Phoenix";"Phoenix";2024;"Buddham Jazz";1710008985;1710009223;"https://open.spotify.com/track/0Ktu7sLKIYFCvQsz4Tci6b";;"https://music.apple.com/fr/album/phoenix/1718047257?i=1718047270&uo=4"
"Jahari Massamba Unit";"YHWH is LOVE";"Anointed Soul";2024;"LAW OF RHYTHM";1710009221;1710009409;"https://open.spotify.com/track/6kPK6JPNSsWovpDcnfOIyQ";;
"Dan The Automator";"Bird Up : The Charlie Parker Remix Project";"Perhaps (Someday the roof will get fixed) (Dan The Automator remix)";2003;"SAVOY";1710009405;1710009627;;;
"Charlie Parker";"Now's the time";"Night in Tunisia";1946;"DREYFUS";1710009627;1710009806;;"https://www.deezer.com/track/74242629";"https://music.apple.com/fr/album/night-in-tunisia/323010819?i=323011402&uo=4"
"Chaka Khan";"What cha' gonna do for me";"And the melody still lingers on (Night in Tunisia)";1981;"WARNER BROS";1710009804;1710010104;"https://open.spotify.com/track/0YAw3li0XmfhoGp7GRHdLS";;"https://music.apple.com/fr/album/and-the-melody-still-lingers-on-night-in-tunisia/272494929?i=272495090&uo=4"
