"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Dodie";"Build a problem";"Guiltless";"2021";"DODDLEODDLE / THE ORCHARD";1720824835;1720825046;;;;
"Mount Kimbie";"The sunset violent";"A Figure In The Surf";"2024";"WARP RECORDS";1720825045;1720825328;;"https://open.spotify.com/track/4U9mK38K54AZ0pMwfpfIH7";"https://music.apple.com/fr/album/a-figure-in-the-surf/1724023027?i=1724023033&uo=4";
"Pip Millet";"When everything is better";"Slow";"2022";"DREAMLIFE RECORDS / COLUMBIA / SONY MUSIC";1720825360;1720825528;;;;
"John Murphy";"B.O.F. / Arnaques crimes et botanique";"Zorba the greek";"1998";"ISLAND";1720825526;1720825703;;;;
"Harry Belafonte & Nana Mouskouri";"An evening with Harry Belafonte & Nana Mouskouri";"Irène (Erene)";"1966";"RCA";1720825701;1720825855;;;;
"Marina Allen";"Eight pointed star";"Easy";"2024";"FIRE RECORDS";1720825849;1720826114;"https://www.deezer.com/track/2682960962";"https://open.spotify.com/track/1fP3Iff7VLDNr6B9DrgMtd";;
"Lewis Parker";"Walking on a razor";"Walking on a razor pt 1 (instrumental edit)";"2012";"KING UNDERGROUND";1720826114;1720826224;;;;
"David Axelrod";"Capitol rare";"The signs  (part 1)";"1970";"BLUE NOTE";1720826224;1720826441;;;;
"Metronomy";"Contact high (feat. Miki & Faux Real)";"Contact high (feat. Miki & Faux Real)";"2024";"NINJA TUNE";1720826439;1720826621;;;;
"Bolis Pupul";"Letter to yu";"Ma tau wai road (with Salah Pupul)";"2024";"DEEWEE";1720826619;1720826855;;"https://open.spotify.com/track/6SahlIYFk1IHwMFKSIpXhc";"https://music.apple.com/fr/album/ma-tau-wai-road-with-salah-pupul/1711850387?i=1711851278&uo=4";
"George Martin And His Orchestra";"Help !";"Yesterday";"1965";"COLUMBIA";1720826859;1720826993;;;;
"The Rolling Stones";"Their satanic majesties request";"She's a rainbow";"1967";"LONDON";1720826989;1720827264;;;"https://music.apple.com/fr/album/shes-a-rainbow/1534173471?i=1534173794&uo=4";
"Theo Lawrence & The Hearts";"Homemade lemonade";"A house but not a home";"2018";"BMG";1720827262;1720827405;;;"https://music.apple.com/fr/album/a-house-but-not-a-home/1439228813?i=1439228819&uo=4";
"Eric Hilton";"Sound vagabond";"Poppy fields";"2024";"MONTSERRAT HOUSE";1720827410;1720827589;"https://www.deezer.com/track/2575783482";"https://open.spotify.com/track/3qCTBbVATQN9bSu6b1u91g";"https://music.apple.com/fr/album/poppy-fields/1720123085?i=1720123088&uo=4";
"Jah9";"9";"Humble mi";"2016";"VP RECORDS";1720827583;1720827906;;"https://open.spotify.com/track/1mrm4hCApwXussdGsaCvyq";;
"Bonnie Banane";"Nini";"Pas Besoin";"2024";"PECHE MIGNON - GRAND MUSIQUE MANAGEMENT";1720827885;1720828096;"https://www.deezer.com/track/2723705552";"https://open.spotify.com/track/1XLvihLdUBLs6z6S5u1pP7";"https://music.apple.com/fr/album/pas-besoin/1738087545?i=1738088452&uo=4";
"Klt & Jessy Elsa Palma";"Beauty of change";"Far away";"2024";"JAZZ FAMILY";1720828092;1720828372;;;;
"BadBadNotGood";"IV";"Cashmere";"2016";"INNOVATIVE LEISURE";1720828369;1720828653;;"https://open.spotify.com/track/7u2oVfGzgUdQEHfPWd3gsr";;
"Loving";"Any light";"Gift";"2024";"LAST GANG RECORDS / MNRK";1720828645;1720828862;;"https://open.spotify.com/track/5mnAzprKWeY7ukcGnB4ay2";"https://music.apple.com/fr/album/gift/1715079935?i=1715079941&uo=4";
"Minnie Riperton";"The Minnie Riperton anthology";"Les fleurs";"1970";"STATESIDE";1720828861;1720829054;"https://www.deezer.com/track/3332223";"https://open.spotify.com/track/4XCGfHpGVq8xw800o5cwWs";"https://music.apple.com/fr/album/les-fleurs/714608848?i=714609120&uo=4";
"Armando Trovaioli";"Bof / Parfum de femme";"Parfum de femme : Parfum de femme";"1975";"PATHE MARCONI";1720829055;1720829326;;;;
"The Turtles";"The Turtles collection / 20 golden hits";"Elenore";"1967";"SPECTRUM";1720829318;1720829464;;;;
"Digawolf";"Yellowstone";"Northern love affair";"2019";"DIGAWOLF";1720829463;1720829685;;"https://open.spotify.com/track/38dBbRVDQrZ6Cmem5h1yMo";;
"Kevin Godley";"Muscle memory";"Song of hate";"2020";"THE STATE51 CONSPIRACY";1720829683;1720830066;"https://www.deezer.com/track/1018367292";"https://open.spotify.com/track/6kRVR0PexrvsojP0ilVoZb";"https://music.apple.com/fr/album/song-of-hate/1518473646?i=1518473647&uo=4";
"Karate Boogaloo";"Hold your horses";"Family song (sing-a-long)";"2024";"COLEMINE RECORDS";1720830065;1720830241;"https://www.deezer.com/track/2627764712";"https://open.spotify.com/track/7tYJtIQiS24vauaY4s0JjG";"https://music.apple.com/fr/album/family-song-sing-a-long/1726622737?i=1726623112&uo=4";
"Mocky";"Feeling like I like";"Feeling like I like (Liliana Andrade)";"2020";"HEAVY SHEET";1720830241;1720830500;;;;
"De La Soul";"3 feet high and rising";"Me myself and I";"1989";"TOMMY BOY";1720830497;1720830709;;"https://open.spotify.com/track/792UwI6utk5DMQUT1KXa5E";"https://music.apple.com/fr/album/me-myself-and-i/1657705063?i=1657705243&uo=4";
"Unessential Oils";"Unessential oils";"Overwhelmed and Unprepared";"2024";"SECRET CITY RECORDS";1720830707;1720831052;;"https://open.spotify.com/track/606sltm751n1JmCxI0UN9s";;
"Baroque Jazz Trio";"Bjt";"Chandigardh";"1970";"PARIS JAZZ CORNER PRODUCTIONS";1720831048;1720831235;;;;
"Elephanz";"Imperfection";"Imperfection";"2019";"BLACK BIRD";1720831232;1720831433;;"https://open.spotify.com/track/08HQangRGeCDnmxjlXB175";;
"Aaron Joseph Russo";"Lasagne";"Primavera";"2021";"NICE GUYS";1720831432;1720831629;"https://www.deezer.com/track/1481203242";"https://open.spotify.com/track/7xrUMT0xQZH9XcMIfYMYL7";"https://music.apple.com/fr/album/primavera/1583850368?i=1583850580&uo=4";
"Alain Johannes";"Spark";"Return to you";"2010";"REKORDS REKORDS";1720831628;1720831809;;"https://open.spotify.com/track/4XTJHllXDEAb5jprTtWZWE";;
"Vanessa Benelli Mosell";"Echoes";"Tissue n°7 - arrangement pour violoncelle et piano";"2018";"DECCA";1720831814;1720832014;;;;
"Mekanik Kantatik";"Space oddity";"Space oddity";"2023";"LA MESON";1720832011;1720832217;;;;
"Speakers Corner Quartet";"Further Out Than The Edge (Deluxe)";"Can we do this ? (feat. Sampha)";"2023";"OTIH RECORDS";1720832216;1720832391;;;;
"Montell Jordan";"BOF / Save the last dance";"Get it on tonite";"2000";"HOLLYWOOD RECORDS";1720832389;1720832664;"https://www.deezer.com/track/107351294";"https://open.spotify.com/track/74R8HMfpQSOpb3SWAnUKl6";;
"Torngat";"You could be";"Germini one";"2007";"ALIEN8 RECOR";1720832696;1720832814;;;;
"Faye Webster";"Atlanta millionaires club";"Come to Atlanta";"2019";"SECRETLY CANADIAN";1720832811;1720832963;"https://www.deezer.com/track/663627322";"https://open.spotify.com/track/1MenPeY2vhqhoKgCkUgFtc";"https://music.apple.com/fr/album/come-to-atlanta/1452886606?i=1452886615&uo=4";
"Leo Blomov";"L'ermitage";"Des étreintes";"2023";"LABEL ATTITUDE";1720832959;1720833158;;"https://open.spotify.com/track/28XZ8QB9uLTfP4Ho8UesZ7";;
"Supertramp";"Breakfast in america";"Breakfast in america";"1979";"AM";1720833152;1720833309;;"https://open.spotify.com/track/4uKop5eqeLow56qacdfO1P";"https://music.apple.com/fr/album/breakfast-in-america/1440756022?i=1440756490&uo=4";
"Hermanos Gutierrez";"Sonido Cosmico";"Abuelita";"2024";"EASY EYE SOUND";1720833313;1720833523;;"https://open.spotify.com/track/3CrOKDpf1WqavqimyCiQbh";"https://music.apple.com/fr/album/abuelita/1728320036?i=1728320486&uo=4";
"Flavia Coelho";"Mama Santa";"Mama Santa";"2024";"PIAS";1720833518;1720833734;;"https://open.spotify.com/track/0k9csJc5jx6aVKAqzHCwsI";;
"Rosalia De Souza";"Garota moderna";"Mais";"2003";"BONSAI";1720833734;1720834013;;;;
"Stevie Wonder";"Songs in the key of life";"Ordinary pain";"1976";"MOTOWN";1720834003;1720834381;"https://www.deezer.com/track/676011662";"https://open.spotify.com/track/1TF3L6npXn08LjwRdQGBww";"https://music.apple.com/fr/album/ordinary-pain/1440788438?i=1440788553&uo=4";
"Booker T & The Mg'S";"Play the hip hits";"I was made to love her";"1964";"STAX";1720834381;1720834537;;;;
"Tropic Hotel";"Tum tum bossa";"Encore une fois";"2024";"VELVETICA MUSIC";1720834533;1720834707;"https://www.deezer.com/track/2817304402";"https://open.spotify.com/track/7uYyJ8DHrQ5RFQOaAnIV9y";;
"Caixa Cubo";"Agora";"Asase (feat. Eric Owusu)";"2023";"JAZZ&MILK";1720834704;1720834886;;;;
"Tame Impala";"No choice";"No choice";"2021";"UNIVERSAL MUSIC";1720834880;1720835094;;;;
"Khruangbin";"A la sala";"Ada jean";"2024";"DEAD OCEANS";1720835095;1720835293;;"https://open.spotify.com/track/1k9NCfhr7kBZThlVSdXJFa";"https://music.apple.com/fr/album/ada-jean/1721004325?i=1721004336&uo=4";
"Janis Joplin";"Janis (succes 1962 à1970)";"Summertime";"1968";"COLUMBIA";1720835284;1720835531;;"https://open.spotify.com/track/3eYCJXTViFwl5mdtcTsF4G";;
"Robert Finley";"Black bayou";"Nobody wants to be lonely";"2023";"EASY EYE SOUND RECORDS";1720835531;1720835719;;"https://open.spotify.com/track/31bACr7LDp10D0GJ5uElRv";"https://music.apple.com/fr/album/nobody-wants-to-be-lonely/1690467670?i=1690467921&uo=4";
"Brandee Younger";"Brand new life";"Livin' and lovin' in my own way (feat. Pete Rock)";"2023";"DECCA RECORDS";1720835716;1720835937;;"https://open.spotify.com/track/640GNpFhsUQwcNks7cjp1u";"https://music.apple.com/fr/album/livin-and-lovin-in-my-own-way-feat-pete-rock/1671212000?i=1671212475&uo=4";
"Audrey Joumas";"Des nouvelles d’ailleurs";"Chaque minute";"2024";"AUTOPRODUCTION";1720835935;1720836143;;;;
"Norah Jones";"Carry on";"Carry on";"2016";"DECCA RECORDS";1720836158;1720836319;;"https://open.spotify.com/track/4ZFhVVawR0xMJ5dJFNxFRl";;
"Nelson Freire";"Chopin / The nocturnes 1à 20 / Freire";"Nocturne nº9 en Si Maj op 32 nº1 pour piano : Andante sostenuto";"2010";"DECCA";1720836311;1720836566;;;;
"Buika";"El ultimo trago";"Un mundo raro";"2009";"WARNER MUSIC SPAIN";1720836553;1720836841;;;"https://music.apple.com/fr/album/un-mundo-raro/334822908?i=334822982&uo=4";
"Donny Hathaway";"Donny Hathaway";"Put your hand in the hand";"1970";"ATCO";1720836839;1720837065;;;;
"Quincy Jones";"Walking in space";"Oh happy day";"1969";"A&M";1720837067;1720837278;;;"https://music.apple.com/fr/album/oh-happy-day/1443197427?i=1443197852&uo=4";
"Noname";"Sundial";"Gospel ? (feat. $ilkmoney, Billy Woods & Stout)";"2023";"AWAL RECORDINGS AMERICA";1720837273;1720837488;;;;
"Frank Leone";"Fish";"Que pena (ft. Hrlum)";"2024";"FOOL S GOLD RECORDS";1720837487;1720837747;;;;
"Piero Piccioni";"La musica di Piero Piccioni Vol. 2";"Amore mio aiutami (film) : Violino";"1969";"BACCI BROS RECORDS";1720837745;1720837915;;;;
"Etienne Daho";"Corps & armes";"Ouverture";"2000";"VIRGIN";1720837911;1720838158;;;"https://music.apple.com/fr/album/ouverture/693298383?i=693298426&uo=4";
"Goldfrapp";"Felt mountain";"Felt mountain";"2000";"MUTE";1720838156;1720838409;;"https://open.spotify.com/track/1DBMINDgH5QoAvaL8QBKZD";"https://music.apple.com/fr/album/felt-mountain/1435646598?i=1435646716&uo=4";
"Royksopp";"Melody A.M.";"So easy";"2001";"LABELS";1720838407;1720838558;;"https://open.spotify.com/track/4MY8NLRDPXKn6CCsGLweLL";;
"Saint DX";"Way back home";"I don't need your love";"2024";"CRACKI RECORDS";1720838556;1720838751;;;;
"Lesneu";"Bonheur ou tristesse";"Amoureux de vous";"2020";"BAD SEEDS";1720838749;1720839019;;"https://open.spotify.com/track/4UaLzmFFWGWgSrGciGCNGF";;
"Etta Baker";"Railroad Bill";"Careless love";"1999";"MUSIC & MAKER";1720839017;1720839224;"https://www.deezer.com/track/1649756282";"https://open.spotify.com/track/5pgEs09E9xGReUTvBFDnqp";"https://music.apple.com/fr/album/careless-love/5353154?i=5353122&uo=4";
"Nat King Cole";"The quintessence / New York - Holywood 1944-1946";"You call it madness (but I call It love)";"1946";"FREMEAUX ET ASSOCIES";1720839223;1720839403;;;;
"Fiona Apple";"BOF / Pleasantville";"Across the universe";"1998";"WORK";1720839401;1720839702;;"https://open.spotify.com/track/6ZQgooEk8PvsLxedYaT6Oa";;
"Marie Fabi";"Dvorak";"Sonatine en Sol Maj op 100 B 183 : Larghetto - arrangement pour vibraphone et piano";"2009";"DISQUES XXI-21 RECORDS";1720839706;1720839944;;;;
"Ryuichi Sakamoto";"Chasm";"Undercooled";"2003";"KAB AMERICA";1720839938;1720840210;;;;
"Crumb";"Amama";"From outside a window sill";"2024";"CRUMB RECORDS";1720840208;1720840357;"https://www.deezer.com/track/2674605602";"https://open.spotify.com/track/5zgC2gUyZxRZiAnUkFpbx7";"https://music.apple.com/fr/album/from-outside-a-window-sill/1732581971?i=1732582369&uo=4";
"Tony Allen";"Jazz is dead / Vol. 18";"Lagos";"2023";"JAZZ IS DEAD";1720840351;1720840520;;"https://open.spotify.com/track/2dGWdZC0ZT6R0zhBCLPvNA";;
"Sebastien Tellier";"L' adulte";"L' adulte";"2014";"BARCLAY";1720840523;1720840722;;;;
"Le Groupe Apollo";"BOF TV / Les mystérieuses cités d'or (série)";"Les mystérieuses cités d'or : Les cités d'or";"1982";"WAGRAM MUSIC";1720840719;1720840851;;;;
"The Smashing Pumpkins";"Mellon collie and the infinite sadness - Dawn to dusk / Vol.1";"Galapogos";"1995";"VIRGIN";1720840850;1720841135;;;"https://music.apple.com/fr/album/galapogos/721224313?i=721224484&uo=4";
"Yann Kornowicz";"Videoclub II";"Detective opening";"2024";"BEATSQUEEZE RECORDS";1720841133;1720841304;;;;
"Madvillain";"Madvillainy";"Great day";"2004";"STONES THROW RECORDS";1720841308;1720841443;;"https://open.spotify.com/track/2teH8BAM9q2oSmBre5hiQM";"https://music.apple.com/fr/album/great-day/41655332?i=41655327&uo=4";
"Gil Scott Heron & Makaya Mac Craven";"We' re new again (a reimagining by Makaya Mac Craven)";"New york is killing me";"2020";"XL RECORDINGS LTD";1720841442;1720841753;;;;
"Anoushka Shankar";"Traces of you";"Fathers";"2013";"DEUTSCHE GRAMMOPHON";1720841752;1720841903;"https://www.deezer.com/track/70624666";"https://open.spotify.com/track/53szT0Dcpwjbpnqsxjm56T";"https://music.apple.com/fr/album/fathers/1440744261?i=1440744280&uo=4";
"Cocorosie";"Elevator angels";"Terrible angels";"2024";"AUTOPRODUCTION";1720841902;1720842159;;"https://open.spotify.com/track/07judX156wAzb0Xsrg0AJz";"https://music.apple.com/fr/album/terrible-angels/1732115174?i=1732115175&uo=4";
"David Bowie";"Hunky dory";"Life on Mars?";"1971";"EMI";1720842159;1720842383;;;;
"Pascal Comelade";"Metode de rocanrol";"Com un rossinyol amb mal de queixal";"2007";"BECAUSE";1720842382;1720842682;"https://www.deezer.com/track/11009316";"https://open.spotify.com/track/45tKOe1IUyZ5HrSXJyo8yY";;
"Ronnie Walker";"Someday";"Really really love you";"1967";"PHILLY ARCHIVES";1720842680;1720842856;;;;
"Moses Sumney";"grae : part 1";"Cut Me";"2020";"JAGJAGUWAR";1720842854;1720843101;;"https://open.spotify.com/track/1A2BT8JYVRjsKdswwvWXG6";;
"Beak";">>>>";"Bloody miles";"2024";"INVADA RECORDS";1720843100;1720843430;;;;
"Damaged Bug";"Cold hot plumbs";"Very";"2015";"CASTLE FACE";1720843439;1720843647;;"https://open.spotify.com/track/04IIqXECxHiqZyLPqmW3pI";;
"James Moody";"Loose & juicy";"You follow me";"1978";"VANGUARD RECORDS";1720843645;1720844013;;;;
"James Brown";"Say it loud - i'm black and i'm proud";"Say it loud - I'm black and i'm proud";"1968";"POLYDOR";1720844010;1720844296;;;;
"Warpaint";"Common blue";"Common blue";"2024";"ROUGH TRADE RECORDS";1720844294;1720844525;"https://www.deezer.com/track/2631540272";"https://open.spotify.com/track/4ywML3rFjamKeKg1GE689X";;
"Lau Ro";"Cabana";"Metamorfose";"2024";"FAR OUT RECORDS";1720844524;1720844730;;"https://open.spotify.com/track/4AceLXyYR162UTgyrNiet8";;
"John Coltrane & Johnny Hartman";"John Coltrane & Johnny Hartman";"My one and only love";"1963";"IMPULSE";1720844726;1720845019;;;;
"Marine Quemere";"Bande annonce";"Bande annonce";"2024";"KWAIDAN";1720845016;1720845167;;"https://open.spotify.com/track/3LzDVM9VIu8EjyimQcrENP";;
"John Barry";"The best of john barry - themeology";"The persuaders theme (Amicalement Votre)";"1972";"COLOMBIA";1720845163;1720845290;;;;
"Jonathan Jeremiah";"Horsepower for the streets";"The rope";"2022";"PIAS";1720845289;1720845465;"https://www.deezer.com/track/2194277337";;"https://music.apple.com/fr/album/the-rope/1618832838?i=1618833164&uo=4";
"Choeur De La Radio De Leipzig";"Carmina burana (intégrale)";"Carmina burana : O fortuna";"2012";"SONY";1720845460;1720845600;;;;
"Rob";"Ghana soundz: Afro-beat,funk & fusion in 1970's Ghana";"Make it fast, make it slow";"1978";"SOUNDWAY REC";1720845598;1720845921;;;;
"Adi Oasis";"Lotus glow (instrumentals)";"Sidonie";"2023";"ADI OASIS";1720845916;1720846112;;"https://open.spotify.com/track/0CARDWgulJdJvDFlbpryvw";;
"Cesar Precio";"Solitude mon amour";"Solitude mon amour";"2024";"AUTOPRODUCTION";1720846112;1720846401;;;;
"Andra Day";"BOF / The United States vs. Billie Holiday";"Solitude";"2021";"WARNER RECORDS";1720846399;1720846579;;;;
"Coco Bryce";"City pop";"Running away towards me";"2024";"MYOR MUSIC";1720846577;1720846845;;"https://open.spotify.com/track/0S2frGeFwvauq622gw0Aj5";"https://music.apple.com/fr/album/running-away-towards-me/1752955039?i=1752955046&uo=4";
"Geek Music";"BOF TV / Trailer park boys main theme";"Trailer park boys main theme";"2001";"GEEK MUSIC";1720846809;1720846915;;;;
"Patsy Cline";"K-Rose";"Three cigarettes in the ashtray";"1957";"INRS";1720846912;1720847045;"https://www.deezer.com/track/101747831";;;
"Julie London";"Julie London";"Black coffee";"1960";"EMI";1720847044;1720847226;;"https://open.spotify.com/track/287zpLsudFQMlehnH2JnWI";"https://music.apple.com/fr/album/black-coffee/724514266?i=724515036&uo=4";
"Della Reese";"Swing, Slow & Cha Cha Cha";"Tea for two";"1960";"DISCOGRAPH";1720847220;1720847350;;;;
"Kemal Rachid Et Ses Ottomans";"Cha cha au harem (orientica France 1960-1964)";"Au café Turc";"1965";"BORN BAD";1720847349;1720847477;;;;
"Derya Yildirim & Grup Simsek";"Kar yagar";"Cocuklar";"2019";"CATAPULT RECORDS / LES DISQUES BONGO JOE";1720847473;1720847624;;"https://open.spotify.com/track/2YOgw8GaI3GWhZ9bg8y4Ap";"https://music.apple.com/fr/album/%C3%A7ocuklar/1462795688?i=1462795931&uo=4";
"The Doors";"The doors";"Love street";"1968";"ELEKTRA";1720847620;1720847786;;"https://open.spotify.com/track/5Q2Im8o4RthlAMkvUMYwGj";"https://music.apple.com/fr/album/love-street/640047463?i=640047765&uo=4";
"Bob Dylan";"1970";"Sign on the window (stereo mix, 5 juin 1970)";"2021";"COLUMBIA";1720847782;1720847972;;;;
"The Kingstonians";"This Is Trojan Rock Steady";"Winey winey";"1970";"TROJAN RECORDS";1720847969;1720848140;;;;
"The Supreme Jubilees";"It'll all be over";"Got a right";"1980";"LIGHT IN THE ATTIC";1720848139;1720848302;"https://www.deezer.com/track/93207160";;"https://music.apple.com/fr/album/got-a-right/951490103?i=951490113&uo=4";
"Lee Fields & The Expressions";"It rains love";"You’re what’s needed in my life (instrumental)";"2019";"BIG CROWN RECORDS / DIFFER- ANT";1720848300;1720848518;;"https://open.spotify.com/track/60VyxLvQDUCw2HXstZszHR";;
"Kim Jung Mi";"Now";"Ganadaramabasa";"1973";"LION PRODUCTIONS";1720848515;1720848696;;"https://open.spotify.com/track/0qrYU79JEkJeN7EcQBhsaH";;
"La Luz";"Weirdo shrine";"True love knows";"2015";"HARDLY ART";1720848693;1720848905;;"https://open.spotify.com/track/4jcYNGQ9NZp8Xbsjb99LsE";"https://music.apple.com/fr/album/true-love-knows/992981833?i=992981852&uo=4";
"Citron Citron";"Chagrin bleu";"Tu m'as réveillée dans mon sommeil";"2022";"BONGO JOE";1720848902;1720849043;;;;
"Chris Cohen";"Paint a room";"Laughing";"2024";"HARDLY ART";1720849039;1720849209;;"https://open.spotify.com/track/4kzjsjrJQzceqZQvW1PzYS";"https://music.apple.com/fr/album/laughing/1738871177?i=1738871182&uo=4";
"La Bibliotheque De La Bergerie";"La Bibliothèque de la Bergerie";"Loterie solaire";"2023";"FREAKSVILLE RECORDS";1720849207;1720849450;;"https://open.spotify.com/track/0aVRVGMT5ucMvB3yMnr8iU";;
"Sato Hiroshi";"City pop";"Rainbow sea line";"1976";"COLUMBIA";1720849447;1720849675;;;;
"Jamiroquai";"High times : Singles 1992-2006";"Corner of the earth";"2001";"SONY";1720849672;1720849904;"https://www.deezer.com/track/15215896";"https://open.spotify.com/track/3jmbIhguc5uxiOdZ7ak8H3";;
"Deniece Williams";"This is Niecy";"Free";"1976";"SONY / BIG BREAK RECORDS";1720849899;1720850255;;"https://open.spotify.com/track/5aPVQqYEEZKREbFRxLiAp5";;
"Roy Ayers Ubiquity";"Mystic voyage";"Mystic voyage";"1975";"POLYDOR";1720850247;1720850466;;"https://open.spotify.com/track/3HDruqpn5X2qvzJdHnqgpq";"https://music.apple.com/fr/album/mystic-voyage/1442771987?i=1442772561&uo=4";
"Pearl Bailey";"A broad";"C'est magnifique";"1958";"ROULETTE / MARATHON";1720850458;1720850651;;;;
"Luciano Pavarotti";"Luciano Pavarotti : Mattinata";"L'Alba separa dalla luce l'ombra - pour ténor et orchestre";"1983";"DECCA";1720850649;1720850809;;;;
"Lucio Battisti";"Ancora tu - Greatest hits";"Il nostro caro angelo";"1973";"RCA";1720850807;1720851057;;;;
"Brigitte Fontaine";"La cave Saravah";"La maison du café";"1980";"SARAVAH";1720851053;1720851266;"https://www.deezer.com/track/249892";;;
"Tamba 4";"Bossa jazz : The birth of hard bossa samba and the evolution of brazilian fusion 1962-1973";"San Salvador";"";"SOULJAZZ";1720851266;1720851405;"https://www.deezer.com/track/1761055907";"https://open.spotify.com/track/51qur0i8tgOMLf4b481dw6";;
"Roge";"Curyman";"Camara";"2023";"DIAMOND WEST RECORDS";1720851402;1720851632;"https://www.deezer.com/track/1831139617";"https://open.spotify.com/track/5JnJtofi3qHhKb2rcv09UO";;
"Rachael Dadd";"We resonate";"Strike our scythes";"2014";"TALITRES";1720851631;1720851833;;"https://open.spotify.com/track/3mlzCBfup7HG58726iSya1";;
"Nice Guys";"Nice guys love you (vol. 4)";"I'm not waiting";"2023";"NICE GUYS";1720851832;1720852044;;;;
"Clairo";"Nomad";"Nomad";"2024";"CLAIRO RECORDS";1720852042;1720852268;;"https://open.spotify.com/track/4WJPxTsvWIdRZ9vMtqk7fj";"https://music.apple.com/fr/album/nomad/1742301413?i=1742301416&uo=4";
"Apollo Brown";"Clouds";"Heart of glass";"2011";"MELLO MUSIC GROUP";1720852266;1720852401;"https://www.deezer.com/track/12122986";"https://open.spotify.com/track/2mIyxsWhu6XLrlyAGr74Li";;
"The Pharcyde";"Labcabincalifornia";"Runnin'";"1995";"GO-BEAT";1720852399;1720852696;;"https://open.spotify.com/track/0XgpiStoxq1IJncYlPrvZ5";"https://music.apple.com/fr/album/runnin/1440914966?i=1440915343&uo=4";
"Amp Fiddler";"Inspiration information";"Be alright";"2008";"STRUT";1720852694;1720852966;;"https://open.spotify.com/track/6nypQM28FfXZWSxWwXHooL";;
"Mmyykk";"Science";"Emit (feat. Demae)";"2021";"RHYTHM SECTION";1720852960;1720853169;;;;
"Vittorio Sommatino";"Lake Theme from Pokèmon Diamond and Pearl";"Lake theme from pokèmon diamond and pearl";"2022";"AUTOPRODUCTION";1720853166;1720853335;"https://www.deezer.com/track/1697427367";;;
"Iamddb";"Rasta pasta (feat. Masego)";"Rasta pasta (feat. Masego)";"2024";"WAEV ENTERTAINMENT";1720853334;1720853582;;;;
"Pedro Mizutani";"Aperana";"Chega De Saudade";"2023";"NICE GUYS";1720853579;1720853711;"https://www.deezer.com/track/2147478637";"https://open.spotify.com/track/3RjK5S2XtI340rKqj3wrgl";;
