"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Heath Brothers";"The midnight mellow : The folk-funk psychedelic experience";"Smilin billy pt. 2";"1975";"GEMA";1726915025;1726915292;;;
"Jimmy Scott";"Falling in love is wonderful";"There Is No Greater Love";"1962";"WEA";1726915291;1726915494;;;
"Revue Blanche";"Misia";"6 Poèmes de Paul Eluard : 6. Tout disparut - arrangement pour soprano flûte traversière alto et harpe";"2022";"ANTARCTICA";1726915494;1726915631;;;
"Seafood Sam";"Standing on giant shoulders";"When I met Rose";"2024";"DRINK SUM WTR";1726915630;1726915752;;"https://music.apple.com/fr/album/when-i-met-rose/1742060760?i=1742061900&uo=4";"https://open.spotify.com/track/3Oiebaj2rGHzWZUj7W9bHV"
"Vin's Da Cuero";"No more words vol.2";"KOD";"2024";"TWENTYONEARTS";1726915748;1726915952;"https://www.deezer.com/track/2723916952";"https://music.apple.com/fr/album/kod/1737468143?i=1737468144&uo=4";"https://open.spotify.com/track/1H7QEg1CcjvE8t7N7LLlW1"
"Asap Rocky";"Tailor Swif";"Tailor Swif";"2024";"RCA";1726915950;1726916105;;;
"Lowsystemexperiment";"Café crème";"Accord & désaccord (feat. Mehdi Chaib)";"2011";"COFFEE BREAK RECORDS";1726916105;1726916418;;;
"Noga Erez";"AYAYAY (feat. Dillom)";"AYAYAY (feat. Dillom)";"2024";"PROPELLER";1726916417;1726916595;;;"https://open.spotify.com/track/6dXtYmPK02eDV6TO492NfL"
"Rosalia";"Motomami";"La fama (feat. The Weeknd)";"2022";"COLUMBIA";1726916594;1726916781;;;
"Johan Papaconstantino";"Premier degré";"Mon chat danse (feat. Prosper)";"2023";"ANIMAL63";1726916780;1726917035;;"https://music.apple.com/fr/album/mon-chat-danse-feat-prosper/1664895587?i=1664896326&uo=4";
"Zeitgeist Freedom Energy Exchange";"Sunny side up";"Powers 2 (The people)";"2019";"BROWNSWOOD RECORDINGS";1726917034;1726917394;;"https://music.apple.com/fr/album/powers-2-the-people/1561275429?i=1561275666&uo=4";"https://open.spotify.com/track/1IzefKFgdn3F6S1EMKllRU"
"Gil Scott Heron";"Reflections";"Grandma's hands";"1981";"BMG";1726917390;1726917710;;;
"The Bloods";"New York noise";"Button Up";"1982";"SOUL JAZZ RECORDS";1726917705;1726917889;;;
"Talking Heads";"Once in a lifetime";"Once in a lifetime";"1980";"EMI";1726917889;1726918144;"https://www.deezer.com/track/2559851392";"https://music.apple.com/fr/album/once-in-a-lifetime/124922154?i=124921347&uo=4";"https://open.spotify.com/track/1Tr4K5MU5XYE44umXGDndd"
"LCD Soundsystem";"This is happening";"I can change";"2010";"PARLOPHONE";1726918136;1726918487;"https://www.deezer.com/track/5936383";;"https://open.spotify.com/track/2073QOEC8rBtSyTsRyaWiP"
"King Gizzard & The Lizard Wizard";"Butterfly 3001";"Blue morpho (Ciel's Fluttering Dub)";"2022";"KGLW";1726918484;1726918827;"https://www.deezer.com/track/1621267262";;
"Hiatus Kaiyote";"Love heart cheat code";"Telescope";"2024";"BRAINFEEDER";1726918819;1726919105;"https://www.deezer.com/track/2725361371";;"https://open.spotify.com/track/23OSfYuny7LLnWHtWVV3bs"
"Biche";"Déjà vu";"Déjà Vu";"2024";"CA VA SOUND";1726919094;1726919277;;;
"Brian Jonestown Massacre";"The singles collection 1992-2011";"Not if you were the last dandy on earth";"1997";"A RECORDINGS";1726919273;1726919438;;;
"Forro In The Dark";"Bonfires of Sao Joao";"Forrowest";"2006";"NUBLU RECORD";1726919436;1726919718;"https://www.deezer.com/track/6334257";;"https://open.spotify.com/track/4KzOJdqRTYAouueUtnNNvx"
"Helio Matheus";"Brazilian beats Brooklyn";"Mais kriola";"1975";"MR BONGO";1726919716;1726919970;"https://www.deezer.com/track/954395452";"https://music.apple.com/fr/album/mais-kriola/1512365459?i=1512365464&uo=4";"https://open.spotify.com/track/6VBO1sQu120TwpHPB9o9EN"
"Funkadelic";"Mommy,what's a funkadelic?";"I bet you";"1970";"PATHE MARCONI";1726919967;1726920337;;;
"Dr. John";"Gris-gris";"Danse fambeaux";"1968";"ATCO";1726920330;1726920620;"https://www.deezer.com/track/684721";"https://music.apple.com/fr/album/danse-fambeaux/106225386?i=106224769&uo=4";"https://open.spotify.com/track/26fJRWncO6oFVu31w5rNy3"
"Daniel Villarreal";"Lados B";"Sunset cliffs";"2023";"INTERNATIONAL ANTHEM";1726920617;1726920886;"https://www.deezer.com/track/2357336235";;"https://open.spotify.com/track/0WGJ7bgk0IYoSgEcPcR6YT"
"Marion Rampal";"Oizel";"Oizeau";"2024";"LES RIVIERES SOUTERRAINES";1726920883;1726921070;;"https://music.apple.com/fr/album/oizeau/1721394113?i=1721395622&uo=4";"https://open.spotify.com/track/4wyCDEypGKhCcvh1itrYVo"
"Fruit Bats";"A river running to your heart";"The deep well";"2023";"MERGE RECORDS";1726921068;1726921288;;;"https://open.spotify.com/track/3FSwftAs0q2Jb3iNfzTbq0"
"Marcus King";"Mood swings";"F*ck my life up again";"2024";"ISLAND DEF JAM";1726921285;1726921543;"https://www.deezer.com/track/2728065471";"https://music.apple.com/fr/album/f-ck-my-life-up-again/1728128331?i=1728128339&uo=4";"https://open.spotify.com/track/0Jw0GvrJl8QIvY28wjAkdY"
"The Herbaliser";"FIP Trip-hop";"A mother (for your mind)";"1996";"WAGRAM MUSIC (DISTRIBUTEUR)";1726921538;1726921941;;;"https://open.spotify.com/track/4soMz9KrgTyAaKohlPsg8y"
"Morcheeba";"Big calm";"Part of the process";"1998";"INDOCHINA";1726921931;1726922194;"https://www.deezer.com/track/750471";"https://music.apple.com/fr/album/part-of-the-process/39280545?i=39280563&uo=4";"https://open.spotify.com/track/5Z34NH1AsA3xPL5OsDTfOa"
"Beck";"Mellow gold";"Loser";"1994";"GEFFEN";1726922191;1726922424;;;"https://open.spotify.com/track/5NTZM8YYeKM2YsGSffVIge"
"NTM";"Paris sous les bombes";"Tout n'est pas si facile";"1995";"EPIC";1726922415;1726922704;;;
"Jasual Cazz";"Memory guard";"Liberty city";"2023";"CHUWANAGA";1726922698;1726922950;"https://www.deezer.com/track/2446560055";"https://music.apple.com/fr/album/liberty-city/1704670242?i=1704670434&uo=4";"https://open.spotify.com/track/0HGVRJnACGyWTzsFF02OBr"
"Reinel Bakole";"Healing Exhaustion";"God complex";"2024";"1878596 RECORDS DK2";1726922948;1726923140;;;"https://open.spotify.com/track/6CDRmKEsuhboQwLlD0KCkc"
"Joe Yorke";"Hopeless";"Fast living";"2023";"RHYTHM STEADY";1726923135;1726923316;"https://www.deezer.com/track/2471721611";;"https://open.spotify.com/track/7dOSyxPgofFfEyW1zunlbM"
"Joan As Police Woman";"The classic";"Ask Me";"2014";"PLAY IT AGAIN SAM";1726923314;1726923550;;"https://music.apple.com/fr/album/ask-me/768767673?i=768767686&uo=4";"https://open.spotify.com/track/1Q6z5KWJautEsY9fk26gvI"
"Scott Bradlee S Postmodern Jukebox";"33 resolutions per minute";"No surprises (Feat. Chloe Feoranzo)";"2017";"MUDHUTDIGITAL";1726923550;1726923762;;;
"Dimitri Naiditch";"Soliszt";"Consommation inspiré par consolation N3, S172";"2022";"DINAI RECORDS";1726923757;1726924056;"https://www.deezer.com/track/1815074087";;"https://open.spotify.com/track/0zPAsg8qcYQF2cjYz1kW97"
"Charlotte Planchou";"Le carillon";"Carillon I";"2024";"QUAI SON RECORDS";1726924053;1726924088;"https://www.deezer.com/track/2956864551";;"https://open.spotify.com/track/6wU87XsgO1E0g0vBx34FIX"
"Charlotte Planchou";"Le carillon";"A Sant Jan";"2024";"QUAI SON RECORDS";1726924086;1726924399;"https://www.deezer.com/track/2956864581";;"https://open.spotify.com/track/3J709c7osdg426RxzicqeB"
"Merryn Jeann";"Dog beach";"Talking to angels";"2024";"RESCUE / RETURN RECORDS";1726924396;1726924632;"https://www.deezer.com/track/2621444022";;"https://open.spotify.com/track/5EGmBN3AfarmKx6IgzoQBH"
"Camille Yarbrough";"The Iron Pot Cooker";"Aint it a lonely feeling";"1975";"VANGUARD RECORDS";1726924631;1726924863;;;
"K.O.G";"Don't take my soul";"Damiama (feat. Fameye)";"2024";"PURA VIDA SOUNDS";1726924861;1726925062;;"https://music.apple.com/fr/album/damiama-feat-fameye/1755602478?i=1755603264&uo=4";
"Bruce Cockburn";"Crowing Ignites";"Blind Willie";"2019";"BRUCE D. CORCKBURN";1726925061;1726925293;"https://www.deezer.com/track/690732362";;"https://open.spotify.com/track/6rhwlrqzqzfAdKwcMa3wox"
"Caetano Veloso";"Qualquer coisa";"Eleanor Rigby";"1972";"POLYGRAM";1726925292;1726925624;"https://www.deezer.com/track/4678354";;
"Andrea Motis";"Do outro lado do azul";"Brisa";"2019";"Verve";1726925624;1726925958;"https://www.deezer.com/track/619515062";"https://music.apple.com/fr/album/brisa/1449955375?i=1449955541&uo=4";"https://open.spotify.com/track/0R4FX30XAsImGRF9x8OXoj"
"Melkoni Project";"Melkoni project";"A bout de souffle";"2022";"LABEL OUEST";1726925958;1726926123;;;
"Cookin' On 3 Burners";"Soul Messin";"Four n twenty";"2009";"FREESTYLE RECORDS";1726926120;1726926309;;;
"Sunbear";"Sunbear";"I heard the voice of music say";"1977";"UNIDISC";1726926308;1726926610;"https://www.deezer.com/track/74785450";"https://music.apple.com/fr/album/i-heard-the-voice-of-music-say/301950012?i=301950104&uo=4";"https://open.spotify.com/track/16eL3Zw084d3CjDTaP8Xdf"
"Benjamin Booker";"Witness";"Truth is heavy";"2017";"ATO RECORDS";1726926605;1726926823;"https://www.deezer.com/track/363649251";;"https://open.spotify.com/track/5Bb5Syx5EbGg4CekxySqys"
"Caleb Landry Jones";"Hey Gary hey down";"Spiders in the trees";"2024";"SACRED BONES RECORDS";1726926819;1726926968;"https://www.deezer.com/track/2589909502";;"https://open.spotify.com/track/7vnqsrfBS8eG6RYLM6i71Q"
"Alain Bashung";"Pizza";"Vertige de l'amour";"1981";"BARCLAY";1726926966;1726927158;"https://www.deezer.com/track/2238913";"https://music.apple.com/fr/album/vertige-de-lamour/1448696178?i=1448696336&uo=4";"https://open.spotify.com/track/4JhUljpTRmzjzlXGXNpt76"
"Julien Decoin";"Eclisse totale : Les musiques du spectacle";"Perdus : Quatuor op 76 n°2 """"Les Quintes"""" Finale Vivace assai";"2018";"AUTO PRODUCTION";1726927154;1726927392;;;
"Me And My Friends";"Look up";"Another lifetime";"2018";"SLIP SHIFT RECORDS";1726927391;1726927614;"https://www.deezer.com/track/1699457507";"https://music.apple.com/fr/album/another-lifetime/1617035810?i=1617035811&uo=4";"https://open.spotify.com/track/6psfeYcYdlhVaWgndQs1ij"
"Herman Dune";"Next year in zion";"On a saturday";"2008";"SOURCE";1726927613;1726927847;"https://www.deezer.com/track/3141279";;"https://open.spotify.com/track/5eT1bVH2vmKRgn4APFVw7I"
"Zoufris Maracas";"Prison dorée";"Koutémoué";"2012";"WAGRAM";1726927846;1726928054;;;"https://open.spotify.com/track/5F84S7IW5ChEggNpo3yxQ2"
"Julian Lage";"Arclight";"Supera";"2016";"MACK AVENUE";1726928053;1726928292;"https://www.deezer.com/track/117187740";;"https://open.spotify.com/track/1k2HAS5c9FqaThs0lA8Loc"
"Townes Van Zandt";"For the sake of the song";"Waiting around to die";"1989";"TOMATO@";1726928289;1726928449;;;
"Charley Crockett";"Lil G.L.'s blue bonanza";"Saturday satan sunday saint";"2018";"SON OF DAVY";1726928448;1726928610;;;"https://open.spotify.com/track/31SWX4VhPeyoTGlh4XXGNG"
"Cameo";"Cameosis";"We're goin' out tonight";"1980";"UNIVERSAL MUSIC LLC";1726928609;1726928888;"https://www.deezer.com/track/93195056";"https://music.apple.com/fr/album/were-goin-out-tonight/1444212213?i=1444212471&uo=4";"https://open.spotify.com/track/7aPhN45VaQfNU5PvyxiJHN"
"Laurent Garnier";"Mostla tape";"Revenge of The LoL Cat (Baron Retif & Concepcion Perez remix)";"2014";"LA SOUTERRAINE";1726928887;1726929068;;;
"Boy Harsher";"BOF / The runner";"The runner : Tower";"2022";"NUDE CLUB";1726929064;1726929270;;;
"Erika De Casier";"Still";"Ice";"2024";"4AD";1726929268;1726929428;;;"https://open.spotify.com/track/0Tsr1YNiCw3znq8RYwiLjp"
"2pac";"All eyez on me";"All eyez on me";"1995";"DEATH ROW RECORDS";1726929428;1726929736;"https://www.deezer.com/track/1510293852";;
"Baby Huey";"The Baby Huey story : The living legend";"California dreaming";"1971";"BUDDAH RECORDS";1726929735;1726929958;;;
"Natacha Atlas";"The best of";"(It's a man's man's) Man's world";"2005";"MANTRA";1726929956;1726930170;;;"https://open.spotify.com/track/1gXqgNYWLNFlM1KXGPk566"
"Shirley Davis & The Silverbacks";"Wishes & wants";"Wishes & wants";"2018";"TUCXONE RECORDS";1726930166;1726930386;;;
"Michelle David";"The gospel sessions vol.3";"He loves me";"2018";"EXCELSIOR RECORDINGS / V2";1726930384;1726930555;;;
"Ana Maija Brkic";"Johann Heinrich Rolle : Matthäuspassion";"Passion selon Saint Matthieu : Mein wallend Herz (Air de la Sulamite)";"2016";"CPO";1726930553;1726930850;;;
"Matthew Halsall";"Fletcher moss park";"The sun in september";"2012";"GONDWANA";1726930849;1726931318;"https://www.deezer.com/track/1433181312";"https://music.apple.com/fr/album/the-sun-in-september/1576442129?i=1576442414&uo=4";"https://open.spotify.com/track/0YeP4gSyzoUA8O09B0MBaF"
"Joanna Newsom";"Have one on me";"'81";"2010";"DRAG CITY";1726931315;1726931545;;"https://music.apple.com/fr/album/81/354800970?i=354801170&uo=4";
"Alain Peters";"Parabolér";"Rest' là maloya";"1987";"TAKAMBA";1726931538;1726931821;"https://www.deezer.com/track/2829880";;
"Joe Hisaishi";"Dream songs";"Le château ambulant : Merry-go-round";"2020";"Decca";1726931819;1726932127;;;
"Elton John";"Your song";"Your song";"1969";"DJM";1726932125;1726932364;;;
"Serpentwithfeet";"Ellipsis";"Ellipsis (feat. Orion Sun)";"2024";"SECRETLY CANADIAN";1726932363;1726932564;;;
"Irene Dresel";"Rose fluo";"Fillschen";"2024";"LABREA MUSIC";1726932564;1726932745;"https://www.deezer.com/track/2537944101";"https://music.apple.com/fr/album/fillschen/1716101912?i=1716102348&uo=4";"https://open.spotify.com/track/1pDIOfYXoXbVyFJBKz918V"
"New Order";"Brotherhood";"Bizarre love triangle";"1986";"CENTRE DATE";1726932742;1726933002;;"https://music.apple.com/fr/album/bizarre-love-triangle/1040972118?i=1040972132&uo=4";"https://open.spotify.com/track/6wVViUl2xSRoDK2T7dMZbR"
"Lizzy Mercier-Descloux";"Zulu Rock";"Mais où sont passées les gazelles";"1984";"ZE RECORDS";1726933000;1726933209;;;
"Or Kantor";"Sarda sarda";"Apolonian nights";"2024";"ANOVA MUSIC";1726933208;1726933354;"https://www.deezer.com/track/2768771991";"https://music.apple.com/fr/album/apolonian-nights/1743461196?i=1743461579&uo=4";"https://open.spotify.com/track/4y1n8G9l454fay2VTd9t1b"
"Neil Young";"On the beach";"Vampire blues";"1974";"REPRISE";1726933352;1726933599;"https://www.deezer.com/track/1234146472";"https://music.apple.com/fr/album/vampire-blues/1015732002?i=1015732117&uo=4";
"Dorothy Ashby";"The Rubaiyat Of Dorothy Ashby";"Drink";"1970";"UMG";1726933596;1726933746;"https://www.deezer.com/track/867038002";"https://music.apple.com/fr/album/drink/1497564253?i=1497564546&uo=4";"https://open.spotify.com/track/3tFVeGXF8j3xavDzhJLIQz"
"Iggy Pop";"Are you still somewhere ?";"Mom and dad - pour voix et harpe";"2022";"SONY CLASSICAL";1726933745;1726934054;;;
"Shane Parish";"Répertoire";"Avril 14th";"2024";"PALILALIA RECORDS";1726934055;1726934168;"https://www.deezer.com/track/2692369802";;"https://open.spotify.com/track/0RwK4xfBOtJW81L5cQVkJt"
"Robert Glasper";"Double-Booked";"All matter";"2009";"BLUE NOTE";1726934165;1726934553;;;"https://open.spotify.com/track/0OVuQ8DlIIzU2a2hgrjquU"
"Noname";"Telefone";"Bye bye baby";"2016";"???";1726934549;1726934717;"https://www.deezer.com/track/2006633407";;"https://open.spotify.com/track/7yJN1tBOx3XD9zsrAqKDri"
"Dave Guy";"Ruby";"7th heaven";"2024";"BIG CROWN RECORDS";1726934717;1726934874;"https://www.deezer.com/track/2817416232";"https://music.apple.com/fr/album/7th-heaven/1748158388?i=1748158392&uo=4";"https://open.spotify.com/track/1FYhlSDuEV5X3yESpaDeJy"
"Jane Birkin";"À la légère";"Les clés du paradis";"1998";"MERCURY";1726934874;1726935090;"https://www.deezer.com/track/7560139";;"https://open.spotify.com/track/5BaejaNRRyUbQocg3xVDGr"
"Martik";"Compilation / Persian funk";"Past time paradise";"2011";"SECRET STASH";1726935088;1726935285;;;"https://open.spotify.com/track/1JrOSDWupvTJ3fWIc5QiFR"
"Knower";"Knower forever";"Real nice moment";"2023";"AUTOPRODUCTION";1726935278;1726935549;"https://www.deezer.com/track/2427779885";;"https://open.spotify.com/track/5T0Hj1zHMWgSFiWkZthi8n"
"Margret Koll";"Georg Friedrich Haendel : Integrale des concertos op 4 pour orgue";"Concerto en Si bémol Maj op 4 n°6 HWV 294 : Larghetto / Version pour harpe 2 flutes a bec 2 violons et basse continue";"";"PASSACAILLE";1726935546;1726935808;;;
"Blonde Redhead";"Misery is a butterfly";"Misery is a Butterfly";"2004";"4AD";1726935806;1726936108;"https://www.deezer.com/track/105292062";"https://music.apple.com/fr/album/misery-is-a-butterfly/1027461699?i=1027462498&uo=4";"https://open.spotify.com/track/0tm9m5pv01Toj3nt3LESdZ"
"Gabriels";"Love and hate in a different time";"Professional";"2020";"R & S RECORDS";1726936107;1726936340;"https://www.deezer.com/track/2319391485";;
"Four Tet";"New energy";"Lush";"2017";"TEXT RECORDS";1726936341;1726936648;"https://www.deezer.com/track/412058962";"https://music.apple.com/fr/album/lush/1288517633?i=1288518312&uo=4";"https://open.spotify.com/track/4KjNEsQ4jkqXwCmsn71a9p"
"Bill Withers";"Bill Withers greatest hits";"Just the two of us";"1981";"CBS";1726936647;1726936881;;;
"Jaume Escala";"Ritmo fantasía : balearic spanish synth-pop, boogie and house (1982-1992)";"Ciutat";"1986";"SOUNDWAY RECORDS";1726936880;1726937161;"https://www.deezer.com/track/1668025382";;
"Daniel Ogren";"Fastingen92";"Annalena";"2023";"MR BONGO";1726937159;1726937261;"https://www.deezer.com/track/921816322";;
"Corridor";"Mimi";"Phase IV";"2024";"SUB POP RECORDS";1726937259;1726937558;;;"https://open.spotify.com/track/493llDJE19S4ofEfRqr83p"
"The Velvet Underground";"The Velvet Underground & Nico";"I'm waiting for the man";"1967";"POLYDOR";1726937557;1726937830;;"https://music.apple.com/fr/album/im-waiting-for-the-man/1442659237?i=1442660332&uo=4";"https://open.spotify.com/track/3fElupNRLRJ0tbUDahPrAb"
"Gerson King Combo";"Gerson King Combo";"Andando nos trilhos";"1977";"UNIVERSAL";1726937828;1726938009;"https://www.deezer.com/track/2738110";"https://music.apple.com/fr/album/andando-nos-trilhos/1443275631?i=1443275921&uo=4";"https://open.spotify.com/track/1cpKmQf0CX74XrREpb1MZY"
"HARRISON";"Feels like yesterday";"Feels like yesterday";"2024";"LAST GANG";1726938076;1726938204;"https://www.deezer.com/track/2923415401";;"https://open.spotify.com/track/12mCpmQFWTW9D5pWGDrHmI"
"Meshell Ndegeocello";"No More Water : The Gospel of James Baldwin";"Travel";"2024";"Blue Note";1726938256;1726938505;"https://www.deezer.com/track/2813538372";;"https://open.spotify.com/track/566fobHwzVOPFGOpX0iP7v"
"James Baldwin";"BOF / Le jeune Karl Marx / I am not your negro";"I am not your negro : I can’t be a pessimist (Featuring James Baldwin)";"2016";"MUSIC BOX RECORDS";1726938546;1726938639;;;
"James Baldwin";"A lover´s question";"The art of love";"1999";"LABEL BLEU";1726938639;1726938732;;;
"Singers Unlimited";"In tune";"The Shadow Of Your Smile";"1973";"MPS";1726938731;1726939001;;;
"Yonathan Avishai";"When You're Smiling";"When you're smiling";"2024";"JAZZ & PEOPLE";1726939000;1726939258;;;"https://open.spotify.com/track/0Ol1HtkRStBVuL0T1zAEm2"
"Sammy Davis Jr.";"Hey there";"Smile darn ya smile";"1949";"NAXOS";1726939252;1726939404;"https://www.deezer.com/track/4904056";;
"Evan Arntzen";"Countermelody";"Smiles";"2021";"DOT TIME RECORDS";1726939404;1726939553;"https://www.deezer.com/track/1250324902";"https://music.apple.com/fr/album/smiles/1554555541?i=1554555761&uo=4";"https://open.spotify.com/track/0HcURaIAEiTrUhQVoDb6gH"
"ROBERT DOWNEY JR";"The futurist";"Smile";"2004";"SONY CLASSICAL";1726939552;1726939779;;;
"Links Trio";"Oh My God !";"Roller Disco";"2024";"LABEL OUEST";1726939778;1726940054;;"https://music.apple.com/fr/album/roller-disco/1725122772?i=1725123218&uo=4";"https://open.spotify.com/track/4gFuqEwBbqJm3xJaOIvIYN"
"Shirley Scott Trio";"Music, message and the moment (Box set)";"Freedom dance";"1963";"IMPULSE RECORDS";1726940053;1726940344;"https://www.deezer.com/track/693427802";"https://music.apple.com/fr/album/freedom-dance/1466998696?i=1466999277&uo=4";"https://open.spotify.com/track/66SLJJCAh66J4kKKwMmywz"
"Shirley Scott";"";"The Blues Ain't Nothin' But Some Pain";"1964";"";1726940343;1726940624;;;
"John Scofield";"A go go";"Kubrick";"1998";"VERVE";1726940667;1726940801;"https://www.deezer.com/track/1582077";"https://music.apple.com/fr/album/kubrick/1440924083?i=1440924727&uo=4";"https://open.spotify.com/track/7knqth0PUBaJaOxnIeEOYO"
"Jun Iida";"Evergreen";"Love theme from Spartacus";"2024";"OA2";1726940800;1726941036;;;"https://open.spotify.com/track/1l5NPTDozLls6fwXdXK7vg"
"Conte Candoli";"Conte Candoli and friends / Coast to coast";"Groovin' higher";"1955";"FRESH SOUND RECORDS";1726941042;1726941350;;;
"Al Jarreau";"Accentuate the positive";"Groovin´ high";"2004";"VERVE";1726941349;1726941598;;"https://music.apple.com/fr/album/groovin-high/1443539631?i=1443540464&uo=4";"https://open.spotify.com/track/1w2aGJky82MhMdNp7sC5we"
"Sam Barsh";"I forgot what you taught me";"Wake up and smile";"2008";"RAZDAZ RECORDS";1726941597;1726941844;"https://www.deezer.com/track/1047215732";;"https://open.spotify.com/track/6WovDHEdM7rvZlmSgRCh0V"
"Barefoot Jerry";"Southern delight / Barefoot Jerry";"Smokies";"1973";"PUMPKIN RECORD PRODUCTIONS";1726941843;1726941976;;;
"The Turtles";"Happy together";"You showed me";"1967";"MUSIC CLUB";1726941975;1726942161;"https://www.deezer.com/track/1467065";;
"Skylar Gudasz";"Country";"Watercolor";"2024";"PERSEIDS RECORDS";1726942160;1726942398;"https://www.deezer.com/track/2764882011";"https://music.apple.com/fr/album/watercolor/1742985828?i=1742986069&uo=4";"https://open.spotify.com/track/5XN2MsA9IRiqTNO8HcOumh"
"Sons Of Sevilla";"Lullabies For a Wildcat";"With the lights low";"2024";"UBIQUITY";1726942396;1726942627;;"https://music.apple.com/fr/album/with-the-lights-low/1758063722?i=1758063730&uo=4";"https://open.spotify.com/track/5CADK6Bpzatyx6GDGYZOPf"
"Blundetto";"Cousin Zaka / Vol. 1";"Movin' in";"2019";"LUCIEN ENTERTAINMENT";1726942626;1726942845;;;
"Lava La Rue";"Hi-fidelity";"Don't come back";"2022";"MARATHON ARTISTS";1726942843;1726943060;"https://www.deezer.com/track/2061216327";"https://music.apple.com/fr/album/dont-come-back/1657732452?i=1657732453&uo=4";"https://open.spotify.com/track/637Dhg7cBf6ODFeY2wjF5Z"
"Sister Carol";"Black Cinderella";"Spidla-Ding";"1984";"HEARTBEAT";1726943060;1726943273;;;
"Bazbaz Camille";"Dubadelik";"Réponds moi";"1996";"ISLAND";1726943274;1726943458;;;
"The Black Keys";"Going down south";"Going down south";"2021";"NONESUCH / WARNER";1726943457;1726943685;;"https://music.apple.com/fr/album/going-down-south/1562742266?i=1562742520&uo=4";"https://open.spotify.com/track/3PeDt4Q8YIFDRph5UhxAaA"
"Poni Hoax";"Tropical suite";"Tropical suite";"2017";"PAN EUROPEAN RECORDING";1726943680;1726943826;"https://www.deezer.com/track/1280571722";"https://music.apple.com/fr/album/tropical-suite/1559238553?i=1559239217&uo=4";"https://open.spotify.com/track/2zytbkpYaqGrVdEQ0QF1vg"
"The Jellies";"Jive baby on a saturday night";"Jive baby on a saturday night (Radio edit)";"1981";"TRUNK RECORDS";1726943826;1726944021;;;
"Tom Tom Club";"Tom Tom Club";"Genius of love";"1981";"ISLAND";1726944013;1726944348;"https://www.deezer.com/track/7314582";"https://music.apple.com/fr/album/genius-of-love/1443455978?i=1443456285&uo=4";"https://open.spotify.com/track/6UGlSlhwl2MNhsrg5Wepq3"
"Bessa Simons";"Ghana special 2 : Electronic highlife & afro sounds in the diaspora, 1980-93";"Sii Nana";"1990";"SOUNDWAY RECORDS LTD";1726944349;1726944693;;;
"Ernest Honny";"Essiebons special 1973-1984 / Ghana music power house";"Kofi psych (interlude 1)";"2022";"ANALOG AFRICA";1726944689;1726944957;;;
"Tole Froide";"La Redoute";"Autodétruisez-vous";"2020";"LE TURC MECANIQUE";1726944956;1726945112;;;
