"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"itunes";"spotify"
"Ani Difranco";"Evolve";"O my my";2003;"RIGHTEAOUS B";1710949443;1710949664;;"https://music.apple.com/fr/album/o-my-my/1208773699?i=1208774451&uo=4";"https://open.spotify.com/track/6wufRMy0ehURsvKLsIrfBU"
"Duke Ellington & His Orchestra";"The jaywalker / 1966-1967";"Eggo";1967;"STORYVILLE";1710949661;1710949992;;;
"Reis Demuth Wiltgen";"Once in a Blue Moon";"New beginning";2018;"CamJazz";1710949991;1710950281;"https://www.deezer.com/track/1220755962";;"https://open.spotify.com/track/1JtlwopFKakyVP3HQOkNUW"
"'T-Bone' Walker. (Compositeur)";"Stormy monday";"(They Call it) Stormy Monday";1962;"BLUE NOTE";1710950278;1710950500;;;
"Potlatch";"Horizons";"Houle";2020;"AUTOPRODUCTION";1710950502;1710950759;"https://www.deezer.com/track/1107682632";"https://music.apple.com/fr/album/houle/1535877194?i=1535877211&uo=4";"https://open.spotify.com/track/75NWSeChsPJ6kUraGqb3PY"
"Ahmed Abdul Malik";"East meets West";"La ibky (don't cry)";1960;"RCA RECORDS LABEL";1710950758;1710951054;;;
"Kip Hanrahan";"Crescent moon waning";"Dancing with sweetness, tonight (feat. Lucia Ameen)";2018;"YELLOWBIRD";1710951053;1710951315;;;
"Louie Bellson";"The Louis Bellson explosion";"Groove blues";1975;"PABLO";1710951312;1710951735;;;
"Bill Charlap Trio";"Uptown downtown";"The one I love belongs to somebody else";2017;"IMPULSE";1710951735;1710952031;"https://www.deezer.com/track/389065561";;"https://open.spotify.com/track/5NhuQJvgVRcZ0RgK9G2xoe"
"Alma Cogan";"This record Is not to be Broadcast Vol. 2";"Love is";1958;"FANTASTIC VOYAGE";1710952029;1710952211;;;
"We Are Birds";"No Return";"Waltz for Souls";2020;"Nutsyprod";1710952212;1710952529;;"https://music.apple.com/fr/album/waltz-for-souls/1495966068?i=1495966248&uo=4";"https://open.spotify.com/track/3vxmnibtHfZtUDi11FmYNF"
"Ivan Jullien";"Complete Riviera recordings";"Time square garden";1972;"UNIVERSAL MUSIC CLASSICS";1710952527;1710952993;;;
"Gregory Porter";"Nat King Cole & me";"Nature boy";2017;"BLUE NOTE";1710952992;1710953216;;"https://music.apple.com/fr/album/nature-boy/1440907427?i=1440907650&uo=4";"https://open.spotify.com/track/11QXocrhM4abTndcjO2I9A"
"Thelonious Monk Quartet";"Monk's dream";"Bye-ya";1962;"CBS";1710953215;1710953575;;"https://music.apple.com/fr/album/bye-ya/201436030?i=201436058&uo=4";"https://open.spotify.com/track/4wuLOdYAlu8istr4dEBTPx"
"Vincent Artaud";"La tour invisible";"Emeutes";2007;"DISCOGRAPH";1710953574;1710953836;;;"https://open.spotify.com/track/6oKhJ2bQKHDsFH0AvBJqeV"
"Betty St.Claire";"Complete Jubilee & Seeco recordings";"Almost like being in love";1955;"FRESH SOUND RECORDS";1710953830;1710953996;;;
"Henri Texier";"Chance";"Pina B. (pour Pina Bausch)";2020;"Label Bleu";1710953999;1710954414;;;
"Benny Carter";"3, 4, 5 The Verve small group sessions";"Rosetta";1957;"VERVE";1710954410;1710954745;;;
"Cecile Mc Lorin Salvant";"Dreams and Daggers";"You're my thrill";2017;"Mack Avenue";1710954744;1710955014;;;
"The Three Sounds";"Best of three sounds";"On green dolphin street";1965;"BLUE NOTE";1710955012;1710955339;;;
"Vincent Peirani & Emile Parisien";"Belle époque";"Hysm";2014;"ACT MUSIC & VISION";1710955333;1710955724;;;
"Lena Horne";"Lena goes latin & sings your requests";"Cuckoo in the clock";1963;"CDM";1710955724;1710955938;"https://www.deezer.com/track/2415980";"https://music.apple.com/fr/album/cuckoo-in-the-clock/536651886?i=536653036&uo=4";
"Ferenc Snetberger";"Nomad";"Air";2005;"enja";1710955936;1710956274;;;
"Rodney Kendrick";"We don't die we multiply";"Jahjuka";1997;"VERVE";1710956270;1710956574;"https://www.deezer.com/track/4708108";"https://music.apple.com/fr/album/jahjuka/1443224515?i=1443224521&uo=4";"https://open.spotify.com/track/18MY1kU17wGwIqhuSU4vcL"
"Liz Green";"O devotion";"French singer";2011;"PIAS";1710956570;1710956835;;"https://music.apple.com/fr/album/french-singer/496210436?i=496210442&uo=4";
"Kenny Burrell";"Bluesy Burrell";"I Thought About You";1962;"Concord";1710956832;1710957109;;"https://music.apple.com/fr/album/i-thought-about-you/763226934?i=763226975&uo=4";
"Chihiro Yamanaka";"Forever begins (cd promo)";"W.W.W.";2011;"Verve";1710957107;1710957453;"https://www.deezer.com/track/10271514";;
"Mose Allison";"My backyard";"You call it Joggin'";1989;"BLUE NOTE";1710957448;1710957619;"https://www.deezer.com/track/41062491";;
"Xavier Desandre Navarre";"In-pulse 2";"Mandingo";2020;"CRISTAL";1710957619;1710957913;"https://www.deezer.com/track/852643182";"https://music.apple.com/fr/album/mandingo/1494965596?i=1494965602&uo=4";"https://open.spotify.com/track/5SGWaXBtjaAYj1ZTMSNXqM"
"Gene Shaw (Trompette)";"Break through";"Tonight";2008;"DUSTY GROOVE AMERICA";1710957909;1710958321;;;
"Ji Dru";"Western";"Streets of gold";2019;"LABEL BLEU / MAISON DE LA CULTURE D’AMIENS";1710958320;1710958552;"https://www.deezer.com/track/742857532";"https://music.apple.com/fr/album/streets-of-gold/1478407643?i=1478407857&uo=4";"https://open.spotify.com/track/3wBkpnMuTeEqmIUyrrikhj"
"Booker Little";"Booker Little";"Bee tee's minor plea";1960;"TIME";1710958549;1710958885;"https://www.deezer.com/track/3735257";"https://music.apple.com/fr/album/bee-tees-minor-plea/419044571?i=419044606&uo=4";"https://open.spotify.com/track/3KBws2F6394XqFRBaG3Avw"
"Edouard Bineau";"L'obsessioniste";"Ideal circus";2007;"Le Chant du Monde";1710958884;1710959190;"https://www.deezer.com/track/260614";;
"Joe Williams & Ella Fitzgerald";"For the love of Ella Fitzgerald";"Party blues";1956;"Verve";1710959187;1710959422;;;
"Ezra Collective";"We out here";"Pure shade";2017;"BROWNSWOOD RECORDINGS";1710959422;1710959810;;;
"Marc Johnson";"The sound of summer running";"Union pacific";1998;"VERVE";1710959806;1710960130;;;"https://open.spotify.com/track/68ZhDusbcWpHzbLzfWIIFp"
"Youn Sun Nah";"Same girl";"Pancake";2010;"ACT MUSIC";1710960125;1710960335;;;"https://open.spotify.com/track/3juwfinoqehnrwnif0vXMN"
"Sonny Rollins";"Les trésors du Jazz 1954 - Vol. 5";"Solid";1956;"DREYFUSJAZZ";1710960335;1710960719;"https://www.deezer.com/track/1106136";;
"Stefon Harris";"African tarantella";"Thanks for the beautiful land on the delta";2006;"BLUENOTE";1710960717;1710961076;;;
"Oscar Brown Jr";"Dancefloor Jazz / Vol 11 : Right now";"Barra limpa";1966;;1710961072;1710961253;;;
"Aly Keita";"Kalan teban";"Ce n'est pas si...?";2019;"INTAKT RECORDS";1710961253;1710961493;;;
"Lennie Tristano";"Lennie Tristano";"East thirty-second";1956;"Atlantic";1710961492;1710961761;;;
"Tok Tok Tok";"She and he";"Longing for brad";2008;"UNIVERSAL";1710961760;1710961964;;;
"Pharoah Sanders";"Thembi";"Thembi";1971;"IMPULSE";1710961962;1710962383;"https://www.deezer.com/track/62347615";"https://music.apple.com/fr/album/thembi/1444189399?i=1444189724&uo=4";"https://open.spotify.com/track/5TNqSTLoOqIMBquCtFNV1E"
"Snorre Kirk Quartet";"Tangerine rhapsody";"Tangerine rhapsody (feat. Jan Harbeck)";2019;"STUNT";1710962378;1710962778;;;
"Chet Baker";"Sings and plays";"Just Friends";1955;"PACIFIC";1710962773;1710962933;"https://www.deezer.com/track/3147917";;
"Gerardo Frisina";"Join the dance";"Titoro";2010;"SCHEMA RECOR";1710962933;1710963223;"https://www.deezer.com/track/67918407";"https://music.apple.com/fr/album/titoro/373996422?i=373996458&uo=4";"https://open.spotify.com/track/6VX2OKMr9tZSG1BuEIwRa3"
"Jacky Terrasson";"What it is";"Baby plum";1999;"BLUE NOTE";1710963221;1710963562;;"https://music.apple.com/fr/album/baby-plum/723405047?i=723405558&uo=4";"https://open.spotify.com/track/3ytA4Y3AxAhJbc8ygWJVm6"
"Gregory Porter";"Liquid spirit";"Lonesome lover";2013;"BLUE NOTE";1710963559;1710963744;;;"https://open.spotify.com/track/16ozuGb2UB8ERRwmKrQLGn"
"Art Pepper";"Art Pepper meets the rhythm section";"Imagination";2010;"CONTEMPO/WEA";1710963742;1710964093;"https://www.deezer.com/track/5646698";"https://music.apple.com/fr/album/imagination-live/395854871?i=395855350&uo=4";
"Chris Potter";"The sirens";"Stranger at the gate";2013;"ECM";1710964092;1710964577;"https://www.deezer.com/track/63457286";"https://music.apple.com/fr/album/stranger-at-the-gate/1444196278?i=1444197225&uo=4";"https://open.spotify.com/track/56whL6S0RPKozeFMzEHPTH"
"Steve Tyrell";"A new standard";"I can't get started with you";1999;"Atlantic";1710964572;1710964799;"https://www.deezer.com/track/5615725";"https://music.apple.com/fr/album/i-cant-get-started-with-you/357826760?i=357826893&uo=4";"https://open.spotify.com/track/5e82qn7zchSnA0aLEWOz8T"
"Joshua Redman";"Where are we";"Manhattan (feat. Peter Bernstein)";2023;"BLUE NOTE";1710964799;1710965030;;;
"Johnny Hodges";"3 shades of blue";"Welcome to New York";1970;"BMG";1710965027;1710965273;"https://www.deezer.com/track/1733823737";;"https://open.spotify.com/track/2YW9mmRDeL8TGEVJ1tSuc9"
"Peggy Lee";"Four Classic Albums";"New York City blues";2018;"Avid Jazz";1710965272;1710965470;;;
"Doug Richards Orchestra";"Through a sonic prism";"A felicidade";2022;"SPACEBOMB";1710965470;1710965820;;;
"Amaro Freitas Trio";"Sankofa";"Baquaqua";2021;"FAR OUT RECORDINGS";1710965819;1710966060;;;
"Ran Blake";"That certain feeling";"Oh where's my bess I";2010;"HATOLOGY";1710966052;1710966296;;;
"Natalie Dessay & Zoot Octet";"Pannonica";"La solitude de Bird";2023;"ZOOT RECORDS";1710966290;1710966432;;;
"Charlie Parker Quintet";"Jazz Magazine-Jazzman / L'âge d'or du jazz";"I get a kick out of you";1954;"WAGRAM MUSIC";1710966428;1710966641;;;
"Camille Bertault";"The passion of Charlie Parker";"Après vous (the apotheosis of Charlie Parker) (vocal version of """"Au privave"""")";2017;"IMPULSE";1710966644;1710966809;;;
"Herbie Hancock";"Mr. Hands";"4 am";1980;"COLB";1710966808;1710967128;;;
"High Pulp";"Days in the desert";"Dirtmouth";2023;"ANTI EPITAPH";1710967120;1710967400;"https://www.deezer.com/track/2226223517";;"https://open.spotify.com/track/6jLr5wTijHJaX3nhk5M6HB"
"Kneebody";"Chapters";"What's my name (feat. Michael Mayo)";2019;"EDITION";1710967398;1710967748;;"https://music.apple.com/fr/album/whats-my-name-feat-michael-mayo/1475527702?i=1475527704&uo=4";
"The Lewis Express";"Clap your hands";"Clap Your Hands";2019;"ATA RECORDS";1710967746;1710968007;"https://www.deezer.com/track/703137602";"https://music.apple.com/fr/album/clap-your-hands-45-version/1468455953?i=1468455954&uo=4";"https://open.spotify.com/track/4JaMRvPSITkLwHJSgCmW3R"
"Doris Day";"Cuttin caper / Bright and shiny";"Clap yo hands";2001;"COLLECTABLES RECORDS";1710968003;1710968182;;;
"Walter Smith III";"Twio";"On the trail";2016;"WHIRLWIND";1710968180;1710968540;;;
"Al Cohn & Zoot Sims";"Al and Zoot";"Brandy and beer";1957;"CHESSMATES";1710968540;1710968765;;;
"Jamie Cullum";"Pointless nostalgic";"Devil may care";2002;"CANDID";1710968763;1710968963;"https://www.deezer.com/track/66856788";"https://music.apple.com/fr/album/devil-may-care/392941986?i=392942226&uo=4";
"Jacky Terrasson";"Rendez-vous";"Old Devil Moon";1997;"BLUENOTE";1710968959;1710969301;;;"https://open.spotify.com/track/58y9oCLSRjZtpnGI88lrWL"
"Chris Anderson";"From the heart";"Just Friends";2011;"NAIM RECORDS";1710969296;1710969526;;;
"Moses Yoofee (Compositeur, Piano)";"At ease";"At ease";2023;"BMG RIGHTS MANAGEMENT GMBH";1710969522;1710969730;"https://www.deezer.com/track/2442666995";;"https://open.spotify.com/track/6pDZ0qBAvvOJWQQ2siN7Oh"
"Yussef Dayes";"Black classical music";"The light (feat. Bahia Dayes)";2023;"BROWNSWOOD / CASHMERE THOUGHTS / NONESUCH";1710969724;1710970061;;"https://music.apple.com/fr/album/the-light-feat-bahia-dayes/1683587217?i=1683587510&uo=4";"https://open.spotify.com/track/1mkzHA0suincRybCyk5fis"
"Dorothy Ashby";"The jazz harpist / Vol. 1 et Vol. 2";"My ship";1961;"FRESH SOUND RECORDS";1710970056;1710970275;"https://www.deezer.com/track/546851092";"https://music.apple.com/fr/album/my-ship/537046405?i=537046605&uo=4";
"Ella Fitzgerald";"The Irving Berlin songbook, volume II";"No strings";1958;"VERVE";1710970275;1710970457;;"https://music.apple.com/fr/album/no-strings/506082138?i=506082412&uo=4";
"Dee Dee Bridgewater";"Dear Ella";"A Tisket, a tasket";1997;"VERVE";1710970454;1710970604;;;
"Vintage Orchestra";"Thad";"Little pixie";2004;"NOCTURNE";1710970601;1710971063;;;
"Carlos Henriquez (Chef d'orchestre)";"A nuyorican tale";"Bodegas groove";2023;"AUTOPRODUCTION";1710971059;1710971461;;"https://music.apple.com/fr/album/bodegas-groove/1704055562?i=1704055564&uo=4";"https://open.spotify.com/track/3KL0WnaiYugElyzKfOrWf2"
"Erroll Garner";"Mambo moves";"Old black magic";1954;"MERCURY";1710971458;1710971781;;;
"Mark Priore Trio";"Initio";"Roxana";2023;"JAZZ ELEVEN / BACO DISTRIB";1710971778;1710971951;;"https://music.apple.com/fr/album/roxana/1710016021?i=1710016309&uo=4";"https://open.spotify.com/track/3L2UPO2CksSCWfotoDksH3"
"Taylor Eigsti";"Daylight at midnight";"The Water";2010;"CONCORD MUSIC GROUP";1710971951;1710972280;"https://www.deezer.com/track/7064255";;"https://open.spotify.com/track/5UAI6yUnD1LYAhzYbhtakQ"
"Carla Bley";"Dinner music";"Ida lupino";1977;"WATT RECORDS";1710972272;1710972749;"https://www.deezer.com/track/1097673";"https://music.apple.com/fr/album/ida-lupino/1443488450?i=1443488470&uo=4";"https://open.spotify.com/track/4KCBnlsmOMM9m2UBSiKGOz"
"Daniel Zimmermann";"L'homme à tête de chou in Uruguay";"Chez les yé-yé";2022;"Label Bleu";1710972747;1710973090;;;"https://open.spotify.com/track/00xTEC9VErYd6AU9q3plHD"
"Jay Jay Johnson";"The great Kai & J.J.";"This Could Be the Start of Something Big";1960;"IMPULSE";1710973087;1710973277;;;
"Rocky Cole";"Smooth & Rocky / The kid from Salt Lake City";"C'est la vie";1960;"BEST VOICES TIME FORGOT";1710973275;1710973521;;;
"Ian Shaw";"In a New York minute";"That's life";1999;"MILESTONE";1710973520;1710973686;;;
"Mind Watcher";"Pathways";"Beyond relief";2023;"WE SEE MUSIC";1710973686;1710973980;;;"https://open.spotify.com/track/2QwD22lHt3UagbTqAP90Gs"
"Brad Mehldau";"The art of the trio / Vol.1";"Blackbird";1996;"WB";1710973976;1710974276;;;
