"Artist";"Album";"Song";"Year";"Label";"start";"end";"deezer";"spotify";"itunes";"youtube"
"Buddy Collette Quintet";"Soft touch";"The cute monster";1958;"FRESH SOUND";1706354016;1706354303;;;;
"Skalpel";"Konfusion";"Shivers";2005;"NINJATUNE";1706354302;1706354549;"https://www.deezer.com/track/487309032";"https://open.spotify.com/track/1onMX9NylL6y2pOeV8pxqw";"https://music.apple.com/fr/album/shivers/1372717394?i=1372717395&uo=4";
"E.W. Wainwright";"Spiritual Jazz vol. 6 / Vocals";"Imani";1977;"Jazzman Records";1706354548;1706354957;;;;
"Mulatu Astatke & The Heliocentrics";"Inspiration information";"Phantom of the panther";2009;"STRUT";1706354956;1706355093;;;"https://music.apple.com/fr/album/phantom-of-the-panther/307556145?i=307556273&uo=4";
"David Axelrod";"Blue break beats";"Holy thursday";1968;"BLUE NOTE";1706355093;1706355420;;"https://open.spotify.com/track/0VF21fEzB6OszZcJlKzyg5";;
"Yann Clery";"Motozot";"Grajé";2017;"WHY COMPAGNIE / JAZZ FAMILY";1706355416;1706355677;"https://www.deezer.com/track/1406034832";"https://open.spotify.com/track/2glp8PzPKQLk0Etl1U5gss";"https://music.apple.com/fr/album/graj%C3%A9/1572483396?i=1572483846&uo=4";
"Fred Karlin";"Jazz goes to Hollywood";"A second chance";1995;"Varese Sarabande";1706355672;1706356059;;;;
"John Scofield";"Combo 66";"Combo theme";2018;"VERVE";1706356056;1706356493;;"https://open.spotify.com/track/1IHoZRfNM5gxizTeHdQCet";"https://music.apple.com/fr/album/combo-theme/1425971618?i=1425973169&uo=4";
"Abbey Lincoln";"That's him";"Strong man";1957;"RIVERSIDE";1706356488;1706356789;"https://www.deezer.com/track/123045216";"https://open.spotify.com/track/5mzIMuhc3fTCvOuhGweeF0";"https://music.apple.com/fr/album/strong-man/304463565?i=304463614&uo=4";
"Resavoir";"Resavoir";"Woah";2019;"INTERNATIONAL ANTHEM";1706356789;1706357035;"https://www.deezer.com/track/679830732";"https://open.spotify.com/track/0maIb4eA5He1n7LTmyfyIL";"https://music.apple.com/fr/album/woah/1463614952?i=1463615343&uo=4";
"The Drive";"Next stop Soweto vol. 4: Zulu rock, afro-disco and mbaqanga 1975- 1985";"Ain't sittin' down doin' nothing";1975;"STRUT";1706357033;1706357395;;;;
"The Cinematic Orchestra";"Every day";"Evolution";2002;"NINJA TUNE";1706357392;1706357785;"https://www.deezer.com/track/10238809";"https://open.spotify.com/track/3X6rQmbpJ3qg2Okh2iAugT";;
"Barney Kessel";"Barney Kessel's swingin' party at contemporary (extrait)";"Miss Memphis";1960;"CONTEMPORARY";1706357783;1706358156;"https://www.deezer.com/track/72030951";;"https://music.apple.com/fr/album/miss-memphis/732479416?i=732479582&uo=4";
"Skeletons";"Smile";"Mr Mystery";2010;"IMPOSS. ARK";1706358152;1706358374;;"https://open.spotify.com/track/0pZVsFfqVlFtMjprm0hBmp";"https://music.apple.com/fr/album/mr-mystery/355759444?i=355759541&uo=4";
"Rare Silk";"Storm";"Storm";1985;"EMOTIONAL RESCUE";1706358372;1706358692;"https://www.deezer.com/track/65254883";"https://open.spotify.com/track/1cotJPbhAMOdrGqwi4BBEL";;
"Christian Scott Atunde Adjuah";"The emancipation procrastination";"The emancipation procrastination";2017;"STRETCH MUSIC";1706358692;1706359072;;"https://open.spotify.com/track/0GdpNrAXxfPzO8bNVGBbBF";"https://music.apple.com/fr/album/the-emancipation-procrastination/1650396762?i=1650396763&uo=4";
"Hampton Hawes";"Everybody likes Hampton Hawes : Vol 3  / The trio";"The sermon";1956;"COMTEMPORARY";1706359068;1706359287;"https://www.deezer.com/track/945171612";;"https://music.apple.com/fr/album/the-sermon/710278931?i=710280291&uo=4";
"The Invisible Session";"The invisible session";"The Teacher";2006;"SCHEMA";1706359287;1706359711;;"https://open.spotify.com/track/3elN8YMmLJ68qWbh1cQk61";"https://music.apple.com/fr/album/the-teacher/150491652?i=150492367&uo=4";
"Charlie Haden";"Nocturne";"Noche de Ronda (Night of Wandering)";2001;"VERVE";1706359708;1706360042;;;;
"Maynard Ferguson";"M.F horn two";"Spinning wheel";1972;"WOUNDED BIRD RECORDS";1706360039;1706360302;"https://www.deezer.com/track/4634896";"https://open.spotify.com/track/7KJzJVQjSggUFbxSBN4Aqk";"https://music.apple.com/fr/album/spinning-wheel/336856360?i=336856563&uo=4";
"Dakota Staton";"Five classic albums";"Let me off uptown";1958;"AVID JAZZ";1706360301;1706360447;;;"https://music.apple.com/fr/album/let-me-off-uptown/870639861?i=870645014&uo=4";
"Ezra Collective";"You can't steal my joy";"Chris and Jane";2019;"ENTER THE JUNGLE";1706360447;1706360685;;"https://open.spotify.com/track/7onbeUUrlezPATh6XEfOAW";"https://music.apple.com/fr/album/chris-and-jane/1450944210?i=1450944517&uo=4";
"Bobby Matos";"Chango's dance";"So what / Impressions";1995;"CUBO";1706360684;1706361005;"https://www.deezer.com/track/1003060282";"https://open.spotify.com/track/71lKyvhRpyhSbKwkHiu2y7";"https://music.apple.com/fr/album/so-what-impressions/1520309766?i=1520309784&uo=4";
"Branford Marsalis Quartet & Kurt Elling";"Upward Spiral";"Blue gardenia";2016;"OKEY / SONY MUSIC";1706361002;1706361275;;;"https://music.apple.com/fr/album/blue-gardenia/1102783682?i=1102783922&uo=4";
"John Coltrane";"Blue world";"Blue world";1964;"IMPULSE";1706361273;1706361632;;;;
"Nils Petter Molvaer";"Recoloured - the remix album";"Vilderness (Cinematic Orchestra mix)";2001;"UNIVERSAL";1706361630;1706362003;"https://www.deezer.com/track/76037215";;;
"Bobbi Humphrey";"Black and blues";"Blacks and blues";1974;"BLUE NOTE";1706362002;1706362274;;;;
"Quintetto X";"Novo esquema da bossa";"Ceu azul";2005;"SHEMA RECORDS";1706362274;1706362477;;;;
"Jack Wilson";"Easterly Winds";"Do it";1967;"Blue Note";1706362476;1706362852;;;"https://music.apple.com/fr/album/do-it/724752432?i=724752664&uo=4";
"Supersonic";"Sons of love";"Simple Forces";2017;"LABEL BLEU";1706362848;1706363159;;"https://open.spotify.com/track/68me9bj02hAPvb3ILABECC";;
"Jimmy Slyde (Claquettes)";"Special tap dance";"Just in time";1988;"BLACK AND BLUE";1706363155;1706363340;;;;
"Frank Woeste";"Pocket rhapsody";"Pocket rhapsody";2016;"ACT MUSIC";1706363338;1706363828;;"https://open.spotify.com/track/50UznoEFlkt4m7vLXJoMeh";;
"Fats Waller";"BD Music Presents Fats Waller";"Abdullah";1939;"BDMusic";1706363824;1706364000;"https://www.deezer.com/track/1159786912";;;
"Patrick Zimmerli (Compositeur)";"Sun on Sand";"Dark white";2019;"Nonesuch";1706364000;1706364191;;;;
"Steve Kuhn (Piano)";"Trance";"Something everywhere";1975;"ECM";1706364188;1706364654;;;;
"Tok Tok Tok";"50 ways to leave your lover";"The jack";2005;"EINSTEIN";1706364650;1706364905;"https://www.deezer.com/track/61600925";"https://open.spotify.com/track/6tf8m82VKRWjBwvtRA8WTD";"https://music.apple.com/fr/album/the-jack/101929300?i=101928822&uo=4";
"Buddy De Franco (Clarinette)";"Mr. Clarinet";"Ferdinando";2002;"Verve";1706364902;1706365206;;;;
"Dave Douglas & Frank Woeste";"Dada people";"Mains libres";2016;"GREEN LEAF MUSIC";1706365205;1706365578;;;;
"Kurt Elling";"This time it's love";"Too young to go steady";1998;"Blue Note";1706365574;1706365872;;"https://open.spotify.com/track/6t3pbF6xOdcO9wfyoa1l22";"https://music.apple.com/fr/album/too-young-to-go-steady/738333159?i=738334012&uo=4";
"John Zorn";"Dreamers Christmas";"Santa's workshop";2011;"TZADIK";1706365872;1706366188;"https://www.deezer.com/track/2472639001";"https://open.spotify.com/track/7Jm1Bnt38AoguyRgy92iGg";"https://music.apple.com/fr/album/santas-workshop/1194279403?i=1194279415&uo=4";
"Louis Smith";"Here comes";"Tribute to Brownie";1958;"BLUE NOTE";1706366184;1706366579;"https://www.deezer.com/track/69916989";;;
"Rickie Lee Jones";"It's like this";"On the street where you live";2000;"SONY";1706366578;1706366780;;;"https://music.apple.com/fr/album/on-the-street-where-you-live/6577365?i=6577353&uo=4";
"Harold Mcnair";"Flute & Nut";"Indecision";1970;"VOCALION";1706366777;1706367118;;;;
"Marquis Hill";"Meditation tape";"Coming out of the Universe";2017;"BLACK ON PURPOSE";1706367116;1706367409;"https://www.deezer.com/track/436827972";"https://open.spotify.com/track/7oE1rDG32Bv51zTWsfJAn4";"https://music.apple.com/fr/album/coming-out-of-the-universe/1320094352?i=1320094974&uo=4";
"Jimmy Rushing";"BD Music presents Christmas songs";"Good morning blues";1962;"NOCTURNE";1706367408;1706367597;"https://www.deezer.com/track/3506349";;;
"Frederic Borey Butterflies Trio";"Butterflies Trio";"The single petal of a rose";2019;"FRESH SOUND";1706367597;1706367893;;;;
"James Carter";"Conversin' With the Elders";"Centerpiece";1996;"Atlantic";1706367892;1706368281;"https://www.deezer.com/track/5614959";"https://open.spotify.com/track/7v76dhMNnTgDxjGT4RZDs2";"https://music.apple.com/fr/album/centerpiece/357869751?i=357870029&uo=4";
"Jacques Schwarz Bart";"Jazz racine Haiti";"Bade Zile (feat. Rosna Zila)";2014;"MOTEMA";1706368278;1706368542;;;;
"Count Basie";"Complete Clef - Verve fifties studio recordings / volume 3 & 4";"Down for the count";1954;"Verve";1706368540;1706368899;"https://www.deezer.com/track/100017810";;;
"Christian Prommer";"Drum lesson vol1";"Trans europa express";2007;"SONAR";1706368898;1706369209;;;;
"Eugene McDaniels";"Headless heroes of the apocalypse";"Headless heroes";1971;"WATER";1706369205;1706369411;;"https://open.spotify.com/track/5nGhBObWsNzTucrr6lPbSS";"https://music.apple.com/fr/album/headless-heroes/1340916168?i=1340922611&uo=4";
"Charlier / Sourisse";"Eleven blues";"La seconde danse";2004;"O+MUSIC";1706369411;1706369768;;;;
"Lou Donaldson";"Midnight Soul";"Man with a hom";1961;"Chess";1706369765;1706370068;;;;
"Ben Sidran";"Don't cry for no hipster";"Dying anyway";2012;"BONSAI MUSIC";1706370065;1706370313;;"https://open.spotify.com/track/3L7MTZuqUjv5NSHh3xm4Hp";"https://music.apple.com/fr/album/dying-anyway/574449888?i=574450071&uo=4";
"Rodney Kendrick";"Dance world dance";"A little sweeter";1994;"VERVE";1706370308;1706370645;"https://www.deezer.com/track/1123602";"https://open.spotify.com/track/5yPzVpPiRUGFKQVfZpyBSL";;
"Tony Allen";"The Source";"Push and pull";2017;"Blue Note";1706370642;1706370987;;"https://open.spotify.com/track/2mFrLFLCaonzA0FbRmYK8n";"https://music.apple.com/fr/album/push-and-pull/1442214381?i=1442214509&uo=4";
"Anita O Day";"Anita sings the most";"We'll be together again";1956;"VERVE";1706370984;1706371199;;;;
"Sebastien Surel";"Camara pop";"Aroma bom";2019;"ZAMORA";1706371199;1706371489;;"https://open.spotify.com/track/4zvdOrHuCMTLupXcRNIYRG";;
"Herbie Mann";"Gagaku & beyond";"Gagaku and beyond";1976;"FINNADAR";1706371484;1706371925;;;"https://music.apple.com/fr/album/gagaku-and-beyond/76149403?i=76149390&uo=4";
"Ian Shaw";"Drawn to all things";"Night in the city";2006;"LINN";1706371921;1706372167;"https://www.deezer.com/track/1092181522";"https://open.spotify.com/track/1mYPpGQUEFWCqXmhjsBwxi";"https://music.apple.com/fr/album/night-in-the-city/1534013342?i=1534013345&uo=4";
"Bud Freeman";"Chicago / Austin high school jazz in hi-fi";"Chicago";1957;"MOSAIC RECORDS";1706372166;1706372520;;;;
"Bireli Lagrene";"Summertime";"Someday my prince will come";2009;"Dreyfus Jazz";1706372518;1706372802;;"https://open.spotify.com/track/4x5QoVpnSdFk3rY05OrEC3";;
"Johnny Hartman (Chant)";"The complete Bee Hive sessions discs IV, V & VI";"For All We Know";;"Mosaic Records";1706372798;1706373099;"https://www.deezer.com/track/110488294";"https://open.spotify.com/track/7I1h2g9r3JqECtOf3faGna";"https://music.apple.com/fr/album/for-all-we-know/79612227?i=79612181&uo=4";
"Alfa Mist";"Structuralism";"Mulago";2019;"SEKITO";1706373099;1706373344;;"https://open.spotify.com/track/5TAsKm10VQoQuYW0fnqnsP";"https://music.apple.com/fr/album/mulago/1453181932?i=1453182244&uo=4";
"Dizzy Reece";"Blues in trinity";"Blues in trinity";1958;"BLUE NOTE";1706373340;1706373744;"https://www.deezer.com/track/1428489532";;"https://music.apple.com/fr/album/blues-in-trinity-remastered/1357298626?i=1357298636&uo=4";
"Carla Cook";"Dem bones";"Better than anything";2001;"NEXT MUSIC";1706373742;1706374030;;"https://open.spotify.com/track/2WuBGMwitjlGDpPal9XR3L";"https://music.apple.com/fr/album/better-than-anything/1085150942?i=1085151439&uo=4";
"Grover Washington Jr.";"A secret place / All the king's horses";"Where is the love";1972;"MOTOWN";1706374027;1706374331;;;;
"Michel Portal";"Baïlador";"Cuba si, cuba no";2010;"UNIVERSAL MU";1706374327;1706374673;;"https://open.spotify.com/track/0CtrJpAlqNPH3w4ODqtXeH";;
"Camille Howard";"Jukebox mambo / Vol.2";"Within this heart of mine";1950;"JAZZ MAN";1706374670;1706374800;"https://www.deezer.com/track/1462173602";;;
"Martin Joey Dine";"Both at once";"Please stop that war";2019;"ANAGRAM PARIS";1706374800;1706375438;"https://www.deezer.com/track/827185592";;;
"Sonny Rollins";"What's new";"Bluesongo";1962;"BMG";1706375436;1706375716;"https://www.deezer.com/track/993539";"https://open.spotify.com/track/1UdhsH9lKhm60NOt2ahisL";"https://music.apple.com/fr/album/bluesongo/931954633?i=931964318&uo=4";
"Hugh Coltman";"Who's happy";"Civvy street";2018;"OKEH";1706375714;1706375983;;"https://open.spotify.com/track/7IsX6w3FZVNrCDoA2qTPiY";"https://music.apple.com/fr/album/civvy-street/1324245124?i=1324245726&uo=4";
"Jacky Terrasson";"What it is";"Money";1999;"BLUE NOTE";1706375982;1706376255;;"https://open.spotify.com/track/0jnoxERf18qkaLpHntB2pa";"https://music.apple.com/fr/album/money/723405047?i=723405551&uo=4";
"Pieces Of Peace";"Pieces of peace";"Pollution (instrumental)";2007;"CALI-TEX RECORDS";1706376252;1706376710;;;;
"Jack Kerouac";"Blues and haikus/featuring Al Cohn & Zoot Sims";"The Last Hotel and Some Of Dharma";1958;"ZONOPHONE";1706376708;1706376933;;;;
"Village Of The Sun";"Village of the sun";"Village of the sun (feat Binker & Moses)";2020;"GEARBOX RECORDS";1706376928;1706377341;;;;
"Melvin Sparks";"Melvin Sparks : legends of acid jazz";"Charlie Brown";1996;"PRESTIGE";1706377315;1706377666;"https://www.deezer.com/track/565132412";;;
"Eliane Elias";"Dance of time";"An up dawn";2017;"CONCORD MUSIC";1706377662;1706377924;"https://www.deezer.com/track/144941868";"https://open.spotify.com/track/0peQ2WQxN6zcxycFOISWpL";"https://music.apple.com/fr/album/an-up-dawn/1440938693?i=1440939544&uo=4";
"Quincy Jones (Chef d'orchestre)";"Go west man";"No bones at all";1957;"UNIVERSAL";1706377921;1706378156;"https://www.deezer.com/track/100878500";"https://open.spotify.com/track/2jsLnJ7TZzxnMtUcNszcvD";"https://music.apple.com/fr/album/no-bones-at-all/1443813753?i=1443813861&uo=4";
"Etienne Deconfli";"Brothers";"Sister Romane";2015;;1706378155;1706378452;;;;
"Charlie Shavers";"Complete recordings volume 1";"Back home again in Indiana";1964;"LONE HILL JAZZ";1706378451;1706378560;"https://www.deezer.com/track/440700972";;;
"Creature";"Suddenly you matter";"Suddenly you matter";2020;"KOBALT RECORDS";1706378557;1706378912;;;;
"Horace Silver. (Compositeur)";"You Gotta Take a Little Love";"Down and Out";1969;"Blue Note";1706378909;1706379178;;;"https://music.apple.com/fr/album/down-and-out/715924725?i=715925165&uo=4";
"Hailey Tuck";"Junk";"Cactus tree";2018;"OKEH / SONY";1706379175;1706379445;;"https://open.spotify.com/track/5645dAuPaLBzzo2cNfpzYJ";"https://music.apple.com/fr/album/cactus-tree/1349223078?i=1349223081&uo=4";
"Ronnie Foster";"Two-headed freap";"Summer song";1972;"B NOTE";1706379443;1706379759;;"https://open.spotify.com/track/1Ugma79M7MunvbjkeQNVLz";;
"Sophie Alour";"Joy";"Songe en forme de fougère";2020;"MUSIC FROM SOURCE";1706379756;1706379979;;"https://open.spotify.com/track/0zeXe2s88GdfJD7n9Rbr8i";;
"Lucy Reed";"This is Lucy Reed/Complete recordings 1950-1957";"Out of this world";1955;"FRESH SOUND RECORDS";1706379978;1706380204;;;;
"Yaron Herman";"Follow the white rabbit";"Heart shaped box";2010;"ACT";1706380203;1706380477;;"https://open.spotify.com/track/5i17LHqATVUzB3qJaUcNkO";;
"Quatuor Treya";"Le quatuor treya interprete Gabriel Faure";"Pavane";1998;"DIVOX";1706380475;1706380953;;;;
"Randy Newman";"The Randy Newman Songbook vol. 3";"You've got a friend in me";2016;"NONESUCH";1706380952;1706381075;"https://www.deezer.com/track/696962792";"https://open.spotify.com/track/3iCoKAaMZq9OF4mtx4rN6g";"https://music.apple.com/fr/album/youve-got-a-friend-in-me/1135114525?i=1135114840&uo=4";
"Benny Golson";"The Other Side Of Benny Golson";"This night";1958;"RIVERSIDE";1706381074;1706381544;;;"https://music.apple.com/fr/album/this-night/854278442?i=854278474&uo=4";
"Eric Legnini";"Six strings under";"The jive";2019;"ANTEPRIMA PRODUCTIOSN / BENDO MUSIC";1706381542;1706381722;"https://www.deezer.com/track/706610352";"https://open.spotify.com/track/0eJGNbggPdksFu594Oy7z0";"https://music.apple.com/fr/album/the-jive/1471345570?i=1471345727&uo=4";
"Nina Simone";"The best of";"Four Women";1966;"PHILIPS";1706381721;1706381984;;"https://open.spotify.com/track/7urjzeGBtfHdwWmfYJjdAp";"https://music.apple.com/fr/album/four-women/1469552026?i=1469552031&uo=4";
"Kansas Smitty's";"Things happened here";"Sunnyland";2020;"EVER";1706381985;1706382253;;"https://open.spotify.com/track/1S6ECkB4IVgWRsQ3BYWuy8";"https://music.apple.com/fr/album/sunnyland/1498249875?i=1498250222&uo=4";
"Ernest Ranglin";"Guitar in Ernest";"Chow mein";1965;"DUBSTORE RECORDS";1706382251;1706382468;;;;
"Madeleine Peyroux";"Anthem";"The ghosts of tomorrow";2018;"DECCA / UNIVERSAL";1706382465;1706382716;"https://www.deezer.com/track/571891362";"https://open.spotify.com/track/39Ru1THo5oACOeeFjc4bAQ";"https://music.apple.com/fr/album/the-ghosts-of-tomorrow/1439604334?i=1439604821&uo=4";
"Gary Burton";"Like Minds";"Like Minds";2011;"Concord";1706382712;1706383060;;;;
"The Jazz Defenders";"Scheming";"She'll come round";2019;"HAGGIS RECORDS";1706383058;1706383368;"https://www.deezer.com/track/803729172";"https://open.spotify.com/track/26IJ4EWGPvHHMmDcXtVxsy";"https://music.apple.com/fr/album/shell-come-round/1487784953?i=1487785146&uo=4";
"Count Basie";"Count Basie at Newport";"Smack dab in the middle (feat. Joe Williams)";1957;"Verve";1706383367;1706383563;;;;
"Nir Felder";"II";"Coronation";2020;"Ropeadope";1706383561;1706384029;"https://www.deezer.com/track/1964981837";"https://open.spotify.com/track/7AdYaYukQjnBRH4LUlFZIS";"https://music.apple.com/fr/album/coronation/1649990339?i=1649990343&uo=4";
"Hein Huysmans Kwintet";"Funky Chicken";"Marakesh";1975;"Sdban";1706384025;1706384474;;;;
"Jan Lundgren Trio";"Plays the music of Jule Styne";"What makes the sunset";2002;;1706384471;1706384885;;;;
"Thelonious Monk";"Monk's blues";"Monk's point";1968;"CBS";1706384882;1706385363;;"https://open.spotify.com/track/2LNSesO8kcR6mWM8caSwwU";"https://music.apple.com/fr/album/monks-point/192797451?i=192797616&uo=4";
"Alain Jean-Marie";"Pensativa";"Quiet now";2019;"L2MG";1706385360;1706385452;;"https://open.spotify.com/track/4LW8ZLAloScwcMdbukXqaU";;
"Lola Albright";"Lola wants you";"Do what you gotta do";1957;"FRESH SOUNDS";1706385449;1706385597;;;;
"Francesco Bearzatti & Tinissima 4et";"Zorro";"El regreso";2020;"CAM JAZZ";1706385600;1706385884;;;;
"Cannonball Adderley";"African waltz";"Something different";1961;"RIVERSIDE";1706385881;1706386062;;"https://open.spotify.com/track/1fDCa7CSQPitgwIy3DxZTE";"https://music.apple.com/fr/album/something-different/827917597?i=827917612&uo=4";
"Jamie Cullum";"Pointless nostalgic";"Devil may care";2002;"CANDID";1706386061;1706386260;"https://www.deezer.com/track/66856788";;"https://music.apple.com/fr/album/devil-may-care/392941986?i=392942226&uo=4";
"Weather Report";"Weather report : Black market";"Cannon ball";1976;"CBS";1706386257;1706386517;"https://www.deezer.com/track/30685331";"https://open.spotify.com/track/6uL1U3tg3OhHYnuwqnQRn4";"https://music.apple.com/fr/album/cannon-ball/208170262?i=208170515&uo=4";
"Stanley Clarke";"D-Stringz";"Mercy, mercy, mercy";2015;"DECCA RECORDS";1706386506;1706386895;;;;
"Django Reinhardt";"Swing guitars";"Shine";1936;"CAPITOL";1706386893;1706387062;;;;
"Atlantis Jazz Ensemble";"Oceanic suite";"Ebb and flow";2016;"MARLOW RECORDS";1706387061;1706387423;;"https://open.spotify.com/track/2DtUufQQxHXk33XPulpjZc";"https://music.apple.com/fr/album/ebb-and-flow/1090523855?i=1090524345&uo=4";
"John Surman";"Road to Saint Ives";"Piperspool";1990;"ECM";1706387424;1706387722;;"https://open.spotify.com/track/2KA0olyopLGzEJA4zlgUes";"https://music.apple.com/fr/album/piperspool/1443126116?i=1443126434&uo=4";
"Natalie Greffel";"Para todos";"Blame";2020;"AGOGO RECORDS";1706387719;1706387978;"https://www.deezer.com/track/864665682";"https://open.spotify.com/track/6yjTLaHI3aMaxNKLNn6F1k";"https://music.apple.com/fr/album/blame/1497190386?i=1497190391&uo=4";
"Larry Young";"Unity";"The moontrane";1965;"BLUE NOTE";1706387977;1706388415;;;"https://music.apple.com/fr/album/the-moontrane-remastered/1457590359?i=1457590364&uo=4";
"Jan Schumacher Quartet";"Windstille";"Gartenblick";2008;"CRISTAL";1706388413;1706388738;;;;
"Count Basie";"Complete Clef / Verve fifties studio recordings / volume 7 & 8";"Stop ! don't !";1955;"VERVE";1706388735;1706388887;;;;
"Benjamin Thiebault";"Emergence";"Fairy Tale";2020;"Parallel";1706388886;1706389196;;;;
"Vince Guaraldi";"Vince Guaraldi trio";"It's de-lovely";1956;"Fantasy";1706389196;1706389398;"https://www.deezer.com/track/1095155392";;"https://music.apple.com/fr/album/its-de-lovely/603237480?i=603237864&uo=4";
"Kellylee Evans";"I Remember When";"Jungle";2013;"Universal";1706389397;1706389641;"https://www.deezer.com/track/64300913";;"https://music.apple.com/fr/album/jungle/1444048771?i=1444048915&uo=4";
"Milt Jackson";"Olinga";"Olinga";1974;"EPIC";1706389639;1706389865;"https://www.deezer.com/track/133101494";"https://open.spotify.com/track/4q5wg6MFFg96ud5SDxaqvQ";;
"The SoulJazz Orchestra";"Rising sun";"Lotus flower";2010;"STRUT";1706389863;1706390181;;"https://open.spotify.com/track/5J05euPQwPk1jJl03eiPdJ";"https://music.apple.com/fr/album/lotus-flower/1695215914?i=1695215987&uo=4";
"Dizzy Gillespie, Sonny Rollins & Sonny Stitt";"Sonny side up";"On the sunny side of the street";1957;"VERVE";1706390178;1706390518;;;;
"Ibrahim Maalouf";"Illusions";"If you wanna be a woman";2013;"MISTER PRODUCTIONS";1706390517;1706390911;"https://www.deezer.com/track/71927343";"https://open.spotify.com/track/1hl72fdcKYitUaaqfv5LW9";"https://music.apple.com/fr/album/if-you-wanna-be-a-woman/730971049?i=730971424&uo=4";
"Ray Bryant";"No problem";"Come on home";1994;"EMARCY";1706390911;1706391341;;;;
"Trio Elf";"Elfland";"Anima";2010;"ENJA";1706391338;1706391669;;;;
"Miles Davis";"Sketches of Spain";"The pan piper";1960;"CBS";1706391667;1706391900;"https://www.deezer.com/track/75684950";"https://open.spotify.com/track/2bQqOVOml9LQYfyjO3BbOW";"https://music.apple.com/fr/album/the-pan-piper/160760626?i=160760754&uo=4";
"The Cinematic Orchestra";"Every day";"Man with the movie camera";2002;"NINJA TUNE";1706391897;1706392444;;"https://open.spotify.com/track/33w6ijljyz6AChh6EQhMQW";"https://music.apple.com/fr/album/man-with-the-movie-camera/416338893?i=416339004&uo=4";
"Mongo Santamaria";"Montreux heat !";"Para Ti";1980;"CONCORD";1706392439;1706392944;"https://www.deezer.com/track/72848855";;;
"Raphael Pannier Quartet";"Capricho de Raphael";"Capricho de Raphael";2020;"FRENCH PARADOX";1706392945;1706393253;;"https://open.spotify.com/track/6WUqEahfuOEDNhmPjNEMri";"https://music.apple.com/fr/album/capricho-de-raphael/1521870362?i=1521870712&uo=4";
"Lee Morgan";"The gigolo";"The Gigolo";1989;"BLUE NOTE";1706393249;1706393909;;;;
"Malia";"The garden of Eve";"Me & my girlfriend";2020;"MPS";1706393904;1706394090;;"https://open.spotify.com/track/4Klzw4kg7rqSyMAcwPhNLw";"https://music.apple.com/fr/album/me-my-girlfriend/1489381664?i=1489381669&uo=4";
"Ry Cooder";"Jazz";"Davenport blues";1978;"WB";1706394090;1706394211;;"https://open.spotify.com/track/0L9e7n9fZv1LINACve79jT";"https://music.apple.com/fr/album/davenport-blues/475213423?i=475213614&uo=4";
"Raynald Colom";"Rise";"In a mist";2012;"JAZZ VILLAGE";1706394210;1706394486;;"https://open.spotify.com/track/2KzryJ517MonzGqT4HmLU4";;
"Frank Sinatra";"Songs for swingin' lovers !";"Anything goes";1956;"Capitol";1706394482;1706394641;;;"https://music.apple.com/fr/album/anything-goes/1440841946?i=1440842797&uo=4";
